"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"@",,"e4eb1a565eb5af8a29211323050a4849e6286f2b","@","@","Clicks 4","@","","Copyright Public Domain","199x","Matthias Domin","@","","[BIN]","","","","","","",""
"@",,"e7f6ad5766ce319443177cd5d68bae12d0596450","@","@","CD Encryption Utility","@","","v 1.6; Copyright Public Domain","19xx","BLJ","@","","","","","","","","",""
"@",,"ea4f524c1399921b828a9d5722662a354c94160b","@","@","Painter","@","","Copyright Public Domain","1996","Sinister Developments","@","a","a 1","","","","","","",""
"@",,"ea764342ee20e885f3be3ad13b196b1531dbd213","@","@","PlaySFX","@","","v 1.0; Copyright Public Domain","2003","Robert Jurziga","@","","","","","","","","",""
"@",,"ec6e56d64979f2fd3bbae7a2378ead1e9aef9f59","@","@","Clicks 3","@","","Copyright Public Domain","199x","Matthias Domin","@","","","","","","","","",""
"@",,"ed38d9ad44f2b4c0148a45bfa26523d3f1f4defb","@","@","BlackJag","@","","v rev20050223; Copyright Public Domain","2005","FORCE Design","@","","","","","","","","",""
"@",,"ee553176f0a32683b517b84b12c6fae13c15c3d0","@","@","Wolfenstein 3D","@","","","1994","Atari","@","","","","","","","","",""
"@",,"eed1ccf3c7086d05244e19f137d8cc45ea57c1b5","@","@","JagReplay","@","","v 1.0a; Copyright Public Domain","1995","Phoby Creative","@","","","","","","","","",""
"@",,"f0914be41331e3045bbc04225044dc3c73fd9de1","@","@","Sensible Soccer","@","","","1995","Atari","@","","","","","","","","",""
"@",,"f35b8d44e57b154c57fd9428d80dba567e546e4a","@","@","Assassin, The: Part 1","@","","Copyright Public Domain","1999","OMC Games","@","a","a 1","","","","","","",""
"@",,"f60b001242d2dfb55c41412720bb01c59f7b04b5","@","@","Jagmarble","@","","Copyright Public Domain","2000","Matthias Domin","@","","","","","","","","",""
"@",,"f8991b0c385f4e5002fa2a7e2f5e61e8c5213356","@","@","Atari Jaguar Boot Image","@","","","1993","Atari","@","","","","","","","","",""
