"Group","SHA1","ID","Folder","FileName","Title","Media Filename","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"@",,"07cb6f9219a85c099d494c3425a93de1f9de1c58","@","@","Saint Seiya Paradise: Saikyou no Senshitachi","@","","","1992","Bandai","jp","","","","","it","","","",""
"@",,"0810918786904d19d5a637e70a0501a776b475ac","@","@","Bill & Ted's: Excellent Game Boy Adventure","@","","","1990","Beam","@","a","a 2","","","","","","",""
"@",,"081a6f607c4a07fc0bab2f86cf0d1adff1173239","@","@","Super Chinese Fighter GB","@","","","1996","Culture Brain","jp","a","a 2","","","","","","",""
"@",,"0841f55e18fe6e4a50df826703db22681169f2e7","@","@","Evel Knievel","@","","","1999","Rockstar - Tarantula Studios","eu","","[Nintendo Game Boy Compatible]","","","","","","",""
"@",,"0845ace2f5fb929a55428e468fe7aa41769b9d4c","@","@","The Final Fantasy Legend","@","Final Fantasy Legend, The","v rev0","1989","Squaresoft","eu,us","","","","","","","","","5"
"@",,"084dc4c2179aeb93263144e1ced3bcbff3e33178","@","@","Space Date","@","","Language proto","1992","FCI","eu","","[Out of Gas]","","","","","","",""
"@",,"0850ece0ffd71926b76a71bb41aafe37daefd557","@","@","Navy Seals","@","","","1991","Ocean","@","","","","2","","","","",""
"@",,"08570acd587880f18436269c022f8091e0fb49b3","@","@","Tetris","@","","v rev1","1989","Nintendo","eu,us","","","","","de","","","",""
"@",,"08727df23083167f99ce6d38de511a9d3569fc9c","@","@","Pac-Man","@","","","1991","Namco","us","b","b 1","","","","","","",""
"@",,"089013eb2dac79c5525c442bfc9cda74e8660597","@","@","Othello World","@","","","1994","Tsukuda","@","","","","","","","","",""
"@",,"08948315649160c62546f541f173808595f75149","@","@","Tiny Toon Adventures","@","","","1991","Konami","jp","","","","","","","","",""
"@",,"08a112f0c3fdc4cd4c14cfb98683d25d5d8475de","@","@","Turok 2: Seeds of Evil","@","","","1999","Acclaim - Bit Managers - Iguana Entertainment","jp","","[Nintendo Game Boy Compatible]","","","","","","",""
"@",,"08aabd7be3d4b78a8b124a58afae4fec758b225f","@","@","Teenage Mutant Ninja Turtles II: Back from the Sewers","@","","","1991","Konami","us","","","","","","","","",""
"@",,"08ac7b6811931e6b1ab9f80718badd50968073e8","@","@","Wings of Fury","@","","","2000","Red Orb","eu","","[de-en-pl]","","","","","","",""
"@",,"08b4178213d5062e94c5ed604e5a266018564549","@","@","Genjin Collection","@","","","1996","Hudson","jp","b","b 1","","","","","","",""
"@",,"08b80280a599d829dbb05f2aaf633271a1ddf694","@","@","Iron Man X-O Manowar in Heavy Metal","@","","","1996","Acclaim","@","","","","1","","","","",""
"@",,"08d62580ac86819eaa9c463d3b33d0ca181aa4c5","@","@","Navy Seals","@","","","1991","Ocean","@","","","","","","","","",""
"@",,"08dad9ac1f045d1c9e403c4ea1368aee991e0094","@","@","Reservoir Rat","@","","","1998","Take 2","eu","","","","","","","","",""
"@",,"08dc8867239ffa6bf31c61e568d0f29beab7955d","@","@","Spider-Man 3: Invasion of the Spider-Slayers","@","","(beta)","1993","LJN","eu,us","","","","","","","","",""
"@",,"08f5cdbcb650be51fe3998a28174e40997618349","@","@","Choplifter II","@","","","1991","Broderbund","eu","","","","","","","","",""
"@",,"08fd215624c0364e866db10d62be9493f5f12fea","@","@","Asteroids & Missile Command","@","","","1995","Accolade","@","","","","1","","","","",""
"@",,"09044438e6ac299a081da921e07c0dbc26152721","@","@","Pac-In-Time","@","","","1995","Namco","us","","","","1","","","","",""
"@",,"090b1a47ec720a79c9a199610962ffea910ce24e","@","@","B.C. Kid 2","@","","","1994","Hudson","@","","[Energy]","","1","","","","",""
"@",,"090c88ae19892c35608f4fa844a6e9efcbe23893","@","@","Flipull","@","","Language en","1990","Taito","jp","","","","","","","","",""
