"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"@",,"002e6f8c7533b03f8041e7f1896589c0ab0e17a6","@","@","Mr. Do!'s Castle","@","","","1984","Parker Brothers","@","","","","","","","","",""
"@",,"00d47c2d839f7026cece1e1ea17796278f6fdc55","@","@","Zenji","@","","","1984","Activision","@","b","b 1","","","","","","",""
"@",,"0149a57b81a12267512bf3df973ed9be8420ba6d","@","@","Track and Field","@","","Language proto","1984","Atari","@","o","o 1","","","","","","",""
"@",,"02dd5b9278c06ae8cbb6dacc094e238fbacf08d2","@","@","Moon Patrol","@","","","1983","Atari","@","","","","","","","","",""
"@",,"034ca9771250ad96ea9f917bd557661f2c049f82","@","@","Blue Print","@","","","1983","CBS Electronics","@","o","o 1","","","","","","",""
"@",,"0497d1c054bf1a92912746855b5a7f0404cab966","@","@","James Bond 007","@","","","1983","Parker Brothers","@","b","b 2","","","","","","",""
"@",,"051a6c394128e7c36ac7332f9be87143bada980a","@","@","Space Invaders","@","","","1982","Atari","@","b","b 1","","","","","","",""
"@",,"0564b1867a0b570d66dfcbc11adc3e51a2c6f28c","@","@","Miner 2049er","@","","","1983","Big Five Software","@","","","","","","","","",""
"@",,"05d7a6ec49a57ad41b5e1e50645f24a4263ad2f9","@","@","Star Raiders","@","","","1982","Atari","@","b","b 3","","","","","","",""
"@",,"068cc18668e3211928a9b5b32477253ff3a71788","@","@","Super Breakout","@","","","1982","Atari","@","o","o 1","","","","","","",""
"@",,"087ee6ab4a949195f1c7649dc048b54a84b845b5","@","@","Castle Blast","@","","v 0.03; Demo 1","2002","Habot, Ronen","@","","","","","","","","",""
"@",,"09d192a3598cdadfb61eceb430b3d5892e40962f","@","@","Stargate","@","","Language proto","1984","Atari","@","","","","","","","","",""
"@",,"09e77064ebc06b8af70577a086cd175adeefd9a4","@","@","Ms. Pac-Man","@","","","1983","Atari","@","b","b 1","","","","","","",""
"@",,"0a3d7a47025cf7f42d6cbb7b09a6505ee4a884fe","@","@","Space Shuttle: A Journey Into Space","@","","","1983","Activision","@","o","o 1","","","","","","",""
"@",,"0a691a56577c70b118a0ea412e7d67f9dde9d4a6","@","@","Super Cobra","@","","","1983","Parker Brothers","@","o","o 2","","","","","","",""
"@",,"0a7aaef5b0ede927cea13e724906207e1db48068","@","@","Road Runner","@","","Language proto","1982","Atari","@","","","","","","","","",""
"@",,"0a996b2c6c21171fc39c409bf86077bb48631b2f","@","@","Galaxian","@","","","1982","Atari","@","b","b 1","","","","","","",""
"@",,"0df0d7f11d89e2c5b59cc9f98d67d98e203831aa","@","@","Galaxian","@","","","1982","Atari","@","","","","","","","","",""
"@",,"0ef069dc39aaa0e440acaf0f04a7123b2b77f2ac","@","@","Frogger II: Threeedeep!","@","","","1984","Parker Brothers","@","a","a 1","","","","","","",""
"@",,"0f00f8c1602127e9d16ae2d578481b025e88a807","@","@","Sport Goofy","@","","Language proto","1983","Atari","@","b","b 1","","","","","","",""
"@",,"0f355115ee9217bbdfbbb4b2bd4e1366c21654b9","@","@","Pitfall!","@","","","1984","Activision","@","o","o 1","","","","","","",""
"@",,"0f74125edac90ffd1274a128df2970c239348fb5","@","@","Joust","@","","","1983","Atari","@","","","","","","","","",""
"@",,"122c0897e56976f00b06e5da5240d20867715171","@","@","Jr. Pac-Man","@","","Language proto","1984","Atari","@","b","b 1","","","","","","",""
"@",,"1243a8ecfc02a74ae4e1f4fcda38502776f45cb0","@","@","Millipede","@","","Language proto","1984","Atari","@","","","","","","","","",""
"@",,"127ed1c31c3e85d10212eee7b9e6d71aef7dd891","@","@","Space Dungeon","@","","","1983","Atari","@","","","","","","","","",""
"@",,"170d77a766b44dac0dfcb0446b071e15aa0973f7","@","@","Galaxian","@","","","1982","Atari","@","o","o 1","","","","","","",""
"@",,"17a41c5f9a32f8a71939cfaa0e96807b951aedad","@","@","Quest for Quintana Roo","@","","","1984","Sunrise Software","@","","","","","","","","",""
"@",,"18315bec1e62102290feeb77fb290e1266cf5bfc","@","@","Zone Ranger","@","","","1984","Activision","@","","","","","","","","",""
"@",,"18697dd8e640fa1578b3b4ae09af484c14fb8410","@","@","Asteroids","@","","Language proto","1983","Atari","@","","","","","","","","",""
"@",,"19801454ab86f2a5cf691fcd577a71ad2b8dc7d5","@","@","Star Trek: Strategic Operations Simulator","@","","","1983","Sega","@","","","","","","","","",""
"@",,"19ff7622dbbc2915e3e98d8d966340e7e893ff34","@","@","Pengo","@","","","1983","Atari","@","","","","","","","","",""
"@",,"1d92077b4a821cd68eccdbb6201f76f3d0b81634","@","@","Frogger","@","","","1983","Parker Brothers","@","o","o 2","","","","","","",""
"@",,"1daae2688fefb079b1f95efb3efb10385017426c","@","@","Space Invaders","@","","","1982","Atari","@","o","o 1","","","","","","",""
"@",,"1dfd9cb5eb608590c84e14376291f8c02fb1ab93","@","@","Ballblazer","@","","","1986","Atari - Lucasfilm","@","","","","","","","","",""
"@",,"1e1a20c104bf4d55eca0ca1e72dc5dc64fa6b1b5","@","@","Blue Print","@","","","1983","CBS Electronics","@","","","","","","","","",""
"@",,"1ec1038c030f917863856569ba9888e0783eaad8","@","@","Blue Print","@","","","1983","CBS Electronics","@","a","a 1","","","","","","",""
"@",,"1f30acf5babffe9b5123ff6f0fec3ec9337939b0","@","@","H.E.R.O.","@","","","1984","Activision","@","o","o 1","","","","","","",""
