"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"@",,"04d6741741cef5cdefe2708febc530f6c741cc02","@","@","Snake Pit","@","","","1982","Postern","@","","","","","","","","",""
"@",,"04da874ce7d04a53818d3971dbf2733834602173","@","@","Space Mouse","@","","","19xx","Mikro-Gen","@","","","","","","","","",""
"@",,"04f9130a34ff0681a87440372921757ef81f109c","@","@","Menagerie","@","","Video NTSC-PAL","1982","Commodore","@","a","a 2; [A000]","","","","","","",""
"@",,"050082d97ec94be4bb2b34fedbf63dea7d1f0b5b","@","@","Circle Circuit","@","","Language de","1985/03","Markt & Technik","@","","[64'er Magazin Sonderheft]; [8k]","","ype-in","","","","",""
"@",,"050cee9186617c5f2721b261595dda84c35e7e52","@","@","Ghosts' Eggs","@","","Language de","1985/06","Tronic Verlag","@","","[Homecomputer]","","ype-in","","","","ultipart",""
"@",,"051cb0551c028a219c65215289cc29a6032a2eda","@","@","Caterpilla","@","","","1983","Ocean","@","","","","","","","","",""
"@",,"0523a8e6ccb962be5c4ff1111a8ba1a26341e981","@","@","One On One","@","","","1983/05","Compute!","@","","[req paddle]","","ype-in","","","","",""
"@",,"0552cba1de5fa5e77873a3a3cf32c09420689103","@","@","Merge e Renumber","@","","Language it","1985/12","J.soft","@","","[Paper Soft]","","ype-in","","","","",""
"@",,"058fb8b73b26f55271777c639ebd35e983d0beb6","@","@","Night Drive","@","","Video NTSC","1981","Commodore","@","","[A000]","","","","","","",""
"@",,"059f2c6221eabee4386f6bb09e8cf5e35963ee6e","@","@","Prigioniero Marziano","@","","Language it","1984/07","J.soft","@","","[Paper Soft]","","ype-in","","","","",""
"@",,"05a0354e3446011dad963588dbc7313f1326d635","@","@","Berzerk MMX","@","","","2010","Hurst, Robert","@","","[R06.19]; [8k]","","","","","","",""
"@",,"05ae8091237b98c77dd96b8f3f8ffa5282828ab6","@","@","Breakout","@","","","19xx","Hi-Tech","@","","[req paddle]","","","","","","",""
"@",,"05ce271c70128384bf9b11b8c1d963cb3ef45fd6","@","@","Tic Tac Toe","@","","","2008","Hurst, Robert","@","","","","","","","","",""
"@",,"05d6820651aded9ec2cff6dde7e30ba50dd67530","@","@","Bomber Mission","@","","","1984","Commodore","@","a","a 1; [16k]","","","","","","",""
"@",,"05ec4eed6e0da134b7a0ff6394f66e9c8ec54f89","@","@","Le Palline","@","Palline, Le","Language it","1985/10","J.soft","@","","[Paper Soft]","","ype-in","","","","",""
"@",,"0608bf586456071a87e13197f3848d2d4b72d442","@","@","Serpentine","@","","Video NTSC","1982","Creative","@","","[A000]","","","","","","",""
"@",,"062ff3f0b87461b86dda2835b4f02761f6dcbb2c","@","@","Math Book II","@","","(Tape 6 of 6 Side B)","1982","Commodore","@","","[VIC Base Conversion Tutorial]; [CES-109]; [VT-1025E]","","","","","","",""
"@",,"06311e2f2d54ab29c4dc113d4c79fc4d657391a2","@","@","VIC Print Sound","@","","","19xx","@","@","","","","","","","","",""
"@",,"063a333d9236a2051ff0ba7f25766c8b1f694bbe","@","@","Sub-Zone","@","","Language de","1985/10","Tronic Verlag","@","","[Compute mit]","","ype-in","","","","ultipart",""
"@",,"063b6ebbd66904112bf0ec4ef4b0fba776d5256f","@","@","Breakout","@","","","1982","Soft Toys","@","","","","","","","","",""
"@",,"0645cce04b1bf3da35d507b08adf6da377670cd0","@","@","Gobang","@","","","1982","Commodore","@","","[3k]","","","","","","",""
"@",,"064a793a5684b8f47d935642ec762bbdbae59265","@","@","C'mon","@","","v 1.0","2001/06/04","Eeben, Aleksi","@","","[32k]","","","","","","",""
"@",,"06539a035ab9d14a5da969184abd1bc58d405639","@","@","Extra Terrestrial, the","@","","","19xx","Galluchon, Andrew","@","","","","","","","","",""
"@",,"0655948ea8d48060ce7acd43da4fbc82741d8ce8","@","@","The Fourth Encounter","@","Fourth Encounter, The","Video NTSC-PAL","1983","Thorn EMI","@","a","a 2; [A000]","","","","","","",""
"@",,"0655d4c84f7d83ac3b800e6818e449be9bd531f3","@","@","Tetris Deluxe","@","","","2007","Porcino, Antonino - Di Battista, Nicola","@","","[3k]","","","","","","",""
"@",,"0658ebaf738243c4146b11f9a8a44dae66a576d5","@","@","VIC 21: Casino Blackjack","@","","Language nl","19xx","Handic","@","","","","","","","","",""
"@",,"065aa4dc116b661a6c0d45d0a8cbdf6889c4ff79","@","@","Bommenwerper","@","","Language nl","19xx","@","@","","","","","","","","",""
"@",,"065bd10acaf5fd9bebe43e944dcd78f537332ef5","@","@","Attack","@","","Language fr","1985/06/28","Hebdogiciel","@","","[issue #89]","1","ype-in","","","","",""
"@",,"0665ee357be20ec40525746885cd1469ff26c9ed","@","@","Astro Fighters","@","","","1982","Sumlock","@","","","","","","","","",""
"@",,"0666d3a476483c4c60216306201fc5fe5639f68c","@","@","Assteroyd Dodger","@","","","2010","Melick, Rick","@","","","","","","","","ultipart",""
"@",,"067941dcd6b7a05c08e490b4b1fb42d50ccdf9ea","@","@","Kleine Letters","@","","Language nl","19xx","@","@","","","","","","","","",""
"@",,"067c548a1b3742a88f881b4be41e0d87fea6ba71","@","@","Intruder","@","","","1983","Cascade","@","","","","","","","","",""
"@",,"0694654c759db18fb2716f4d1ff87f8412875bac","@","@","Mini Kong","@","","","1983","Anirog","@","","","","","","","","ultipart",""
"@",,"06ad1c98d7ce9bd7fbfc02f112fc0809c1fed193","@","@","Renaissance","@","","Video NTSC","1982","Umi","@","a","a 1; [A000]","","","","","","ultipart",""
"@",,"06bf1f3176b48c5be7d90361a0a91522d033a3d9","@","@","VICTape Computing: Issue 03","@","","(Side A)","1984","Argus Press Software","@","","","","","","","","",""
"@",,"06d36ea03e2fab6ea3024a8c8dc514707e723024","@","@","Koi","@","","Language fi","1986","Sanoma Magazines","@","","[MikroBitti]; [3k]","","ype-in","","","","",""
"@",,"06d81f06d928ebc06561b2a4893b914fc7794ce8","@","@","Pyramid","@","","","1984","Mogul","@","a","a 1; [8k]","","","","","","",""
"@",,"06d833f758955c0e8c0c1f64058a347fe3443166","@","@","Trivia Hangman","@","","","1985/03/27","MG Productions","@","","[16k]","","","","","","",""
"@",,"06db59f9c2def1d9a12dad588ab9ccec9fd9f33b","@","@","AE","@","","","1982","Broderbund","@","a","a 2; [6000]","","","","","","ultipart",""
"@",,"06e0b8a0c60b1dfa22470ec3a75af18eb839033b","@","@","Critical Mass","@","","","1984/04","Commodore User","@","","","","ype-in","","","","",""
"@",,"06f4ef1860e60428fc56d80b31704f0de45e6668","@","@","Battleground","@","","","1983","Omega","@","","","","","","","","",""
"@",,"07022026eddf8671d2d1f9bd77863ec455b33482","@","@","Island of Secrets","@","","","2009","Rodriguez, Manuel","@","","[16k]","","","","","","",""
"@",,"0720836a5ddaa22361b22e39fe837d4762b7cffd","@","@","Zorgon's Kingdom","@","","","1983","Romik","@","a","a 1; [8k]","","","","","","ultipart",""
"@",,"073846ecbf25a4508c0d48ab2681b19fc73cf739","@","@","Blip Blop Pack 01","@","","","2002/06","Creators","@","","","","","","","","usic",""
"@",,"073b0716cda12686a57e739e32ff1f62ecfeb795","@","@","Downhill","@","","","1982","Nanuq","@","","[DR.B.]","1","","","","","",""
"@",,"077322ace1e85173e0ba8583ce0d7e419be958cb","@","@","Froggy","@","","","1984","Krypton Force","@","a","a 1","","","","","","",""
"@",,"077352252037eae1ef9fcdb80eb1b05c9c389370","@","@","Heli-Bomber","@","","Language it","1985/05","J.soft","@","","[Paper Soft]","","ype-in","","","","",""
"@",,"0775fba3272e8edf8c5b6b00c264cc3d47bf98aa","@","@","Vic Tiny Aid","@","","","19xx","@","@","","","","","","","","",""
"@",,"077ceaeb63fb95a8255321aded3f246c1142bd18","@","@","Sub Chase","@","","Video PAL","1982","Umi","@","a","a 1; [A000]","","","","","","",""
"@",,"078911855ea278243ce1e95bf6dc6fe23a4764e4","@","@","Star Fights","@","","","1983","Cymbal","@","a","a 1","","","","","","",""
"@",,"078de760c640b05bedf1ec80887032da37669269","@","@","Edit Disk Name","@","","","19xx","@","@","","","","","","","","",""
"@",,"079236565bf32b1fedaeb5deb79aac3ef8d9fa2f","@","@","VICTape Computing: Issue 04","@","","(Side B)","1984","Argus Press Software","@","","","","","","","","",""
"@",,"07990f50004ee2ec2e363a49d938858d4132e2fc","@","@","Fastadd","@","","Language it","1984/09","J.soft","@","","[Paper Soft]","","ype-in","","","","",""
"@",,"079c8ebb03c613a8cea346d79c94996fa4a853d5","@","@","13k Hrg Doodle","@","","","19xx","@","@","","","","","","","","",""
"@",,"07b015cfbc75a6205e7186c9e2329bbcd4f94bfd","@","@","Mister Jump","@","","Language de","1985/04","Tronic Verlag","@","","[Homecomputer]","","ype-in","","","","ultipart",""
"@",,"07b1c9698a4121d82463900888a3155a394b2691","@","@","Renaissance","@","","Video NTSC","1982","Umi","@","a","a 1; [6000]","","","","","","ultipart",""
"@",,"07ba8c1d2e201de7159c61f2d3a1fb3845867870","@","@","Zipper","@","","","1983","Scand Soft","@","","","","","","","","",""
"@",,"07ea397d1739e96ed2bd0e6c53f2b31bd122aaa1","@","@","Secret Mission","@","","","1983","Kew Enterprises","@","","[16k]","","","","","","",""
"@",,"07f4bf17af8394f4bb5aa177d32cc11738e0e71e","@","@","Knight Rider","@","","Language fi","1986/02","Sanoma Magazines","@","a","a 1; [MikroBitti]","","ype-in","","","","",""
"@",,"081e347844033fa078ce10eb4be9bf144f124ea1","@","@","Konkey Kong","@","","","1983","ABi","@","","","","","","","","",""
"@",,"0824865002c540f7be5b9db75f5dfe2e75b433ed","@","@","Lode Runner","@","","Video NTSC-PAL","1983","Broderbund","@","","[A000]","","","","","","ultipart",""
"@",,"0828563e9760e72fce6789a766f61bb3eb9c7827","@","@","Citadel","@","","","19xx","@","@","","[8k]","","","","","","",""
"@",,"082ca2196d0fdbd954fa50c339ed213fad011402","@","@","Ufo Destroyer","@","","Language de","1986/11","Tronic Verlag","@","","[Computronic]","","ype-in","","","","",""
"@",,"083435b086cba3abc019e0474ebd27c8d8be17c5","@","@","Mister Cubo","@","","Language it","1985/07","J.soft","@","","[Paper Soft]; [type-in]; [8k]","","ype-in","","","","ultipart",""
"@",,"08410e546a287c406e1dd21e537f24ad6ceb94a8","@","@","CBM Filebrowser","@","","v 1.4","2012/07/19","nbla000","@","","","","","","","","",""
"@",,"0847e637665d87c18bf41d41560df28ded33b611","@","@","The Frantic Fisherman","@","Frantic Fisherman, The","","1984/06","Compute!","@","","[Compute!'s Gazette]","","ype-in","","","","",""
"@",,"0849b30749a1fae45257cf57ee365b2e810ee226","@","@","Cops 'n Robbers","@","","","1985","Atlantis","@","","","","","","","","",""
"@",,"08697a3e38ea9d779208e4c677a9f3bca55f24aa","@","@","Othello","@","","Language nl","19xx","@","@","","[different 2]","","","","","","",""
"@",,"08994353e63a097fb1ff00911961a9fa84ce8c13","@","@","Break-fast II","@","","","1990","System Four","@","","","","","","","","ultipart",""
"@",,"08a05f42eeac8352c1753f7d7b724ef21f72398c","@","@","Scramble","@","","","1982","Bug-Byte","@","","","","","","","","ultipart",""
"@",,"08a2cd25df426fdf0dcbbd2d079c7e12901cf2ef","@","@","Meter Mania","@","","","1983","Abrasco","@","a","a 1","","","","","","",""
"@",,"08a62809e8b322f597852bcfc8d9c8c082619275","@","@","Multitron","@","","","1983","Sumlock","@","","","","","","","","",""
"@",,"08b280ea88d62667457d1240752ca06a938aa412","@","@","Space Snake","@","","","1983","Commodore","@","a","a 1","","","","","","",""
"@",,"08b414f22502bc11127f26dcf7365f7ac43a2aee","@","@","Typing Tutor","@","","","1983","Gameworx","@","","[lesson 8]","","","","","","",""
"@",,"08ba1791397aa6496ff57c612e9829c1591b6f81","@","@","Exterminator","@","","","1982","Nufekop","@","","","","","","","","",""
"@",,"08bd25248d1b5a28ae7946286c9ce31c102f4ee8","@","@","Motocross Racer","@","","Video NTSC","1983","Xonox","@","a","a 1; [A000]","","","","","","",""
"@",,"08d10c20dcc609af05ee737eb6a85d4f0e49ebf7","@","@","Snails: Silo Command","@","","","1983","Polar Computer Specialties","@","","","","","","","","",""
"@",,"08dcacad60c1d96efc87c774594f2b7b160029b8","@","@","Whack-E","@","","","2009","McCrea, Steve","@","","","","","","","","",""
"@",,"08df52ef4d3f410a49cc8d8ef4cd6ae45e5941bf","@","@","Invasion aus dem All","@","","Language de","1981","Commodore","@","a","a 1","","","","","","",""
"@",,"08e6c3187853d9b15536a65f057d6d53bf26e0a1","@","@","Cubo Magico","@","","Language it","1985/05","J.soft","@","","[Paper Soft]","","ype-in","","","","",""
"@",,"08fc5d0e6708fdd79a81d02727524ffeccd12e35","@","@","Cosmiads","@","","","1983","Bug-Byte","@","a","a 1","","","","","","",""
"@",,"08fff0b6088c895d6767ecea40c9653f55a3c582","@","@","Pan Attack","@","","","1983","Cascade","@","","","","","","","","",""
"@",,"092659155b4d5a208e884e5525e5961c5028a1a7","@","@","Database","@","","Language nl","19xx","Info Boek Zeeland","@","","","","","","","","",""
"@",,"094c20ca15ba50b5c66370d6f03f761cb033114e","@","@","Depth Charge","@","","","1982","Commodore","@","a","a 1","","","","","","",""
"@",,"098f34746bf36ebdafd2a0a03bbc51baa4d974c9","@","@","Spell","@","","","1981","American Peripherals","@","","","","","","","","",""
"@",,"099264d056610864901b2708bab385c93d54d5da","@","@","Spike's Peak","@","","Video NTSC","1983","Xonox","@","a","a 1; [A000]","","","","","","",""
"@",,"099d75a20f51b5a815ec0333ee029e26785b05d8","@","@","MLX","@","","v 2.02","19xx","@","@","","","","","","","","",""
"@",,"09a66f85db0c1c6c9ab1b22319f9498236165704","@","@","Math Book II","@","","(Tape 1 of 6)","1982","Commodore","@","","[VIC Signed Numbers]; [CES-109]; [VT-1020E]","","","","","","",""
