"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"@",,"494cb3cb4f9e6d00e5f0569e936e615a4ee6afa1","@","@","ASCIDIF by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-06]","","","","","","",""
"@",,"4985f86c41e3ab0b8d1b23a012bc954e0cc24b04","@","@","Habamerge","@","","Copyright Public Domain; (Side A); (Information)","19xx","WAP III SIG","@","","[3APL-06]","","","","","","",""
"@",,"4a77b26b767d28151f096f55f9bdadf32aadfe39","@","@","Poster by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-24]","","","","","","",""
"@",,"4a948123cc6eb98d20c04ad226b5976d2565a2d3","@","@","Poster by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-24]","","","","","","",""
"@",,"4c26d86253b5f8219af32efc7594bc5aa8cbc3cb","@","@","Pohlman","@","","Copyright Public Domain; (Disk 3 of 5); (Side A)","19xx","WAP III SIG","@","","[3BSB-05]","","","","","","",""
"@",,"4c35d2bff0367b34830eb04375f402b379a37c3e","@","@","Programmers Power Tools","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BSB-12]","","","","","","",""
"@",,"4e02c4e6c1e27cadff5acba5703690cade4ffb6c","@","@","Quick and Easy Data Master","@","","Copyright Public Domain; (Side B); (Program Disk)","19xx","WAP III SIG","@","","[3APL-04]","","","","","","",""
"@",,"515a383e6a1d6af41551a281c6444af184a83019","@","@","Best of Salerno","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BSB-17]","","","","","","",""
"@",,"53b56ebcf32ac6840c7401a1787d82ea114e8470","@","@","Bankcalc #2","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3AZW-08]","","","","","","",""
"@",,"545415f9a27e9c7bc1ad6edfe91a37230b316c61","@","@","Bankcalc #3","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3AZW-09]","","","","","","",""
"@",,"58b2a5c40ec33d6420f79d9d92d5420ea43aaeb4","@","@","Three Cheers Boot and Program","@","","Copyright Public Domain; (Side A); (Boot)","19xx","WAP III SIG","@","","[3APL-01]","","","","","","",""
"@",,"5ba3a6fe8da2fe1d855e3d72a7ec1b333543f81e","@","@","BASIC XT and BASIC Utilities","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3DAD-02]","","","","","","",""
"@",,"5bba7aaa7b691df488d59d4ad93e04d44f90100d","@","@","Calendar by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-21]","","","","","","",""
"@",,"5fc234a4eaf35f567cd8147bb2f497b7a0bdd254","@","@","WAP III SIG Catalog: ASCII Version","@","","Copyright Public Domain; (Disk 1 of 4); (Side A)","19xx","WAP III SIG","@","","[3CAT-01]","","","","","","",""
"@",,"5fd0ff759e95cc4371c34cd5a79aed9fdf2ad6cd","@","@","WAP III SIG Catalog: ASCII Version","@","","Copyright Public Domain; (Disk 4 of 4); (Side A)","19xx","WAP III SIG","@","","[3CAT-04]","","","","","","",""
"@",,"6069a576156179d66e6ff0d14657fe37dc8e1d10","@","@","Best of Salerno","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BSB-17]","","","","","","",""
"@",,"6485f4f42703bcd8409d7e3a91052fde56c8e69e","@","@","3EZ Pieces","@","","Copyright Public Domain; (Side A); (Boot)","19xx","WAP III SIG","@","","[3APL-07]","","","","","","",""
"@",,"649da34936953c4864c674ed4327beddde72f808","@","@","PowerScreen by Tim Harringto","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3DAD-11]","","","","","","",""
"@",,"649da34936953c4864c674ed4327beddde72f808","@","@","PowerScreen by Tim Harrington","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3DAD-11]","","","","","","",""
"@",,"662a833b1d7fccaef1670342874e0f31cdf5043c","@","@","ParishWorks","@","","Copyright Public Domain; (Disk 4 of 4); (Side A)","19xx","WAP III SIG","@","","[3AZW-15]","","","","","","",""
"@",,"66b6ba08f2375d9d3f6db8a09c17714ccc48afff","@","@","CONPATH by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-14]","","","","","","",""
"@",,"67d4e9779bb470cf4ccc7db6ae502b2ec5812f16","@","@","LISTIT by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-17]","","","","","","",""
"@",,"6a73e0e5a53807e763c199078e59575709add6a7","@","@","Mail List Manager Utilities Manual by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-07]","","","","","","",""
"@",,"6a83b0b8353d485427695752d802936562a808e6","@","@","Data Window and Source Window","@","","Copyright Public Domain; (Side A); (Data Window)","19xx","WAP III SIG","@","","[3DAD-06]","","","","","","",""
"@",,"6c320fd4a2216dc4c8d4db3df28697c9e4456c74","@","@","Mail List Manager Utilities by Bloom","@","","Copyright Public Domain; (Disk 3 of 3); (Side A)","19xx","WAP III SIG","@","","[3BLM-10]","","","","","","",""
"@",,"6f0b938965c9c4a6929f8b4526cf051ef64a91e6","@","@","RAM+3 & Two-N-Fro III 128K","@","","Copyright Public Domain; (Side A); (RAM+3)","19xx","WAP III SIG","@","","[3DAD-10]","","","","","","",""
"@",,"6f68ae4c898055f468f9aa3fe7a66e6dd33c89f4","@","@","BASIC Utilities","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BSB-11]","","","","","","",""
"@",,"700e6148348b5c44ab326efce8c1c822b5597bf3","@","@","DIFPRINT by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-19]","","","","","","",""
"@",,"7083ecae0a7dc40be511318fdf6663999710ad72","@","@","Titan III+IIe Emulation Disk","@","","Copyright Public Domain; (Side A)","1995/01/16","WAP III SIG","@","","[3EMM-06]","","","","","","",""
"@",,"711ea2c1f21e0f926708a77b531d1cdcf570af8e","@","@","Pohlman","@","","Copyright Public Domain; (Disk 1 of 5); (Side A)","19xx","WAP III SIG","@","","[3BSB-03]","","","","","","",""
"@",,"714edf907cb8d1c5b5cdf049a6c6b377d89cbabf","@","@","Pohlman","@","","Copyright Public Domain; (Disk 4 of 5); (Side B)","19xx","WAP III SIG","@","","[3BSB-06]","","","","","","",""
"@",,"72145d7cccfd2475c64e39f5f89d1d26afc4f8ae","@","@","D3.Backup by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-26]","","","","","","",""
"@",,"7246f3446c19de83cfc751cb17ead24458b8bdfe","@","@","Apple III BOS","@","","v 1.0; (Disk 1 of 2); (Side 1)","1993/12/03","On Three","@","","","","","","","","",""
"@",,"7246f3446c19de83cfc751cb17ead24458b8bdfe","@","@","Apple III BOS","@","","v 1.0; (Disk 2 of 2); (Side 1)","1993/12/03","On Three","@","","","","","","","","",""
"@",,"72fd34902950f988a24dc5c27676b108295ffbf1","@","@","Survey 3 by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-27]","","","","","","",""
"@",,"73b1fe1e21215b53aa455384b4066c5e56231df9","@","@","WAP III SIG Catalog: ASCII Version","@","","Copyright Public Domain; (Disk 2 of 4); (Side A)","19xx","WAP III SIG","@","","[3CAT-02]","","","","","","",""
"@",,"762a5ded536717df3218032464c27ae8fddb66ad","@","@","Power Keys DM+","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3DAD-09]","","","","","","",""
"@",,"78d4509df86d6acf25a794865d3c01a3325c4685","@","@","A3IBM by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-12]","","","","","","",""
"@",,"78dbf752514d2ec27f891c9ae7c66de2efb3f4fe","@","@","WAP III SIG Catalog: ASCII Version","@","","Copyright Public Domain; (Disk 4 of 4); (Side B)","19xx","WAP III SIG","@","","[3CAT-04]","","","","","","",""
"@",,"7969634aecff6e5c6180557251dc20fcfe27a1c4","@","@","Titan III+II Emulation Disk with ProDos RAM Disk","@","","Copyright Public Domain; (Side B)","1995/01/15","WAP III SIG","@","","[3EMM-05]","","","","","","",""
"@",,"7a960a720bd0cc08d6e3c1dfd74b1523cf8a2864","@","@","Pohlman","@","","Copyright Public Domain; (Disk 5 of 5); (Side B)","19xx","WAP III SIG","@","","[3BSB-07]","","","","","","",""
"@",,"7cc25b13c15ec30fe5ef4865ab4082494b688d7f","@","@","Double Boot","@","","Copyright Public Domain; (Side A)","1995/01/16","WAP III SIG","@","","[3EMM-09]","","","","","","",""
"@",,"7d3495d6795b85776cbc22a90dd3d41801ee58dc","@","@","Apple 3 Apple 2 Emulation Disk","@","","","19xx","Apple","@","","","","","","","","",""
"@",,"7d3495d6795b85776cbc22a90dd3d41801ee58dc","@","@","Apple II Emulation Mode Disk #2","@","","Copyright Public Domain; (Side A)","1995/01/15","WAP III SIG","@","","[3EMM-02]","","","","","","",""
"@",,"7d5bc5017a0704a5f8c7a5049d9e6f4b077cb318","@","@","ASICUPLD by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-13]","","","","","","",""
"@",,"7d91f65ba5d027506dae9fca22c777bc085fccfa","@","@","BASIC Extension","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3DAD-08]","","","","","","",""
"@",,"7e3b25b01629a5a2724c6064943ef2cf9ec0b51d","@","@","Checkbook Manager","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3AZW-05]","","","","","","",""
"@",,"803ba64b7ccbcd49452bce41e51fded40b9e08fd","@","@","Mail List Manager Utilities by Bloom","@","","Copyright Public Domain; (Disk 2 of 3); (Side A)","19xx","WAP III SIG","@","","[3BLM-09]","","","","","","",""
"@",,"8082f3a2c231ff10e38b71f01b90d01b4f7cbea2","@","@","A2BOOT","@","","Copyright Public Domain; (Side A)","1995/01/21","WAP III SIG","@","","[3EMM-08]","","","","","","",""
"@",,"810014c6d458b27b0a12a7edab1e1bfc1c37a255","@","@","BLOCREAD by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-15]","","","","","","",""
"@",,"81128e72b9420e28230e02628623cea5b39d51a4","@","@","ParishWorks","@","","Copyright Public Domain; (Disk 3 of 4); (Side B)","19xx","WAP III SIG","@","","[3AZW-14]","","","","","","",""
"@",,"818eab96b263d6184a7ab0c721a497e40d8a9d0b","@","@","Hot Rod III Utilities: Compiled by Dale Warnke","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3EMM-11]","","","","","","",""
"@",,"83c53e7cf984b02efd6363f36074476f5402a2f9","@","@","Titan III+II Emulation Disk","@","","Copyright Public Domain; (Side A)","1995/01/14","WAP III SIG","@","","[3EMM-04]","","","","","","",""
"@",,"852f21308a74ea456f6a60cb2d25fa151081e1a3","@","@","Habamerge","@","","Copyright Public Domain; (Side B); (Boot)","19xx","WAP III SIG","@","","[3APL-06]","","","","","","",""
"@",,"86a71aad3c725bef402ca968c71f65e0705ff22b","@","@","Pohlman","@","","Copyright Public Domain; (Disk 3 of 5); (Side B)","19xx","WAP III SIG","@","","[3BSB-05]","","","","","","",""
"@",,"86b2fd214942777e9eeff7a00a4f89f8650560d9","@","@","NVASCI by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-16]","","","","","","",""
"@",,"8714321f70cb2c34b32f475b80d175f9c6bdd5da","@","@","Apple III Pascal","@","","v 1.1; (Disk 3 of 3)","1983/04","Apple Computer","@","","","","","","","","",""
"@",,"872391b905d199059cee519226a09584365a9911","@","@","A3IBM by Bloom","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BLM-12]","","","","","","",""
"@",,"87431ca2a682200632cf3c4a4e5010737899fec2","@","@","Sign by Bloom","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3BLM-25]","","","","","","",""
"@",,"8950d76947c08dbed25d0b973bc38eae3b157998","@","@","Pohlman","@","","Copyright Public Domain; (Disk 4 of 5); (Side A)","19xx","WAP III SIG","@","","[3BSB-06]","","","","","","",""
"@",,"8be26f2ec7f0b8425dc4f0c44a48dcda105f8c9a","@","@","Apple III Confidence Program","@","","v 1.1","1981","Apple Computer","@","","","","","","","","",""
"@",,"8cf4287c30a04fbe6a4b7b2a3177aff9f2f264ab","@","@","Disk.Maker & Appleseeds","@","","Copyright Public Domain; (Side A); (Disk Maker)","19xx","WAP III SIG","@","","[3BSB-14]","","","","","","",""
"@",,"8e8fa68a05f61684f9faf02b5e36100cffefd855","@","@","BASIC XT and BASIC Utilities","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3DAD-02]","","","","","","",""
"@",,"9012500e2ff4dfc452bb24542f1677deec8eced0","@","@","Mortgage Amortization","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3AZW-04]","","","","","","",""
"@",,"92bdd7e959fbc7b5a5c26afafe8bf731e79d6e1f","@","@","Power Cat and BASIC XRF","@","","Copyright Public Domain; (Side B); (BASIC XRF)","19xx","WAP III SIG","@","","[3DAD-07]","","","","","","",""
"@",,"93052cef154c2e5960bc117595ce9a2582059639","@","@","AppleCon","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3BSB-09]","","","","","","",""
"@",,"9325f7e9770007b0527649d477ed79fcc6c76eae","@","@","Accounting & Finance Templates","@","","Copyright Public Domain; (Side B); (Converted Advanced Visicalc Spreadsheets)","19xx","WAP III SIG","@","","[3AZW-03]","","","","","","",""
"@",,"93811a10b39aaf90977e389a078614cbf658a593","@","@","Three Cheers Boot and Program","@","","Copyright Public Domain; (Side B); (Program)","19xx","WAP III SIG","@","","[3APL-01]","","","","","","",""
"@",,"948d28781550ee0d496b2ff2ad691ec695da773b","@","@","Mail List Manager Utilities by Bloom","@","","Copyright Public Domain; (Disk 3 of 3); (Side B)","19xx","WAP III SIG","@","","[3BLM-10]","","","","","","",""
"@",,"94da4484b92b83706bd2aa95b1e2cc3b50b09045","@","@","Apple III Startup Disk and Printer Set-Up Programs","@","","Copyright Public Domain; (Side A)","1995/05","WAP III SIG","@","","[3BSB-10]","","","","","","",""
"@",,"98f58d62d34f8aaf1bb7f6b58a836beb44938e8a","@","@","A2BOOT","@","","Copyright Public Domain; (Side B)","1995/01/21","WAP III SIG","@","","[3EMM-08]","","","","","","",""
"@",,"993fe78799d4d24ad4ecfdb455c3bbf7ac527804","@","@","Apple Softcard III CP-M 56K","@","","v 2.20","1982","Microsoft","@","","","","","","","","",""
"@",,"9b199e304ffc691569a0dd5069fd969d6990c1d6","@","@","Titan III+II Emulation Disk","@","","Copyright Public Domain; (Side B)","1995/01/14","WAP III SIG","@","","[3EMM-04]","","","","","","",""
"@",,"9fc0d9c6a4c109260499e7a86c55ef18943ed037","@","@","Hot Rod III Utilities: Compiled by Dale Warnke","@","","Copyright Public Domain; (Side A)","19xx","WAP III SIG","@","","[3EMM-11]","","","","","","",""
"@",,"a0043c557df89fa0c30835326bcbee5b9f27589f","@","@","Apple II Emulation Mode Disk 3","@","","Copyright Public Domain; (Side B)","19xx","WAP III SIG","@","","[3EMM-03]","","","","","","",""
