"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,1383710c9564cf59d1d1b58918167f9edbc9b18b,@,@,"L' île Tristam",,"île Tristam","Demo playable",2021/12/20,"Labrande, Hugo",fr,,,,,,,,,
@,,1bd074cfe635efec9517a5a75155e9a27273fb36,@,@,APED,,,"Disk 1 of 2",1987,Arnor,,,,,,,,,,
@,,2379c8f1372cf17b8c24357aa87d7aeddb20ac65,@,@,APED,,,"Disk 2 of 2",1987,Arnor,,,,,,,,,,
@,,263e284287df3af32b1216531f05736d997a9adb,@,@,Routeplanner,,,v2.1,19xx,"Systeme D",,,,,,,,,,
@,,37cadcb7cf8b209b27cf1b9823d9b315c32339d0,@,@,"Tristam Island r3",,,"Demo playable",2021/12/20,"Labrande, Hugo",fr,,,,,,,,,
@,,97fb86d4bb14d3a758c07014978d58b039d8f2b7,@,@,PAW,,,,19xx,"Gilberts, Tim / Yeandle, Graeme",,,,,,,,,,
@,,a874663129618c34db4a6099181cc64f8b8dc882,@,@,"Tristam Island r4",,,"Demo playable",2022/01/08,"Labrande, Hugo",fr,,,,,,,,,
