"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"@",,"c882179863001f9f2ea15a46ec65da0f465263c1","@","@","Z.O.E 2173 Testament","@","","","2001","Konami","jp","","","","","","","","",""
"@",,"cbaacf6d3929776e8e138644bab2217ba0f6090a","@","@","NES Classics: Donkey Kong","@","","","2004","Nintendo","eu,us","!","[Classic NES Series]","","","","","","",""
"@",,"cc46d54b70c1ee38c856ee6e58ec712136763389","@","@","Metroid Fusion","@","","","2002","Nintendo","eu","!","","","","","","","",""
"@",,"cfa00b4f8a3f2e6400d4816df6ed1bfebf131120","@","@","Yu-Gi-Oh!: The Sacred Cards + Yu-Gi-Oh!: Reshef of Destruction","@","","","2006","Konami","us","","","","","","","","",""
"@",,"cff199b36ff173fb6faf152653d1bccf87c26fb7","@","@","Legend of Zelda, The: The Minish Cap","@","","","2004","Nintendo","eu","!","","","","","","","",""
"@",,"d17b966153ddbea813a9612c09f720fc7321a136","@","@","Yuurei Yashiki no Nijuuyon Jikan","@","","","2002","Global A Entertainment","jp","b","b 1","","","","","","",""
"@",,"d246639ddd955058e45be722f64899a2c267d02f","@","@","Zettai Zetsumei Denjarasu Jii-san: Shijou Saikyou no Dogeza","@","","","2003","Rokumendo - Kids Station","jp","","","","","","","","",""
"@",,"d3b43b209f3af4abff438a861c4ed0287e585c65","@","@","Legend of Zelda, The: Fushigi no Boushi","@","","","2004","Nintendo","jp","a","a 1","","","zh","","","",""
"@",,"d518d0a4818cc356ed79b29bc3c0e2264c0c2d07","@","@","Advance Guardian Heroes","@","","","2004","Treasure - Ubisoft","us","!","","","","","","","",""
"@",,"d5bb29cd87aa2e87d3bc7e365ef51e84487295e0","@","@","Zettai Zetsumei Denjarasu Jii-san: Shijou Saikyou no Dogeza","@","","","2003","Rokumendo - Kids Station","jp","b","b 2","","","","","","",""
"@",,"d5f06a82c3e5f963ef169763edc2d691fed8124e","@","@","Advance Wars","@","","","2001","Nintendo","eu","!","","","","","","","",""
"@",,"d6ac6b876f17786f4f88a5da4a63c217fdae4107","@","@","Zoku Bokura no Taiyou: Taiyou Shounen Django","@","","v rev0; Language en,ja","2004","Konami","jp","","","","","","","","","4"
"@",,"d6c8f02af75923b1de1aa7556441a278059501b8","@","@","Yu-Gi-Oh!: Dungeon Dice Monsters","@","","","2001","Konami","jp","","","","","","","","","1"
"@",,"dab129544c5ab496df4fd1dfbfa33e76142d2d8a","@","@","Yu Yu Hakusho: Tournament Tactics","@","","","2004","Atari","us","","","","","","","","",""
"@",,"dad3aa7dd470c9b475236fed2ea867b04ab1b089","@","@","Yu-Gi-Oh!: Reshef of Destruction","@","","","2004","Konami","us","","","","","","","","",""
"@",,"dd5945db9b930750cb39d00c84da8571feebf417","@","@","Pokemon: FireRed Version","@","","","2004","Nintendo","eu","!","","","","","","","",""
"@",,"deb55081c6a567337943d1dddec29b1e6968bccc","@","@","Yu-Gi-Oh!: GX Duel Academy","@","","Language en","2006","Konami","eu","","","","","","","","",""
"@",,"e092d4d30f79c9f458790af9942cfd796716cfcd","@","@","Yu-Gi-Oh!: The Eternal Duelist Soul","@","","","2002","Konami","us","","","","","","","","","3"
"@",,"e09f676b439fc65a63babebc31ca371f8367f3c5","@","@","Yushun Rhapsody","@","","","2001","Capcom","jp","","","","","","","","",""
"@",,"e16dd5848bcbaffdc60d5d5548d60f4311f4615c","@","@","Yu-Gi-Oh!: Duel Monsters International: Worldwide Edition","@","","v rev1","2003","Konami","jp","","","","","","","","",""
"@",,"e1841b11be71643c3c9e328078bf879cc8b0da82","@","@","Yu-Gi-Oh!: Dungeon Dice Monsters","@","","","2003","Konami","eu","b","b 1","","","","","","",""
"@",,"e18e9e8aabb8844de688ddff8843329f84e470aa","@","@","Zidane: Football Generation 2002","@","","","2002","Aqua Pacific - Cryo Interactive","eu","","","","","","","","",""
"@",,"e3b7728428caff73dfbf79715e17dc52c9e95bcc","@","@","Legend of Zelda, The: Fushigi no Boushi","@","","","2004","Nintendo","jp","a","a 4","","","zh","","","",""
"@",,"e582dd422f33b7f7a5ae306fe5159550f2a55444","@","@","Zettai Zetsumei Denjarasu Jii-san 2: Naki no Ikkai Zettai Fukujuu Violence Kouchou: Wagahai ha Ichiban Erainjyai","@","","","2004","Rokumendo - Kids Station","jp","","","","","","","","",""
"@",,"e5d17d10227f2192af17f016f4122b1c165b2c73","@","@","Zoku Bokura no Taiyou: Taiyou Shounen Django","@","","v rev1; Language en,ja","2004","Konami","jp","","","","","","","","","2"
"@",,"e71992923c4e5b3bfe51c1a1960a584347626991","@","@","Zen-Nippon Shounen Soccer Taikai 2: Mezase Nippon-ichi!","@","","","2002","Boom - Success","jp","","","","","","","","",""
"@",,"e9f7a2ef6b3e6616c244f40d065ffd32ddec8e3c","@","@","Yushun Rhapsody","@","","","2001","Capcom","jp","b","b 1","","","","","","",""
"@",,"eeacdf5a9d3d2173a4a96689b72dc6b7ad92153c","@","@","Boktai 2: Solar Boy Django","@","","","2005","Konami","eu","!","[req. solar sensor]","","","","","","",""
"@",,"f126b42514c558ae802ea4039c6b3774b68013a9","@","@","Zone of the Enders: The Fist of Mars","@","","","2002","Konami","us","","","","","","","","","2"
"@",,"f13a35440978999ee366470720c79aaf046bc4b4","@","@","Balanced Diet","@","","Copyright Public Domain","2011","Mihai, Sebastian","@","","","","","","","","",""
"@",,"f30ab501b09026ae045faf8573220d4f9c113376","@","@","Gunstar Future Heroes","@","","","2005","Sega - THQ","eu","!","","","","","","","",""
"@",,"f47870d25665588d19b75e90d0bd32a759e64918","@","@","Breath of Fire","@","","","2001","Capcom - Ubi Soft","eu","!","","","","","","","",""
"@",,"f505d592d6f5c355fb347fea50f171dc6e5b0700","@","@","Yoshi's Universal Gravitation","@","","","2005","Nintendo","eu","","","","","","","","","1"
"@",,"f5269aba2e5f587aa2f851f35e96c1cbc5e1a78a","@","@","Zoids Saga III: Fuzors","@","","","2004","Tomy","jp","","","","","","","","",""
"@",,"fa82f87efa718105ba5a2a66b085c0eca8949026","@","@","Legend of Zelda, The: Fushigi no Boushi","@","","","2004","Nintendo","jp","","","","","zh","","","",""
"@",,"fdd69455a072b2f74e6c5c50b96daa0438156b27","@","@","Yu-Gi-Oh!: Dungeon Dice Monsters","@","","Language en,es","2003","Konami","us","","","","","","","","",""
