"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,1c1dc1354148f173b1f6c59cd9f1ea7059d73bd0,@,@,"Street Fighter II'",,,,1997,"Capcom / Sega / Tec Toy",br,b,,,,,,,,
@,,1cb40bf697374c73b89623fef49951b9622a0d96,@,@,"Final Bubble Bobble",,,,1988,Taito,jp,,,,,es,,,,
@,,1cde5cf83c59f2b8dad512b66413c0b6932d04fa,@,@,"Ninja Gaiden",,,beta,1992,Sega,,b,,,,,,,,
@,,1d0ca7f98a3cfc11388d375ee980fb3ea1968d97,@,@,"Blade Eagle",,,,1988,Sega,,,,,,pt,,,,
@,,1d86d1052f9e56c795b3489cf15957f79ada31f1,@,@,"Wonder Boy",,,v1,1986,Sega,,b,,,,,,,,
@,,1dae4088a7bf0138e8f6128d37b90aa705f8ac51,@,@,"Suho Cheonsa",,,,1994,"Open Corp",kr,,,,,,,,,
@,,1dd0fa2949504a5ae3e4b772318000f27c4b548a,@,@,"Bubble Bobble",,,,1991,Taito,,,,,,fr,,,,
@,,1dfda4bc44f1cdc54ab92bb31df54365edd385ae,@,@,"Artillery Master 8k",,,"v0.9 / ",2006,"Pinheiro, Haroldo",,,,,,,,,,
@,,1e08be828ecf4cf5db787704ab8779f4b5a444b5,@,@,"Tri Formation",,,,1987,Sega,,,,,,,,,,
@,,1e0cdc4d288b3dbe0839a9d3da4c7beeed9657f0,@,@,"Psychic World",,,,1991,Sega,,,,,,de,,,,
@,,1e4e9f6e42a3688dc63951b792afa19f155c1132,@,@,"Chicken Crossing",,,v0.4,2021/12/12,haroldo-ok,,,,,,,,,,
@,,1ee602f8711d82d13b006984cef95512a93c7783,@,@,"The Pro Yakyuu Pennant Race",,"Pro Yakyuu Pennant Race",,1987,Sega,jp,,,,,,,,,
@,,1f07da14310bdb244be18d94a64b192934687996,@,@,"Cloud Master",,,,1989,Hot-B,,,,,,fr,,,,
@,,1f500a381cb2322fc3b13d0e9e2e766d31c5043b,@,@,"Alex Kidd in Miracle World",,,v1,1986,Sega,,,,,,pt,,,,
@,,2000b3b291dd7b76c3b8801a88fb0e293ca7e278,@,@,S.D.I.,,,,1987,Sega,jp,,,,,,,,,
@,,2012763dc08dedc68af8538698bd66618212785d,@,@,"20 em 1",,,,1995,"Tec Toy",br,,,,,,,,,
@,,201ae127514a1debea786e7a1a3dae617937b539,@,@,"Golden Axe",,,"Demo rolling / proto",1989,Sega,,,,,,,,,,
@,,2029dcc36558eb8897fb913952e2fb80c012e7ab,@,@,"Basketball Nightmare",,,proto,1989,Sega,,,,,,,"roto 0",,,
@,,202cc058ba46cc466387a67cce2ab7f5f55977d0,@,@,Xyzolog,,,,19xx,Taito,kr,,"MSX port / AKA XY Rogo",,,,1,,,
@,,20591de8b1abea6c81b77bcf927bc0bfb4c5a15e,@,@,"Chicken Crossing",,,v0.1,2021/12/09,haroldo-ok,,,,,,,,,,
@,,2067fd259798c8c26492c160ea61384a01c8df26,@,@,"Page Frame Register Detect",,,"v1.00 / ",2001,"Quinn, Eric",,,,,,,,,,
@,,20aff3ef3287f19e41e0958e0e922bfab5c8ca75,@,@,"Dead Angle",,,,1989,Sega,,b,,,,,,,,
@,,20b73d53e6868957f07b1a813b853943bfb90307,@,@,"The XVII Olympic Winter Games: Lillehammer 1994",,"XVII Olympic Winter Games - Lillehammer 1994",,1993,"U.S. Gold",,,,,,,,,,
@,,20f209bef33d7c864710736131608213d25559ac,@,@,"Double Dragon",,,,198x,Samsung,kr,,,,,,,,,
