"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,0392d3d443b6a5738657a7823dff8dad67738e41,@,@,"Dino Runner Genesis",,,@,2021-09-30,Rafagars,@,@,@,@,@,@,@,@,@,@
@,,03979287a2bebb5d720bcbc5adba2166596cf937,@,@,"Advanced Daisenryaku: Deutsch Dengeki Sakusen",,,"v1 | v0.60",@,"Nebelwurfer HQ",jp,@,@,@,@,en-partial,@,@,@,@
@,,039ace9029c79d69615fb7686d3d93c01b5489c7,@,@,Tetris,,,@,1989,Sega,jp,@,@,@,@,@,@,@,@,3
@,,039c46ee7e24e1780eec26948de9aaffd29c712c,@,@,"Sorcerer's Kingdom",,,v0,1993-08,Treco,us,@,@,@,@,@,@,@,@,*
@,,03a69c2c7f134c3af0e6caf959b781396dc935f3,@,@,Ex-Ranza,,,@,1993-05-28,Sega,jp,@,@,@,@,@,@,@,@,title
@,,03a7b9df0e8bccedad34fde509cc2c0c03b94b85,@,@,"Alcon Special",,,@,2018-10-20,DUSTINODELLOFFICIAL,@,@,@,@,@,@,@,@,@,"Slap Fight"
@,,03c6504b5d797f10c7c361735d801902e4b00981,@,@,"Theme Park",,,@,1995-04,"Electronic Arts",eu-us,@,@,@,@,@,@,@,@,@
@,,03e1a6c7fb8003e196c0f0bf787276a14daa313e,@,@,"European Club Soccer",,,@,1992-08,"Virgin Games",eu,@,@,@,@,@,@,@,@,@
@,,03f40c14624f1522d6e3105997d14e8eaba12257,@,@,"Super Bubble Bobble MD",,,@,1995,@,tw,@,@,@,@,@,*,@,@,@
@,,03f48da0541dac5a11788460c427d5fdb34bbd1b,@,@,"Du Shen Zhi Meng Huan Poker",,,@,1995,"Creaton Softech",tw,@,@,@,@,@,*,@,@,@
@,,03f8c8805ebd4313c8a7d76b34121339bad33f89,@,@,"ESPN Sunday Night NFL",,,@,1994-11,"Sony Electronic Publishing",us,@,@,@,@,@,@,@,@,@
@,,03fcc2b46edee5ac416ca6f85306faa10a60d81b,@,@,"Battletoads & Double Dragon: The Ultimate Team",,"Battletoads and Double Dragon - Ultimate Team",@,1993-12,Tradewest,us,@,@,"Everdrive - PAL",@,@,@,@,@,"NES sounds Ti"
@,,03ff06463814d48340eccfcd38e22c1f1c85d5da,@,@,"The Adventures of Batman & Robin",,"Adventures of Batman and Robin",@,1995-06,Sega,eu,@,@,"NTSC GhostlyDark",@,@,@,@,@,@
@,,040c810ccbe6310d369aa147471213d898ec2ad5,@,@,"Jimmy White's Whirlwind Snooker",,,@,1994-11,"Virgin Interactive",eu,@,@,@,@,@,@,@,@,@
@,,04128e3859d6eca6e044f456f8b0d06b63e3fb0c,@,@,Weaponlord,,,@,1995-09,Namco,us,@,@,@,@,@,@,@,@,@
@,,0417ff05bb8bd696cfae8f795c09786665cb60ef,@,@,"California Games",,,@,1992-01,Sega,eu-us,@,@,@,@,@,@,@,@,@
@,,042e39941ec84bb5d20439f620a4e402220de327,@,@,"Star Trek: Deep Space Nine: Crossroads of Time",,,@,1994-09,Playmates,us,@,@,@,@,@,@,@,@,*
@,,04316a517f50edf7357b44802e4f13144b4c033a,@,@,"X-Men 2: Clone Wars",,,"v19941215 | beta",1994-12-15,Sega,eu-us,@,@,@,@,@,@,@,@,@
@,,0448e13b2ca8b2d7082b2556d0f668677ee480fc,@,@,Rampart,,,@,1992-08,Tengen,us,b,@,@,@,@,@,@,@,@
@,,044bfdb3761df7c4d54a25898353fabcd3f604a3,@,@,"Ultimate Mortal Kombat 3",,,@,1996-06,Acclaim,eu,@,@,@,@,@,@,@,@,@
@,,044c8b4bdc7f1048d4287a2716af8547a5b52c93,@,@,"Fire Mustang",,,@,1991-05-31,Taito,jp,@,@,checksum,@,@,@,@,@,@
@,,044fdfc220e0912c424106556ea9feac234aa63e,@,@,"WWF Royal Rumble",,,@,1993,"Acclaim | Flying Edge",@,b,@,@,@,@,@,@,@,@
@,,04542a22531ceb784727ee5ef399786313dcf22f,@,@,"Teenage Mutant Ninja Turtles: Vozvrashcheniye Legendy",,,@,19xx,KDS,ru,@,"AKA Teenage Mutant Ninja Turtles - The Legend Returns",@,@,@,*,@,@,@
@,,0454f849a87c803f805fb76d1f77d51792a2e92b,@,@,"Muhammad Ali Heavyweight Boxing",,,@,1992-11,"Virgin Games",eu,@,@,@,@,@,@,@,@,@
@,,0457b0220c86f58d8249cbd5987f63c5439d460c,@,@,"Bubble and Squeak",,,@,1994-05,Sunsoft,us,@,@,@,@,@,@,@,@,@
@,,0459f7c61f152fa0afa98d96ef9fbe4964641f34,@,@,"Smash T.V.",,,@,1992-08,"Flying Edge",eu-us,@,@,@,@,@,@,@,@,@
@,,046044ff94e5614ab117affb68d62b21ad660534,@,@,"Spider-Man and Venom: Maximum Carnage",,,@,1994-08,Acclaim,@,@,@,@,@,@,@,@,@,*
@,,0470cfa65f04ec44fefeeb879b773e8719dabb00,@,@,"Sonic the Hedgehog 2",,,"v1 | beta",1992-11-21,Sega,@,@,@,@,@,@,@,@,@,3
@,,048087c27cee1337eeb154647c5fb4eb26c9b1c9,@,@,"YM2612 Live Player",,,@,2016-12-11,KStorm,@,@,@,@,@,@,@,@,@,@
@,,04855be11ad81d28970ea33ab4d222cf220991a3,@,@,"Combat Cars",,,@,1994-07,Accolade,eu-us,@,@,*,@,@,@,@,@,"region code"
@,,0492bcd5341e768455bd353e786fac74837289af,@,@,"Combat Aces",,,proto,199x,"Baton Technologies",us,@,"Teleplay Modem",@,@,@,*,@,@,@
@,,04ab087f0eeffc4c1db6d182f19a1b587f7b3a63,@,@,"Crystal's Pony Tale",,,v1.0,@,Wave,us,@,@,@,@,es,@,@,@,@
@,,04c491af6252835d4557928814c9da157f8ad363,@,@,Stormlord,,,@,1992-03-27,"Micro World",jp,@,@,@,@,@,@,@,@,*
