"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,170d77a766b44dac0dfcb0446b071e15aa0973f7,@,@,Galaxian,,,,1982,Atari,us,o,CX5206,,,,,,,
@,,17a41c5f9a32f8a71939cfaa0e96807b951aedad,@,@,"Quest for Quintana Roo",,,,1984,Sunrise,us,,1603,,,,,,,
@,,18315bec1e62102290feeb77fb290e1266cf5bfc,@,@,"Zone Ranger",,,,1984,Activision,us,,FZ-101,,,,,,,
@,,18697dd8e640fa1578b3b4ae09af484c14fb8410,@,@,Asteroids,,,proto,1983,Atari,us,,CX5201,,,,,,,
@,,19801454ab86f2a5cf691fcd577a71ad2b8dc7d5,@,@,"Star Trek: Strategic Operations Simulator",,"Star Trek - Strategic Operations Simulator",,1983,Sega,us,,004-02,,,,,,,
@,,19ff7622dbbc2915e3e98d8d966340e7e893ff34,@,@,Pengo,,,,1983,Atari,us,,CX5236,,,,,,,
@,,1d92077b4a821cd68eccdbb6201f76f3d0b81634,@,@,Frogger,,,,1983,"Parker Brothers",us,o,9530,,,,,,,
@,,1daae2688fefb079b1f95efb3efb10385017426c,@,@,"Space Invaders",,,,1982,Atari,us,o,CX5204,,,,,,,
@,,1dfd9cb5eb608590c84e14376291f8c02fb1ab93,@,@,Ballblazer,,,,1986,"Atari / Lucasfilm",us,,CX5255,,,,,,,
@,,1e1a20c104bf4d55eca0ca1e72dc5dc64fa6b1b5,@,@,"Blue Print",,,,1983,"CBS Electronics / Bally Midway",us,,80033,,,,,,,
@,,1ec1038c030f917863856569ba9888e0783eaad8,@,@,"Blue Print",,,,1983,"CBS Electronics / Bally Midway",us,,80033,,,,,,,
@,,1f30acf5babffe9b5123ff6f0fec3ec9337939b0,@,@,H.E.R.O.,,,,1984,Activision,us,o,FZ-007,,,,,,,
@,,1f8b7651379976afae39201361cda708c0121f61,@,@,"Bounty Bob Strikes Back!",,,,1984,"Big Five Software",us,,,,,,,,,
@,,1fc1dddf5ab581d3f0b2950723509b23392dd811,@,@,"Dig Dug",,,,1983,Atari,us,b,CX5211,,,,,,,
@,,2071e69941a10ebec44d0f39e9e43c74b6288fee,@,@,"PAM SALT",,,v1.0,1982,Atari,,o,,,,,,,,
@,,231da71f7ce6b99709bbb8995b77ae69ede52222,@,@,"Jr. Pac-Man",,,proto,1984,Atari,us,b,CX5251,,,,,,,
@,,238cb448555d8bb5c96aa0354718411e8777c613,@,@,"Super Pac-Man",,,proto,1982,Atari,us,,,,,,,,,
@,,261a10a189f9369ba9215a682fe9a0064f32b14e,@,@,"Cross Chase",,,,2020/04/02,"Caruso, Fabrizio",,,,,,,,,,
@,,279211d86c556d90164fb400102dd7ff79feb3b7,@,@,Frogger,,,,1983,"Parker Brothers",us,b,9530,,,,,,,
@,,27983e9e5bbcd649cdee00c0d93ec3e052bd2115,@,@,"Cross Horde",,,,2021/04/25,"Caruso, Fabrizio",,,,,,,,,,
@,,286e0dab627779eccb7b609755f2f728de949cfa,@,@,"Cross Chase",,,,2018/02/03,"Caruso, Fabrizio",,,,,,,,,,
@,,2a7e63b32febf4b99e88d75ba610b38a0a39d8b5,@,@,"Cross Bomber",,,,2021/05/13,"Caruso, Fabrizio",,,,,,,,,,
@,,2b43f74db4833272d2048de8fa32b857af8e090f,@,@,"RealSports Basketball",,,proto,1982/11/05,Atari,us,,CX5219,,,,,,,
@,,2b8e157b8708eb2d3aefe0154300680642684c33,@,@,"River Raid",,,,1983,Activision,us,b,FZ-002,,,,,,,
@,,2c99d142b42d613905de075c2fad561db2c5efe7,@,@,"Mr. Do!'s Castle",,,,1984,"Parker Brothers",us,b,9420,,,,,,,
@,,2e6c7472e37926cdfd3d855a4bd37a18fa83d8cf,@,@,"RealSports Tennis",,,,1986,Atari,us,,CX5214,,,,,,,
@,,2e7ae57260624d1f5710d445a0936f0c280a6655,@,@,"Mountain King",,,,1983,"CBS Electronics",us,,80083,,,,,,,
@,,2f152a857a8a58d602b3c717612d9744423ee495,@,@,"Micro-gammon SB",,,proto,1983,Atari,us,,,,,,,,,
@,,32d86a381feff43149b66336dcc4ba2523273228,@,@,Meteorites,,,,1983,"Electra Concepts",us,,,,,,,,,
@,,337bf6dad1c210f16268f32fc483bbf3d85dd97d,@,@,"Looney Tunes Hotel",,,proto,1983,Atari,us,b,,,,,,,,
@,,33a892c51972b1161b7a6ebae2ca792f46555ea8,@,@,"Cross Chase",,,,2018/08/04,"Caruso, Fabrizio",,,,,,,,,,
@,,38690f7335fa1c6a61d4fedc5b834c3e50adf015,@,@,"Space Invaders",,,,1982,Atari,us,o,CX5204,,,,,,,
@,,387a76ba5912251e2285b7722004ad75e9ede523,@,@,"Dig Dug",,,,1983,Atari,us,,CX5211,,,,,,,
@,,38f9b99b1357e66d1e89f24254136427e8902ae1,@,@,"Robotron: 2084",,"Robotron - 2084",,1983,Atari,us,o,CX5225,,,,,,,
@,,39cd2d87c4fefd2fe12a4d6485101235fe55b070,@,@,"Mario Bros.",,,,1983,Atari,us,,CX5247,,,,,,,
@,,3d6e153d4e17423e6998659e0bb0149ae3977de6,@,@,"Miniature Golf",,,proto,1983,Atari,us,b,CX5230,,,,,,,
@,,3d815594cf674694b04bb0ff90bf635d7d402fc2,@,@,"Frogger II: Threeedeep!",,"Frogger II - Threeedeep!",,1984,"Parker Brothers",us,,9090,,,,,,,
@,,3ddf277bb7344b0173182a55bb8df2bd8a2cd6ee,@,@,"Micro-gammon SB",,,proto,1983,Atari,us,b,,,,,,,,
@,,3fb06a362ad361299080c3e796812b677e2f9bde,@,@,"Cross Horde",,,,2021/04/16,"Caruso, Fabrizio",,,,,,,,,,
@,,3ff0dbe6359cd0709ed938a78323505b87649067,@,@,"Star Trek: Strategic Operations Simulator",,"Star Trek - Strategic Operations Simulator",,1983,Sega,us,b,004-02,,,,,,,
@,,4046f60602254a7d86d2a6efd1a330455eaec119,@,@,"The Last Starfighter",,"Last Starfighter",proto,1984,Atari,us,,CX5260,,,,,,,
@,,40a5b74e41b1db01d24cc3556d362546a06cc655,@,@,Kangaroo,,,,1983,Atari,us,b,CX5229,,,,,,,
@,,425fa8284c84253a47b4fc190aea728d22636c1d,@,@,"Xari Arena",,,proto,1983,Atari,us,b,,,,,,,,
@,,4342cb2edaf69fd5da213b84d487a0491856c705,@,@,"Yellow Submarine",,,proto,1982,Atari,us,o,,,,,,,,
@,,4475d737497369415d10040f075d529ad7c6d9a5,@,@,"Blue Print",,,,1983,"CBS Electronics / Bally Midway",us,b,80033,,,,,,,
@,,44f6dbf5013a70e646d5c5232981d517069fc449,@,@,Defender,,,,1982,Atari,us,,CX5218,,,,,,,
@,,46958241e9619a5ab34a493ac19c1b417bf67514,@,@,"Blue Print",,,,1983,"CBS Electronics / Bally Midway",us,o,80033,,,,,,,
@,,48625af4f3e9fe538dab2a0b463887fc8c6b138d,@,@,"Final Legacy",,,proto,1984/02/23,Atari,us,,CX5256,,,,,,,
@,,490b93950537c04ed28a9551a95475a22e1cc891,@,@,"Bounty Bob Strikes Back!",,,,1984,"Big Five Software",us,,,,,,,,,
@,,49debdf3c133fde9905d6d9137da5d8dff8d6283,@,@,"Wizard of Wor",,,,1983,"CBS Electronics",us,,80003,,,,,,,
@,,4a4c4a25c8ed1b0ae79ca22684d7d311a564a7b5,@,@,Zaxxon,,,,1984,Sega,us,,008-02,,,,,,,
@,,4af5825b38cfc49f55e4ca03e0ae7bd3b8f46c9c,@,@,"Missile Command",,,,1982,Atari,us,b,CX5202,,,,,,,
@,,4bbbf5ea988440d9613322062bb19e2066513574,@,@,"Quest for Quintana Roo",,,,1984,Sunrise,us,o,1603,,,,,,,
@,,4c05cd4bea310a580eda58a919a0861756d309ea,@,@,"RealSports Soccer",,,,1983,Atari,us,b,CX5213,,,,,,,
@,,4e022e101d7346a0a8618018372740e7333b4a36,@,@,"Castle Crisis",,,,2004,"Edewaard, Bryan",us,,,,,,,,,
@,,4ff603fad1f2c49c3f1b525725cefa1ef2c5748b,@,@,Pengo,,,,1983,Atari,us,b,CX5236,,,,,,,
@,,510ccb20df2ecdbe7f8373de6a9fc11493e8c3f2,@,@,"Barroom Baseball",,,proto,1983,Atari,us,,,,,,,,,
@,,518d3409b07840547a3d731ddea85e42e7dabb4a,@,@,"Mario Bros.",,,,1983,Atari,us,b,CX5247,,,,,,,
@,,519d5a07cb609787840035a0f2175bf666f52e8a,@,@,"Xari Arena",,,proto,1983,Atari,us,b,,,,,,,,
@,,5236bc13e4b06d2e16d70b0a0c98588e1726da0c,@,@,Boogie,,,proto,198x,Atari,us,,,,,,,,,
@,,524133e9a5eabd1a6d534847effd23469e90acea,@,@,Q-bert,,,,1983,"Parker Brothers",us,o,9500,,,,,,,
@,,527d478832df8b06a7b2208a255d950f865d59df,@,@,"Castle Blast",,,"Demo 1",2002,"Habot, Ronen",us,,CX5280,,,,,,,
@,,53533275d3cf8ce64399c11f3e798f375f07af7b,@,@,"RealSports Soccer",,,,1983,Atari,us,,CX5213,,,,,,,
@,,55da563b4394508c23d866fb1e543262fb45536d,@,@,Zenji,,,,1984,Activision,us,,FZ-010,,,,,,,
@,,5644f3d7e68379d7162ddec30cfbe160688e660c,@,@,"Frogger II: Threeedeep!",,"Frogger II - Threeedeep!",,1984,"Parker Brothers",us,o,9090,,,,,,,
@,,57254ee0e3d154635433713dbfdfdd157b59f76e,@,@,Beamrider,,,,1983,Activision,us,o,FZ-009,,,,,,,
@,,57dfc22c9805555f957ed51a2dc7bf35ad00c9d9,@,@,"Star Raiders",,,,1982,Atari,us,,CX5202,,,,,,,
@,,58541271ed2e5105c9c4ef0edd59787e351a7673,@,@,Berzerk,,,,1983,Atari,us,o,CX5221,,,,,,,
@,,585f3d24c508f6ed101a7b040013c5dd183c6c81,@,@,"Jr. Pac-Man",,,proto,1984,Atari,us,,CX5251,,,,,,,
@,,587f6db470a8524e5c5ee8000aab54ec2b6c18cb,@,@,Gorf,,,,1983,"CBS Electronics / Bally Midway",,o,80013,,,,,,,
@,,5a91f331c2a073c2f968bb5ad4ff23db43ca4ff5,@,@,Millipede,,,proto,1984,Atari,us,o,CX5248,,,,,,,
@,,5ae20e767d9819fe601f3b1ea6d4506ae2f2ceef,@,@,"Space Shuttle: A Journey Into Space",,"Space Shuttle - Journey Into Space",,1983,Activision,us,,FZ-012,,,,,,,
@,,5c4e6dc4298628cbd7a0ef869d73f5d9b6b9efc1,@,@,"Congo Bongo",,,,1983,Sega,us,b,006-02,,,,,,,
@,,5c55cc7d3f8dd30efc24a37697a0be6372a7c267,@,@,RatCatcher,,,"NTSC / GPL",2016/06,"Witmer, Ryan",,,,,,,,,,
@,,5c8ec22e131810ccac08066ca96e9944ccfa4ecb,@,@,"Missile Command",,,,1982,Atari,us,,CX5202,,,,,,,
@,,5cc3b4245faf01c30f77ac20b0b4940f4f8f83d8,@,@,"PAM Diag",,,v2.0,1982,Atari,,,,,,,,,,
@,,5dcba2e5791812fa381ea7a192db38b937b19434,@,@,Frogger,,,,1983,"Parker Brothers",us,o,9530,,,,,,,
@,,5f0354d8792d652313e5a0fa5d395e091c801d97,@,@,"Sport Goofy",,,proto,1983,Atari,us,,CX5237,,,,,,,
@,,5f29df45a68ab2be0b9e71118834a2011b1688be,@,@,"Robotron: 2084",,"Robotron - 2084",,1983,Atari,us,o,CX5225,,,,,,,
@,,618c91ba081840d54fe205ccd1d8d048af86942b,@,@,Pac-Man,,,,1982,Atari,us,b,CX5208,,,,,,,
@,,621356518f216291a7b4cabc0e1806b75f1c54a2,@,@,Zaxxon,,,,1984,Sega,us,b,008-02,,,,,,,
@,,626b398cc2103db6e6b57027e5091d0755506236,@,@,DEBUG52,,,"v1.10 / ",2002/03,"Johnston, Jeffry",,,,,,,,,,
@,,6425d1e2409a6ee62ee64a0300c8c7388da8f318,@,@,Boogie,,,proto,198x,Atari,us,o,,,,,,,,
@,,657d01bf47730398349af04e7fcbed696017e83c,@,@,"Super Breakout",,,,1982,Atari,us,b,CX5203,,,,,,,
@,,67e405c37e55dec4071018e8166ab4faf9f21df5,@,@,"Astro Chase",,,,1983,"Parker Brothers",us,,9560,,,,,,,
@,,688133761c462d6865bf673ed298b4d828120940,@,@,Spitfire,,,proto,1984,Atari,us,,,,,,,,,
@,,69dcc8f59ca449f13dc896b4b29b534762d97064,@,@,"Frisky Tom",,,proto,1982,Atari,us,,,,,,,,,
@,,69e4d56e1b202824f602f5e320dfc5d23cb4ba2e,@,@,"David Crane's Pitfall II: Lost Caverns",,"David Crane's Pitfall II - Lost Caverns",,1984,Activision,us,o,FZ-011,,,,,,,
@,,6ad7a1e8c9fad486fbec9498cb48bf5bc3adc530,@,@,"Atari 5200 BIOS",,,,1982,Atari,,,,,,,,,,
@,,6ba0d478c6b16f67422a7c370d78739c4e505586,@,@,Kangaroo,,,,1983,Atari,us,o,CX5229,,,,,,,
@,,6bb08ce601efcd89be0f7a6de74ade07579c3dc7,@,@,Popeye,,,,1984,"Parker Brothers",us,b,9510,,,,,,,
@,,6c633de50e6cc0c0c40061cd24e6f78f552a438f,@,@,Vanguard,,,,1983,Atari,us,,CX5216,,,,,,,
@,,6c91197fad5f47e4bcc50241520a0dca270cf656,@,@,"5200 Doom",,,,2002/07,"Johnston, Jeffry",,,,,,,,,,
@,,6d2fd36437d818c20a7e4881e4252c57c79d2d89,@,@,"Cross Chase",,,,2018/07/19,"Caruso, Fabrizio",,,,,,,,,,
@,,6e589c0d8ad9f278e7725d4b92528231e6a6e4b6,@,@,Defender,,,,1982,Atari,us,b,CX5218,,,,,,,
@,,6f3c94fca88459cc2a3ec56d643edfddde8c2d21,@,@,"Super Cobra",,,,1983,"Parker Brothers",us,o,9550,,,,,,,
@,,6f716bbf3c340e546a23f55ea312d45e4225029f,@,@,"Mountain King",,,,1983,"CBS Electronics",us,o,80083,,,,,,,
@,,704e743023ca98b8a61ba8bc0a7ffed67c597ece,@,@,"Jum's Pong",,,,2000,Jum,,,,,,,,,,
@,,708df3437f75064fbd1631a566ba9a91a36f8a01,@,@,Kangaroo,,,,1983,Atari,us,b,CX5229,,,,,,,
@,,71a6ad7d5b3022ad7b82fdaa26438199317a5cb7,@,@,Galaxian,,,,1982,Atari,us,o,CX5206,,,,,,,
@,,77a38fc951a9772833d84627a59ab9597e0de2d4,@,@,"Shooting Gallery",,,,2012,"Mihai, Sebastian",,,,,,,,,,
@,,786cdf54d1625e0d3ea8814506fdeeba5e4ece48,@,@,Qix,,,,1982,Atari,us,,CX5221,,,,,,,
@,,79c83e3c5c61ab95c11efc389d38089ffe47aab5,@,@,Qix,,,,1982,Atari,us,b,CX5221,,,,,,,
@,,7dd38de4568ba26a2420aae146308f227a594328,@,@,"Cross Chase",,,,2018/05/19,"Caruso, Fabrizio",,,,,,,,,,
@,,7e2a05625598c7e6615f969aa695e64315cd9846,@,@,"Montezuma's Revenge",,,,1984,"Parker Brothers",us,,9460,,,,,,,
@,,7f9cc441c4d37b62e24ae7f053bf8e7af0b5b92f,@,@,"Blue Print",,,,1983,"CBS Electronics / Bally Midway",us,b,80033,,,,,,,
@,,7faf5222837b2eb348c0e07936f966db3ba9309b,@,@,Zenji,,,,1984,Activision,us,o,FZ-010,,,,,,,
@,,80926bb270ea66cb5cacc379de1fc16d8a3d814b,@,@,Gorf,,,,1983,"CBS Electronics / Bally Midway",us,,80013,,,,,,,
@,,81a391fbc37349fcec6ed7813e53b0febec76d4d,@,@,"Sport Goofy",,,proto,1983,Atari,us,b,CX5237,,,,,,,
@,,8205093f5fb1fdf0ccb71d667ea0a3849fb0a0f2,@,@,"Super Cobra",,,,1983,"Parker Brothers",us,,9550,,,,,,,
@,,85fcea0a4d4d1f22437801c96229ba96e0f6b711,@,@,Tempest,,,proto,1983,Atari,us,,CX5220,,,,,,,
@,,866bd3740e142e83797d76824345261b25741830,@,@,Frogger,,,,1983,"Parker Brothers",us,b,9530,,,,,,,
@,,86ce1d1ac92484b2604dc9c17905d99efecd56fa,@,@,"Sport Goofy",,,proto,1983,Atari,us,b,CX5237,,,,,,,
@,,885c5a2f490e304c9b293a691096589783645803,@,@,"RealSports Football",,,,1982,Atari,us,b,CX5207,,,,,,,
@,,894282d22bfc24469c0d16484a2a72bfc850b4e5,@,@,"The Dreadnaught Factor",,"Dreadnaught Factor",,1983,Activision,us,o,FZ-005,,,,,,,
@,,8b5512d3d2a952c99b9377919f0e06481161d81e,@,@,"Xari Arena",,,proto,1983,Atari,us,,,,,,,,,
@,,8eefee452517cb1d1855c7a5d4b638f7e8461fe8,@,@,Intellidiscs,,,"NTSC / GPL",2021/05,"Witmer, Ryan",,,,,,,,,,
@,,90ac425a55606d5ba9dd1eced182ffd734a9b0a6,@,@,"Cross Chase",,,,2018/04/15,"Caruso, Fabrizio",,,,,,,,,,
@,,9115686a6c617f2d359715dd1d0cab126a3537aa,@,@,Boogie,,,proto,198x,Atari,us,o,,,,,,,,
@,,9175e6daca58102ac8b9729d7b0336cf09977d12,@,@,"Robotron: 2084",,"Robotron - 2084",,1983,Atari,us,,CX5225,,,,,,,
@,,91d30c5922d3f03528ff1b15f76788eded5d4604,@,@,"Moon Patrol",,,,1983,Atari,us,o,CX5241,,,,,,,
@,,9253d7286cf87999474b37df242ba23b4358ef4a,@,@,"Rescue on Fractalus",,,,1986,"Atari / Lucasfilm",us,,CX5254,,,,,,,
@,,950f3843180907571b3e044339a8ccf8a6fa62f5,@,@,"Mountain King",,,,1983,"CBS Electronics",us,o,80083,,,,,,,
@,,9547c56e2951e1b3a713b0b99d3edb43c9d3cdd8,@,@,"Koffi: Yellow Kopter",,"Koffi - Yellow Kopter",,2002,"Lloyd, Ron",us,,RL5201,,,,,,,
@,,95edf282c2cef2f8a0eeeca38146f8f708c7d521,@,@,"Miner 2049er",,,,1983,"Big Five Software",us,o,BF1912,,,,,,,
@,,9b21ac7fec8d556585c6970231318ef1f501b2b5,@,@,"RealSports Basketball",,,,1983,Atari,us,,CX5219,,,,,,,
@,,9b7ecd444b6239442ef1f54cd8e14c294c064da2,@,@,"Black Belt",,,proto,1983/01/06,Atari,us,,CX5231,,,,,,,
@,,9c15e327ab32defbbb0be5eb10fccf3337c000bf,@,@,Gremlins,,,,1986,Atari,us,b,CX5257,,,,,,,
@,,9cb28e90f6c65338f4e986504c45f3738fea902f,@,@,"Magical Fairy Force",,,"NTSC / GPL",2020/10,"Witmer, Ryan",,,,,,,,,,
@,,9dfbb5d8b77504c66ce3ac4382daf79820393dd8,@,@,"Track and Field",,,proto,1984,Atari,us,,CX5258,,,,,,,
@,,9edb066a37ca7657979952c946ab89be7926f4f8,@,@,"RealSports Basketball",,,proto,1983/10/31,Atari,us,,CX5219,,,,,,,
@,,9f1ee191319ef0261cc7074a81c0e6d6b7464cd2,@,@,Choplifter!,,,,1984,Atari,us,,CX5253,,,,,,,
@,,9f31c85a13e919135438590601e33bef11a8df8a,@,@,"Keystone Kapers",,,,1984,Activision,us,,FZ-006,,,,,,,
@,,9f9d2d19cd832e423a18d208753f49bf951fd046,@,@,"Mr. Do!'s Castle",,,,1984,"Parker Brothers",us,b,9420,,,,,,,
@,,a0dbd654ed3ba2583ca175a1356924d9529884df,@,@,"RealSports Football",,,,1982,Atari,us,,CX5207,,,,,,,
@,,a26f95c96637d2b724199e28c2842724aeef30d2,@,@,"Super Breakout",,,,1982,Atari,us,o,CX5203,,,,,,,
@,,a293b6b06050e11029d97137f2b1b36059567273,@,@,"Mario Bros.",,,,1983,Atari,us,,CX5247,,,,,,,
@,,a339cddfc28477c21c58783d2d3b0cf0f4626ddf,@,@,Battlezone,,,proto,1983,Atari,us,,CX5239,,,,,,,
@,,a3b3718992151c0a89805d349d6fbd5020302c93,@,@,"Keystone Kapers",,,,1984,Activision,us,o,FZ-006,,,,,,,
@,,a3e760d09e4dc6053286967576b5b7d42ee2fd38,@,@,"Jr. Pac-Man",,,proto,1984,Atari,us,,CX5251,,,,,,,
@,,a3ea767198256d920c8a64f8b4a8457998a2ab28,@,@,Berzerk,,,,1983,Atari,us,b,CX5221,,,,,,,
@,,a452845f68f6e5b22b8446bf878ca781d1d7b349,@,@,H.E.R.O.,,,,1984,Activision,us,b,FZ-007,,,,,,,
@,,a4ed631e5ec86d418c8ac16245779d1151d6416a,@,@,"Looney Tunes Hotel",,,proto,1983,Atari,us,b,,,,,,,,
@,,a62f44bbf1f2fa8054d95889023452b30313ccc9,@,@,"Ms. Pac-Man",,,,1983,Atari,us,b,CX5243,,,,,,,
@,,a73e72be4f3f1892ba0a4e37424d93f392214806,@,@,"Wizard of Wor",,,,1983,"CBS Electronics",us,o,80003,,,,,,,
@,,a80f876a89a8ceacc71da5d9c02b546970b17730,@,@,Kaboom!,,,,1983,Activision,us,,FZ-001,,,,,,,
@,,a8678f86b1d8cc8c6976da426cb7cfe3baed42c6,@,@,"RealSports Basketball",,,proto,1983/10/31,Atari,us,,CX5219,,,,,,,
@,,a9388e44bf1665e2ea1cf4e3055a1dd953294b7d,@,@,Spitfire,,,proto,1984,Atari,us,,,,,,,,,
@,,a94d06739fa19453fa586a836eaacae11fe93989,@,@,"RealSports Baseball",,,,1983,Atari,us,,CX5209,,,,,,,
@,,aa647e1126b36e0123d4d6375131f4e1e4beb07f,@,@,"Cross Horde",,,v1.0,2021/05/01,"Caruso, Fabrizio",,,,,,,,,,
@,,ab3130256d16af09cac8b11749dfaff6aaaa3ea3,@,@,Blaster,,,proto,1984,Atari,us,,,,,,,,,
@,,ab676ffe054b23bdd43cee2498afefaabbf9355b,@,@,"Star Wars: The Arcade Game",,"Star Wars - Arcade Game",,1984,"Parker Brothers",us,,9040,,,,,,,
@,,ac9d583cca444c61f218f70385aa9ef53c75ebb2,@,@,"Mr. Do!'s Castle",,,,1984,"Parker Brothers",us,o,9420,,,,,,,
@,,adfcdaa185c4ace8924f5906683857840188b808,@,@,"Player & Missle Graphics Demo",,,,200x,"Boris, Dan",,,,,,,,,,
@,,ae6de0cd4db58d3c42703f1a62d4368215a72662,@,@,"James Bond 007",,,,1983,"Parker Brothers",us,b,9100,,,,,,,
@,,ae765943ae8d909b6ca6ff1560ba027adeeaa515,@,@,"James Bond 007",,,,1983,"Parker Brothers",us,,9100,,,,,,,
@,,af81c400f1af0ee13a24da5e8b642442a0fc9479,@,@,"PAM SALT",,,v1.0,1982,Atari,,,,,,,,,,
@,,b016c3fe613dc7db2b125d94fb9ca8f0aaf3aad5,@,@,"Star Raiders",,,,1982,Atari,us,b,CX5202,,,,,,,
@,,b051f0fb2e816787ab6eed0cb008b9f8cc9963dc,@,@,"David Crane's Pitfall II: Lost Caverns",,"David Crane's Pitfall II - Lost Caverns",,1984,Activision,us,,FZ-011,,,,,,,
@,,b284e4baddd4f3977327c341190a2296437b3615,@,@,"Yellow Submarine",,,proto,1982,Atari,us,o,,,,,,,,
@,,b573d41657de5d6209499d90f24910553bb2f78b,@,@,"Cross Chase",,,,2018/10/29,"Caruso, Fabrizio",,,,,,,,,,
@,,b5e8a8af06c401cde5770fd5bece4006764c0898,@,@,"Missile Command",,,,1982,Atari,us,b,CX5202,,,,,,,
@,,b620006f022c673003138d284009a84f02c39dfa,@,@,Q-bert,,,,1983,"Parker Brothers",us,b,9500,,,,,,,
