"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,d3cfb8226e6e1e40d61710de0bb2551116514529,@,@,"Beef Drop",,,pre-release,2006/07/04,"Siders, Ken",,,,,,,,,,
@,,d419772b1aa40cb4c62faea904000fbb243c0b46,@,@,"Hat Trick",,,NTSC,1987,Atari,,,,,,,,,,
@,,d51ecbcd6531e3656a84a245c2d949426cb62770,@,@,"Beef Drop",,,pre-release,2005/02/24,"Siders, Ken",,,,,,,,,,
@,,d60230712f924f386ee72f5512dbf41588b7fda2,@,@,"F-18 Hornet",,,NTSC,1988,"Absolute Entertainment",,b,,,,,,,,
@,,d70bf96175e9a496b3041c149b727b23fe44e91e,@,@,Xenophobe,,,NTSC,1989,Atari,,,,,,,,,,
@,,d84a0f727e2176a58ec222c3b4a3364ddd6c4e30,@,@,"Mat Mania Challenge",,,NTSC,1990,Atari,,,,,,,,,,
@,,d9d134bb6b36907c615a594cc7688f7bfcef5b43,@,@,"Atari 7800 BIOS",,,NTSC,1984,Atari,,,,,,,,,,
@,,dba0b7bc55002ee400444303b5273cb96df2a6d0,@,@,"Beef Drop",,,beta,2004/12/03,"Siders, Ken",,,,,,,,,,
@,,dd8d50b1b72953d7535aec08880270f3b5245e12,@,@,"Dig Dug",,,NTSC,1987,Atari,,,,,,,,,,
@,,de7057f75c15d80366f8ad65a07b144b20ddea69,@,@,"Beef Drop",,,beta,2004/11/30,"Siders, Ken",,,,,,,,,,
@,,df54f66ebab486df6a8d5734fcfe6e0329bd4e7e,@,@,"Beef Drop",,,alpha,2004/10/26,"Siders, Ken",,,,,,,,,,
@,,e1e487fb47c1608b320258f822853055805d62da,@,@,"Beef Drop",,,beta,2005/01/09,"Siders, Ken",,,"Pokey forced on",,,,,,,
@,,e360ea84ad560e649852a7cb0220f552c5d8c442,@,@,"One-on-One Basketball",,,PAL,1987,Atari,,,,,,,,,,
@,,e4b5a0dd8bfc9319289076ef0aa4543d94019e5c,@,@,"Tower Toppler",,,NTSC,1988,Atari,,,,,,,,,,
@,,e6b6972937d3a77a9badd0ddd32021a2d8efff04,@,@,Karateka,,,PAL,1988,Atari,,,,,,,,,,
@,,e83dfc8c1546527aa79176444937af1897aff80e,@,@,"Mat Mania Challenge",,,PAL,1990,Atari,,,,,,,,,,
@,,e878bde9200cd8bcfe82e3ef51e20d16983328db,@,@,"Ms. Pac-Man",,,PAL,1987,Atari,,,,,,,,,,
@,,e8e731a2f19f8cb83617a91c4aaaff28bb89ef7d,@,@,Jinks,,,NTSC,1989,Atari,,,,,,,,,,
@,,eb91ddc7d68aa660de7538e72e22ed472a439737,@,@,"Beef Drop",,,pre-release,2006/07/03,"Siders, Ken",,,,,,,,,,
@,,eb972e4b6e82f3a9764dec2ea61ac1a44ec8c5d1,@,@,"Beef Drop",,,pre-release,2005/02/25,"Siders, Ken",,,,,,,,,,
@,,ebc08fbff47e727d3f87b8e838e4e81257a79804,@,@,"Barnyard Blaster",,,NTSC,1988,Atari,,,,,,,,,,
@,,ec308d7eaa759bf1cc3f12b07537699c8eafd59d,@,@,"Ace of Aces",,,PAL,1988,Atari,,,,,,,,,,
@,,eec0c56ff4cd107101e0d44bc55913e6d886da94,@,@,"Alien Brigade",,,NTSC,1990,Atari,,,,,,,,,,
@,,ef5de81827dbf03fec742206e99904e8c47724de,@,@,Klax,,,"NTSC / proto",1992,Atari,,b,,,,,,,,
@,,ef839309a2770efd09955ed3467f0970a64d8243,@,@,Karateka,,,NTSC,1988,Atari,,,,,,,,,,
@,,f1a01335e1311a96561ff799edb05f2c1ad1ef0b,@,@,"Hat Trick",,,PAL,1987,Atari,,,,,,,,,,
@,,f1da35db85f99db8803ae088499cb9dc148fe0c6,@,@,"Diagnostic Test Cartridge",,,NTSC,1984,Atari,,,,,,,,,,
@,,f1e66a300bbb2e52c52f180ae15e5e6024323d6d,@,@,"Donkey Kong Junior",,,NTSC,1988,Atari,,,,,,,,,,
@,,f1ee63bee875517536543e1f30a1eb03e3dd4201,@,@,"Beef Drop",,,beta,2004/12/05,"Siders, Ken",,,,,,,,,,
@,,f2a76e8f8d1b79a4859bc9d7a90b4c1f7e013f8a,@,@,Xevious,,,PAL,1988,Atari,,,,,,,,,,
@,,f3b0dfd6290962990ba49e4f3532a9493de1f1e5,@,@,"Beef Drop",,,beta,2004/12/08,"Siders, Ken",,,,,,,,,,
@,,f59f5081979b69b30a6f3cf9f2be5345747ee14e,@,@,"Motor Psycho",,,NTSC,1990,Atari,,,,,,,,,,
@,,f77e284dbfc472b74177ff0e4a012b44ef2efa6e,@,@,"Pole Position II",,,PAL,1987,Atari,,,,,,,,,,
@,,fb504fec071574d0a33d495c34a467fbb10b2bed,@,@,Sentinel,,,PAL,1991,Atari,,,,,,,,,,
@,,fbf1848df9def28df693a3b85589ffb72273519a,@,@,"Super Skateboardin'",,,NTSC,1988,"Absolute Entertainment",,,,,,,,,,
@,,fdf214edf9eb6055f22188845fdf6d36f88d0da0,@,@,"Beef Drop",,,beta,2004/11/06,"Siders, Ken",,,,,,,,,,
@,,ff38157a30c8df0a9c20adeb321229e92c40691e,@,@,"Beef Drop",,,pre-release,2005/02/23,"Siders, Ken",,,,,,,,,,
@,,ff9679a3f2f98d4c5e4a9f5c232f88d2db2bfa92,@,@,"Barnyard Blaster",,,NTSC,1988,Atari,,b,,,,,,,,
