"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"@",,"06c75fd44e69972649f46f415c022ed46eb3699d","@","@","Wayne Gretzky's 3D Hockey","@","","","1996","Atari - Williams","jp","b","b 2","","","","","","",""
"@",,"070631b72cfe086998246d9adcb55d511eb5ae63","@","@","Mahjong Master","@","","","1996","Konami","jp","b","b 3","","","","","","",""
"@",,"070e48be7381c37aa33ac5910e686b7ca3d0e9bc","@","@","Taz Express","@","","","2000","Infogrames","eu","","","","","","","","","2"
"@",,"070f08e7e6a7ca4c500ba656bcceb62b935b3741","@","@","Spider-Man","@","","","2000","Activision","us","","","","1","","","","",""
"@",,"0729551ee098bf290890388f062e3b03ef0abbf6","@","@","GoldenEye 007","@","","","1997","Nintendo","us","","","","","","","","","45"
"@",,"07325ac0adcd576a3fafbb96776aabace9d9b111","@","@","Super Mario 64","@","","","1996","Nintendo","us","","","","","","","","","63"
"@",,"07400c53aef501887f73ef6a45ce04fe2f170fb0","@","@","FIFA 99","@","","","1998","Electronic Arts","eu","","","","","","","","",""
"@",,"074582744c71d7f0569ce960964a7bbe947efd3c","@","@","Pokemon Sutajiamu Tsuu","@","","","1999","Creatures - Game Freak - Nintendo","jp","","","","","","","","",""
"@",,"074d13da1ac91167654a8047eb72d732fbcb5121","@","@","Waialae Country Club: True Golf Classics","@","","v rev1","1998","T&E Soft","eu","","","","","","","","",""
"@",,"07588ef9548e7883040ecd061e17e6dd846c1de6","@","@","Super Mario 64","@","","","1997","Nintendo","eu","","","","1","","","","",""
"@",,"0769c84615422d60f16925cd859593cdfa597f84","@","@","Zelda no Densetsu: Toki no Ocarina GC","@","","","2002","Nintendo","jp","","[Nintendo GameCube]","","","","","","",""
"@",,"077be17942edd27ae66e2f9ed7ea274345800187","@","@","Bomberman 64","@","","","1997","Hudson","us","b","b 1","","","","","","",""
"@",,"0782d9578afd85edbc77e4100340c4256c94fb6a","@","@","Super Mario 64","@","","","1996","Nintendo","us","","","","","","","","","90"
"@",,"07886136142ee29f131d15f0546f3fe172902cca","@","@","Pokemon Snap","@","","","1999","HAL Laboratory - Nintendo","us","","","","","es","","","",""
"@",,"083fb43471ea0991b58ec70b5ea07a9cdebcc863","@","@","Rampage: World Tour","@","","","1997","Midway","us","","","","1","","","","",""
"@",,"08709013d512f3a2bed65b98ab451ec8b839d3b4","@","@","Daikatana","@","","","2000","Ion Storm - Kemco","us","","","","","","","","",""
"@",,"087f5f5ad7b00fea3fd2d0dbeb61da2d0b127c11","@","@","Mystical Ninja Starring Goemon","@","","Language en","1998","Konami","eu","b","b 1","","","","","","",""
"@",,"0899017b0a5231ecbb084abff2303d9c25342828","@","@","Virtual Chess 64","@","","","1998","Titus","eu","","","","","","","","",""
"@",,"08a1d8e6a547a61f06f564123e895f32d25af923","@","@","Dexanoid R1","@","","Copyright Public Domain","1999","Protest Design","@","","","","1","","","","",""
"@",,"08af498bca98c79e3fa18c9c860091d5eb952e6e","@","@","Masters '98: Haruka Naru Augusta","@","","","1997","T&E Soft","jp","","","","","","","","",""
"@",,"08bc64cb8c64db9b048fc1522fd5e808ff63ce1a","@","@","Racing Simulation 2","@","","","1999","Ubisoft","de","","","","","","","","",""
"@",,"08d4df0be32c8e845b9bdcf1d184611ffc4841e0","@","@","GoldenEye 007","@","","","1997","Nintendo","us","","","","","","","","","19"
"@",,"08e5de7a3b2427eb719a9ac8c94001799599362a","@","@","Pips RPG Beta 12","@","","Copyright Public Domain; (beta)","1998","Pips, Mark","@","","","","","","","","",""
"@",,"08ec9170b67afe259104977def70fbcc706729f9","@","@","Turok 3: Shadow of Oblivion","@","","(beta)","2000","Acclaim","@","","","","","","","","",""
"@",,"08f2c494dfdbab609da48be7f19c4d6589effdc5","@","@","Star Wars: Shadows of the Empire","@","","Language en","1996","LucasArts","eu","b","b 2","","","","","","",""
"@",,"08fabb5ffbd5e10e44b5c994485b42d159253454","@","@","Killer Instinct Gold","@","","v rev0","1996","Nintendo","us","b","b 6","","","","","","",""
"@",,"08fc293507895a05f5ea644493cd103e9c3ed2db","@","@","Legend of Zelda, The: Majora's Mask","@","","v rev0","2000","Nintendo","eu","a","a 1","","","it","","","",""
"@",,"090a027612140e90ffbbd7c48dec77005f7b0a69","@","@","Rush 2: Extreme Racing USA","@","","","1998","Atari - Midway","eu","","","","","","","","",""
"@",,"091c49d7ed2556ba991732ee1b4cdccd70198c64","@","@","Wet Dreams: Wet Dreams Demo","@","","Copyright Public Domain","1999","Immortal","@","","","","","","","","",""
"@",,"09222b886dc10f49c95c5a164c52f68380de5f04","@","@","Extreme-G","@","","","1997","Acclaim","us","","","","1","","","","",""
"@",,"09288b52fdb6e3c12ade47ec3885b63110affc37","@","@","Super Mario 64","@","","","1996","Nintendo","us","","","","","","","","","204"
"@",,"092fb7c560b40cc3a2a0e6b48a6afc10948c4166","@","@","O.D.T.","@","","","1999","Infogrames - Psygnosis","eu","","","","","","","","",""
"@",,"095e761368bedad5c658400fe3ee0acd924c4939","@","@","GoldenEye 007","@","","","1997","Nintendo","us","","","","1","","","","",""
"@",,"097a4d53456b1788d6d1bee18e88edb2fd70efd7","@","@","Pips World Game 2","@","","Copyright Public Domain","1998","Pips, Mark","@","","","","","","","","",""
"@",,"0988cbc001740468491a87f26e94fdd1b5ad6354","@","@","MRC: Multi Racing Championship","@","","Language en","1997","Imagineer","jp","b","b 5","","","","","","",""
"@",,"09929ca361d47fb9fc0eb4077cf1fb77cb843cef","@","@","Yakouchuu II: Satsujin Kouru","@","","","1999","Athera","jp","","","","","","","","",""
"@",,"09930df70ef18cbc2e19cc435f34cc7d2151f12a","@","@","ScummVM-N64: TeenAgent","@","","v 1.2.0","2010","ScummVM Team","@","","","","","","","","",""
