"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"5 in 1 Funpak",,dc8f5848fede37a914dbf1c104c3efb5a804ccbd,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Aah! Harimanada",,0fa7111fcd98670d4bef725d11e670e14eaaa7eb,,,,,,(J),,,,,,,,,,,,,,,
"Addams Family, The",,3231d574e5eb0ac3a77b1d65d74f3a581819a9c7,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Adventures of Batman & Robin, The",,50e8726be1b26d066ea9e2e2b5cd7407c356187e,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Aerial Assault",,cbdbaaeb62a8483d9d5a8757b0f19233dfb9b416,,,,,,"(JU) (V1.0)",,,,,,,,,,,,,,,
"Aerial Assault",,184520adfc9ae2bee0828d22e920c2628a2a1a78,,,,,,"(JU) (V1.0) [b1]",,,,,,,,,,,,,,,
Aladdin,,20ba7f5e5c801fbe48a537d2551a3d4525eb63e7,,,,,,"(U) [!]",,,,,,,,,,,,,,,
Aladdin,,6ba0c00b614f56c75854f2668cb3c3bde31ca84d,,,,,,"(U) [T-Bra_ERTrans]",,,,,,,,,,,,,,,
Aladdin,,cf4c8f6675e3989d6fa7916e3f4056c1dbdd0e95,,,,,,"(J) [b1]",,,,,,,,,,,,,,,
Aladdin,,7ddfd53e91d8220e4238d3994921bf18fe383717,,,,,,(J),,,,,,,,,,,,,,,
"Alien 3",,f3b976fefc331f37c3e4d883791eba68890279a5,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Alien Syndrome",,b72e54493bfa7f13883a608bcf8c9f315dd490ca,,,,,,(J),,,,,,,,,,,,,,,
"Andre Agassi Tennis",,9bd46e137723795a62cca429effcdd51f3b71257,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Arcade Classics",,fde19f418f4f13bbe43e6610f411065db9a6f550,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Arch Rivals",,9a2260a9cb9564a18f50edc8149a9e1e517bf649,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Arena - Maze of Death",,91e411d979789f2e31dcfe94fb7f757815f60680,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Ariel - The Little Mermaid",,d2f1b95a6d0a2cacd93ed307a5a6576f954a7d56,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Asterix and the Great Rescue",,821a0f9087001831fb9828fe2ef193877f960db6,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Ax Battler - A Legend of Golden Axe",,9f5bf2973225b8ee337fcec460829724a0c63d9e,,,,,,"(U) (V2.4) [!]",,,,,,,,,,,,,,,
"Ax Battler - A Legend of Golden Axe",,b5506dabb077ddec0315695f32e161a2dae11abe,,,,,,"(U) (V2.4) [T+Fre]",,,,,,,,,,,,,,,
"Ax Battler - A Legend of Golden Axe",,8a640ff6af0b0e23a61ee0236e889ed695666ba8,,,,,,"(J) (V1.5) [b1]",,,,,,,,,,,,,,,
"Ax Battler - A Legend of Golden Axe",,ff7931d3461c69ffc3a82d892ae3bb3bb00788b3,,,,,,"(J) (V1.5)",,,,,,,,,,,,,,,
"Ayrton Senna's Super Monaco GP II",,44f2c2bfa6ab57c1fd533996a5e404ebaa07264b,,,,,,(J),,,,,,,,,,,,,,,
"Ayrton Senna's Super Monaco GP II",,982e0f447d9d459d279ddace6fd4d7c42185c535,,,,,,"(J) [b1]",,,,,,,,,,,,,,,
"Baku Baku Animal",,5145967d0a3632cf6bb1a9d58b2ef04faecd40db,,,"Baku Baku Animal - Sekai Shiikugakari Senshu-ken",,,"(J) [!]",,,,,,,,,,,,,,,
"Batman Forever",,775ecf7ba87345c2f89f0e9d6e55544db8878786,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Batman Returns",,6aa899e56d633b21bc83cc72d7e32a34bf44ccdb,,,,,,"(U) [b1]",,,,,,,,,,,,,,,
"Batman Returns",,85994b2f506c7bded0b02a59d96b1d949e48d518,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Batter Up",,10124c1ca517fa933ca0488f288d205b0cc80d9c,,,"Gear Stadium",,,(J),,,,,,,,,,,,,,,
"Batter Up",,210fef406c4fe8e0ed995f92ea7597e8f1b7f91c,,,"Gear Stadium Heiseiban",,,"(J) [!]",,,,,,,,,,,,,,,
"Batter Up",,107496f1afff8bcebcd507226e953871fc4d80e4,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Batter Up",,ad56fa4544f9953ec38db49d0b8943a857067528,,,,,,"(U) [b2]",,,,,,,,,,,,,,,
Battleship,,bf5dad6cfbaa915567782d96f4d924822848a340,,,,,,"(U) [o1]",,,,,,,,,,,,,,,
Battleship,,8f681ee130246b6cab87527259fba5d12959c6ea,,,,,,"(U) [o2]",,,,,,,,,,,,,,,
Battleship,,16a2a584b6a28d12349621ccce9f444ebed4bb55,,,,,,"(U) [b1][o1]",,,,,,,,,,,,,,,
Battleship,,eae1ebec2c1be522924f669a2dc884f9f4a68cf3,,,,,,"(U) [!]",,,,,,,,,,,,,,,
Battleship,,52a44d0ef8046aecc29e29306dc08266c6a8236a,,,,,,"(U) [b1]",,,,,,,,,,,,,,,
Battletoads,,77a284b993c6f60652d88468b836d7a2ee7b4600,,,,,,"(U) [a1]",,,,,,,,,,,,,,,
"Beavis and Butt-head",,ef47d449f65cfe129368a77cc0a4679a0d55ee63,,,,,,"(U) [a1]",,,,,,,,,,,,,,,
"Beavis and Butt-head",,dd2ea76c05d933b91f1b03140f6a04bf02f746d1,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Berenstain Bears', The - Camping Adventure",,a35bef59a59df2a6d3dc4b8d3fe2e4cc79464537,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Berlin no Kabe",,1d58d3d8b957d33bab8b50ae60dc0c31eafc08af,,,,,,(J),,,,,,,,,,,,,,,
"Bishoujo Senshi Sailor Moon S",,824e463d0be5c0e81205a475b5ad7e55c366e486,,,,,,(J),,,,,,,,,,,,,,,
"Bishoujo Senshi Sailor Moon S",,8c9f0dd78a0b981bf5475dd644a0486b60ff8da1,,,,,,"(J) [b2]",,,,,,,,,,,,,,,
"Bishoujo Senshi Sailor Moon S",,0428df6805bf73d5383cef7a7cd0904136ff6066,,,,,,"(J) [b1]",,,,,,,,,,,,,,,
"Bonkers Wax Up!",,b98bd9467fe8bf782989172b576c7844f3666ae9,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Bram Stoker's Dracula",,ea753b5dce4b319cc1709451a4c8cb55daf2b76b,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Bubble Bobble",,c2c99d798bd0d4960021743a55e74644ad9020c6,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Bugs Bunny in Double Trouble",,a29dabb90532ff6114437f28970203e16003c11e,,,,,,"(U) [!]",,,,,,,,,,,,,,,
Bust-A-Move,,e6bb5f72cffb11c8dd44ac3e378088b04cec1297,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Buster Ball",,5d67f38ec0c2e577a7ad88915849da696ad162aa,,,,,,(J),,,,,,,,,,,,,,,
"Buster Fight",,5c87048082a95acd6bc27b98f85bda731617c739,,,,,,(J),,,,,,,,,,,,,,,
"Caesar's Palace",,ce3f7d6f2df8509764f0ad06a05801ca76d6fb0a,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Captain America and the Avengers",,4b859174d57cc4a5a575f8aa9547a83d08e6c117,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Castle of Illusion Starring Mickey Mouse",,f189d55fab69f0a9cec76869abc7d76181298604,,,,,,"(J) [S][h1]",,,,,,,,,,,,,,,
"Castle of Illusion Starring Mickey Mouse",,d2580137c641192d7faa98dbf8c715623e7d0bed,,,,,,"(J) [S][!]",,,,,,,,,,,,,,,
Chakan,,bdb82464147ef20792162cff7922824d4dee0dc1,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Chase H.Q.",,c77af9ef27f22b25fa924cad1933b41312496004,,,,,,"(J) [S][o1]",,,,,,,,,,,,,,,
"Chase H.Q.",,b328358acd7d2fdbeaf5ffb0aeadba0ec2698b6f,,,,,,"(J) [S][o1][b1]",,,,,,,,,,,,,,,
"Chase H.Q.",,cc8e0d3a9826348bbb90ebcc5021b4e2e909965f,,,,,,"(J) [S][!]",,,,,,,,,,,,,,,
"Chase H.Q.",,b757b45a07ae6530443862e0eca547e16c23b4a3,,,,,,"(J) [S][b1]",,,,,,,,,,,,,,,
"Chessmaster, The",,daea9a76dedc080b9965cfa32e2ddb1eaaaab0b4,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Chicago Syndicate",,d7746e4c78aa86bc698fc25a52a791ba27a71add,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Choplifter III",,c0152f5b07b6ff47dfedda5258eda1d4e335cdbf,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"Chuck Rock",,2b08a3231c0504d86caca74c8508d85c8ef6a86a,,,,,,"(U) [!]",,,,,,,,,,,,,,,
