"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Final Fantasy",,08e70b98918df5e5cf2fe057908ce5e8a69e05fe,,,,,,"(J) [T+Eng0.91_Kalas]",,,,,,,,,,,,,,,
"Final Fantasy",,26628eb76c16880b6faf2e706778d91a60144078,,,,,,"(J) [!]",,,,,,,,,,,,,,,
