"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
12-in-1,,7313c20071de0ab1cd84ac1352cb0ed1c4a4afa8,,,,,,"(Unl) [!]",,,,,,,,,,,,,,,
"16 Tiles Mahjong",,7857c797245b52641a3d1d4512089bccb0ed5359,,,,,,(Unl),,,,,,,,,,,,,,,
"16 Tiles Mahjong",,d80d7a52cf5f38fe5db543f39b93bc2990e283c8,,,,,,"(Unl) [h1C]",,,,,,,,,,,,,,,
"16 Tiles Mahjong",,bae7ef554a33817adc84d70bf112fa1b5a9bb48a,,,,,,"(Unl) [b1]",,,,,,,,,,,,,,,
"16 Ton",,fd978f7f643311de21de17ed7ed1e7c737b518ee,,,,,,"(SN) (J) [!]",,,,,,,,,,,,,,,
"3 Ninjas Kick Back",,6fb07ecd6a33cf7c718e7621662e83951524c8d7,,,,,,"(U) [b3]",,,,,,,,,,,,,,,
"3 Ninjas Kick Back",,da97ac129d83e3d1f626d804576a31b04e004733,,,,,,"(U) [h1C]",,,,,,,,,,,,,,,
"3 Ninjas Kick Back",,fcfd887c0d9cd7ef492c2e8a501e50ba7d6ff600,,,,,,"(U) [h2C]",,,,,,,,,,,,,,,
"3 Ninjas Kick Back",,d634e3f04672b8a01c3a6e13f8722d5cbbc6b900,,,,,,"(U) [!]",,,,,,,,,,,,,,,
"3 Ninjas Kick Back",,c7e7592df5df7dde127a3dd60594293151e495ac,,,,,,"(U) [b1]",,,,,,,,,,,,,,,
"3 Ninjas Kick Back",,91ed9f26261e4a0cbb1b819ed8c72662f70711bb,,,,,,"(U) [b2]",,,,,,,,,,,,,,,
"3-in-1 Flashback - World Champ. Soccer - Tecmo World Cup 92",,a0dd99783667af20589d473a2054d4bbd62d943e,,,,,,[p1][!],,,,,,,,,,,,,,,
"3-in-1 Road Rash - Ms. Pac-Man - Block Out",,fd7255c2abdf90698f779a039ea1e560ca19639a,,,,,,[p1][!],,,,,,,,,,,,,,,
4-in-1,,fd060159e8b6e2dc7d345167373ae6a9bd5c2bcc,,,,,,[p1][b1],,,,,,,,,,,,,,,
4-in-1,,2aceca16f13d6a7a6a1bff8543d31bded179df3b,,,,,,[p1][!],,,,,,,,,,,,,,,
"688 Attack Sub",,41ad36a35ac95a3139245c2aabeeca0ab30fce0f,,,,,,"(UE) [h2C]",,,,,,,,,,,,,,,
"688 Attack Sub",,b69784970213f4a36b877fb5b7f134e8b31677c8,,,,,,"(UE) [h3C]",,,,,,,,,,,,,,,
"688 Attack Sub",,69d320a60fdb2f6ebfaf05052c11d0f42aa26d1b,,,,,,"(UE) [h1C]",,,,,,,,,,,,,,,
"688 Attack Sub",,6795b9fc9a21167d94a0b4c9c38d4e11214e1ea7,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"688 Attack Sub",,cc43e71f9abcc931d1f67d25f75de7e316016d82,,,,,,"(UE) [b1]",,,,,,,,,,,,,,,
"777 Casino",,df20a28d03a2cd481af134ef7602062636c3cc79,,,,,,(Unl),,,,,,,,,,,,,,,
"777 Casino",,279c7e8639d747419466c43aa5d998b502384754,,,,,,"(Unl) [h2C]",,,,,,,,,,,,,,,
"777 Casino",,61f4951e402c368b62e56bb1fb8cb910cccaf283,,,,,,"(Unl) [h1C]",,,,,,,,,,,,,,,
"A Ressha de Gyoukou MD",,c0a1ef3fb9335e7e894cce9dba2a952951f038cf,,,,,,"(J) [h2C]",,,,,,,,,,,,,,,
"A Ressha de Gyoukou MD",,5c84fced6b6e333469cd324826a9422435d6bab4,,,,,,"(J) [h1C]",,,,,,,,,,,,,,,
"A Ressha de Gyoukou MD",,d0d0aaad68978fd15c5857773141ae639de1abc7,,,,,,"(J) [!]",,,,,,,,,,,,,,,
"AAAHH!!! Real Monsters",,9f022870eebcec97ce5f23aa9ad6b6d740626707,,,,,,"(UE) [h2C]",,,,,,,,,,,,,,,
"AAAHH!!! Real Monsters",,2fcf7409023acfea67c2899421ee608fa5a2d950,,,,,,"(UE) [h1C]",,,,,,,,,,,,,,,
"AAAHH!!! Real Monsters",,fa579a7e47ee4a1bdb080bbdec1eef480a85293e,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Aah! Harimanada",,b3384a07c47646a9ecbad5a0b8f6965f0540b683,,,,,,"(J) [b1]",,,,,,,,,,,,,,,
"Aah! Harimanada",,fcc4b27aaaea0439fb256f40fb79c823d90a9d88,,,,,,"(J) [!]",,,,,,,,,,,,,,,
"Action 52",,6279fc8f8368d26b5f5d39ff0ed1ebad1d162400,,,,,,"(Unl) [h1C]",,,,,,,,,,,,,,,
"Action 52",,f637d66158ec7cc529f1ac49b33c622bb4c2df01,,,,,,"(Unl) [h2C]",,,,,,,,,,,,,,,
"Action 52",,0b64d512077b722b98448b2189d3debc05b390cf,,,,,,"(Unl) [h3C]",,,,,,,,,,,,,,,
"Action 52",,cb721c0d8d73b8bffea5ffcb42b58aa663e0f775,,,,,,"(Unl) [b2]",,,,,,,,,,,,,,,
