"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Pit Fighter - The Ultimate Competition",,0214284156269f7666e47b29250e51e6814f60a3,,,"Pit Fighter",,,"(1992)(Tengen Inc)[b]",,,,,,,,,,,,,,,
"Pit Fighter - The Ultimate Competition",,d87b768ec219ba468e050d4a6c71ef59854adb28,,,"Pit Fighter",,,"(1992)(Tengen Inc)",,,,,,,,,,,,,,,
"Power Factor",,908c6424d869a57da0adfd54b8275c50f501c204,,,,,,"(1992)(Atari Corp)[b]",,,,,,,,,,,,,,,
"Power Factor",,858855f42fd24c692859f43df261dbc0e19f0819,,,,,,"(1992)(Atari Corp)",,,,,,,,,,,,,,,
"Public Domain",,735ed57dc63c5267c2aed851e8345cd00e6ffcd4,,,"Sprite Demo 4b",,,"(2000)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,004fb8c07cbe79b6901d472077bbfce743ff885a,,,"Sprite Demo 5",,,"(2000)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,1f494c58b914b57e8c7565376e22d3e7f1509868,,,"Stardreamer 2000",,,(2000)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,121ff9e1fae2690fcfc1e21543361ac0d37edfc3,,,"Sprite Demo 4",,,"(2000)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,bc0f4793045c8c4a8500c3cbcfdefd91b3352dde,,,"Sprite Demo 1",,,"(2000)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,4c25a84fcf1e80a96a6aa43fca8836e004796b82,,,"Sprite Demo 2",,,"(2000)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,02bebf280dc30bb1b66918f8734e32e76007a976,,,"Sprite Demo 3",,,"(2000)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,0f9d1b5b5e98f832bdddd68ab3cf09efc5262149,,,"Super Sprint Title Screen Demo",,,(2000)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,140a308a72ed20885def95f15a14ea9eac560e75,,,"ZZZ-UNK-Clicks! by Domin, Matthias",,,"(2001) (PD)",,,,,,,,,,,,,,,
"Public Domain",,0084572f66093217fae4fc5a29bdf1fab8a36c60,,,"ZZZ-UNK-Demo 1 by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,760341e015f45ce4fbf08455affa4e02ed7cda11,,,"ZZZ-UNK-Demo 2 by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,c7358ebc5deaa86973e560ee11a4412ef429f2f6,,,"ZZZ-UNK-Circle Tunnel by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,eea09c3b9a910befe0872e836087180755050373,,,"Text Output Test 1",,,"(1997)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,d0b108faf391e817551498aca4fc43a10596a69b,,,"Text Output Test 2",,,"(1998)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,91b83a2a93e62b31d567643f25b6a7b892b3b8b9,,,"Wuerfel 3 Demo",,,(199x)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,5693907f89f9d29b293b01cb107177650394b8e5,,,Snakebyte,,,"(199x)(Domin, Matthias)(PD)",,,,,,,,,,,,,,,
"Public Domain",,563af97c80ec511ecfa45855241356d1bd9b2dc4,,,"Para Lemi! v005",,,(1997)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,c6341b7773dbc0979a6f0aa72ff08ea1d8fd2f2b,,,"Pong 5",,,"(1997)(Carl Forhan)(PD)",,,,,,,,,,,,,,,
"Public Domain",,30c33da8d040bc570145fe330ec4be425c6ff0a8,,,"Pong 5",,,"(1997)(Carl Forhan)(PD)[a]",,,,,,,,,,,,,,,
"Public Domain",,f4b1688dc016d4433be05a09b8ae4e083414c072,,,"Para Lemi! v004",,,(1997)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,555709c3948c661d4287c0c25958e7aaa3e432f9,,,"Para Lemi! v001",,,(1997)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,f8167b3c3418538503da12a79f896ffb93f648c1,,,"Para Lemi! v002",,,(1997)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,37af681b2e9343686c0eea869f3596f002f102f8,,,"Para Lemi! v003",,,(1997)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,131779458f9f53f5ad37d2fc4e9ac1a2139eeb72,,,"Puzzler 2000 - Air Music",,,"(1998)(Wuhl, Markus)(PD)",,,,,,,,,,,,,,,
"Public Domain",,e88dab8a6a4afcdac7d979bf00bcfcecd89d975e,,,"Puzzler 2000 - Playable v0.4x",,,"(1998)(Wuhl, Markus)(PD)",,,,,,,,,,,,,,,
"Public Domain",,749b3e00128ef4b29481d49dd6d14ccbe55a035e,,,"Raw Draw Test",,,(199x)(-)(PD),,,,,,,,,,,,,,,
"Public Domain",,1625b0c76cdd2c88cbd0f8d284dfc8668413c9a5,,,"Remnant Planar Wars 3D",,,(2000)(Songbird)(PD),,,,,,,,,,,,,,,
"Public Domain",,0804caa4e15bcde2a51b475103787539c2578d0a,,,"Puzzler 2000 - Playable v0.43",,,"(1998)(Wuhl, Markus)(PD)",,,,,,,,,,,,,,,
"Public Domain",,b6467bdbe981bf77f088c36da636044b9f5e33f0,,,"Puzzler 2000 - Early Demo v0.2",,,"(1998)(Wuhl, Markus)(PD)",,,,,,,,,,,,,,,
"Public Domain",,64286b7866d5906c0e63470e5250dd571639f771,,,"Puzzler 2000 - Entertainer Music",,,"(1998)(Wuhl, Markus)(PD)",,,,,,,,,,,,,,,
"Public Domain",,7d97fbaaf6cd5b92651316ada6fd4807c5d75191,,,"Puzzler 2000 - Invent 13 Music",,,"(1998)(Wuhl, Markus)(PD)",,,,,,,,,,,,,,,
"Public Domain",,a38e30800c3b1526e391146e5f32ba4f26912b88,,,"ZZZ-UNK-Demo 3 by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,cd93e1ea092ebd825cf6fea492fd880cd870facd,,,"ZZZ-UNK-Show King Tut by Schick, Bastian",,,"(1996) (PD) [a]",,,,,,,,,,,,,,,
"Public Domain",,1a621da9049ac53e085b60c927459631229d80c7,,,"ZZZ-UNK-Show King Tut by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,bbd97e200601c07c7298de6d5cc2bf9ad7cfb8a1,,,"ZZZ-UNK-Sound Demo by Schick, Bastian",,,"(1997) (PD) [a]",,,,,,,,,,,,,,,
"Public Domain",,7eb373d2588aef2f971285465f42d42cc7cae7f0,,,"ZZZ-UNK-Raw by Schick, Bastian",,,"(1997) (PD)",,,,,,,,,,,,,,,
"Public Domain",,2776b2df46da82cc586fc9c739e7d386832631bf,,,"ZZZ-UNK-Mines 2 by Bastian Schick",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,4ffadabcc5633a3ef62cac4f1bce3ce0ebf52498,,,"ZZZ-UNK-Play Sound Sample by Schick, Bastian",,,"(1996) (PD)",,,,,,,,,,,,,,,
"Public Domain",,6c93c9f58d65a9682ecc0e81a5310ec51ff115ec,,,"ZZZ-UNK-Raw by Schick, Bastian",,,"(1997) (PD) [a2]",,,,,,,,,,,,,,,
"Public Domain",,6cd6a76bd4fc16bec053ec9198a11c4797e6ec13,,,"ZZZ-UNK-Sound Demo by Schick, Bastian",,,"(1997) (PD)",,,,,,,,,,,,,,,
