"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"1 Across 2 Down",,d7f2ddbd23bdf40a35cadf1afa7ab4de33bd2e98,,,,,,"Copyright Licenceware; (Disk 1 of 2)",1990/12,"Amiganuts United",,,[AMOS],,,,,,,,,,
"Battle Chess",,225afc7c7b4abc4850c49b7a56cc908552bb1efb,,,,,,,1988,Interplay,,,"[v Byte Bandit]",,,,,QTX,"4 virus mutation",,,,
"Battle Chess",,2c913f5003b0269f689b24f65af566e6fc645e8a,,,,,,,1988,Interplay,,,"[v Byte Bandit]",,,,,QTX,"6 virus mutation",,,,
"Battle Chess",,d9c8b36c2769bcf396954fa2a5b420439924aacf,,,,,,,1988,Interplay,,a,"a bootblock",,,,,"UA - WOW",,,,,
"Battle Chess II - Chinese Chess",,f5f9813684797b4b63297f0702bcb4ff04849f46,,,,,,"(Disk 1 of 2)",1991,Interplay,,,,,,,,SR,,"Fantasy - Black Bastard",,,
"Battle Chess II - Chinese Chess",,4393b4a55504448dfcd50bb0de6dbe7fe64fd495,,,,,,"(Disk 2 of 2)",1991,Interplay,,a,"a 2",,,,,,,,,,
"Battle Chess II - Chinese Chess",,08442e17b6ca040406647514ad893ee9d7a50416,,,,,,"(Disk 2 of 2)",1991,Interplay,,b,"b corrupt file",,,,,SR,,,,,
"Battle Chess II - Chinese Chess",,a37ce6b63094098fbfeb68c67b25e56a82eefd8f,,,,,,"(Disk 2 of 2)",1991,Interplay,,,,,,,,SR,,,,,
"Battle Chess II - Chinese Chess",,4cda1c6117f8914837390f48d30f24cfdd151a83,,,,,,"(Disk 1 of 2)",1991,Interplay,,a,"a cracktro removed",,,,,SR,,,,,
"Battle Chess II - Chinese Chess",,8b8364514ef2c97e1615d34d5a2d8628d27d8ff7,,,,,,"(Disk 1 of 2)",1991,Interplay,,,,,,,,SR,,,,,
"Battle Chess II - Chinese Chess",,fb00a5871a19a698a6c126e7c074cd14c7eb6583,,,,,,"(Disk 2 of 2)",1991,Interplay,,a,"a 1",,,,,,,,,,
"Battle Chess II - Chinese Chess",,676aae24258ba68fa80fd1d163718464291a2ba4,,,,,,"(Disk 2 of 2)",1991,Interplay,,b,"b corrupt file",,,,,,,,,,
"Battle Chess II - Chinese Chess",,b0e57a38ed08dda173b1778fb88ca9bfdae1fefc,,,,,,"(Disk 2 of 2)",1991,Interplay,,a,"a 1",,,,,SR,,,,,
"Battle Chess II - Chinese Chess",,299ca1ff2754423c268a669b179aaf2ada8d58c8,,,,,,"(Disk 1 of 2)",1991,Interplay,,a,"a 2",,,,,SR,,,,,
"Battle Chess II - Chinese Chess",,510bdd101467989c6948766953fea6e685d59ca8,,,,,,"(Disk 2 of 2)",1991,Interplay,,,,,,,,,,,,,
"Battle Chess II - Chinese Chess",,a5980e13a528a8ffb782c6b342e3b7a1337f46f4,,,,,,"(Disk 1 of 2)",1991,Interplay,,,"[cp manual code]",,,,,,,,,,
"Battle Chess II - Chinese Chess",,eaf24d7cbae234f1e90a688bf980c5fdc78c2686,,,,,,"(Disk 1 of 2)",1991,Interplay,,,,,,,,SR,,Paralax,,,
"Battle Command v1.1",,78989ba801ffe08ab29786e47814f30d0d0645ae,,,"Battle Command",,,"v 1.1; Video PAL",1990/11/28,Ocean,m3,,,,,,,SR,,,,,
"Battle Command v1.1",,36cd1d92764a0693e55d685e6f31bc8c5dcad9ed,,,"Battle Command",,,"v 1.1; Video PAL",1990/11/28,Ocean,m3,,,,,,,1,,,,,
"Battle for the Ashes",,a48c730d7124939a75307e918c3f1ec7d35f13a6,,,,,,,1995,Audiogenic,,,,,,,,,,DLM,,,
"Battle for the Ashes",,c13422dec89220f4be3c8cf360fb6960b92927dd,,,,,,,1995,Audiogenic,,,,,,,,,bamcopy,DLM,,,
"Battle Isle",,f1cc6493748d5cf1b69ba20e48daa28e794d2bc1,,,,,,"(de-en); (Disk 3 of 3)",1991,"Blue Byte",de,,,,,,,,,Wonder-Fuckers,,,
"Battle Isle",,17791d1973c47f2afe7a0c0c84dc28a96c8ec4ea,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"b checksum error; [bootable]",,,,,,,,,,
"Battle Isle",,b23eda8f474d5fb02179787900c0d7f8ea7f13fd,,,,,,"(de-en); (Disk 1 of 3)",1991,"Blue Byte",de,,,,,,,,,TRSI,,,
"Battle Isle",,cbbe8a7afec328746c81ba87762c99036dad0a6d,,,,,,"(de-en); (Disk 1 of 3)",1991,"Blue Byte",de,,,,,,,,,Wonder-Fuckers,,,
"Battle Isle",,725f4c7dbbd3f6af3e5ae53dbe18c22607a6661c,,,,,,"(Disk 2 of 3)",1991,"Ubi Soft",,u,"b ootable; u pdated version, Air-Land-Sea Strategy; [v Butonic v3.00]",,,,,,,,,,
"Battle Isle",,99ac8c1456fa9ea61aa21b1dda7e18493ae057f5,,,,,,"(Disk 2 of 3)",1991,"Ubi Soft",,u,"b ootable; u pdated version, Air-Land-Sea Strategy",,,,,,,,,,
"Battle Isle",,3e4d0a1fde67e752d8ba516be0019adb962a535b,,,,,,"(Disk 2 of 3)",1991,"Ubi Soft",,u,"a 1; b ootable; u pdated version, Air-Land-Sea Strategy; [v Butonic v3.00]",,,,,,,,,,
"Battle Isle",,a50fd0e0a5b94948e5cb193946359d10fc45a9a4,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"a 5; b ootable",,,,,,,,,,
"Battle Isle",,e424d4df8ca3c257a00542fb7c4e26cc99852bb6,,,,,,"(Disk 3 of 3)",1991,"Ubi Soft",,,,,,,,,,,,,
"Battle Isle",,2d8578c301040a6e0c7bede807e3678b51ecdc04,,,,,,"(de-en); (Disk 1 of 3)",1991,"Blue Byte",de,,,,,,,,,,,,
"Battle Isle",,6aa75b88eac80bcfed00ee288999f241964fb2d0,,,,,,"(de-en); (Disk 3 of 3)",1991,"Blue Byte",de,a,"a 2",,,,,,,,,,
"Battle Isle",,6247fa19b9f636a3f096c8a1b50eea8d30429f95,,,,,,"(de-en); (Disk 1 of 3)",1991,"Blue Byte",de,a,"a 2",,,,,,,,,,
"Battle Isle",,5a9eec3c57811aac47db9edf5e47e03587670063,,,,,,"(Disk 1 of 3)",1991,"Ubi Soft",,,,,,,,,,SR,,,
"Battle Isle",,802613434db39a1b675267ece15462a029e74295,,,,,,"(Disk 1 of 3)",1991,"Ubi Soft",,,,,,,,,,,,,
"Battle Isle",,1f3e34a1e0b8c06e46fa300bb4b22ef243af5269,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"a 4; b ootable",,,,,,,,,,
"Battle Isle",,64eb9aad76ca9cd1c990d00255eeb412476345f2,,,,,,"(de-en); (Disk 3 of 3)",1991,"Blue Byte",de,b,"b checksum error",,,,,,,,,,
"Battle Isle",,29ff2502b7a73068ef876f3858f4de20983fb180,,,,,,"(Disk 3 of 3)",1991,"Ubi Soft",,a,"a 1",,,,,,,,,,
"Battle Isle",,d3dfb34420d421120a8890c36196e223376fb471,,,,,,"(de-en); (Disk 3 of 3)",1991,"Blue Byte",de,a,"a 1",,,,,,,,,,
"Battle Isle",,c1395ce038a6ef78b48838e5a764fd2ba76b7d1d,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"a 1; b ootable",,,,,,,,,,
"Battle Isle",,308e95762f69d6c999f036339be66be43c83462f,,,,,,"(Disk 2 of 3)",1991,"Ubi Soft",,b,"b ootable",,,,,,,,,,
"Battle Isle",,121579bce3f067eb22ed71fd2c54ae60d31cc923,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"b ootable",,,,,,,Wonder-Fuckers,,,
"Battle Isle",,378cbd084001fc62b9d8a48e58e06d08ff654f04,,,,,,"(de-en); (Disk 1 of 3)",1991,"Blue Byte",de,a,"a 1",,,,,,,,,,
"Battle Isle",,6dfadeb8ade1ee9032bab31c49c9be4b0ea6ce84,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"b ootable",,,,,,,,,,
"Battle Isle",,b0316114dbdc2a1a632a5be2cf6cbb0e357017ef,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"a 2; b ootable",,,,,,,,,,
"Battle Isle",,e24ce8f4ddd26832c3e284feb2aa2c581bd04cdf,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"a 3; b ootable",,,,,,,,,,
"Battle Isle",,552b583628a436a3f37ebcac6aa1210bea4edbff,,,,,,"(Disk 2 of 3)",1991,"Ubi Soft",,b,"b ootable",,,,,,,SR,,,
"Battle Isle",,271a460d763105b191c541583125a7a1e5deac4b,,,,,,"(de-en); (Disk 3 of 3)",1991,"Blue Byte",de,,,,,,,,,,,,
"Battle Isle",,4af515d126bab4421f811af7ecbb0a29d38d95f6,,,,,,"(de-en); (Disk 2 of 3)",1991,"Blue Byte",de,b,"b ootable",,,,,,,"Death Angel",,,
"Battle Isle - Scenario Disk Volume 1 - Air-Land-Sea Strategy",,b240b26e2a4202cfc2bf891818a27669bf48848d,,,,,,,1992,"Ubi Soft",,,"[FD-HD, data disk]",,,,,,,TRSI,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,b7dce3e12f681865d2baf2f8ddac66a2414cb1fb,,,,,,"(pre-release); (Disk 1 of 2)",1993,"Blue Byte",,,"[data disk]",,,,,,,QTX,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,3026d7b97a72a4cddeb799667745a5e88bb29813,,,,,,"(Disk 2 of 2)",1993,"Blue Byte",,a,"a 2; [data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,0283d67ec926cfdc238ea7be0c81a7e5c2688e5c,,,,,,"(Disk 1 of 2)",1993,"Blue Byte",,,"[data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,0d004693627a3cf1c511db92b1114abf8fa8d30f,,,,,,"(pre-release); (Disk 1 of 2)",1993,"Blue Byte",,,"[data disk]",Freestyle,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,edfbcb90eae10d0c187bc0ef8cd2e565a4397bb9,,,,,,"(Disk 2 of 2)",1993,"Blue Byte",,a,"a 3; [data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,c03611f51143e05a8c0e313460d5d5ace19f8888,,,,,,"(Disk 1 of 2)",1993,"Blue Byte",,a,"a 1; [data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,dfa4201ca0257c06e6087e6ce91114a09d3b3d79,,,,,,"(pre-release); (Disk 2 of 2)",1993,"Blue Byte",,,"[data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,8661b31c3bf8bdc79fa316117e34d971f14a2499,,,,,,"(Disk 2 of 2)",1993,"Blue Byte",,,"[data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,0b01c3c5398afcf0fbd0807544bc43d31721bfce,,,,,,"(Disk 1 of 2)",1993,"Blue Byte",,,"[data disk]",,,,,,,TT,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,6c42b3b21155081119495e3eb99294cd2e915c1a,,,,,,"(Disk 1 of 2)",1993,"Blue Byte",,a,"a 1; [data disk]",,,,,,,TT,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,081c25fcb796781f7cf39fdfc38001e1b7f210bc,,,,,,"(Disk 2 of 2)",1993,"Blue Byte",,a,"a 1; [data disk]",,,,,,,,,,
"Battle Isle '93 - Scenario Disk Volume 2 - The Moon of Chromos",,2112b12c8ffdf27f70760ef72bf730a8ab6c1b48,,,,,,"(Disk 2 of 2)",1993,"Blue Byte",,a,"a 4; [data disk]",,,,,,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,1ff63cf01f45effcf055f0faf7e6aa71e9a4236f,,,,,,,1989,Innerprise,,,,,"+1 Freestyle",,,TIC,,Bandidos,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,9609d67f0845c3422042b848dba7c963d7a20a62,,,,,,"(Disk 1 of 2)",1989,Innerprise,,,,,,,,TT,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,93c5f23cd3b20ab518057960d4e3b38164656c38,,,,,,,1989,Innerprise,,a,"a 2",,Freestyle,,,TIC,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,98d1f6f355dab0978e9bd49cb9fdf7e30ddd062d,,,,,,,1989,Innerprise,,,,,"+18 Flashtro",,,Flashtro,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,5c5463d980543c6f1f5adaa48443d94286a7a089,,,,,,,1989,Innerprise,,a,"a 1",,Freestyle,,,TIC,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,8c7119bc3c2551e93438fe34733926b6770a39f8,,,,,,,1989,Innerprise,,,,,,,,1,,Apex,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,3650ef6f97c6152cb39c7ac24faaefc5a26a4be7,,,,,,,1989,Innerprise,,,,,Freestyle,,,TIC,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,4de15f63e67743602b7a71c617d6bddc657b6637,,,,,,,1989,Innerprise,,,,,"+5 Trilogy",,,TIC,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,1fbf74f123221eb10f85f65a1511174d2e3bdc2f,,,,,,,1989,Innerprise,,,,"AGA ORB","+1 Freestyle",,,TIC,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,09ff0b96fa792fd2e94c05fd8dae29bc064a1a33,,,,,,,1989,Innerprise,,,,,,,,CP,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,30284509ef65f68d3ee6d42142e05effad9608ef,,,,,,,1989,Innerprise,,,,,"+1 Freestyle",,,TIC,,Fast,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,a72e0c4d58dc2907f76b823dae6c66389de4b95d,,,,,,"Demo rolling; Video PAL",1989,Innerprise,,,,,,,,,,,,,
"Battle Squadron - The Destruction of the Barrax Empire!",,ca104cc79cf4a426dc5906df2dc80a765699ee3a,,,,,,,1989,Innerprise,,,,"AGA ORB","+8 DLT",,,TIC,,,,,
"Battle Trucks",,4e758d0b36352e5214c013c855a37c63cb43c3d9,,,,,,"(Disk 3 of 3)",1995,"Base 2",,a,"a bootblock",,,,,,,,,,
"Battle Trucks",,a3a8d8b425e2fafe0e2f3c33b2da13d56cd31292,,,,,,"(Disk 1 of 3)",1995,"Base 2",,a,"a 2",,,,,,,HF,,,
"Battle Trucks",,9645623829020b00a2965e9ccbb66e2ae82e8081,,,,,,,1995,"Base 2",,,,,,,,,,Dracs,,,
"Battle Trucks",,20c826c6da6bc677b13f877abcb51d7dd8d45654,,,,,,"(Disk 2 of 3)",1995,"Base 2",,a,"a bootblock",,,,,,,,,,
"Battle Trucks",,4ca7c2c42b45cd1c308c24f08f311febd4486ce4,,,,,,"(Disk 2 of 3)",1995,"Base 2",,,,,,,,,,,,,
"Battle Trucks",,c0b5cbcb228b0e10c1cc10246a5ce018f3fe8921,,,,,,"(Disk 2 of 3)",1995,"Base 2",,a,"a 2",,,,,,,,,,
"Battle Trucks",,d7579ad503baf0700e5033b391c0ef47e401014f,,,,,,"(Disk 3 of 3)",1995,"Base 2",,a,"a 2",,,,,,,,,,
"Battle Trucks",,6c396140d438cdf094ca0314067f497c810d0297,,,,,,,1995,"Base 2",,a,"a bootblock",,,,,,,Dracs,,,
"Battle Trucks",,54cd7881e46c340a5cd70e81dc1e2e00a93d7b2c,,,,,,"(Disk 1 of 3)",1995,"Base 2",,a,"a 3 bootbock",,,,,,,HF,,,
"Battle Trucks",,bb9395cdc35eff49207b9ac1a8ab726117f251e5,,,,,,"(Disk 3 of 3)",1995,"Base 2",,,,,,,,,,,,,
"Battle Trucks",,52f9717cc34437d49ebcd472c08cb10a8aa0d7e2,,,,,,"(Disk 1 of 3)",1995,"Base 2",,b,"b checksum error",,,,,,,HF,,,
"Battle Trucks",,705b1c50118610bb36bb07656625feca3864fe09,,,,,,"(Disk 1 of 3)",1995,"Base 2",,,,,,,,,,HF,,,
"Battle Valley",,3db55a0cae2c1e3f5d3c15312494230924b85f04,,,,,,,1989,Hewson,,,,,"+4 Defjam",,,Defjam,,,,,
"Battle Valley v3.0",,1ff6f9eb0206171ffe8a13dbe848dd8c951488c4,,,"Battle Valley",,,"v 3.0",199x,"Prism Leisure",,b,"b udget",,,,,VF,,,,,
"Battle Valley v3.0",,f27cb4933a473cef534538768956420a141bdd20,,,"Battle Valley",,,"v 3.0",199x,"Prism Leisure",,b,"b udget",,,,,QTX,highscore,,,,
"Battle Valley v3.0",,518be9d75f3ebe9f361189c39627bb73be702e1c,,,"Battle Valley",,,"v 3.0",199x,"Prism Leisure",,b,"b udget",AGA,,,,,,,,,
"Battlehawks 1942 v1.0",,3b8521bd30c1aff50d1a45c5e9e9e89d4d68d9a8,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,a,"a 1",,,,,QTX,,,,,
"Battlehawks 1942 v1.0",,0df14fcb29fce12259133c340561713501525265,,,"Battlehawks 1942",,,"v 1.0; (Disk 2 of 2)",1989/02/22,Lucasfilm,,,,,,,,,,,,,
"Battlehawks 1942 v1.0",,74cb71e5d6ddc699d9757fea3a80e5bba2045a78,,,"Battlehawks 1942",,,"v 1.0; (Disk 2 of 2)",1989/02/22,Lucasfilm,,a,"a 1",,,,,,,,,,
"Battlehawks 1942 v1.0",,2b940b051336911b520676cd59a404810620ec99,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,,,,,,QTX,,"Tower Soft",,,
"Battlehawks 1942 v1.0",,6578d41f7c2384b66f5430a83c15d76795840464,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,,,,,,"Freedom Force",,,,,
"Battlehawks 1942 v1.0",,2446125e4e1c448fd1c0059a36ab870182ec63a4,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,"[v BGS9]",,,,,QTX,,TFS,,,
"Battlehawks 1942 v1.0",,a4761ec891608c56efaaf6af3231b902c835f28b,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,,,,,,1,,,,,
"Battlehawks 1942 v1.0",,5596f913158123e890e46b104c4622781cd238b6,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,,,,,,FLT,,,,,
"Battlehawks 1942 v1.0",,b8a56c0541112f9f6e1b1061b1491ccea213016d,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,,,,,,Trilogy,,,,,
"Battlehawks 1942 v1.0",,a99d661c44bee47e76bfecbd8a25e17417b75efa,,,"Battlehawks 1942",,,"v 1.0; (Disk 2 of 2)",1989/02/22,Lucasfilm,,a,"a 3 bootblock",,,,,,,,,,
"Battlehawks 1942 v1.0",,306d374a3d1332fa5e477d58f32c6a12b2b5b3ae,,,"Battlehawks 1942",,,"v 1.0; (Disk 2 of 2)",1989/02/22,Lucasfilm,,b,"b checksum error",,,,,,,,,,
"Battlehawks 1942 v1.0",,7de20f94202d0e33f65ff2be5af82e556ca93c6a,,,"Battlehawks 1942",,,"v 1.0",1989/02/22,Lucasfilm,,,,,,,,"KY Disk Busters",,,,,
"Battlehawks 1942 v1.0",,2c7ca83868ddd889108ea210706260112f09b569,,,"Battlehawks 1942",,,"v 1.0; (Disk 2 of 2)",1989/02/22,Lucasfilm,,a,"a 2",,,,,,,,,,
"Battlehawks 1942 v1.0",,22662d3baa366ca83227cc10113cfa2003cd6f0e,,,"Battlehawks 1942",,,"v 1.0; (Disk 1 of 2)",1989/02/22,Lucasfilm,,,,,,,,"Trilogy - Band",,,,,
"Battlehawks 1942 v1.0",,2de54481512f5a86137f95cce45218e17ab99d64,,,"Battlehawks 1942",,,"v 1.0; (Disk 2 of 2)",1989/02/22,Lucasfilm,,b,"b 2 checksum error",,,,,,,,,,
Battlemaster,,b081fcbda5b63949e2448dfcfc7fadeb87fb6c30,,,,,,,1990,PSS,,,,,,,,1,,,,,
Battleships,,da89e8afb89362357d5117ad3bad3c01452bf028,,,,,,,1987,Elite,,,,,,,,Axxess,,,,,
Battleships,,0d062b7035c555ce17f1bbf9cf9a8e8b7ebe6391,,,,,,,1987,Elite,,a,"a 1",,,,,Blizzard,,Trilogy,,,
Battleships,,18abd0f28383a6c0dbd53736ce818c13ffbec589,,,,,,,1987,Elite,,,,,,,,Blizzard,,Trilogy,,,
Battlestorm,,6da3a7495f181cf506ef20be76df8d8c8a7a466b,,,,,,,1991,Titus,,,,"AGA Fix Ltd",,,,1,,,,,
Battlestorm,,3258205c5ee26003f4a64501c5b39cfe8927b32c,,,,,,,1991,Titus,,,,,"+1 Goonies",,,1,,,,,
Battlestorm,,c9f0e82f4166c7ba36a9df9f075708a575c6175c,,,,,,,1991,Titus,,a,"a bootblock",,"+1 Goonies",,,1,,,,,
Battlestorm,,36969dbed03b829811c43bcf850488a7b2d6a4b0,,,,,,"Demo playable",1991,Titus,,,,,,,,,,Scandalous,,,
Battlestorm,,56c3913e6f9ec346c742ba9b336d34f4ac39f7ed,,,,,,,1991,Titus,,b,"b checksum error",,,,,"Angels - Defjam",,,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,a22bf0bc989daa26657825a4b94205803da4fe93,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,,,,,,,,,QTX,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,f754bf66f129896cd8468d3326d6e6ef1633ed67,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,a,"a 2",,,,,,,,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,c1babb8c71df3c7bde5a61736df06c7340ec16a2,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,,,,,,,,,,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,e34d8e2c403f951bc527f0423ab5857aabf9a351,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,,"[v Smily Cancer 1]",,,,,,,SSC,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,7a9fb7d57c0dcc398db5c05537148d33930ca562,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,,,,,,,,,Nukebusters,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,a5846d58fbb10ffc04654e0b1d199d62c902de26,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,a,"a 3",,,,,,,,,,
"BattleTech - The Crescent Hawk's Inception v2.3",,def958381f17630d8cfe591d074570fadf8c54ed,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,,,,,,,,,"Madwand Software",,,
"BattleTech - The Crescent Hawk's Inception v2.3",,e00d9d7442bfe277bb4610b2b4f9a9f906140562,,,"BattleTech - The Crescent Hawk's Inception",,,"v 2.3",1989,Infocom,,a,"a 1",,,,,,,,,,
Battletoads,,24d20881fa85148c11bb243486e2a605ce27e8e5,,,,,,"(Disk 2 of 2)",1994,Mindscape,,,,,,,,,,,,,
Battletoads,,107548debc1466f0333ac2ca5d7cf2a6dd529629,,,,,,"(Disk 1 of 2)",1994,Mindscape,,,,,"+4 Pirate",,,PDX,,,,,
Battletoads,,aa01949bb882f525b87a9533c7195276a55e9d8f,,,,,,"(Disk 1 of 2)",1994,Mindscape,,,,,,,,GOD,,,,,
Battletoads,,55bdb516595150a6dbca1c6f903f58977daabbcf,,,,,,"(Disk 2 of 2)",1994,Mindscape,,a,"a 1",,,,,,,,,,
Battletoads,,3362f420805693dba7d2e9f26974972333034e16,,,,,,"(Disk 1 of 2)",1994,Mindscape,,,,,,,,PDX,,,,,
Battletoads,,0d04779a978dc2c47f413efe6f9a947a2cd60c05,,,,,,"(Disk 2 of 2)",1994,Mindscape,,a,"a 2",,,,,,,,,,
Battletoads,,baf71d8b55b6acb9f36b7be62d21e29b4dee8817,,,,,,"(Disk 1 of 2)",1994,Mindscape,,,,,"+10 DLT",,,PDX,,,,,
Battletoads,,7a51d3aa19229ea34f9ac5f70bd90d89b8e03b32,,,,,,"(Disk 1 of 2)",1994,Mindscape,,,,,,,,,,,,,
"Beach Volley",,82f1075db1c0292ea5d28ab1e3e4470f4cbece19,,,,,,,1989,Ocean,,,,,,,,ACC,,,,,
"Beach Volley",,3d12681e1d88d1e67a019860e61ad4d63c2e1dde,,,,,,,1989,Ocean,,,,,"+2 Trilogy",,,ACC,,,,,
"Beach Volley",,279e3a65f959e3e4db7b554fd7a2ec221b29d733,,,,,,,1989,Ocean,,,,,,,,QTX,,Clan,,,
"Beach Volley",,6b90641f7d72fbeb03e26ea3a7430960f223b4b0,,,,,,,1989,Ocean,,,"[v Byte Bandit]",,,,,PNA,,,,,
"Beach Volley",,071c63a19fe5ff7f2683deab1fe009634d733c03,,,,,,,1989,Ocean,,,,,"+4 Subway",,,QTX,,,,,
"Beach Volley",,46ea4a759753c956ed4da58483d8a041e91a924a,,,,,,,1989,Ocean,,b,"b corrupt file",,"+2 Trilogy",,,QTX,,TFS,,,
"Beach Volley",,0d5335f51816f97b8505f280b4598f32e7dc2660,,,,,,,1989,Ocean,,a,"a 1",,,,,ACC,,,,,
"Beach Volley",,8cb1f521e75ae7bd9eff92d6a60828015fd085db,,,,,,,1989,Ocean,,,,"AGA Fix Ltd",,,,PNA,,,,,
"Beach Volley",,9f0816aeeb2d10a5bf3dc2544949cb556130b065,,,,,,,1989,Ocean,,,,,,,,1,,,,,
"Beach Volley",,b10ffdf874d383f8cd20f952a086d084d5398a94,,,,,,,1989,Ocean,,,,,,,,QTX,,Bandidos,,,
"Beach Volley",,3ea50f3af8c260a559c2f7ed2241625711279d09,,,,,,,1989,Ocean,,a,"a 1",,"+4 Subway",,,QTX,,,,,
"Beach Volley",,8d4bb4b174fd2e3c083898e6ba7bf3c12ef17582,,,,,,,1989,Ocean,,,,QTX,,,,QTX,,,,,
"Beach Volley",,1e1558f9435092be896e553de6809c63625dd8ef,,,,,,,1989,Ocean,,,,,,,,QTX,1,,,,
"Beach Volley",,9568946cd3c156fc340fdd15bc6673088a44dd8d,,,,,,,1989,Ocean,,,,,,,,QTX,,,,,
Beam,,722ed95c9b478b9489ff7b58c28737b7264f920a,,,,,,,1989,"Magic Bytes",,,,,,,,Threat,,,,,
Beam,,61635db5c2a98f08d8e478b35e84de39550d0992,,,,,,,1989,"Magic Bytes",,a,"a 1",,,,,Threat,,,,,
Beambender,,a073e426003a6cc9982e718815c8c3cf4231c3ae,,,,,,,1998,"Epic Marketing",,,,,"+6 Faction",,,,,Faith,,,
"Beast Busters",,9d0c2c8b7ef9ad31963bd9046325093458bfe126,,,,,,"(Disk 2 of 2)",1991,Activision,,,,,,,,,bamcopy,,,,
"Beast Busters",,7a933b7890209f03cdb999ddcd8d1530c4e3fbb1,,,,,,"(Disk 1 of 2)",1991,Activision,,,,,"+4 Ache",,,SR,,,,,
"Beast Busters",,faa3fe4b19b0f002ac181289c10b379159c1f28e,,,,,,"(Disk 1 of 2)",1991,Activision,,,,,,,,SR,,,,,
