"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"3D Asteroids",,7874a9c33bcfdea480932c34307a7623891c27de,,,,,,"(1987) (Atari) (Prototype) [a1]",,,,,,,,,,,,,,,
"3D Asteroids",,02107190aaeeb578f5c11180e20b5061d51306cf,,,,,,"(1987) (Atari) (Prototype)",,,,,,,,,,,,,,,
"7800 DEV OS BIOS",,ce7856ab8bf947b2d9ddc4080fa9fa2c24c3bb29,,,,,,(PD),,,,,,,,,,,,,,,
"7800Kern Demo",,54c3b69e8ed46a4fdacceab9a899a2542d55f81f,,,,,,"(2004) (Christopher Tumber)",,,,,,,,,,,,,,,
"A7800 KDEMO",,58505cf44e6bd9b2b7bce7751c1a21070c3fd5fd,,,,,,"(2002) (PD)",,,,,,,,,,,,,,,
"Ace of Aces",,384311f2b20c256d755fe470fb82ce8ad094bca0,,,,,,"(1988) (Atari)",,,,,,,,,,,,,,,
"Ace of Aces",,ec308d7eaa759bf1cc3f12b07537699c8eafd59d,,,,,,"(1988) (Atari) (PAL)",,,,,,,,,,,,,,,
"Alien Brigade",,019fbea42c09e1c0fe57d436ae51a3c02e6f6002,,,,,,"(1990) (Atari) (PAL) (CC2 Hack)",,,,,,,,,,,,,,,
"Alien Brigade",,176a0f60cdd6d07d52bd222cde90c5f96226e3df,,,,,,"(1990) (Atari) (PAL)",,,,,,,,,,,,,,,
"Alien Brigade",,f629efb4526f371022f782d506ec92c7c7a1acaa,,,,,,"(1990) (Atari) (CC2 Hack)",,,,,,,,,,,,,,,
"Alien Brigade",,e0ab2c70d89f7aa30a27a16bc48bd0910e328211,,,,,,"(1990) (Atari) [b1]",,,,,,,,,,,,,,,
"Alien Brigade",,eec0c56ff4cd107101e0d44bc55913e6d886da94,,,,,,"(1990) (Atari) [!]",,,,,,,,,,,,,,,
Asteroids,,244136dce7f71c146c4eb8c19b1c56ac3f71f646,,,,,,"(1987) (Atari)",,,,,,,,,,,,,,,
Ballblazer,,ca675c16174f491a99427c25f6aae1f7cbe8e8c5,,,,,,"(1987) (Atari-Lucasfilm) (PAL)",,,,,,,,,,,,,,,
Ballblazer,,28adab7de3af3ce8658a62a6e95b44f10324ee26,,,,,,"(1987) (Atari-Lucasfilm)",,,,,,,,,,,,,,,
"Barnyard Blaster",,ff9679a3f2f98d4c5e4a9f5c232f88d2db2bfa92,,,,,,"(1988) (Atari) [!]",,,,,,,,,,,,,,,
"Barnyard Blaster",,8f8e37d9b6859953fdcd03beadac1166ecf026e0,,,,,,"(1988) (Atari) (PAL) [!]",,,,,,,,,,,,,,,
Basketbrawl,,87b0740a5f042a61a0c38b25c0425638eebeb11f,,,,,,"(1990) (Atari) (PAL)",,,,,,,,,,,,,,,
Basketbrawl,,6cceb878627fbcae67ae1c7e0fbdbbd7a9dd0693,,,,,,"(1990) (Atari)",,,,,,,,,,,,,,,
"Beef Drop 7800",,01d8ef76dc2eb2845418bbe5d1d57aa1d591fd63,,,,,,"(Oct 28-Rev 06) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,93ed412867351c4ddaf79fb3f61daebc0821ff36,,,,,,"(Oct 29-Rev 07) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,57a35c80acd7210966ddf50a9135c463b46bba5c,,,,,,"(Oct 20-Rev 03) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,a93429788f0e25820555aaa80555cfd08dd2037c,,,,,,"(Oct 22-Rev 04) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,4ab521b0e07afbab159c4c74172e11f13f5a54bf,,,,,,"(Oct 26-Rev 05) (2004) (PD) [a1]",,,,,,,,,,,,,,,
"Beef Drop 7800",,8af67b3d117c2af262db1b7d432e30ea5a33088c,,,,,,"(Oct 26-Rev 05) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,5824fea1546a64afecc2c6e817dce77b4c80f870,,,,,,"(Oct 19-Rev 02) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,75466954e39abd99bcc24c647865766ee6ce3f16,,,,,,"(Oct 30-Rev 08) (2004) (CC2 Hack)",,,,,,,,,,,,,,,
"Beef Drop 7800",,8edf841480ec4577f683a4074877ae70e270b557,,,,,,"(Nov 03-Rev 09) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,c317adf4af005f6b5e1b2d714b1c9536252afbbb,,,,,,"(Nov 04-Rev 10) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,1afafee683e45fa4c950fe81a4dbdeaa6323cab0,,,,,,"(Nov 05-Rev 11) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,5aaffdf44b54afc494422ba740e6080e133dba9a,,,,,,"(Nov 05-Rev 12) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,fdf214edf9eb6055f22188845fdf6d36f88d0da0,,,,,,"(Nov 06-Rev 13) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,8e73b2d1a29ba733fd1cb946b68ce26e9cd15c24,,,,,,"(Nov 09-Rev 14) (2004) (PD)",,,,,,,,,,,,,,,
"Beef Drop 7800",,585abb2fc9aeb0bf92ceb93bbaad153d16dd29c4,,,,,,"(Oct 19-Rev 01) (2004) (PD)",,,,,,,,,,,,,,,
Centipede,,8f395f48971ed55e97f41f2286e10dcc5a14c066,,,,,,"(1987) (Atari)",,,,,,,,,,,,,,,
Centipede,,a4d28b28960a9473d97d266a69f413834fb4f588,,,,,,"(1987) (Atari) (PAL)",,,,,,,,,,,,,,,
Choplifter,,6457dd40aeadb9733602c4ad3498780ebd7bf0d1,,,,,,"(1987) (Atari)",,,,,,,,,,,,,,,
Choplifter,,a7fdc4abfd6c47d867e3c9b165ad902829d723a9,,,,,,"(1987) (Atari) (PAL)",,,,,,,,,,,,,,,
"Color Selector Demo",,90106bb2ccad6499f2879864ba452439f7740b48,,,,,,"(2003) (PD)",,,,,,,,,,,,,,,
Commando,,7d56547db021ed5ab5511ba1015f395ba1d6c70f,,,,,,"(1989) (Atari) (PAL)",,,,,,,,,,,,,,,
Commando,,3314ce17df8b1b6fc52e13ccf8d6ea1aadbc66c4,,,,,,"(1989) (Atari)",,,,,,,,,,,,,,,
Crack'ed,,39836c29772e91acb3db84e526dc62e2bd726fbf,,,,,,"(1988) (Atari) (PAL)",,,,,,,,,,,,,,,
