"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Sharx Place 28: 17 Items",,6936080bb5141ab860efa95501e481180b6a19a5,,,"Sharx Place 28: 17 Items",,,,19xx,,,,,,,,,,,,,,,
"Psycastria v2.1",,69394a7196c272fe8590a3209fb1e101738f48ab,,,Psycastria,,,"v 2.1",1986,Audiogenic,,b,"b 1; [LOADER]",,,,,,,,,,,
"Gate Crasher",,6942d927a9c79aab16d86decbc71fd07f4043314,,,"Gate Crasher",,,,1984,Quicksilva,,,[GATE],,,,,,,,,,,
"Atic Atac",,69458a86dce27b2e6c187caf8fc7b1df5a5d7015,,,"Atic Atac",,,,1983,Ultimate,,,[ATLOAD],,,,,,,,,,,
"Space Adventure",,694f8fedc31bcc9c2cd4d2dfb72967b01186912b,,,"Space Adventure",,,,1983,"Virgin Games",,,,,,,,,,TSTH,,,,
Frogger,,694fbe536632d471c4faf4cd000b6270da87541d,,,Frogger,,,,1982,A&F,,,,,,,,,,TSTH,,,,
"Staircase Stampede!",,69642063d9717a5d57e62edafe537d6445b249d6,,,"Staircase Stampede!",,,,1984,Comsoft,,a,"a 2",,,,,,,,,,,
"8-Bit Software: Issue 65",,6964a9a70cb127d1a5694f37015beb0e02c1b2cf,,,"8-Bit Software: Issue 65",,,,1998,"Richardson, C.J.",,,[ADFS],,,,,,,,,,,
"Stairway to Hell: Games Disc T1-r1",,69786a0dabe9ba42501c07c9b7640b9f7ea0a87e,,,"Stairway to Hell: Games Disc T1-r1",,,,19xx,,,,,,,,,,,,,,,
Airline,,6984be59a108894e9da4d525426cd6785c946721,,,Airline,,,,1983,CCS,,a,"a 1; [AIRLINE]",,,,,,,,,,,
Shark,,6989bf5a50e5ac1726ab79ed6a6b4dfecce2dfa0,,,Shark,,,,1988,Audiogenic,,,,,,,,,,2,,,,
Tarzan,,698dd772f8aa9034899828ed916f4116bfec48a1,,,Tarzan,,,,1984,Alligata,,,,,,,,,,1,,,,
"JJF PD Disk 13-3: Iliad, The by Homer: Parts 37-40",,698e4ebbfb506334775bf58d8f8f8c2bed610dd7,,,"JJF PD Disk 13-3: Iliad, The by Homer: Parts 37-40",,,"Copyright Public Domain; (Disk 3 of 3)",19xx,"Farmer, J.",,,,,,,,,,,,,,
Contraption,,6994b5bee6613f4e6c08f976e4a20d986751a1a6,,,Contraption,,,,19xx,Icon,,a,"a 2; [1.CONTRAP]",,,,,,,,,,,
"WBMUG MR-8: Communications",,69a2afc98c97e18964448df0d7ec9a2eab74f91a,,,"WBMUG MR-8: Communications",,,,19xx,"Mad Rabbit",,,,,,,,,,8-Bit,,,,
Wizblob,,69a8706b5579414564f6dca3f70280196695441a,,,Wizblob,,,,19xx,"Micro User",,a,"a 1; [WIZLOAD]",,,,,,,,,,,
"Bug Eyes 2: Starman to the Rescue",,69acb6f553f4ea4b7fbb763214679e9e4fb156de,,,"Bug Eyes 2: Starman to the Rescue",,,,19xx,Audiogenic,,a,"a 2; [BUGII]",,,,,,,,,,,
@,,69bc258880b8e163ff85a293a25e5f00931d030b,,,"Watford Electronics DFS",@,,"v 1.43",1985,"Bray, A.C.",@,a,"a 1",,,,,,,,,,,
"Games N-O",,69cba3902c8b99319521569cc4abb68c9eb6664b,,,"Games N-O",,,,19xx,,,,,,,,,,,,,,,
"B.C. Bill",,69e09628e158d1898613014a56b873a9cd9ec36a,,,"B.C. Bill",,,,1984,Imagine,,a,"a 1; [BC.BILL]",,,,,,,,,,,
"World Cup Manager",,69e355b129398e530618a5b33ca69a1d4709f0e2,,,"World Cup Manager",,,,19xx,,,,,,,,,,,TSTH,,,,
"Beebug Magazine: Volume 10: Number 06",,69e52e9639ba51764b82f19c0141cbcca5d47b52,,,"Beebug Magazine: Volume 10: Number 06",,,,1991/11,Beebug,,,,,,,,,,,,,,
"Games from Magazines",,69f6b3b210cfc7cf6491248bf030ab7efdff946b,,,"Games from Magazines",,,"(Side 1)",19xx,,,,,,,,,,,,,,,
"Seventh Star, The",,6a0133eac45df79c8201c882c1f6837a5241c325,,,"The Seventh Star",,"Seventh Star, The",,19xx,Acornsoft,,b,"b 1",,,,,,,,,,,
"Contract Bridge",,6a06853c7c2a88f139e0273afe3a4f955a01e369,,,"Contract Bridge",,,,1983,Alligata,,,,,,,,,,,,,,
"Acorn User: Issue 1991.02",,6a0a401b5051ebbfd112e956c0a9370c6c793500,,,"Acorn User: Issue 1991.02",,,,19xx,,,,,,,,,,,,,,,
Pedro,,6a0c00fcdf65c4856a540d67a5748877c2632d09,,,Pedro,,,,1984,Imagine,,a,"a 2; [PEDRO]",,,,,,,,,,,
Arcadians,,6a0eb5c1e64bd5f96b476d62386c9e2349eeb189,,,Arcadians,,,,19xx,Acornsoft,,,,,,,,,,,,,,
"Laser Reflex",,6a136213d761297db06c98e2dc73e3cf59ff2628,,,"Laser Reflex",,,,1984,"Talent Computer Systems",,,,,,,,,,,,,,
"Galactic Wipeout",,6a26cc5e9972041c0baf375363eb805d3b5d0f2c,,,"Galactic Wipeout",,,,19xx,R.H.,,,[GALACTI],,,,,,,,,,,
"Fruit Machine Simulator",,6a3c95f1f33afcbf404325105857adb971066dd9,,,"Fruit Machine Simulator",,,,1989,Codemasters,,,,,,,,,,TSTH,,,,
"Anarchy Zone",,6a46dbe0a934eb27d74f9ff894b2b0f8f9882ae4,,,"Anarchy Zone",,,,1988,Atlantis,,,[ZONE],,,,,,,4,,,,
"Flight Simulator",,6a48186034e43ad041e8e8b7cc41364a52010ae5,,,"Flight Simulator",,,,19xx,Salamander,,,[FLIGHT],,,,,,,,,,,
"Viking Collection, The",,6a4bc2301512d878822426000c1c984bc70cf6cc,,,"The Viking Collection",,"Viking Collection, The",,19xx,,,b,"b 1",,,,,,,,,,,
"Ultra Intelligent Machine",,6a60f669c3863b878bb80c6e663e8b5e17bf5e4e,,,"Ultra Intelligent Machine",,,,1989,"Fourth Dimension",,a,"a 2",,,,,,,,,,,
"Repton 3: The Life of Repton",,6a6888239a11317d4b359c50cc6a6e9b532932c9,,,"Repton 3: The Life of Repton",,,,1986,Superior,,,,,,,,,,2,,,,
"Acorn User Games Disc",,6a68ae11c11801108e0e3069d879773d54684d6c,,,"Acorn User Games Disc",,,,1988,"Redwood Publishing",,,,,,,,,,TSTH,,,,
"Beebug Magazine: Volume 10: Number 07",,6a699488deeb16175003ba59645b94bd11d73a18,,,"Beebug Magazine: Volume 10: Number 07",,,,1991/12,Beebug,,,,,,,,,,,,,,
Podd,,6a6f731a84ce42f4c317148b114ae860e75ac43a,,,Podd,,,,19xx,Acornsoft,,,[PODD],,,,,,,,,,,
"Micro User, The: Volume 08: Issue 12",,6a728825318af4a587fb1cd82a918bf174b4f131,,,"Micro User, The: Volume 08: Issue 12",,,,1991,"Micro User",,,,,,,,,,,,,,
"Online World Handbook, The v1.7",,6a8e1be5f6866884615378e12bfea1b078234716,,,"The Online World Handbook",,"Online World Handbook, The","v 1.7; (Disk 2 of 3)",19xx,,,,,,,,,,,8-Bit,,,,
"Micro User, The: Issue 1984.04",,6a94c2859226fabbd71bbc4b2998730a42e68060,,,"Micro User, The: Issue 1984.04",,,,1984/04,"Micro User",,,,,,,,,,,,,,
"Lost City",,6a9c0f183ac3614ec6302641dde13b8d0bb50cd1,,,"Lost City",,,,1983,"Burgess, Jean - Burgess, Robin",,,,,,,,,,,,,,
"Micro User, The: Issue 1984.07",,6a9c76d84bc1dadb8e3ae9fc0d090bc60de2adde,,,"Micro User, The: Issue 1984.07",,,,1984/07,"Micro User",,,,,,,,,,,,,,
@,,6a9ce56beafbd24e820a7aa7e3800db169895184,,,"Wapping Editor v1.30 Low",@,,,19xx,@,@,,,,,,,,,,,,,
"Gate Crasher",,6aa02c4d5aa225b33c14dc02e6de8da28d3c582d,,,"Gate Crasher",,,,1984,Quicksilva,,a,"a 2; [GATE]",,,,,,,,,,,
"Acorn User: Issue 1990.07 to 1990.12",,6ac468af473d7f6505210539b9951ad11de3152a,,,"Acorn User: Issue 1990.07 to 1990.12",,,,19xx,,,,[ADFS],,,,,,,8-Bit,,,,
"Ant Killer",,6ad426f95f930b64d3e31244bdc7545b7f2bf083,,,"Ant Killer",,,,1983,"Wells, G.",,a,"a 1; [ANT]",,,,,,,,,,,
"Diamond Mine II",,6ae21b245eccdd0b33ec86fa1c82eb4533cee78b,,,"Diamond Mine II",,,,1985,"Blue Ribbon",,,,,,,,,,TSTH,,,,
Cops,,6aed2b076091a6e11383bbe4ae8f65b7b52c3225,,,Cops,,,,19xx,Alpine,,,,,,,,,,TSTH,,,,
"Repton Infinity",,6afd96a358cdb2b096d986dcf3dcb033a0004714,,,"Repton Infinity",,,,1988,Superior,,,,,,,,,,2,,,,
"Jetset Willy",,6b05969f5856604d9240d83561b0b64d3d60c4aa,,,"Jetset Willy",,,,19xx,Tynesoft,,,[JETSET],,,,,,,4,,,,
"Alien Dropout",,6b078295c4faab2fb5d4cf58dc18ddd1f0c1fab0,,,"Alien Dropout",,,,1982,Superior,,,[DROPOUT],,,,,,,,,,,
"Dare Devil Denis",,6b191bd0e05eb3b5e5f8991f1bfcd5e0b3286048,,,"Dare Devil Denis",,,,19xx,Visions,,,,,,,,,,1,,,,
"Spooks and Spiders",,6b19bb4cea65ed0de1e29073c257e542f315bbd7,,,"Spooks and Spiders",,,,1984,"Software Invasion",,,,,,,,,,2,,,,
Frak!,,6b2c33aab15d6dd48d833ee2a618acbdfacc3b81,,,Frak!,,,,1984,Aardvark,,,[FRAK],,,,,,,11,,,,
Snacker,,6b390b6389a3abe4dcd6cf31ca4916e15201411d,,,Snacker,,,,1992,ALT,,,,,,,,,,TSTH,,,,
Psycastria,,6b4f77969b3291b7f1370f1a706f9ee250956659,,,Psycastria,,,,1986,Audiogenic,,,[PSYCAST],,,,,,,3,,,,
"Letter Puzzle",,6b64d964fb7267a8b8c8d0868e6afbe066ff5405,,,"Letter Puzzle",,,,1985,"Punchihewa, Mahesh",,,[PUZZLE],,,,,,,,,,,
"Powerboat Racing",,6b6bb8052aa1fd80382ecd324b7957383f2e3d17,,,"Powerboat Racing",,,,1982,Futura,,,,,,,,,,TSTH,,,,
"AMX Fonts 2",,6b7166f1f44aa27269ced3100c7e5c21cb010f41,,,"AMX Fonts 2",,,"(Side 1)",19xx,,,,,,,,,,,,,,,
Ghouls,,6b7a3aad2a6dec8c40026873ec529b7ae3c3feb9,,,Ghouls,,,,19xx,"Micro Power",,,[GHOULS],,,,,,,,,,,
"Mr. T's: Measuring Games: Growing",,6b87ef5daeb333448e07b876fb4e31290dc113a1,,,"Mr. T's: Measuring Games: Growing",,,,19xx,Ebury,,,,,,,,,,,,,,
"Bobby Charlton Soccer",,6b8a97d372f35d5ec9d28f98ac509541de81956e,,,"Bobby Charlton Soccer",,,,1985,DACC,,,[SOCCER],,,,,,,2,,,,
"Fairy Tales",,6b8e2af9b15048d07bb43dce34b965f6cc6dd50d,,,"Fairy Tales",,,,19xx,,,,,,,,,,,,,,,
"Adventure Quest",,6b8f8570a80db3987b782039f4ea0c912904199c,,,"Adventure Quest",,,,19xx,"Level 9",,a,"a 1; [QUEST]",,,,,,,,,,,
Rasillion,,6ba01a34600c05433c391a2cdc80bd83720370ba,,,Rasillion,,,,19xx,"Donnelly, M.",,,,,,,,,,TSTH,,,,
"Fast Access: Volume 02: Issue 03",,6ba950b7e2b9497fcca0819e4a08d04f16f754fe,,,"Fast Access: Volume 02: Issue 03",,,,19xx,,,,,,,,,,,,,,,
"Druid's Circle, The",,6baa58d4bf455159d65aee3aec3ea380a4d02c32,,,"The Druid's Circle",,"Druid's Circle, The",,19xx,Holl-Soft,,,,,,,,,,TSTH,,,,
Exile,,6bb5a75bb7e499a08e3e8dd7955023b2638fa71f,,,Exile,,,,19xx,Superior,,,,,,,,,,5,,,,
1984,,6bc7e8d63275d82a14b6be73ad7ee10c66ce2540,,,1984,,,,19xx,Incentive,,,,,,,,,,TSTH,,,,
"Stryker's Run: Enhanced",,6bcb9489ef3bef2d21a88604bd7a77aad572bd2b,,,"Stryker's Run: Enhanced",,,,1986,Superior,,,,,,,,,,,,,,
"Stairway to Hell: Games Disc TY2-r1",,6bd26b775e958a6e870299e8f2795b8823ecca45,,,"Stairway to Hell: Games Disc TY2-r1",,,,19xx,,,,,,,,,,,,,,,
"Growing Pains of Adrain Mole, The",,6bdc289af239b3f18e383ffeacb02000221523e6,,,"The Growing Pains of Adrain Mole",,"Growing Pains of Adrain Mole, The",,19xx,Virgin,,b,"b 2",,,,,,,,,,,
@,,6be2ace29a37f8c0cfdf9b6f924f510c6edeb7ea,,,"Printer Buffer",@,,"v 2.10",1985,"Smith, I.",@,,,,,,,,,,,,,
"Acorn User: Issue 1988.03",,6be847c47134afc7f3b1ac294c51d38636e3f92e,,,"Acorn User: Issue 1988.03",,,,19xx,,,,,,,,,,,,,,,
"Sink the Bismarck",,6beeed2b4205d75227ffbd078e33dccc20ee51c4,,,"Sink the Bismarck",,,,19xx,"Design People",,,[TITLE],,,,,,,,,,,
"Drain Mania",,6c0a1e40bba4cf391a262d0f93040b96da2a1aa4,,,"Drain Mania",,,,19xx,Icon,,a,"a 1; [DRAIN]",,,,,,,,,,,
Oblivion,,6c0f42b5e9fd0184684494ab9c382842c0da6550,,,Oblivion,,,,1983,"Bug Byte",,,[OBLIVIO],,,,,,,,,,,
Sim,,6c103c5f901c5f5f15f8e647b74c036936ed101c,,,Sim,,,,19xx,"Software Factory",,,[SIM],,,,,,,,,,,
"Acorn User: Issue 1990.06",,6c2a9a5adc580099b4b4b08e04602ad7c124a50f,,,"Acorn User: Issue 1990.06",,,,19xx,,,,,,,,,,,,,,,
"A&B Computing: Volume 3: Number 02",,6c6378974a7ca762c2b65f633664807df498fd37,,,"A&B Computing: Volume 3: Number 02",,,,1986,A&B,,,,,,,,,,Dave,,,,
"3D Grand Prix",,6c6f1483020caadf57f01f2ae08fc18a2da233ba,,,"3D Grand Prix",,,,1984,"Software Invasion",,,[3D-GP0],,,,,,,,,,,
"Diamond Mine II",,6c6f5e97fe274d58a1c04af679672ac09d1da5bf,,,"Diamond Mine II",,,,1985,"Blue Ribbon",,a,"a 1; [D-MINE]",,,,,,,,,,,
G.A.C,,6c7a34fd38fa5c680209dd2adcde993c3bb3478e,,,G.A.C,,,,1986,Incentive,,,,,,,,,,,,,,
"Music Player",,6c7bb7c805c6add2894872a8226ae4be1fbd1dc6,,,"Music Player",,,,19xx,PCW,,a,"a 1; [MUSIC]",,,,,,,,,,,
"Games #24",,6c900603dfb4761542757e84edfa0b6c989ff884,,,"Games #24",,,,19xx,,,,,,,,,,,,,,,
@,,6c941b999b2fe1c9736a7382f530a1695fb76967,,,DISASM,@,,"v 2",1984,MDM,@,,,,,,,,,,,,,
"Omega Probe",,6caf2b3d9e76964db0be3c614eb7d76bc2537090,,,"Omega Probe",,,,19xx,"Smiddy, Mark",,a,"a 1; [OMEGA]",,,,,,,,,,,
"Traffic Education Program",,6cba73e03bba7c0cff9cde59a33fc0e44016726d,,,"Traffic Education Program",,,,1984,CET,,,,,,,,,,,,,,
@,,6cc0dcd51286bacd60c7348651a0a1d9c05eeb6e,,,Caretaker,@,,"v 1.03",1984,"Computer Concepts",@,,,,,,,,,,,,,
"Birds of Prey",,6cc8d8c993bdf1ffdf785833dc80a8db800df9d3,,,"Birds of Prey",,,,1983,Romik,,a,"a 1; [BIRDS]",,,,,,,,,,,
"Road Runner",,6cc90c1273efa4616b79b7f2e47b4981cacf2c30,,,"Road Runner",,,,1983,Superior,,,,,,,,,,,,,,
"Killer Gorilla",,6cd69fae2e46d014f2bc2b705e3f656463c59c56,,,"Killer Gorilla",,,,1983,"Stephens, A.",,,,,,,,,,2,,,,
Warp-1,,6cd74706e5b2016084ada4df616b3320f768df95,,,Warp-1,,,,1984,Icon,,,[WARP],,,,,,,TSTH,,,,
"8-Bit Software: Issue 36",,6ce3bd99fe520a736464efbda0d5c0964e645536,,,"8-Bit Software: Issue 36",,,,1994,"Richardson, C.J.",,,[ADFS],,,,,,,,,,,
@,,6cea877ab1fcbf0f130d09a9738ce15c154c901e,,,Command,@,,"v 1.01",1987,Beebug,@,,,,,,,,,,,,,
"Survivors, The",,6cf3e736843ae1f69e915a5983b4e59c735b5435,,,"The Survivors",,"Survivors, The",,1987,Atlantis,,,[SURVIVO],,,,,,,,,,,
@,,6cfae392aa7628f033ce320c9a2955e0e0429735,,,"BASIC Extensions",@,,"v 1.20",1984,"Florance, R. - Harrison, R.",@,,,,,,,,,,,,,
"Micro User, The: Volume 09: Issue 03",,6cfe5d4e729b8e8924635cb3d27530608ae4809a,,,"Micro User, The: Volume 09: Issue 03",,,,1991,"Micro User",,a,"a 1",,,,,,,,,,,
"Castle of Riddles v1",,6d2456845f43446aa2651afb0a60800fd05fe929,,,"Castle of Riddles",,,"v 1",1982,Acornsoft,,,,,,,,,,2,,,,
"Red Arrows, The",,6d5cbcca2e4838c82d367eb8430288be843d52d4,,,"The Red Arrows",,"Red Arrows, The",,1985,Database,,,,,,,,,,TSTH,,,,
"Barbarian II",,6d5e179854972bd54d2adabd44b32dfdfc5bda86,,,"Barbarian II",,,,1989,Superior,,,,,,,,,,2,,,,
"War v2.1",,6d62471d872e30d6dd860c7303b49c7c0f68bce5,,,War,,,"v 2.1",1986,Martech,,,,,,,,,,TSTH,,,,
"Mr. Wimpy",,6d645b2359edf7baed1a96cf3b62a22ee71b5fd7,,,"Mr. Wimpy",,,,19xx,Ocean,,a,"a 1; [MRWIMPY]",,,,,,,,,,,
"City Defence",,6d723c51a7dfcde900fd17af8053509593b5f4d6,,,"City Defence",,,,1982,"Bug Byte",,a,"a 1; [DEFENCE]",,,,,,,,,,,
KIX,,6d7643e3d6602a36172a3dd3bcb9e8f18ac505dc,,,KIX,,,,1986,Superior,,,[KIX],,,,,,,1,,,,
"Jungle Jive",,6d7885899bcc08281e4597e3dd0c7a1a8179fcb3,,,"Jungle Jive",,,,1984,Virgin,,,,,,,,,,TSTH,,,,
Dunjunz,,6d858246da321f873dd1f410a2ae60ef4520d452,,,Dunjunz,,,"(Side 1)",1987,"Bug Byte",,,,,,,,,,TSTH,,,,
"Mr. Shifter",,6d9d18ba2616986a3a757b82ecddc35a504a33a9,,,"Mr. Shifter",,,,19xx,MRM,,,,,,,,,,1,,,,
"Acorn User: Issue 1988.08",,6dbd6643eaba284b70bea15579bc57a79c0a468c,,,"Acorn User: Issue 1988.08",,,,19xx,,,,,,,,,,,,,,,
"Music Tunes",,6dbeda7cb604ccfb2c1b3e3ded9f04438391c729,,,"Music Tunes",,,"(Side 1)",1985,"Byte the Apple",,,,,,,,,,,,,,
Hubert,,6dd54a4e20894cd523969adb74a1618db506ae5b,,,Hubert,,,,1984,"Derodra, M.A.",,,[HUBERT],,,,,,,,,,,
"Turf Form",,6dd8570733f78018990144b4e0e1419a7bd97a6e,,,"Turf Form",,,,1988,"Blue Ribbon",,,,,,,,,,TSTH,,,,
"Digitised Pictures",,6de1178c9273d6e3e16888c2ce45b9937ed15378,,,"Digitised Pictures",,,,19xx,8-Bit,,,,,,,,,,,,,,
Jigsaw,,6de1a532e3d86ab9b0a4304e1c2fcf9d28264161,,,Jigsaw,,,,19xx,,,,[JIG1],,,,,,,,,,,
"Beebug Magazine: Volume 06: Number 04",,6de4975dec9aa041581c3bd6d4636c98caf5d9d0,,,"Beebug Magazine: Volume 06: Number 04",,,,19xx,Beebug,,,,,,,,,,,,,,
Monopoly,,6de90fa5401ef5152cc84170a3fd78b055463036,,,Monopoly,,,,19xx,,,,[MONOPOL],,,,,,,,,,,
"Battle Tank",,6df244c655e2b920f42516fe7b58885c1b65a226,,,"Battle Tank",,,,19xx,Superior,,,,,,,,,,,,,,
@,,6df3552d5426f3a4625b9a0c7829bdba03f05e84,,,DFS,@,,"v 0.98",19xx,ACP,@,,,,,,,,,,,,,
@,,6e0aca01e4d19571f913d4c94a27ecbe2fbae55b,,,Dumpout,@,,"v 0.5d",1983,"Watford Electronics",@,,,,,,,,,,,,,
"Bridge to the East",,6e0e71d1e1269862e5b326d3f9a3dcab8ff1949a,,,"Bridge to the East",,,,19xx,Ixion,,,,,,,,,,TSTH,,,,
"Beebug Magazine: Volume 06: Number 01",,6e20110d5f4d887b5b5b8bac8d016ea6bdd60ef0,,,"Beebug Magazine: Volume 06: Number 01",,,,19xx,Beebug,,,,,,,,,,,,,,
"Nightmare Maze",,6e35f9c128719dd106e41452932e74510a8f21ff,,,"Nightmare Maze",,,,1984,MRM,,a,"a 1; [MINTRO]",,,,,,,,,,,
Overdrive,,6e3650ce4542b5e8e8892dc7800089293bbf4c56,,,Overdrive,,,,1984,Superior,,a,"a 1",,,,,,,,,,,
Stuka!,,6e4313eebc8011c7aea0f824a188bf42264a59fb,,,Stuka!,,,,19xx,"Bramhill, K.",,,[STUK1],,,,,,,,,,,
"Growing Pains of Adrain Mole, The",,6e475b94aaee282edd249ff06e1e64efee5c18f3,,,"The Growing Pains of Adrain Mole",,"Growing Pains of Adrain Mole, The",,19xx,Virgin,,b,"b 1",,,,,,,,,,,
"Samples 09",,6e5102e7f01f830e94983853da526f4c59005417,,,"Samples 09",,,,19xx,"Richardson, C.J.",,,,,,,,,,,,,,
"Beebug Magazine: Volume 06: Number 03",,6e69c1981c3a93655abb7295bc66e61df9886fb4,,,"Beebug Magazine: Volume 06: Number 03",,,,19xx,Beebug,,,,,,,,,,,,,,
"HeroZoft Digitised Pictures 3",,6e707661ac4659009473a46a2fb79c9b03ef4794,,,"HeroZoft Digitised Pictures 3",,,,19xx,HeroZoft,,,,,,,,,,,,,,
@,,6e93f1d2cd7b92b11b3d533b5dd699d39ec79a48,,,"Communicator vA2.1",@,,,1983,"Specialist Software Products",@,,,,,,,,,,,,,
"Adult Basic Education Disks 1, 4 ,6 & 8",,6ea139fa2007af191f6dfc274c54182476ccd0d4,,,"Adult Basic Education Disks 1, 4 ,6 & 8",,,,19xx,"Davy, P.",,,,,,,,,,8-Bit,,,,
"Mysterious Adventure 06: Circus",,6ea4ee8a12f29ee176b10d1384cefe2ae6795331,,,"Mysterious Adventure 06: Circus",,,,19xx,"Digital Fantasia",,,[LOADER],,,,,,,,,,,
747,,6eaf593658d639f62c1a788eb074b9458b961dbc,,,747,,,,1983,Doctor,,,,,,,,,,TSTH,,,,
Exile,,6eaf7b9c7a8c4483057d09c61d0bee9ca32eb902,,,Exile,,,,19xx,Superior,,,,,,,,,,2,,,,
"BBC PD Disk 125: Geography & History",,6eb0b6762b598779935f0dd174b2c17a362d0816,,,"BBC PD Disk 125: Geography & History",,,"Copyright Public Domain",19xx,,,,,,,,,,,,,,,
Nemesis,,6ec6e6b525b31d3ee106406a396b0201da2d3085,,,Nemesis,,,,19xx,"Micro Power",,,[NEMESIS],,,,,,,,,,,
"Electro Freddy",,6ecde061bce6d76ba2ee7112284ea32163389714,,,"Electro Freddy",,,,1984,Softspot,,a,"a 1; [ELECTRO]",,,,,,,,,,,
"Pogo Pete",,6ecfabf50b8aab7da355b8f4ce3c312ea4f886c0,,,"Pogo Pete",,,,1984,"Electro Soft",,,[POGO],,,,,,,,,,,
"Jump Jet",,6ed56ae4df404ed8149d159a0f6f406cde5ae516,,,"Jump Jet",,,,1985,Anirog,,,,,,,,,,3,,,,
"Spy Cat",,6ed6664a58733de7505823a319dd5342ec788dbd,,,"Spy Cat",,,,1988,Superior,,a,"a 1",,,,,,,,,,,
"Crazy Erbert",,6edf5fec843ce90328f5bc05f11da8135af2c0c0,,,"Crazy Erbert",,,,19xx,Alternative,,,,,,,,,,TSTH,,,,
"Stairway to Hell: Games Disc KA1-r1",,6edf7f8470882b3bb967038feb1a59e2579af544,,,"Stairway to Hell: Games Disc KA1-r1",,,,19xx,,,,,,,,,,,,,,,
"Mr. Ee!",,6ee8524377c3e974bdf860e0d198922ccac80ca5,,,"Mr. Ee!",,,,19xx,"Micro Power",,,,,,,,,,,,,,
"Periodic Table, The",,6eeb029ee1e7602510727cb32fe8762e47e5ec9d,,,"The Periodic Table",,"Periodic Table, The",,19xx,,,a,"a 1; [CHEMIST]",,,,,,,,,,,
Pontoon,,6ef4793dd64e44d03ecc5c035ab80257ca3adf50,,,Pontoon,,,,1982,IJK,,,[PONTOON],,,,,,,,,,,
@,,6ef99d02cfd53761595078685821b4c6ee8b5743,,,"Ripper ROM",@,,"v 1",1985,Dicksoft,@,a,"a 1",,,,,,,,,,,
"Astro Navigator",,6f02a43c3976a908afc088b9863438d6fcb95ce9,,,"Astro Navigator",,,,1982,"J&P Courtney",,a,"a 1; [NAVIGAT]",,,,,,,,,,,
Fortress,,6f0aeeeeba49e9958665408827f4785af8a34455,,,Fortress,,,,1983,Amcom,,a,"a 1",,,,,,,,,,,
Teletext,,6f294fe73418eedc5e5e43035e726c41300ca07e,,,Teletext,,,,19xx,"Richardson, C.J.",,,,,,,,,,,,,,
"Repton 3 & Editor",,6f2c68869366e8042b549a18e273a08a370f7aad,,,"Repton 3 & Editor",,,,1986,Superior,,,[REPTON0],,,,,,,,,,,
"Bridge Mentor II v1.0",,6f628eab44b8727d4484735509d0218de6d34f09,,,"Bridge Mentor II",,,"v 1.0",1986,"Minic Business Services",,,,,,,,,,TSTH,,,,
Thrust,,6f68c61d466b8b8ce0243aed6cb9f7fb98d50bd0,,,Thrust,,,,1986,Superior,,,,,,,,,,3,,,,
"Utility & Language ROMs",,6f7cdd0aabd7b2a430dce276c7c6ba63af4c9690,,,"Utility & Language ROMs",,,,19xx,,,a,"a 1",,,,,,,,,,,
"Indoor Soccer",,6f7f328ad7048692fde1610c4ed3e7bd9328be58,,,"Indoor Soccer",,,,19xx,Alternative,,a,"a 2; [INDOOR]",,,,,,,,,,,
"Alligata Games",,6fae6fde3abe70b0da4debed4976d3b38caae5df,,,"Alligata Games",,,,19xx,8-Bit,,,,,,,,,,,,,,
"Stairway to Hell: Games Disc AD2-r1",,6fb0e9772021554906fe213862756de81c90b7f8,,,"Stairway to Hell: Games Disc AD2-r1",,,,19xx,,,,,,,,,,,,,,,
"Star Quake",,6fb38a69802941416045467d9263fa21581db5b0,,,"Star Quake",,,,1987,"Bubble Bus",,,[STARQUA],,,,,,,2,,,,
@,,6fc1a36692a783c5e106ccc2ae58ae2fe00494d3,,,"The Devil's Domain",@,"Devil's Domain, The",,1984,"Micro Power",@,,[DEV-DOM],,,,,,,,,,,
"Crypt Capers",,6fc4da307352778eaf43df19cd3dd46925b6945f,,,"Crypt Capers",,,,1984,"Software Projects",,,,,,,,,,4,,,,
Blitzkrieg,,6fcbbd99f13be9920d16606ca7644ebb6322e08f,,,Blitzkrieg,,,,1984,"Software Invasion",,,"[Mono Color]; [BLITZ]",,,,,,,,,,,
"Galactic Commander",,6fdce0e69d00a94d1198a4a6e89104e3b34ea845,,,"Galactic Commander",,,,19xx,"Program Power",,,,,,,,,,4,,,,
Podd,,6fe4361a0acfa075714cdb547525e2039eb6e667,,,Podd,,,,19xx,Acornsoft,,,,,,,,,,TSTH,,,,
Frak!,,6fe4ac444794a9319dae0d505b76b0cbabbddd2a,,,Frak!,,,,1984,Aardvark,,,,,,,,,,4,,,,
"JJF PD Disk 58: Aeronautical Dogfight 2",,6ff171b7c06644b51911ab4f2a52990b0c043b74,,,"JJF PD Disk 58: Aeronautical Dogfight 2",,,"Copyright Public Domain",19xx,"Farmer, J.",,,,,,,,,,,,,,
Millionaire,,6ff42799e1db932c0d1caa0127d455d3e8686a2a,,,Millionaire,,,,1984,Incentive,,a,"a 1; [MILLION]",,,,,,,,,,,
