"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Micro User, The: Issue 1984.06",,403f2d02674190823de3020f1c6247f7da27c03f,,,"Micro User, The: Issue 1984.06",,,,1984/06,"Micro User",,,,,,,,,,,,,,
"Cells and Serpents",,4045fe36663e76cc703a08203d3fe3a56c28ba79,,,"Cells and Serpents",,,,1982,A&B,,,,,,,,,,TSTH,,,,
"Stairway to Hell: Games Disc AG1-r1",,4047daa555fb2a3e614a8ed6207d2be5608646c3,,,"Stairway to Hell: Games Disc AG1-r1",,,,19xx,,,,,,,,,,,,,,,
"Castle of Riddles v1",,404dfc37c0876d79c7d57c7137943e4916119e25,,,"Castle of Riddles",,,"v 1",1982,Acornsoft,,,,,,,,,,,,,,
"Killer Priscilla",,4055e42fdc2239bc1d580ea1cf9dfd8a477dfcf1,,,"Killer Priscilla",,,,19xx,Superior,,,[KILLER],,,,,,,2,,,,
"BBC PD Disk 156-2: BBC Magazine Index: Yellow Disc v2.00",,4062627af89304ae2f407a5779650e5c54bb294a,,,"BBC PD Disk 156-2: BBC Magazine Index: Yellow Disc",,,"v 2.00; (Disk 2 of 2); (PD)",19xx,,,,,,,,,,,,,,,
@,,406ad56746645c21a57b2eb6fc788d71dde33fec,,,BeeBASE,@,,"v 1.06",1983,"Rae, T.",@,,,,,,,,,,,,,
Airwolf,,406e0835c83076ab5294f5f23180d1e394502eec,,,Airwolf,,,,19xx,Elite,,,,,,,,,,1,,,,
"Attack on Alpha Centauri",,4071ff71749380dd795cf7079568cdf8e23a0766,,,"Attack on Alpha Centauri",,,,1983,"Software Invasion",,,[ALPHA],,,,,,,,,,,
"Diamond Pete",,40796d2c3502625bf7c4b634f28b01495204c2dd,,,"Diamond Pete",,,,1986,Alligata,,a,"a 1; [DP1]",,,,,,,,,,,
"Caption: Work Disk 2",,408842d315ea0df38a40e87f1617ccadb86658cc,,,"Caption: Work Disk 2",,,,1990,NCET,,,,,,,,,,,,,,
"Beebug Magazine: Volume 06: Number 02",,408bbc94372e95e90d4c7584d954c6f801a0c317,,,"Beebug Magazine: Volume 06: Number 02",,,,19xx,Beebug,,,,,,,,,,,,,,
"Wizard's Challenge",,4093444b5c734ab900f66745721c64f824f8286d,,,"Wizard's Challenge",,,,19xx,"Muriss, Ian",,a,"a 1; [WC1]",,,,,,,,,,,
"Last of the Free",,409419c172214eddb1d90b16a92753f57ccf33ae,,,"Last of the Free",,,,1986,Audiogenic,,a,"a 1; [FREE]",,,,,,,,,,,
Liberator,,4096b373548164b046cd986c71ba6d2f1fc6b87b,,,Liberator,,,,1983,"Gemini Games",,,,,,,,,,TSTH,,,,
Reversi,,409a0829509eeae00bcf04ab72b74f68dcf8955b,,,Reversi,,,,19xx,Acornsoft,,,[REVLOAD],,,,,,,,,,,
"Time Adventure",,409b356a2afed539f49f155cbd6ba1e5d2f9c24f,,,"Time Adventure",,,,1982,"Software for All",,,[TIMEWRP],,,,,,,,,,,
"Golf: Welcome to the Links!",,409cc3a5f641e8f9d13e7468ec86b147a5701877,,,"Golf: Welcome to the Links!",,,,19xx,,,,[GOLF],,,,,,,,,,,
"Personal Quiz",,409d52a110c719d9563b1ab64eee5fc4a6f3ef14,,,"Personal Quiz",,,,1986,Colisoft,,,[PQUIZ],,,,,,,,,,,
"Flight of the Unicorn, The",,409f66378d3e332576e9d09a84391093b429d6c0,,,"The Flight of the Unicorn",,"Flight of the Unicorn, The",,1985,"Flight 19",,,,,,,,,,,,,,
Giantkiller,,40a0fdf8fbf4c93993e151e2cdeb6923932f3347,,,Giantkiller,,,,1987,Topologika,,,[GRUN],,,,,,,,,,,
"Space Intruders",,40c7e4663fc4bcccd4c56ac79b9d93bf8d98d3a2,,,"Space Intruders",,,,1983,"Interceptor Micros",,a,"a 1; [INTRU1]",,,,,,,,,,,
"Soccer Manager",,40d8bbb741fa2144e0870ab5aa1577240b6bf96d,,,"Soccer Manager",,,,19xx,"Micro User",,,[SOCCER],,,,,,,,,,,
"A&B Computing: Volume 3: Number 03",,40e335dc94421e4e3f00ecea47fcfcf48a971acd,,,"A&B Computing: Volume 3: Number 03",,,,1986,A&B,,,,,,,,,,Dave,,,,
"Beebug Magazine: Volume 05: Number 06",,40f486adca3b0dc0c83ae102cc2fbf89560fe310,,,"Beebug Magazine: Volume 05: Number 06",,,,19xx,Beebug,,,,,,,,,,,,,,
"Old Father Time",,40f57f5cf72acddbc348b410788d54c5062f2f3e,,,"Old Father Time",,,,19xx,"Coathupe, D.J.",,a,"a 1; [FATHER]",,,,,,,,,,,
"Laser Command",,410fafebb083651b8915d44213792fae33216ab6,,,"Laser Command",,,,1982,"Micro Power",,,[LASER-C],,,,,,,,,,,
"Commonwealth Games",,411b22bff2015460a3fd69ace5a719856891f259,,,"Commonwealth Games",,,,1986,Tynesoft,,a,"a 1; [CWGAME]",,,,,,,,,,,
"A&B Computing: Volume 2: Number 05",,411c3d9265aaab825e59ff5009c7fe2ba28601bd,,,"A&B Computing: Volume 2: Number 05",,,,1985,A&B,,,,,,,,,,Dave,,,,
"Banana Man",,412384d4368c80ab1221a13f460ddfdfa0239299,,,"Banana Man",,,,1983,MRM,,a,"a 1; [BANANA]",,,,,,,,,,,
"Karl's Cavern",,412a5b25e3f0a7782b8f4b4d53a5ae77cce568e2,,,"Karl's Cavern",,,,19xx,"Software Projects",,a,"a 1; [KARLCAV]",,,,,,,,,,,
"Fat Man Sam",,412db0e61c2e9876318d134132e87c2107dbcb04,,,"Fat Man Sam",,,,1985,Firebird,,,[FATMAN],,,,,,,,,,,
@,,41308240c8a0f7038e4634f5941f75a507244a58,,,"NEC PC-8023 Screen Dump",@,,,1983,"Computer User's Club",@,,,,,,,,,,,,,
"One Last Game",,4136593c58eb4850fe5b498c118c3262ceb088b0,,,"One Last Game",,,,1984,"Bevan Technology",,,,,,,,,,2,,,,
"Grid Worz",,4145f6bbd1d76b71d3080e4c4c939d0db0f6da67,,,"Grid Worz",,,,19xx,"Bach, Ivan",,a,"a 1; [GRIDWOR]",,,,,,,,,,,
"BBC PD Disk 161",,41518c60e726c83ec55aa5af7b40cb8569a7a93b,,,"BBC PD Disk 161",,,"Copyright Public Domain",19xx,,,b,"b 1",,,,,,,,,,,
@,,415199a19f40c7c8cd5cc1a3ad6f11db41684c98,,,"ADFS Utilities",@,,,1988,Pineapple,@,,,,,,,,,,,,,
"Gnome Ranger",,4153bc513d3838c4acf9506efc7bee5a01a18ce5,,,"Gnome Ranger",,,"(Disk 1 of 2); (Game Disk)",1987,"Level 9",,,,,,,,,,TSTH,,,,
Blagger,,415b2c544ef1a84d0bb14f59ea2497fe7518cb56,,,Blagger,,,,19xx,Alligata,,,,,,,,,,1,,,,
"Bored of the Rings",,4160f3ace08f069b35951dc498dd529903c76a45,,,"Bored of the Rings",,,,1985,Silversoft,,,[BORED1],,,,,,,,,,,
Ghouls,,4172f95918255873f57a905fffaa146ae3193ca6,,,Ghouls,,,,19xx,"Micro Power",,,,,,,,,,2,,,,
"Bird Strike",,4178e72c3de955ada27749d06c6489f2cb6d7917,,,"Bird Strike",,,,1981,Firebird,,,[BIRD],,,,,,,2,,,,
"Alien Break-In",,41a633ef7892b915d28e81a40e6fec3755dedcee,,,"Alien Break-In",,,,1983,Romik,,,,,,,,,,1,,,,
"Utilities Menu 2",,41afe289c14c3cd656c71b5ec2aeb9af513540d6,,,"Utilities Menu 2",,,,19xx,,,,[ADFS],,,,,,,,,,,
Blocker,,41b9996c101e9dcec86774a1f80d531e48de206c,,,Blocker,,,,19xx,Thor,,,,,,,,,,TSTH,,,,
"Runemaker: Codename Druid",,41c0fcbb46fc88eb8cf50249e85979f94c9130a5,,,"Runemaker: Codename Druid",,,,1989,"Acorn User",,,,,,,,,,,,,,
@,,41c54a104ff473ae22d54771dd83eaa28df04bfb,,,"Pen Friend",@,,"v 1.24",1986,"Handy, P.",@,,,,,,,,,,,,,
"Hi-Q Quiz",,41c5f82995d2da7e9d20d38a44a70437f7725556,,,"Hi-Q Quiz",,,,1989,"Blue Ribbon",,,,,,,,,,TSTH,,,,
Golf,,4209d05760eeb7d442de23fcffb39e9a1e6e7ff5,,,Golf,,,,19xx,,,a,"a 1; [GOLFY]",,,,,,,,,,,
"747 Flight Simulator",,420cd75b3bf29d9b229817dfa1118329cdcb469a,,,"747 Flight Simulator",,,,1983,DACC,,,[DACC747],,,,,,,,,,,
"Sphere of Destiny",,423dbbd38513c48b0247a9e21b00f19d20ebdc5f,,,"Sphere of Destiny",,,,1986,"Partis, Gary",,,,,,,,,,5,,,,
"Cube Master",,426c8568ba512c35a09a7f2f621a9ddf6e6db213,,,"Cube Master",,,,1982,Acornsoft,,,[CUBE],,,,,,,,,,,
"Missile Attack",,42776a99ad4597e65da4f978ca2b97b6f2975eef,,,"Missile Attack",,,,1983,Doctor,,a,"a 1; [MISSILE]",,,,,,,,,,,
"Killing of Kayleth, The",,427d7dfdd68c62a71af9ee33ba2b929d61c6bf5f,,,"The Killing of Kayleth",,"Killing of Kayleth, The",,19xx,"U.S. Gold",,a,"a 2; [LOADER]",,,,,,,,,,,
Pedro,,427f4dc01550b6542d945b13b627d84cd79ea773,,,Pedro,,,,1984,Imagine,,,,,,,,,,TSTH,,,,
"Games for Cheaters",,429a2cdf04250558cd0a38faadd2a0a23d7844b2,,,"Games for Cheaters",,,,19xx,,,,,,,,,,,,,,,
"Programmer's Revenge",,429e7dc91d0f08bd1de7e6d9f61a65a678baee45,,,"Programmer's Revenge",,,,1984,Colisoft,,,[PROGRAM],,,,,,,,,,,
Guardian,,429f0b97a370b0c08c5501d4bb135326415af6df,,,Guardian,,,,1984,Alligata,,,[GUALOAD],,,,,,,,,,,
"Martech & MRM Games",,42a6917f2e2bc76f5ead1dea2e13585a1b19778c,,,"Martech & MRM Games",,,"(Side 1)",19xx,,,,,,,,,,,,,,,
"Attack on Alpha Centauri",,42b1bbfd04d9d230d6a2bcb1b624925bc6f09f0a,,,"Attack on Alpha Centauri",,,,1983,"Software Invasion",,a,"a 2; [ALPHA]",,,,,,,,,,,
"Repton Utilities",,42b2e6bb80082964aea8887a6f2e8aa4bf4de3e6,,,"Repton Utilities",,,,19xx,,,b,"b 1",,,,,,,,,,,
"Music Player",,42b97160a76b596ab5bcd8fe47545b10c7ca5148,,,"Music Player",,,,19xx,PCW,,,[MUSIC],,,,,,,,,,,
"Jetset Willy II",,42bcf87c341c955cb378fbd43864141ad2e3a463,,,"Jetset Willy II",,,,19xx,Tynesoft,,,,,,,,,,5,,,,
@,,42c8a849e8397ba8e040118ae7fcc73219eec8df,,,"Acorn OS",@,,"v 1.0",1981,Acorn,@,,,,,,,,,igh,,,,
"Monster Maze",,42cabdbe29916231aa6dcfc6a77ca64d4ef6016b,,,"Monster Maze",,,,19xx,"Micro User",,a,"a 1; [M-MAZE]",,,,,,,,,,,
Elite,,42d114133b6d71b89796c56daf12b1a1a40fefe4,,,Elite,,,,1984,Acornsoft,,a,"a 3; [ELITE]",,,,,,,,,,,
"Boffin 2",,42e8fa3994f6e300d77e9b14c0d6ceb963af0640,,,"Boffin 2",,,,1985,"Addictive Games",,a,"a 2; [BOFIN21]",,,,,,,,,,,
"JJF PD Disk 34",,42ebb6c1f7ab327097e4aaaddf2c61d104f43c2f,,,"JJF PD Disk 34",,,"Copyright Public Domain",19xx,"Farmer, J.",,,,,,,,,,,,,,
"Robotron 2084",,42f9dfcd3642fcffb55e947a4e34e4627c52c107,,,"Robotron 2084",,,,1984,Atari,,,[ROBOTRO],,,,,,,Simon,,,,
"Last Ninja 2, The",,42facf7889439dbb8782d001811b2ff0c5c0f84d,,,"The Last Ninja 2",,"Last Ninja 2, The",,19xx,Superior,,a,"a 1",,,,,,,,,,,
@,,42fbc9932db2087708da41cb1ffa94358683cf7a,,,DDOS,@,,"v 3.35",1984,Slogger,@,,,,,,,,,,,,,
"BBC Bonanza",,42fee7f8690e1b7cd7105abaafcf3540acf6cb70,,,"BBC Bonanza",,,,1987,Audiogenic,,,,,,,,,,,,,,
"Hobgoblin v2.0",,430135b9007f0314aa37288a004ffa5f69814c2a,,,Hobgoblin,,,"v 2.0",19xx,Atlantis,,,,,,,,,,1,,,,
Bullseye,,430ddeace3bf3a8d3ff3c0b7a77a61790a85087b,,,Bullseye,,,,1984,Macsen,,,,,,,,,,3,,,,
"Amazing Q-Man, The v3.1",,430e39b9cbed6947150d8789db0303b38aedd242,,,"The Amazing Q-Man",,"Amazing Q-Man, The","v 3.1",19xx,MRM,,a,"a 1; [QMANA]",,,,,,,,,,,
"War Games: Tobruk & Salamanca",,4313f2cb12c61db749f100db67804aa4b0c622f7,,,"War Games: Tobruk & Salamanca",,,,19xx,,,,,,,,,,,TSTH,,,,
Swoop,,43157cde0d748615fcd954eed6c226621cc4801e,,,Swoop,,,,1983,"Program Power",,,[SWOOP],,,,,,,,,,,
"Adventure Games",,4323831020dd77777d4998908e09b79ff8992f77,,,"Adventure Games",,,,19xx,8-Bit,,,,,,,,,,,,,,
"Mined Out",,4331cda6d2c1ba1cf865f833ed5f7dda4ee83a9b,,,"Mined Out",,,,1983,Quicksilva,,b,"b 1",,,,,,,,,,,
Ransack!,,4335af9b7d6eb690c168ae49272371702cbd05fa,,,Ransack!,,,,1987,Audiogenic,,,,,,,,,,2,,,,
"BBC PD Disk 106: Hector C. Parr",,4351cbb4360db6a8230583b137889eb466091349,,,"BBC PD Disk 106: Hector C. Parr",,,"Copyright Public Domain",19xx,,,,,,,,,,,,,,,
"Meteor Mission",,435edfcb5bce3d34f6c6e44cb735bfeb46f5301c,,,"Meteor Mission",,,,1983,Acornsoft,,,,,,,,,,,,,,
"Adventure 10: Savage Island Part I: BBC v1.0",,43614e51ef6ed4a225715d9ba41e244a928eed07,,,"Adventure 10: Savage Island Part I: BBC",,,"v 1.0",1984,Adams,,a,"a 1; [SAVISL1]",,,,,,,,,,,
"Micro User, The: Volume 06: Issue 01",,437044f2ef7bc5c79ad00d715876c2d56f7a08fc,,,"Micro User, The: Volume 06: Issue 01",,,,1988,"Micro User",,,,,,,,,,,,,,
Draughts,,437224f8c602a49b25f0fa587e1bfb04ac1f5f48,,,Draughts,,,,19xx,Acornsoft,,,,,,,,,,TSTH,,,,
Snooker,,4377f23475c713f6768c592e97fa7a000a05a08d,,,Snooker,,,,19xx,Visions,,,,,,,,,,TSTH,,,,
Acheton,,43831c1f8357d5eaf9eb125f60b3531590cc4bd9,,,Acheton,,,,1984,Acornsoft,,,,,,,,,,1,,,,
"Stairway to Hell: Games Disc AL2-r1",,438fb917a4c93674d142e5be0cce159e625cf160,,,"Stairway to Hell: Games Disc AL2-r1",,,,19xx,,,,,,,,,,,,,,,
@,,439ac3b6ff2bdeb420bfa0c0c646c5eff0ef6852,,,"Watford Electronics DFS",@,,"v 1.44",1986,"Bray, A.C.",@,a,"a 1",,,,,,,,,,,
"BBC Digitised Software",,439d355fe99394130c3b9f8bcaae513c4a1c6266,,,"BBC Digitised Software",,,,19xx,,,,,,,,,,,,,,,
Sinbad,,439fc6282e33c085e02454256b476be6e765bc3e,,,Sinbad,,,,1984,"Virgin Games",,a,"a 1; [SINBAD]",,,,,,,,,,,
@,,43b6c708dd8bed5eadd86131c61ab9a76b6f22ab,,,"MACH 1",@,,"v 1.00",1984,Gnomica,@,,,,,,,,,,,,,
"Super Designer v1.2",,43b8233993d921b5e1e866926012533cee60a0c3,,,"Super Designer",,,"v 1.2",19xx,"Elliot, P.J.",,b,"b 1",,,,,,,,,,,
"Question of Sport, A",,43b83ff66193071de9c3393ef880b3f52625b79b,,,"A Question of Sport",,"Question of Sport, A",,1986,Superior,,,,,,,,,,,,,,
"Warlord, The",,43ba437c86269d7ad2d3631e37b8f9eeb70419ce,,,"The Warlord",,"Warlord, The",,19xx,"Acorn User",,a,"a 2",,,,,,,,,,,
Phantom,,43c63214504d39d6c5a1960645b879f1f1478c6c,,,Phantom,,,,1987,Tynesoft,,,[PHANTOM],,,,,,,,,,,
"Smash 7: Part 1",,43ce154578f6ec87c570b960100934ce72cfb1f5,,,"Smash 7: Part 1",,,,19xx,,,,,,,,,,,TSTH,,,,
"Copter Capers",,43cf18e38afe062a57b09db3913b5d4820590a62,,,"Copter Capers",,,,19xx,A&F,,a,"a 2; [CCAPER1]",,,,,,,,,,,
"Disk User: Number 08",,43cf4f11cd2b83708f97f055a4fd06240c475bfe,,,"Disk User: Number 08",,,,1988,,,a,"a 1",,,,,,,,,,,
Ransack!,,43d50a6c487207c22256168fd66cfd628e57f990,,,Ransack!,,,,1987,Audiogenic,,,[RANLOAD],,,,,,,6,,,,
"Stairway to Hell: Games Disc AC1-r1a",,43d6213d3671dadff83ba3d52184fafbcf1c4e1d,,,"Stairway to Hell: Games Disc AC1-r1a",,,,19xx,,,,,,,,,,,,,,,
"Curse of the Middle Kingdom, The",,43ea97af0c4ec881a3b7ce26b920642d5384fbed,,,"The Curse of the Middle Kingdom",,"Curse of the Middle Kingdom, The",,1983,Pro,,a,"a 1; [INSTRUC]",,,,,,,,,,,
@,,43eb9bfc70bb710e01c0c9d48703ea812f9266e4,,,"Amcom DFS 00000",@,,,19xx,Amcom,@,,,,,,,,,,,,,
"TMS Sound and Music Library: Micro Compositions",,43f9d63f091efcf8f9253f599cd96d5b7c2acbcd,,,"TMS Sound and Music Library: Micro Compositions",,,"(Side 1)",19xx,,,,,,,,,,,,,,,
"Games #33",,44026ec087480fcf13d2506fa358835fe8744f11,,,"Games #33",,,,19xx,,,,,,,,,,,,,,,
"Acorn User: Issue 1991.11",,4402d1c5c4c813bece71e9e22c8e962b4bec127b,,,"Acorn User: Issue 1991.11",,,,19xx,,,,,,,,,,,,,,,
"Canyon Battle",,4407bc87a1e5398fd86a5c878cf4b33dc3ff9460,,,"Canyon Battle",,,,1983,BBC,,a,"a 1; [CANYON]",,,,,,,,,,,
"Laser Command",,4414cc72be04406f1a7b46acbe9d9c982dd283f1,,,"Laser Command",,,,1982,"Micro Power",,a,"a 1; [LASER-C]",,,,,,,,,,,
Barrage,,441b5dc22375765812ab6e590d247c5c51446e4c,,,Barrage,,,,19xx,"Cox and Barrow",,,,,,,,,,,,,,
Hunkidory,,441fa967a02dc108fcf108e824502dcf9a5cff92,,,Hunkidory,,,,1986,"Bug Byte",,,,,,,,,,TSTH,,,,
"Games M-1",,44251e547c2a9f229842c52acd99b1aacd35dc59,,,"Games M-1",,,"(Side 0)",19xx,,,,,,,,,,,,,,,
"Pettigrew's Diary",,4430183618c5b8046b581148e0d980f03b346690,,,"Pettigrew's Diary",,,,19xx,Shards,,,[E00DFS],,,,,,,TSTH,,,,
"ASCII & Disc Utilities",,4431c92c727c444dd87f4ddcd1a7abfb092dec65,,,"ASCII & Disc Utilities",,,,19xx,,,,,,,,,,,8-Bit,,,,
Ravenskull,,443c3ae3026bd1977854e21c9c983f8f5b6d452a,,,Ravenskull,,,,1986,Superior,,a,"a 1",,,,,,,,,,,
Ripton,,44421fe5acbd7cd0c7358e4f24c6c9a892daac80,,,Ripton,,,,1986,A&B,,,,,,,,,,1,,,,
"8-Bit Software: Issue 45",,44426f0ddce02b9c0f22b791ecd566e4b3df5a78,,,"8-Bit Software: Issue 45",,,,1995,"Richardson, C.J.",,,[ADFS],,,,,,,,,,,
"BBC PD Disk 031: Ghostbusters & Program Planner",,4443dfe558fb3aaa686046f950ba7030c73fc2f6,,,"BBC PD Disk 031: Ghostbusters & Program Planner",,,"Copyright Public Domain",19xx,,,,[ADFS],,,,,,,,,,,
"Micro User, The: Issue 1985.06",,4464f1f1c86dc665a3f183a6f45bd3cfe6281c49,,,"Micro User, The: Issue 1985.06",,,,1985/06,"Micro User",,,,,,,,,,,,,,
"Spy Hunter",,4475a030514a88c166bf4dd85ed718304ae2b2ed,,,"Spy Hunter",,,,1983,"U.S. Gold",,a,"a 1; [SPY]",,,,,,,,,,,
"8-Bit Software: Issue 59",,447a56f3565a64b6c6d7dcd0a73f2d2cb34dd110,,,"8-Bit Software: Issue 59",,,,1997,"Richardson, C.J.",,,,,,,,,,,,,,
"Nightmare Maze",,447f03d936e2306097a2b1f90fe3667a63824966,,,"Nightmare Maze",,,,1985,"Blue Ribbon",,,,,,,,,,TSTH,,,,
"Phantom F4",,4490190dd65c48344061bfc923475ca8758c72db,,,"Phantom F4",,,,19xx,Doctor,,,[PHANTOM],,,,,,,,,,,
"Mallory Manor",,4491847e7696ca806bb9486407fb06219a772a24,,,"Mallory Manor",,,,1983,"Micro Primer",,,[MALLORY],,,,,,,,,,,
Kourtyard,,4491da49264406b9098cda0e057663482aaf8a8f,,,Kourtyard,,,,1988,Godax,,,,,,,,,,1,,,,
Cluedo,,4493850518e9d792ab62ccb4fb363e9173852880,,,Cluedo,,,,1986,"Leisure Genius",,,,,,,,,,"5 TRSH",,,,
@,,44964863cc8d5c8fb9876d1ee77ca82a6518161a,,,"Icon Master",@,,"v 1.00",1984,Beebug,@,,,,,,,,,,,,,
"JJF PD Disk 07: Fonts",,4498212b5b457a173e554765218a5e077c6c0efe,,,"JJF PD Disk 07: Fonts",,,"Copyright Public Domain",19xx,"Farmer, J.",,b,"b 1",,,,,,,,,,,
@,,449e3630fd6d7b4891e02414772aea9f0dd28858,,,Printer,@,,"v 1.0.0",1985,Slogger,@,,,,,,,,,,,,,
"8-Bit Software: Issue 51",,44a03c0541446a7a3800317948405c08c5628410,,,"8-Bit Software: Issue 51",,,"(Disk 2 of 2)",1996,"Richardson, C.J.",,,,,,,,,,,,,,
"8-Bit Software: Issue 06",,44a4695146220a5a6dcd86e4a45432ac15469806,,,"8-Bit Software: Issue 06",,,,19xx,"Webster, Duncan",,,,,,,,,,,,,,
"PD Fonts Disk",,44a5c44e8094cf3070930a3234e1997b7fbdefb2,,,"PD Fonts Disk",,,,19xx,GFX,,,,,,,,,,8-Bit,,,,
"Marvin the Paranoid Disk Copier",,44aeeae8e9b3e08aa2c11dffcd2b9e4fe1250eb3,,,"Marvin the Paranoid Disk Copier",,,,19xx,,,a,"a 1; [MARVIN1]",,,,,,,,,,,
"Utilities Disk 5",,44b01fc62069ec594161654af8f8fd3d696073f8,,,"Utilities Disk 5",,,,1991,GLM,,,[MENU],,,,,,,,,,,
"Guy in the Hat, The",,44b5821d0ac519914c0fb8817b957ae1d604b99a,,,"The Guy in the Hat",,"Guy in the Hat, The",,19xx,MRM,,,[GUYLOAD],,,,,,,,,,,
"Bastard Operator from Hell",,44c1cfc7df14d9b33eabcaddd7ced030dd56bb1a,,,"Bastard Operator from Hell",,,,19xx,,,,,,,,,,,,,,,
"Mysterious Adventure 07: Feasibility Experiment",,44c223f2b9116533a56a0870d9c49cea32ea3c7e,,,"Mysterious Adventure 07: Feasibility Experiment",,,,19xx,"Digital Fantasia",,,[FEALOAD],,,,,,,,,,,
Uridium,,44c38374a9d59119f0160a19c4304eb90feae7df,,,Uridium,,,,1987,Hewson,,,,,,,,,,1,,,,
"Printout of Humour",,44cc33bef33ad80a7a760d714a63dab5fd1bf5b3,,,"Printout of Humour",,,"(Disk 4 of 5)",19xx,,,,,,,,,,,8-Bit,,,,
@,,44cfe2d7fb0895a6c8858f09aaf5a96bcdcc3767,,,Pascal,@,,"v 1.1-1",19xx,@,@,,,,,,,,,,,,,
"A&B Computing: Volume 4: Number 04",,44d3d377e42434b23d1a980eaeaff7ea0164c897,,,"A&B Computing: Volume 4: Number 04",,,,1987,A&B,,,,,,,,,,Dave,,,,
"Art Studio, The",,44d8ae7590356bfbfa7e6f252c62d0adb8dcde3c,,,"The Art Studio",,"Art Studio, The",,1989,Impact,,,[ARTLOAD],,,,,,,2,,,,
@,,44e28d95b84c53bf267ba32d0b7068241b259e4a,,,COMAL,@,,,19xx,Acorn,@,,,,,,,,,,,,,
"Repton Infinity",,44e75904114666b1071f5f1a76a2a30497db34fb,,,"Repton Infinity",,,,1988,Superior,,a,"a 1; [RUN !BOOT]",,,,,,,,,,,
"Games #32",,44f2eb65b33c096a701f2901021f4e3c09bf38d1,,,"Games #32",,,,19xx,,,,,,,,,,,,,,,
"Magic Eel",,4518f03e8d3fdfc3455335e825710d5b336222cc,,,"Magic Eel",,,,19xx,Beebug,,,[MAGICEL],,,,,,,,,,,
"Music Demo",,451d329b4a2837da06d3ecba7cbcaedcc8a89ab9,,,"Music Demo",,,,19xx,,,a,"a 1; [DEMO]",,,,,,,,,,,
@,,4524bfdba8f3bef6f8585fd4013d7f36c0d0ddca,,,Logo,@,,,1984,"ACT - INF",@,,,,,,,,,,,,,
"Gisburne's Castle",,452ac5d8ec463ee2c0b2c76f019c1968056db8e3,,,"Gisburne's Castle",,,,1985,"Software Communications",,,,,,,,,,2,,,,
"Education: Spelling: Shapes: Spatial",,45309ccc7613b1f2dd0d53a9248544244d6e00ca,,,"Education: Spelling: Shapes: Spatial",,,,19xx,8-Bit,,,,,,,,,,,,,,
"8-Bit Software: Issue 14",,4534c2b9ff9b5f7242f4a1e67d41b60133404960,,,"8-Bit Software: Issue 14",,,,1991,"Webster, Duncan",,,,,,,,,,,,,,
"System 8",,454343924a04d7d7f2559f2066cc1112571877cd,,,"System 8",,,,1988,"Blue Ribbon",,,,,,,,,,TSTH,,,,
"Ket Trilogy, The",,4546e78c9e492b4bceb48452b5024d7b699513ba,,,"The Ket Trilogy",,"Ket Trilogy, The",,19xx,Incentive,,,,,,,,,,TSTH,,,,
Frenzy,,45536e60093911d460490611bd3686fb30fb67fe,,,Frenzy,,,,19xx,"Micro Power",,a,"a 1",,,,,,,,,,,
"Polar Perils",,455500eb08acc17e892a2741dc955410c379978d,,,"Polar Perils",,,,1984,"Williams, R.",,,,,,,,,,TSTH,,,,
Frak!,,456072a406054a51b6560e9d0396a96d31f19a39,,,Frak!,,,,1984,Aardvark,,,,,,,,,,6,,,,
Ziggy,,456111617ed25300fc389e4666be17208fad68b2,,,Ziggy,,,,1987,Audiogenic,,,[CHEATZY],,,,,,,5,,,,
"Utility & Language ROMs",,4569dc05de8a6ca0e865267410b461888b327579,,,"Utility & Language ROMs",,,,19xx,,,,,,,,,,,,,,,
"Magnetic Moon",,4572b87176999813ec675da44888e274f0d4d99c,,,"Magnetic Moon",,,,19xx,"Horsfield, L.",,,,,,,,,,TSTH,,,,
Flash,,4575ca616c124ad6c8745535be73357765686894,,,Flash,,,,1982,Acornsoft,,,,,,,,,,TSTH,,,,
"Battle Tank",,457ebda024ec95497896d5fde20fb946169e6507,,,"Battle Tank",,,,19xx,Superior,,a,"a 1",,,,,,,,,,,
"Black Queen or the Game of Bridge",,4583283c2e1be1d4d314b5ad7a4620fa34033674,,,"Black Queen or the Game of Bridge",,,,1987,BBC,,,,,,,,,,,,,,
"Colossus 4.0: Chess",,458cc15b06738a1935333c5a14cb2f8d35772849,,,"Colossus 4.0: Chess",,,,1986,CDS,,a,"a 3; [CHESS]",,,,,,,,,,,
"Acorn User: Issue 1991.01 to 1991.06",,4590165b0c6bc9ebcb9932f3f4a817c51b38a980,,,"Acorn User: Issue 1991.01 to 1991.06",,,,19xx,,,,[ADFS],,,,,,,8-Bit,,,,
"Secret Diary of Adrian Mole, The",,4590def3bfae6efe95678813c98dc27ce9b6a640,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The",,1985,"Level 9",,,,,,,,,,TSTH,,,,
"A&B Art Package",,4591e14a7d6b6d303b2c167346755bfcdda8ac86,,,"A&B Art Package",,,,1986,A&B,,,,,,,,,,Dave,,,,
"Martian Attack",,4593b1e56a2d4cb30a1a693f1432fcc459a0c64b,,,"Martian Attack",,,,1983,"Program Power",,,,,,,,,,2,,,,
