"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Stranded II",,2e85fc8929d160cc711ff574e57fa55facbef4e8,,,,,,v1.0.0.1,,,,?,,,,,,,,,,,,
"The Binding of Isaac Rebirth Plus",,2ec51441d1d7b60b81b2bd6796b80527cbdcc02d,,,ItemPoolEditor,,,,,,,?,,,,,,,,,,,,
"Double Dragon IV",,2ed79b0e284da9ab5944b0116407a170a63d4f59,,,,,,,,,,?,,,,,,,,,,,,
Kaikan,,2f28b1953d3b11342e2c9d6d2217e5489f57efe1,,,,,,v1.1,,,,?,,,,,,,,,,,,
"Butt & Beavis Golf",,2f552e287fa2bf057ad13956447618235d22ac07,,,UNINST,,,,,,,?,,,,,,,,,,,,
"Xeno Fighters R",,2fd8ca79aa40f7de9c38e324e51b2fe7687a4575,,,,,,"v0.11 Beta",,,,?,,,,,,,,,,,,
"Jedi's Knight",,3036aa6506d006dc4e7b6a676d5f041ca3058293,,,,,,,,,,?,,,,,,,,,,,,
"Stella Vanity",,30422c277e977624a85212031e3e8665a5e1b192,,,,,,,,,,?,,,,,,,,,,,,
"Risk 2",,305b4f4515ae6493fc92d2be7de2a58f5328cc82,,,,,,,,,,?,,,,,,,,,,,,
"Ecco the Dolphin",,306a098c479d4f9187e0d2243cf1a035a459343d,,,ECCOWIN,,,,,,,?,,,,,,,,,,,,
"Diablo II",,30d51af4382386338743146db43b0ec80da3e198,,,glide-init,,,,,,,?,,,,,,,,,,,,
"Solomons Key",,30da375c1517722686f7e37ea113842f90cef71d,,,,,,,,,,?,,,,,,,,,,,,
"Touhou 7.5: Immaterial and Missing Power",,312050700078413dc42225a405645c5c31a3f79d,,,config_loader,,,,,,,?,,,,,,,,,,,,
"F-22 Raptor",,313bf9d11cc90a3394d0ad334a236a22641e50ba,,,,,,,,,,?,,,,,,,,,,,,
"Microsoft Visual C++",,3155cb0f146b927fcc30647c1a904cd162548c8c,,,"Microsoft Visual C++ 2015 Redistributable",,,"x64 / v14.0.23026",,,,?,,,,,,,,,,,,
"Storm Gear",,31aa5d6100e696ef6418f21471edcbe9415db9b8,,,storm_gear_full_960x1280,,,v1.21,,,,?,,,,,,,,,,,,
"Diablo II",,31bb6f98ddd30ddf2acdbb4db41eabe17e015612,,,BNUpdate,,,,,,,?,,,,,,,,,,,,
"Sim Copter",,31d58da5a6358eedad7f5fa00c75350e2bdbebf5,,,MAXHELP,,,,,,,?,,,,,,,,,,,,
"Ahead Striker",,31f773b619d997a049da155ff3f19bf2b61bc7e8,,,,,,v1.0,,,,!,,,,,,,,,,,,
"In The Hunt",,324fdf27abbffc8f802833f9c308cf5f38e1a949,,,,,,,1997/04/19,,,?,,,,,,CD-Check,,,,,,
"Aero Flux",,3329112839e7abf84c8661914070452b3cab569d,,,,,,"Beta v1.5",,,,!,,,,,,,,,,,,
"Super Mario Bros. X",,341bdcadd20b476e09c349e872060d226ee0b7a1,,,,,,"v1.3.0.1 - 2014/02/09",2014/02/09,,,?,,,,,,,,,,,,
"Touhou Game Rehearsal",,34905928cfc9e4a2eb487c61d4da2275a805dfb7,,,東方大運動会コンフィグ,,,,,,,?,,,,,,,,,,,,
Burokuzu,,34a46deb07fd3c79d48df13b8440bfe9b2b7eac3,,,,,,v1.5,,,,?,,,,,,,,,,,,
Iji,,34fc03e3b73ee4df2908f4ca7afeea70aa3bd4ce,,,,,,v1.7.7,,,,?,,,,,,,,,,,,
"Super Mario World 4",,3520c4dc3d5a6e8220ed7c17107f33c697b20f45,,,,,,,,,,?,,,,,,,,,,,,
"Touhou 10: Mountain of Faith",,3522c38c2804d3c4aec95a146fb2050125cd5bac,,,custom_e,,,,,,,?,,,,,,,,,,,,
"Incredible Machine 95",,352fe225cb33c74e6375c6c7ec88cf0d6fc481a6,,,SETUP,,,,,,,?,,,,,,,,,,,,
"Hyper Princess Pitch",,3543b7fa6696d87b1303ba2e0310337e3707dcbe,,,"pitch gm7",,,v1.5,,,,?,,,,,,,,,,,,
RoomEditor,,367aeccb8a1fea803dd08e65d3baa25b9431b524,,,,,,,,,,?,,,,,,,,,,,,
"I Wanna Be The Shrine Maiden",,3706f37165868c5b12dd679143b094da9e417cc9,,,,,,v1.06,,,,?,,,,,,,,,,,,
"Sub Culture",,3754ced3fc1455aa1c12c4494b6b7290d503977b,,,SCVERITE,,,,,,,?,,,,,,,,,,,,
"Metal Gear Solid",,3761393eba7459756d9c88bcd91afeb0b279c5a6,,,MGSI,,,,,,,?,,,,,,,,,,,,
"Torus Tropper",,37cc429f56918cb129bb85c70b294a6cf791be69,,,,,,v0.22,,,,?,,,,,,,,,,,,
"Alfredo in the Fetucinni",,37f215489a75553fe49196a75ba75576791f15c9,,,,,,,,,,!,,,,,,,,,,,,
"MUGEN: TMHT Tournament Fighters",,38290dbaa173ea6b3473238404020eff18da5924,,,,,,,,,,?,,,,,,,,,,,,
"PC Sensible World of Soccer: Total Pack",,3858e110dc54cc1422e7884c4f1df6fef573079d,,,SOUND,,,,,,,?,,,,,,,,,,,,
"Touhou 2: The Story of Eastern Wonderland",,38c7d8df2c6160d8b6492a1f29ca0110c9be9f84,,,initializedata,,,,,,,?,,,,,,,,,,,,
MUGEN,,38e9bfbdff1a7fc7136c5e438582493832966f94,,,pcxclean,,,,,,,?,,,,,,,,,,,,
"Formula 1 '97",,3950084e750cb7de71beab9516b8d31cd4e56245,,,f197d3d,,,,,,,?,,,,,,,,,,,,
"Double Dragon Forever",,39adae1a0323c959f082606fe2e96be398060030,,,setinput,,,v0.94,,,,?,,,,,,,,,,,,
"Atomic BomberMan",,3a015dfb5fcd0ea2ff7d0ed04db64fd0f8059140,,,MAKECFG,,,v1.0,,,,?,,,,,,,,,,,,
"Touhou 14: Double Dealing Character",,3a65a731f63e74d04afa436e77fa667d9d4e6721,,,,,,,,,,?,,,,,,,,,,,,
"Attack of the Mutant Camels 2: Yak Attack",,3a947b1d2636a26a4fb100ffa9a42bab1252c5b0,,,uninstall,,,,,,,?,,,,,,,,,,,,
"Jupiter Scope",,3a96c6c1d01ae4b130b88cf0324a18c6ad09f9a9,,,,,,v1.0,,,,?,,,,,,,,,,,,
ProjectD2,,3aab19c4e2fed21cb9e9066fbe607ad7051b7f23,,,"Diablo II",,,,,,,?,,,,,,,,,,,,
"House of Usher",,3b15b59d898d83cf4efa0a3634bd2adf12179c62,,,,,,,,,,?,,,,,,,,,,,,
"Apache 95",,3b34ab11c052edc1bca6d47eb7c6349af627cc0d,,,CHUNK,,,,,,,?,,,,,,,,,,,,
Which,,3b891ca5de480d3eef3aea7021dc7c0c29aa8186,,,dxwebsetup,,,,,,,?,,,,,,,,,,,,
"Sonic 3 & Knuckles",,3bad186d96b3eaa40364216e742d639cfa3f974d,,,,,,,,,,?,,,,,,,,,,,,
"Virtua Figther PC",,3bb2517aa99724e0a14a374292b8e254e0d7c9af,,,DXSETUPJ,,,,,,,?,,,,,,,,,,,,
"Curse of Monkey Island",,3bb61269a2d061d022b42f0aaca51a1e0ef4bd68,,,,,,,,,,?,,,,,,,,,,,,
"Seven Kingdoms: Ancient Adversaries",,3c4f75b48a6cf40335a5e4c48a1f71415c449bb8,,,uninstall,,,,,,,?,,,,,,,,,,,,
DirectX,,3c8243734cf43dd7bb2332ba05b58ccacfa4377c,,,"DirectX: Web Setup",,,,,,,?,,,,,,,,,,,,
"Preparation-Anavil Diving",,3d2d5cde09bc3ce487c316f177e7d4709f6081ad,,,preparation,,,,,,,?,,,,,,,,,,,,
MUGEN,,3d9f4a8908a7be1cdcb50df838bc1fdb5fa3d385,,,fntmaker,,,,,,,?,,,,,,,,,,,,
Digitalis,,3e5e36367af4baef26f0ef3cdb55092404486c06,,,,,,v1.03,,,,?,,,,,,,,,,,,
"Babaliba Remake",,3e82c2509d917ab8f760bdcb4418a9a6cc22cf6c,,,,,,,,,,!,,,,,,,,,,,,
"Super Mario XP",,3f2001ad619eb0bc8eb2ab056cae629bf83bba31,,,,,,v1.21,,,,?,,,,,,,,,,,,
"Touhou 7.5: Immaterial and Missing Power",,3f6f938f1119e712fec1e058901d70b38c3d0543,,,config_e,,,,,,,?,,,,,,,,,,,,
Vocaluxe,,3f8acea2c0c751926db20be51ed4c530a2852a7f,,,gsettings,,,,,,,,,,,,,,,,,,,
"Touhou: Story of a Lost Sky",,40436ba201794f9c42a171a588813ab1e8ca1061,,,,,,v0.7.0,,,,?,,,,,,,,,,,,
"Abadia del Crimen",,4084d4930bb5d1626d8ee26187e79723c597daca,,,,,,v2004,2004/12/30,"Antonio Giner González",es,!,,,,,,,,,,,,
Random,,40b5e087b5e6f5494c1965e8c2deb642a71cd4fe,,,random_gm7,,,,,,,?,,,,,,,,,,,,
VVVVVV,,414d18d1738ecca199917f5412e19ce027cc4279,,,,,,v2.2.7,,,,?,,,,,,,,,,,,
"PC Sensible World of Soccer: Total Pack",,41c2b4a1c7315c30dd9d5fa200a75565bb98d4ca,,,sws,,,,,,,?,,,,,,,,,,,,
"Castrol Honda Superbike World Championship",,423e1209d74ea908ada174b2675d05401c8ece95,,,bike,,,,,,,?,,,,,,,,,,,,
"Streets of Rage Remake v5_1",,430737c47ea941e90ba4f522c3f67ebbb4922065,,,,,,v5.2,,,xw,!,,,,,,,,,,,,
"Yetisports 6",,433015c1c1035a8de6ab060348f7bb56a1edbc1f,,,,,,,,,,?,,,,,,,,,,,,
"Paradise Heights",,43d2f4a18c123f72618c1ee7d847c60b0dc76d65,,,MOTV95_T,,,,,,,?,,,,,,,,,,,,
"101: The Airborne Invasion of Normandy",,43e1f581584efd99bad0d4456d4a38a26697c7c3,,,,,,v1.0.16,,,,?,,,,,,,,,,,,
"Grand Theft Auto 2",,445422e0954b9928094504a1a1dd0a92cc45a2be,,,GTA2_svge,,,,,,,?,,,,,,,,,,,,
Waterfight,,44aee7c70437d7b63fa40abda844c8d64faf3418,,,waterfight_gm7,,,,,,,?,,,,,,,,,,,,
Kamui,,44c8f5520f2f22d38ab59965e345d1c94b35fa52,,,,,,v1.08,,,,!,,,,,,,,,,,,
FooBillard,,44ea7a4ba58266bdbbf73c9e635ef1300bc42df4,,,,,,v3.0.2,,,,?,,,,,,,,,,,,
"Midtown Madness",,451bd4c60ab826c16840815996a5df03672666a8,,,clokspl,,,,,,,?,,,,,,,,,,,,
"NetHack v3.4.3",,45f2522039651a015a41a725784807e7bda5a51b,,,,,,v3.4.3,,,,?,,,,,,,,,,,,
"El principio del fin",,45ff8ed14ea11cd1e9352a77c5da3a90643be8bc,,,INTRO,,,,,,,?,,,,,,,,,,,,
A7Xpg,,461c0371bc4c05970b8c6836483dcd2493f712db,,,,,,v0.11,2003/09/21,,xw,!,,,,,,,,,,,,
StepMania,,4664b0ac0217bb39e0e3ba42d5a28405c1b727b7,,,"Texture Font Generator",,,,,,,,,,,,,,,,,,,
"Storm Gear",,4751e4a0d4990f09cb02adaddf822fdce3f3b67d,,,storm_gear_full_1280x960,,,v1.21,,,,?,,,,,,,,,,,,
Parsec47,,47cc55767618d51b967b3120e8e429792d19b757,,,,,,v0.2,,,,?,,,,,,,,,,,,
"PC Sensible World of Soccer: Total Pack",,48aac90e67738942627675bfbf17b8e9d00ea90a,,,sws,,,,,,,?,,,,,,,,,,,,
"Touhou 10",,48d56141e04d2c873ece6b34e95984b2451fa0c7,,,th105,,,,,,,?,,,,,,,,,,,,
"Hardball 6",,48df2469b73d1bc2437301e8a9a58bcdaedd3c70,,,MPLAYNOW,,,,,,,?,,,,,,,,,,,,
"Little Big Adventure 2",,48ff9d9e4fe6d40729bbe0ff92618904dee69cb2,,,HELP,,,,,,,?,,,,,,,,,,,,
"PC Sensible World of Soccer: Total Pack",,496ae64071b69510d93e7d4b0841576c205b4bf6,,,sws,,,,,,,?,,,,,,,,,,,,
"Touhou Project Mystical Chain",,49bea8cf9b3ce6186414419273dc3a6310504539,,,,,,"v1.12 Vista",,,,!,,,,,,,,,,,,
"Incredible Machine 3.0",,4a8ed6ec87bc85655de9a41553b2070fd1641b3f,,,TIMHELP,,,,,,,?,,,,,,,,,,,,
Leiria,,4b227995fdf7342d31d358812afa026c97c44913,,,leiria_spare,,,v1.00a,,,,?,,,,,,,,,,,,
Labyrintia,,4b2f79e13d63614ed868b57875322195f0051b94,,,labyrintia_gm7,,,,,,,?,,,,,,,,,,,,
"Double Dragon Forever",,4b8df91fabb37238b05cd4394d3f93939221fb8c,,,,,,v0.94,,,,?,,,,,,,,,,,,
"Gensokyo Doka suka Wars",,4ba5760d8ad803712692e65ea42c0bb7490f1930,,,w32-vs,,,,,,,?,,,,,,,,,,,,
G-Type,,4c38165fb264bf94b8624501b7bd2abcd5626e10,,,,,,,,,,?,,,,,,,,,,,,
"Touhou 7.5: Immaterial and Missing Power",,4c5a2e94a78849a44a27a4cd139c88c4438969c1,,,config_wine,,,,,,,?,,,,,,,,,,,,
"I See You",,4c6dd9d93e8191f0e0c014e7424f24685709e2d8,,,,,,,,,,?,,,,,,,,,,,,
Vocaluxe,,4c89124ee67bfef10d415af2b75f3e9385ac1f81,,,,,,,,,,!,,,,,,,,,,,,
"Touhou 12",,4c9ed9a89d1a716dacbcf36ab168205b9e23bdcb,,,unins000,,,,,,,?,,,,,,,,,,,,
"Camelot Warriors Remake",,4d49a51ae42ec1f05dc6c2209c4edf661d3757c1,,,,,,Window,,,,?,,,,,,,,,,,,
Waterfight,,4d5e025981da88d84b2000195aa0338b88e18efc,,,,,,,,,,?,,,,,,,,,,,,
"Snow Wave",,4e6877ca43ee0141b46c8b3552a98fcbc1529e56,,,,,,v1.0,,,,?,,,,,,,,,,,,
StepMania,,4eb68b11bdc5d1a546edf991d9b67f02a05aa4b5,,,Uninstall,,,,,,,,,,,,,,,,,,,
"Daytona USA",,4ecc249bb4d7b6f9f99ae5215ac4de2a348b12df,,,,,,,,,,!,,,,,,,,,,,,
"Touhou 15: Legacy of Lunatic Kingdom v1",,4ee469ca8e4ae7b62926a348c95e3ab9d7dd7671,,,custom,,,,,,,?,,,,,,,,,,,,
"Touhou 10: Mountain of Faith",,4f4dfd5f1f829bf3a0a6ff6ec5e3b044d02b5a6f,,,replayview,,,,,,,?,,,,,,,,,,,,
"Earthworm Jim: Special Edition",,4f88a7e421b4181e995cc4650bed321ff01dbccd,,,KILLWORM,,,,,,,?,,,,,,,,,,,,
"Storm Gear",,4f9b70fcb31b888e748047076cd7a1bad989f326,,,,,,v1.21,,,,?,,,,,,,,,,,,
"Lunatic War",,4fbbd62cbbae45666182e23dbfa79497aca97797,,,,,,v1.00,,,,?,,,,,,,,,,,,
"Critical Bypass",,50001d6f39961991e07a130cfbca5636b98500e6,,,UnityDomainLoad,,,,,,,?,,,,,,,,,,,,
"Hardball 6",,501d80fd0756501c4f3de039cd63094923b42a7c,,,HB6,,,,,,,?,,,,,,,,,,,,
"Little Fighter 2",,502cb27795f663f0c2c5792070a9f3bc3a7f936a,,,,,,,,,,?,,,,,,,,,,,,
"Ecco the Dolphin",,5072cff0f9c2d746a545496d00a3bf0a69d3e9c9,,,CDPLAYER,,,,,,,?,,,,,,,,,,,,
Iji,,50cd5983bb559f51ec6dcde8e045417f7384a217,,,,,,"Alpha Demo",,,,?,,,,,,,,,,,,
"Touhou Yuuutage Sekai",,51b34ada925268584b41800315d3b11bf6897162,,,,,,,,,,?,,,,,,,,,,,,
"Castlevania: Lecarde Chronicles",,51e8a28780432570270f13c33d30bf4c7441ac7b,,,,,,,,,,?,,,,,,,,,,,,
"DrunkTankies Battle in the Eastern",,525993b402cd347b84dfe626b9e4247842aaad1b,,,,,,,,,,?,,,,,,,,,,,,
"Strawberry Jam",,52673639c09f381b2962b257c2eaf7295e749383,,,strawberry_gm7,,,v1.1,,,,?,,,,,,,,,,,,
ManiaDrive,,528e4fed02eb0cdbe590a7c976a1eb79785617ec,,,mania2,,,,,,,?,,,,,,,,,,,,
"Tomb Raider 2",,529f4ed4f9560e048abbf5c735e6f500d4580021,,,autorun,,,,,,,?,,,,,,,,,,,,
"Gladiator 2357",,534e642cab798cec46ba31c41b0ff3b5c33e14bb,,,,,,v1.5,,,,?,,,,,,,,,,,,
LBreakout2,,53969a585b11d81fa2a6d99a4a5ada9f09f66529,,,,,,v2.5.1,,,,?,,,,,,,,,,,,
Titanion,,53d916b46637854a11edbc83eaf4a63463fedf62,,,,,,v0.3,,,,?,,,,,,,,,,,,
"Leiria: Stargazer",,5402de5277da158d8cb38e334de0f17815c7586a,,,,,,v1.00,,,,?,,,,,,,,,,,,
ResourceExtractor,,540912224db85518dd580ce7c168016accb3168b,,,,,,,,,,?,,,,,,,,,,,,
MegaBot,,54642860420b950fd94d23c02cab6047132b6b42,,,,,,,,,,?,,,,,,,,,,,,
"Carnivores 2",,5470bb993fa5c6830eb44ad9d1bdb13efb44d2c0,,,,,,,,,,?,,,,,,,,,,,,
Mu-cade,,54746fa29360e8b9e1626c874f032da59ee5d704,,,,,,v0.11,,,,?,,,,,,,,,,,,
"Mortal Kombat Triology",,549becb895508361578f602121d11596c1a47447,,,WCONFIG,,,,,,,?,,,,,,,,,,,,
Tensai,,5576fdafe1e9c13ac55ce25827aecc70d691dd62,,,,,,v1.03,,,,?,,,,,,,,,,,,
"Green Wind",,557a7706098c89730e68437430c3b9d4257fb8a4,,,Player,,,,,,,?,,,,,,,,,,,,
"Xain'D Sleena",,5634501791912b0a7413702955d4052671e13df5,,,,,,,,,,?,,,,,,,,,,,,
"Toki Semi-Remake",,566f1819fee33046cc3d3074828f488d4c96e641,,,moddesc,,,,,,,?,,,,,,,,,,,,
"Silver Sword",,56a5bebbe66d873fe70210f38cbf49a723b0be6a,,,,,,,,,,?,,,,,,,,,,,,
"Paranoid Fish and Apathetic Frog: Episode 1: In Deep Water",,56ebe2d01f9ad87a15f25448c321a513db4ece6b,,,paranoidfish,,,,,,,?,,,,,,,,,,,,
"Touhou: A Little Rest",,56f9fa845a59cc83da8a33bb8a1c695b58caeeb5,,,,,,,,,,?,,,,,,,,,,,,
"Touhou Contra",,570629e8d87f24d0e4257d2ffb115bf35f53a2a2,,,config,,,,,,,?,,,,,,,,,,,,
"PC Sensible World of Soccer: Total Pack",,571c71a54fa97d34fd0b598932301103ad036b97,,,uninstall,,,,,,,?,,,,,,,,,,,,
Blasphemous,,573a1f1be5db58dc49b3af5f7f8011e0a38414ac,,,unins000,,,,,,,?,,,,,,,,,,,,
"Eternal Daughter",,573f0e14c3f3066912f03f03a14e98819834d046,,,,,,,,,,?,,,,,,,,,,,,
"Operation Full Moon",,5766525983860eb7a2056f47e8329ddfef6b86c1,,,,,,"Demo 2",,,,?,,,,,,,,,,,,
"Ecco the Dolphin",,576a77df2c85f21956f79cbf3fef1a2bf7098623,,,SETUP,,,,,,,?,,,,,,,,,,,,
"Cybernoid 2",,57e14d04aff7c487e531658be83d1894abbed2df,,,,,,,,,,?,,,,,,,,,,,,
"Mortal Kombat Triology",,57fa0ebd5bdc6654c44d0ffd8c5c22145591aacc,,,"MKT uninstall",,,,,,,?,,,,,,,,,,,,
"Touhou PANG ! EX",,583fa33e9106565462b10d650ff767cfa79eadda,,,,,,,,,,?,,,,,,,,,,,,
"Distorted Travesty",,594403bef4863d1fbfd33db17f90d4d42d83822d,,,,,,v1.0.6.0,,,,?,,,,,,,,,,,,
"Ittle Dew",,5956213e04b54c53e37b7051cf0e95a03e25c91e,,,ittledew_gm7,,,,,,,?,,,,,,,,,,,,
"Secret of Ultimate Legendary Fantasy Unleashed",,595e88009212f51a6514576835482b552e42468c,,,"SoulFu DEVTOOL",,,,,,,?,,,,,,,,,,,,
"Dr. Blob's Organism",,59910d569601bfee97ede6b107773c08cf569bc9,,,,,,v1.1,,,,?,,,,,,,,,,,,
"Colin Mcrae Rally",,59f8e6fb39d42e9930c3fa1ca48ca490881ebd25,,,Game,,,,,,,?,,,,,,,,,,,,
"Graveyard Keeper",,5a23a1630a26c03a5f881ebb85bf15bd51913751,,,,,,,,,,?,,,,,,,,,,,,
"Touhou 7.5: Immaterial and Missing Power",,5aa436dcd5b90af1f0506a2177feaf5499bf5e57,,,config,,,,,,,?,,,,,,,,,,,,
"Star Wars Rogue Squadron",,5b1791aab720d528f2e9af7a94d7881eedf37e01,,,SETUP,,,,,,,?,,,,,,,,,,,,
"Shikigami no Shiro EX",,5b213ccd164e3d9c7b6d684cddd7637c63875666,,,shiki_decomp,,,,,,,?,,,,,,,,,,,,
"王子奪還 1.1",,5b3b81f1479ba15c1093df40ba110188d240cdcb,,,KeyConfig,,,,,,,?,,,,,,,,,,,,
Vocaluxe,,5b4bd0aaeb2371a37b10b7c74f4efc288b3fbef3,,,gst-validate-media-check-1.0,,,,,,,,,,,,,,,,,,,
"One Night: Full Circle",,5c03c8a7264676b1af7477471d77098ae4caa4bf,,,,,,v5.2,,,,?,,,,,,,,,,,,
"Touhou 12",,5c33fa5948ee4aabbaee9eea2f383aba825b2726,,,th123,,,,,,,?,,,,,,,,,,,,
"I'm Scared: Pixelated Nightmare",,5cc5d3657904bf17ce0128afd58d8e0c16078247,,,,,,,,,,?,,,,,,,,,,,,
"Seven Kingdoms: Ancient Adversaries",,5d7d70e0129651fd613a1a5c5853cef0a34b7f58,,,,,,v2.14.7,,,,?,,,,,,,,,,,,
"Touhou 12.8: Fairy Wars v1",,5dc1563b4c08ca245ecfe223b344ec5ece69c5a0,,,unins000,,,,,,,?,,,,,,,,,,,,
"Touhou 9: Phantasmagoria of Flower View v1",,5dc9aebef2fdb10d2bf7bbaa3ee25ff0962b1b16,,,custome,,,,,,,?,,,,,,,,,,,,
"Ecco the Dolphin",,5def2444d591390ae25b37f279099d4e75400c84,,,DXSETUP,,,,,,,?,,,,,,,,,,,,
Neverball,,5e219b0c628676f02529dcba177605ddeb5ae127,,,neverputt,,,,,,,?,,,,,,,,,,,,
"Cho Ren Sha 68K",,5e7249dae20b1ef99038105eae27b0117a63ed1f,,,,,,v1.01-2005/08/20,2005/08/20,,,?,,,,,,,,,,,,
Karoshi,,5e7b8f060cd8c63c7139855003d04e107ad8e3c9,,,,,,v1.1,,,,?,,,,,,,,,,,,
"Find the Secret Word",,5e8626eeb84201f05f65e5094d27c5051568d57a,,,secretword_gm7,,,,,,,?,,,,,,,,,,,,
"Winged Gear",,5e9901c25e7665d69f9593804405d3d37d68499e,,,WGWin,,,,,,,?,,,,,,,,,,,,
MUGEN,,5ee3bcf6609ab5bda15b93113c9898c0b32414af,,,snd2wav,,,,,,,?,,,,,,,,,,,,
MUGEN,,5f67bd1d706a0fe5989594ad5fca836db77864d7,,,sprmaker,,,,,,,?,,,,,,,,,,,,
"Toki Semi-Remake",,5fb07d96e8f7acfa8f052dfe7550ed280d497d66,,,bgdc,,,,,,,?,,,,,,,,,,,,
"Yetisports 7",,6034c1564ae2baadd9074977ec55b92c358ff4aa,,,,,,,,,,?,,,,,,,,,,,,
"Touhou 17: Wily Beast and Weakest Creature",,6095e44e0eb23ca6999bfc23030d7005d49b4f68,,,custom,,,,,,,?,,,,,,,,,,,,
"Diablo II",,60a8a2b4b039ca4bb666278e373750ad9abe3df3,,,,,,,,,,?,,,,,,,,,,,,
"Star Wars Rogue Squadron",,60cfa97e8839ea0a3f39db326292ca5d5db3a1ae,,,instdx50,,,,,,,?,,,,,,,,,,,,
"Raiden II",,61088ccc326f5fe45d3c19cfe23ef1b53b8e99e7,,,DELRD,,,,,,,?,,,,,,,,,,,,
"Prototype II",,610b9ca9e87bc132afeb60dde45d56760dcacb9a,,,,,,,,,,?,,,,,,,,,,,,
"Touch Games 2",,613822c35f0dfc2da4b0bd7bc5618ee4b182a2ed,,,,,,,,,,?,,,,,,,,,,,,
"Quest of Marisa",,619df37686c52fa9a9c9937960e3edc0ad2b5779,,,魔理沙,,,,,,,?,,,,,,,,,,,,
"Xeno Fighters EX: Space-Time Continuum",,61b8c6a3a98b3de3341adcbce7d707cb76af09e4,,,,,,190603,2019/06/03,,,?,,,,,,,,,,,,
"Storm over the Desert",,61d893a9960ddf6077f225f2363f17ed6160da61,,,,,,,,,,?,,,,,,,,,,,,
"Yetisports 8",,621e157779a6811a0ca4b654cc67ece03881be5f,,,,,,,,,,?,,,,,,,,,,,,
"Tomb Raider 2",,622a0848ab7bf29a00ad5fb93431b7da4e22f06e,,,Tomb2,,,,,,,?,,,,,,,,,,,,
"Touhou 9: Phantasmagoria of Flower View v1",,6355c7fef3bf3c2db35e9141950bd29925da815a,,,custom,,,,,,,?,,,,,,,,,,,,
Vocaluxe,,6386ec36d66fc88b6d0c719ccc7ed19a8976eae0,,,gst-inspect-1.0,,,,,,,,,,,,,,,,,,,
"Danmaku Amanojaku: Impossible Spell Card",,638aa8170b33fbd31bd8779dd0a9044c522f2cce,,,custom,,,,,,,?,,,,,,,,,,,,
"Ecco the Dolphin",,647f8df4f2ba23f4cd903ede0b7cfe188134a942,,,ECCOWIN,,,,,,,?,,,,,,,,,,,,
"Dueltoys 2",,64883dbe248662696473eb40d417d52d768c2b96,,,,,,,,,,?,,,,,,,,,,,,
"Butt & Beavis Golf",,64d3542dcd7e39312a878b5cc284b000b436ae63,,,CLASS,,,,,,,?,,,,,,,,,,,,
"Tomb Raider 1",,64f7b8d691738773fd60edf2c729cd1568da6ab3,,,TombATIConfigure,,,,,,,?,,,,,,,,,,,,
"Freeride Earth 3",,64fcbc4144f1e45199c0a9829c2823a71ec2a4dd,,,fog,,,,,,,?,,,,,,,,,,,,
"Butt & Beavis Golf",,64fe6a7aeb3574ac76c03834a623232178e31f4b,,,AUTORUN,,,,,,,?,,,,,,,,,,,,
"Star Wars Rogue Squadron",,6648fc777f8cc9224088fc685560de78ab485ff7,,,DXDIAG,,,,,,,?,,,,,,,,,,,,
"Touhou 12: Undefined Fantastic Object",,6670692cd943bf3e4d77ac00df5039135022470e,,,custom_e,,,,,,,?,,,,,,,,,,,,
"Ecco the Dolphin",,66a4f1ed6878a402b718707e5b7ab0b50565ed65,,,DDHELP,,,,,,,?,,,,,,,,,,,,
Carnivores,,66b703bec62e894e7911f78126b959c4668630d3,,,CLASS,,,,,,,?,,,,,,,,,,,,
"Transport Tycoon Deluxe for Windows",,66dfa9b72b21c050052de4704876ff4383e527d4,,,TTconfig,,,,,,,?,,,,,,,,,,,,
"Transport Tycoon Deluxe for Windows",,66e14ffc90e9b1ad722febf8494fe1a49fb2ea74,,,mkpttxt,,,,,,,?,,,,,,,,,,,,
"Lemmings PaintBall",,66f6e1a0d0d487dbff612364d531e999d09bf51b,,,,,,,,,,?,,,,,,,,,,,,
"Touhou 7: Perfect Cherry Blossom",,6712cb2efd6176b387d4c2dbe1723e075cc20892,,,th07bgm,,,,,,,?,,,,,,,,,,,,
"PC Sensible World of Soccer: Total Pack",,674ddb3807f18b27d705085e6833b4db7a47bc8c,,,sws,,,,,,,?,,,,,,,,,,,,
"Hero 3D",,677036b9157db317f1ee6786838f6dc94dd4f468,,,hero3d_gm7,,,,,,,?,,,,,,,,,,,,
"Virtua Figther PC",,6776e65a5e23c08be2217e02805c2be5c73dab45,,,VFPC,,,,,,,?,,,,,,,,,,,,
Hairwalker,,6821340653a76f4d72b2b45005d5383157a237a3,,,hairwalker_gm7,,,,,,,?,,,,,,,,,,,,
Impossaball,,68ce6bb0ea9a18820e0119841406fe7fcd5485d4,,,,,,,,,,?,,,,,,,,,,,,
"Sub Culture",,68ed715a077510f46f28e89d48ab35d49d1794bb,,,SCD3D,,,,,,,?,,,,,,,,,,,,
"Hydorah v1.1",,697e4f973f4502546ad50f674db36266606f1c92,,,,,,v1.1,,,,?,,,,,,,,,,,,
"Midtown Madness",,69b819c4c5190fcd9133ae65b117d6ac1c0b044a,,,eula,,,,,,,?,,,,,,,,,,,,
