"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Chess 3D",,90d3978556577ce09129ddeabcdeda5247692a68,,,,,,,19xx,Micropower,,,,,,,,,,,,,,
Enigma,,9228630e3858caed9f108b1a35036957d4efa720,,,,,,,1993,"Archimedes World",,a,"a 2",,,,,,,,,,,
@,,93d539a6535c21d0843664005e05eb15766abaa2,,,E-Type,@,,"(Disk 1 of 2)",1989,"Fourth Dimension",@,,,,,,,,,,,,,
Oddball,,961063d2a9206edd2142cb62ff664e322c24f3c7,,,,,,,1995,Amnesia,,,,,,,,,,,,,,
Enigma,,9651d10b2fea745ef9d9e404ee799c351d55239d,,,,,,,1993,"Archimedes World",,,,,,,,,,,,,,
"DesktopHacker v1.01",,96e92a2af874197470d56aa87f881f77512066f9,,,DesktopHacker,,,"v 1.01",1994,DoggySoft,,,,,,,,,,,,,,
"Multi-Program 25",,976d1880c2432c7e8fdf19e004e0668e7d813334,,,,,,,19xx,,,,,,,,,,,,,,,
@,,97e5341ef1bb7eaebf7b409e0ce688e2c1617412,,,Terramex,@,,,1988,"Grandslam Entertainments",gb,,[F1036601],,,,,,,,,,,
@,,9831743e6bb1e1929c01ede7ef54f1a18405a98e,,,"Mad Professor Mariarti",@,,,1990,"Krisalis Software",gb,,[F1023301],,,,,,,,,,,
@,,9b0192a1efe1637f2972ab25b2264954f9cc073f,,,Pac-mania,@,,,1989,"Grandslam Entertainments",gb,,[F1050701],,,,,,,,,,,
"Bug Hunter 2 v3.22",,9b65347ce1445f6c1fcafe2cf3b7fe25c2d9d7bf,,,"Bug Hunter 2",,,"v 3.22",1990,Minerva,,,,,,,,,,1,,,,
@,,9d5b0fc6efb984ba8811316e6438e8fce2326d4c,,,"Super Pool",@,,,1991,"Fourth Dimension",@,,,,,,,,,,,,,
"Tower of Babel",,9e656be2f1f09d2859cf68200d8f2794fa795e49,,,,,,,1991,Cygnus,,,,,,,,,,,,,,
@,,9e7d5b6e17cca187f34681b711a1e4dbe7ba2ec2,,,"Jet Fighter",@,,,1988,Minerva,gb,,[F1021301],,,,,,,,,,,
@,,a1376f7d2b063757ffa1b58db3f4ac5282cf402d,,,"Magic Pockets",@,,,1993,Renegade,gb,,[F1023601],,,,,,,,,,,
"Multi-Program 15",,a139826b280876635a4aa5d365d4f175f381c9ba,,,,,,,19xx,,,,,,,,,,,,,,,
@,,a1d4503aa8140434ce7de54b023e2f462f1d65a9,,,"Cartoon Line Part One",@,,"Language en; (Disk 1 of 3)",1991,Eterna,fr,,[F1019501],,,,,,,,,,,
"Alien Invasion",,a22e24c6e32d8e3e3db19ab5eac33c32dc30e37e,,,,,,,1994,"Archimedes World",,a,"a 1",,,,,,,,,,,
Ixion,,a2336f6cce10384268efd362fce64e8acce5f50f,,,,,,"(Disk 1 of 2)",1992,"Software 42",,,,,,,,,,,,,,
"Pipe Mania",,a2c189d4c336f1114a5161a6b37b3452ac16c429,,,,,,,1988,"Entertainment International",,,,,,,,,,,,,,
"James Pond",,a35f82587f8141b147c7ff748e4cef427b6cef57,,,,,,,1990,Krisalis,,,,,,,,,,,,,,
"Wolfenstein 3D v1.00",,a6502faf15ddb4acaed2ca859cedc1225e7fa762,,,"Wolfenstein 3D",,,"v 1.00; (Disk 1 of 3)",1994,Powerslave,,b,"b 1",,,,,,,,,,,
"Simon the Sorcerer",,a7ca010caa6d3b1d538d0d0bbd4d0c5708c99c9f,,,,,,"(Disk 04 of 10)",1994,Gamesware,,,,,,,,,,,,,,
@,,a7ccee85d708a2614ffb4e63c8f6916a208553fd,,,"James Pond",@,,,1990,"Krisalis Software",gb,,[F1021101],,,,,,,,,,,
Pacmania,,a84c0bbb6702e7c58de1f109c03cb6f2057a91c7,,,,,,,1991,Krisalis,,,,,,,,,,,,,,
"Oh, No! More Lemmings!",,a8539dedd80abb6746df70b6ac590dfea655927c,,,,,,,1992,Krisalis,,,,,,,,,,,,,,
"Chess 3D",,a8ed0b17377dea96098b274b9982998bee070d3c,,,"Chess 3D",,,"v 1.33",19xx,Micropower,,,,,,,,,,,,,,
"Multi-Program 10",,a8f5db4d8b6afd3ac772216281d2f4e7f59f9a15,,,,,,,19xx,,,,,,,,,,,,,,,
@,,ab1f903b209458bc2d8a74965d87a7bf599c043b,,,Rockfall,@,,"Language en",1991,Eterna,fr,,[F1031501],,,,,,,,,,,
@,,ad07b4a9ab494153e3246476372b02b1d3701a17,,,"Lotus Turbo Challenge II",@,,"(Disk 2 of 2)",1992,"Krisalis Software",gb,,[F1023202],,,,,,,,,,,
"Oh, No! More Lemmings!",,ad0928ba5625962fff1130d66b612a7143004f9a,,,,,,,1992,Krisalis,,a,"a 1",,,,,,,,,,,
@,,ad6cbb402bd3143d00d98c271d2b66a0766a3a7c,,,Exodus,@,,"(Disk 2 of 3)",1997,"Artex Software",@,,[F1014502],,,,,,,,,,,
@,,ad7f3b864feaf2ad714fec5bea8cf28f480ae479,,,"Chuck Rock",@,,"(Disk 2 of 2)",1991,"Krisalis Software",gb,,[F1008102],,,,,,,,,,,
"Bobbie Blockhead vs The Dark Planet",,af0b17adf90a63531dc4ae91939b2a9efb8758dc,,,,,,,19xx,Atomic,,,,,,,,,,,,,,
Warlocks,,af5d9ed5829057c4f6bedc8075df5bf091d0298b,,,,,,"Demo 1",1993,"Network XXIII",,b,"b 1",,,,,,,,,,,
"Acorn Archimedes RISC OS Application Suite v1.00",,af61deeb2a8e33085ab3087e3464843396fffc92,,,"Acorn Archimedes RISC OS Application Suite",,,"v 1.00; (Disk 1 of 2)",19xx,Acorn,,,"[Req RISC OS]",,,,,,,,,,,
RiscDream,,afb5c2c8c6ebaa43523e97b4e9e6633b3a4e2eec,,,,,,,1991,Armaxess,,b,"b 1",,,,,,,,,,,
"Spheres of Chaos",,afbab8e7d2512c0d8f217f016ed8aabc53342689,,,,,,,1992,"Black, Matt - McLeod, Iain",,a,"a 2",,,,,,,,,,,
Poizone,,affba8e6070150970f5de0ceb4de520794bf3918,,,,,,,19xx,Eterna,,,,,,,,,,,,,,
"Hacker, The v3.05",,b02d6495f6a9a1099cb06cac7d0e0d1756f175a0,,,"The Hacker",,"Hacker, The","v 3.05",1993,Doggysoft,,a,"a 1",,,,,,,,,,,
"Gyrinus II: Son of Gyrinus",,b17934cbdecbac5ec8144015c4073aa7dcb8af64,,,,,,"(Disk 2 of 2)",19xx,"Cooper. Tom",,,,,,,,,,,,,,
"3D Tanks",,b206f4920518206715981ab9203c5474fc0bf060,,,,,,,19xx,,,,,,,,,,,,,,,
"Cryton Demo",,b2804c0fd268def07fae6ab7644694d6134fcceb,,,,,,,1989,Cryton,,b,"b 1",,,,,,,,,,,
@,,b30efedab4fa26751685d05b34d921b1ca4fd25f,,,Casino,@,,,1989,Minerva,gb,,[F1006801],,,,,,,,,,,
"Multi-Program 23",,b317df5f028652b61b28b9f2ce6d88d833515ad2,,,,,,,19xx,,,,,,,,,,,,,,,
@,,b42403c8313d170e601d3569e573aaea447909e4,,,Gods,@,,"(Disk 1 of 2)",1992,"Krisalis Software",gb,,[F1017201],,,,,,,,,,,
"Multi-Program 21",,b469e4cb4153e7b04ee61f28947f2461c40c4e27,,,,,,,19xx,,,,,,,,,,,,,,,
@,,b483ff99d2f7d08cbce1e1fef67c32977b3f1122,,,"Alone In the Dark",@,,"(Disk 1 of 8); (Install)",1995,"Krisalis Software",gb,,[F1001501],,,,,,,,,,,
"Multi-Program 17",,b48c0bd8aa6f909b4158a965a1f1349e1b361f6a,,,,,,,19xx,,,,,,,,,,,,,,,
@,,b4e44fbf1110ea14d9c7ac90a485f78bcac36aea,,,"Lemmings 2 The Tribes",@,,"(Disk 3 of 4)",1994,"Krisalis Software",gb,,"[F1022803 - min 2MB RAM]",,,,,,,,,,,
"ArcOmnibus v1.03",,b53c9a0a659078f1783db00c2975e2ba5b641f87,,,ArcOmnibus,,,"v 1.03",19xx,Beebug,,a,"a 1",,,,,,,,,,,
"Multi-Program 20",,b54b6b9182d071fb7a1055669893f3cc4c57a1ff,,,,,,,19xx,,,,,,,,,,,,,,,
"Fireball II Extra",,b6ec13c90a337af31f0cd13525ae743f55e1680f,,,,,,,1990,"Cambridge International",,,,,,,,,,,,,,
"Multi-Program 18",,b815e08d078956e7ba7e7e86dece3e1c92043408,,,,,,,19xx,,,,,,,,,,,,,,,
"Multi-Program 05",,b84f6681fd209149a086b354b0ae92497c47826e,,,,,,,19xx,,,,,,,,,,,,,,,
"Multi-Program 26",,b914a139f000b9d18137e79b836b8c685920970c,,,,,,,19xx,,,,,,,,,,,,,,,
Conqueror,,baa5dc8148cdca11753ac61f9c73df83f17f4301,,,,,,,19xx,,,a,"a 1",,,,,,,,,,,
@,,bab9355d57b0537d338480436f020ec77621bd71,,,Gods,@,,,2001,"R-Comp Interactive",@,,"[F1054501 - RPC-SA-Kinetic-RO4 Compatible Version]",,,,,,,,,,,
"Virus Scanner Compilation",,be20fbad0de22405dafce0aa5cc5d15af1b49b21,,,,,,,199x,,,,,,,,,,,,,,,
"Hacker, The v3.05",,bed95cbefaa86a2b8d6d87cf3a6cf1f3d1e9808d,,,"The Hacker",,"Hacker, The","v 3.05",1993,DoggySoft,,,,,,,,,,,,,,
@,,bf2fe4e8fad3937049e57d0ff7a56329d13c8d5d,,,"Alone In the Dark",@,,"(Disk 7 of 8)",1995,"Krisalis Software",gb,,[F1001507],,,,,,,,,,,
@,,bf90273d2487499709ec49092942d0a2a09807b3,,,"The Legend of the Lost Temple",@,"Legend of the Lost Temple, The","(Disc 1 of 2)",1992,Eterna,@,,[F1022501],,,,,,,,,,,
RiscDream,,bfbace4678fbc09ff9731a02cbc06ce4dc59f604,,,,,,,1991,Armaxess,,,,,,,,,,,,,,
"Acorn Archimedes RISC OS Application Suite v1.00",,bfc96eff8cab5b61f6db82dd135dd95b32f40d4f,,,"Acorn Archimedes RISC OS Application Suite",,,"v 1.00; (Disk 2 of 2)",19xx,Acorn,,,"[Req RISC OS]",,,,,,,,,,,
@,,bfcd11a5e1bd2e6ad4619a8ddb1ad1c96492a19e,,,"Quest For Gold",@,,"(Disk 2 of 2)",1992,"Krisalis Software",gb,,[F1029802],,,,,,,,,,,
@,,c087c02ff6e10cdeb261ecfbe331bb13a91e42e6,,,"Empire Soccer 94",@,,,1995,"Empire Software",gb,,[F1013201],,,,,,,,,,,
Terramex,,c1e62d3846c9c61075226782cd209aa57c1d473d,,,,,,,1988,"Grand Slam",,b,"b 1",,,,,,,,,,,
"Simon the Sorcerer",,c2fa09dca1f5de94c9f72dfa854fd86014fc1e8b,,,,,,"(Disk 03 of 10)",1994,Gamesware,,,,,,,,,,,,,,
"Cannon Fodder",,c30664a1dd5539b08d6afc5b59ad89e10445e6ef,,,,,,"(Disk 2 of 3)",1993,Gamemodes,,,,,,,,,,,,,,
@,,c4e6fedcdeb1ea66b97902458fb2b24fce08fbc9,,,Exodus,@,,"(Disk 3 of 3)",1997,"Artex Software",@,,[F1014503],,,,,,,,,,,
@,,c51a42f511a710c4d20c2398eaffb5bae8dc9c78,,,"Freddy's Folly",@,,,1988,Minerva,@,,[F1016701],,,,,,,,,,,
@,,c5823d2bd0d6164902fb1ef4c0176e0bd419bbdb,,,Thundermonk,@,,,1989,Minerva,@,,[F1036701],,,,,,,,,,,
@,,c5baa08ebe03d871c18556fd081442c0c4a66403,,,Revelation!,@,,,1993,"Krisalis Software",gb,,"[F1059501 - BUZZ version]",,,,,,,,,,,
@,,c744e0634ec69c273ab83db588732c26930c68f7,,,"Cartoon Line Part One",@,,"Language en; (Disk 3 of 3)",1991,Eterna,fr,,[F1019503],,,,,,,,,,,
Conqueror,,c7a67d2f7b6095581ba3e19139e5f539c7b89109,,,,,,,19xx,,,,,,,,,,,,,,,
"Top Banana",,c86c55cf671d1c899fdabd781442a7a4f63464d2,,,,,,,19xx,,,,,,,,,,,,,,,
Newlook,,ca2edab7a9708ebf8cba80abc97b245de1fa20f4,,,,,,,1993,Acorn,,,,,,,,,,,,,,
"Iron Lord",,ca8e9a783ef8d55e8b2a2046f76010d6bbb1675b,,,,,,,1990,"Ubi Soft",,,,,,,,,,,,,,
@,,cac0c40f8c5672d24056bb89cf8608e4356fbc6f,,,"Alone In the Dark",@,,"(Disk 5 of 8)",1995,"Krisalis Software",gb,,[F1001505],,,,,,,,,,,
"Air Supremecy",,cb89723c1f651827aa36ff80465980840e8deb8a,,,,,,,19xx,"Acornsoft - Superior Software",,,,,,,,,,,,,,
"Repton 3",,cc6acf8b65204c314b7e2c8dc764482c7fbd9218,,,,,,,1988,"Superior Software",,,,,,,,,,,,,,
"Simon the Sorcerer",,cd9c9fae2ae3133e1e203e24466b5dacb19fb00a,,,,,,"(Disk 01 of 10)",1994,Gamesware,,,,,,,,,,,,,,
"Multi-Program 02",,cda1db4b6fa606f1607d6e0a80c907dac716aae2,,,,,,,19xx,,,,,,,,,,,,,,,
@,,cf2ba51a077ace7fee78ddeda02623aa2aa19a96,,,Apocalypse,@,,"(Disk 2 of 2)",1990,"Fourth Dimension",@,,,,,,,,,,,,,
"Simon the Sorcerer",,d133c42e2edc0a38e46d47e98601bb7044d4c66f,,,,,,"(Disk 06 of 10)",1994,Gamesware,,,,,,,,,,,,,,
Zool,,d169bde4c9e402a5b864a3d3629066aba4aa8cc7,,,,,,"(Disk 2 of 2)",1993,Gremlin,,,,,,,,,,,,,,
Nebulus,,d3493850e8ed91ae0a55a53866139781ad65e63d,,,,,,,1992,Krisalis,,,,,,,,,,,,,,
Terramex,,d41ea1ab6065971a48e82cecd96cb6fb679a07be,,,,,,,1988,"Grand Slam",,,,,,,,,,,,,,
@,,d58e303b58646026196d32ed5073646ca9cf1803,,,"Alone In the Dark",@,,"(Disk 6 of 8)",1995,"Krisalis Software",gb,,[F1001506],,,,,,,,,,,
Lemmings,,d64ef85d2e70487591fa623c2f4e4e0967c0db12,,,,,,,1991,Krisalis,,a,"a 1",,,,,,,,,,,
Talisman,,d6fc041f97f15bbe4b266de595b7bb0204b87ee6,,,,,,,1989,Minerva,,a,"a 1",,,,,,,,,,,
Zool,,d74da4860607cef8e9eafd87afc0c953f4e51e64,,,,,,"(Disk 1 of 2)",1993,Gremlin,,,,,,,,,,,,,,
"Speedball 2: Brutal Deluxe",,d7e816511a67edf4237138207c5ddf027dd04e60,,,,,,,1992,Krisalis,,a,"a 1",,,,,,,,,,,
"Multi-Program 03",,d8a5ffb35065b296e37eb6e74693400ada7e6158,,,,,,,19xx,,,,,,,,,,,,,,,
@,,d90d63eafd1360321d6c6205f65054b82e6406c6,,,"Cartoon Line Part One",@,,"Language en; (Disk 2 of 3)",1991,Eterna,fr,,[F1019502],,,,,,,,,,,
"Multi-Program 02",,d9e60e8b5b396813d04fab62f3975ce6ef0042d3,,,,,,,19xx,,,a,"a 1",,,,,,,,,,,
"Crystal Maze, The",,dc4b2f3543ea3ecf95f9713f27c671d5c83f9c04,,,"The Crystal Maze",,"Crystal Maze, The","Demo 1",19xx,Sherston,,b,"b 1",,,,,,,,,,,
@,,de2a424bb9e33953f063ad73cec89bb9b8831059,,,Tactic,@,,"Language en",1990,Eterna,fr,,[F1062901],,,,,,,,,,,
"Acorn Archimedes RISC OS Application Suite v1.00",,e03f1c8d48c3d0dc907e624b9546922b67584e6c,,,"Acorn Archimedes RISC OS Application Suite",,,"v 1.00; (Disk 1 of 2)",19xx,Acorn,,a,"a 1; [Req RISC OS]",,,,,,,,,,,
@,,e0d6cdda9a030c0b07fd8387761b7d68e2ff082d,,,"Chocks Away",@,,"(Disk 2 of 3)",1990,"Fourth Dimension",@,a,"a 1",,,,,,,,,,,
"Multi-Program 16",,e16f096d69e6f2948f96335efd2f58a6bfc4b836,,,,,,,19xx,,,,,,,,,,,,,,,
@,,e42da1b2e1251810fd35ea58e121663814de981a,,,Hoverbod,@,,,1988,Minerva,gb,,[F1020201],,,,,,,,,,,
"Multi-Program 08",,e476637deb70b3a8baff13b294a34d2ee99a83b5,,,,,,,19xx,,,,,,,,,,,,,,,
@,,e54675569ee5b54394a8a962966894cb7eeed3ad,,,"Zool: Ninja of the 'Nth' Dimension",@,,,2002,"Gremlin Graphics",@,,"[F1057301 - 32bit version]",,,,,,,,,,,
"Mad Professor Mariarti",,e64f832705c6923edcec7e85df4cceafe30b817e,,,,,,,1990,Krisalis,,a,"a 1",,,,,,,,,,,
@,,e6e0868803ce961f09680387767eb36fd5982c75,,,"SpeedBall 2",@,,,1994,"Krisalis Software",gb,,[F1033801],,,,,,,,,,,
@,,e72e65babcd3db339fea0391aa6cad3c70ee2f60,,,"Stunt Racer",@,,"(Disk 2 of 2)",19xx,@,@,,,,,,,,,,,,,
"Mr. Doo",,e853255fd56420c7092311d300872aee288acb7d,,,,,,,1994,"Archimedes World",,a,"a 1",,,,,,,,,,,
"Spheres of Chaos",,eadf13055748205061b82fe008e971c7769c999f,,,,,,,1992,"Black, Matt - McLeod, Iain",,a,"a 3",,,,,,,,,,,
"Multi-Program 22",,ec884ff63b67a9aa5678cf58efeeb2bf8f64da48,,,,,,,19xx,,,,,,,,,,,,,,,
"Cannon Fodder",,ed71cc7f71bb294d0a35d49377e318fdf564d57a,,,,,,"(Disk 1 of 3)",1993,Gamemodes,,,,,,,,,,,,,,
"Mig 29 Fulcrum",,edc7727d5e1828b2877d9191fddabf54696da035,,,,,,,1991,"Domark - Krisalis",,,,,,,,,,,,,,
@,,ee101e6667e82b03283df2a3bbb7024096c6b83f,,,"Hero Quest",@,,,1991,"Krisalis Software",gb,,[F1019201],,,,,,,,,,,
@,,ee4a59a1831f0b33499d7f887ffdf28a52c9368e,,,SWIV,@,,,1993,"Krisalis Software",gb,,"[F1056601 -BUZZ version]",,,,,,,,,,,
"Cannon Fodder",,eeba33855512805908e4c2b2bc23ab404dcc707a,,,,,,"(Disk 3 of 3)",1993,Gamemodes,,,,,,,,,,,,,,
@,,f0f44faa3fecd371f63185b45434774040eb7654,,,"Battle Tank",@,,,1990,Minerva,gb,,[F1003901],,,,,,,,,,,
@,,f11baba32d2062b88fbedc2e108288f6f5d3b680,,,Talisman,@,,,1989,Minerva,gb,,[F1036201],,,,,,,,,,,
"Hard Disc Formatter v2.19",,f14d72eec33d15deffd99373bdcd054f1a90d903,,,"Hard Disc Formatter",,,"v 2.19",1992,,,,"[Req RISC OS 3.10 or later]",,,,,,,,,,,
Bloxed,,f1c1b534ae17d20765862f8776408132e3245d26,,,,,,,1995,"Singer, Steven",,,,,,,,,,1,,,,
Arcomini,,f1f70ad7c124ab863ba9deaca797e09b7c51bb40,,,,,,,1990,Fairbrother,,b,"b 1",,,,,,,,,,,
@,,f212558f46576d119518c560a20f4f70b7f20e94,,,"Alone In the Dark",@,,"(Disk 2 of 8)",1995,"Krisalis Software",gb,,[F1001502],,,,,,,,,,,
"Gyrinus II: Son of Gyrinus",,f3170fd9e5177b30689301acdfa6fd326c33c918,,,,,,"(Disk 1 of 2)",19xx,"Cooper, Tom",,,,,,,,,,,,,,
@,,f3fd9b49768902ca748a506b2bbe034d51f24ae5,,,"Cannon Fodder",@,,"(Disk 2 of 3)",1994,"Krisalis Software",gb,,"[F1006502 - min 2MB RAM]",,,,,,,,,,,
@,,f77234e40e9aae0b6c4d16910ddd8dfbd41ba00c,,,E-Type,@,,"(Disk 2 of 2)",1989,"Fourth Dimension",@,,,,,,,,,,,,,
@,,f81c86175a70fd0518b0e4496a27c275aede3f34,,,Heimdall,@,,"(Disk 3 of 5); (Disk 2)",1993,"Krisalis Software",gb,,[F1018803],,,,,,,,,,,
@,,f8228733cd6972a1b79a48be66bbbb0bc8cf91f7,,,Heimdall,@,,"(Disk 4 of 5); (Disk 3)",1993,"Krisalis Software",gb,,[F1018801],,,,,,,,,,,
"Simon the Sorcerer",,f84a5e4cc825770607f15c5950449e25e32dd8ca,,,,,,"(Disk 07 of 10)",1994,Gamesware,,,,,,,,,,,,,,
"Simon the Sorcerer",,f8b55a545c0c236c9216f44057bde2dd0dbc0715,,,,,,"(Disk 08 of 10)",1994,Gamesware,,,,,,,,,,,,,,
"World Championship Boxing Manager v3.0",,f8cc7192eee3acc74950971d7dd6d4032414dcd7,,,"World Championship Boxing Manager",,,"v 3.0",1991,Krisalis,,,,,,,,,,,,,,
@,,f90701252647f770f63882dabd61823fc7c59635,,,"White Magic",@,,,1989,"Fourth Dimension",@,,,,,,,,,,,,,
@,,f9aaf428324fa7852742cc8d9bcbf266bfa46fe2,,,Poizone,@,,"Language en",1991,Eterna,fr,,[F1028201],,,,,,,,,,,
@,,fa875db7e19da027d773c1c70e85bbe8932dbbc0,,,"Chocks Away",@,,"(Disk 1 of 3); (Game Disk)",1990,"Fourth Dimension",@,,,,,,,,,,,,,
@,,fac982710fda89ece3292fb2dbe8d7604a0004f4,,,Blaston,@,,"Language en",1991,Eterna,fr,,[F1064001],,,,,,,,,,,
@,,fd8ff2fc1d30e190ce2190e19e54661ee7f5c379,,,"Bubble Fair",@,,"Language en",1991,Eterna,fr,,[F1005701],,,,,,,,,,,
Elite,,fde0f540e0d5732646c1eebb54629a162f40db91,,,,,,,1991,"Hybrid Technology",,,,,,,,,,,,,,
"Fireball II",,fe598ce21fa3b54051a2502ae912ea2b912f654f,,,,,,,1990,"Cambridge International",,,,,,,,,,,,,,
Fervour,,ff307f7dcd6c65be64931be211d8e1e2541012c8,,,,,,,19xx,,,b,"b 1",,,,,,,,,,,
@,,ff9e8a87768787e43a8629f67652b5cbc36077a4,,,"Manchester United",@,,"(Disk 1 of 2)",1990,"Krisalis Software",gb,,[F1024201],,,,,,,,,,,
