"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"International Sensible Soccer",,f0914be41331e3045bbc04225044dc3c73fd9de1,,,,,,,1995,Telegames,,?,,,,,,,,,@,,,
"Public Domain",,f35b8d44e57b154c57fd9428d80dba567e546e4a,,,"The Assassin Demo Part 1",,"Assassin Demo Part 1","for BJL",1999,,,?,,,,,,,,,@,,,
"Public Domain",,f60b001242d2dfb55c41412720bb01c59f7b04b5,,,JagMarble,,,,2000,,,?,,,,,,,,,@,,,
@,,f8991b0c385f4e5002fa2a7e2f5e61e8c5213356,,,"Atari Jaguar Boot Image",,,,1993,Atari,@,,,,,,,,,,@,,,
"Public Domain",,f8bb47f35f85c2a606896012cc8eb22803158b78,,,"QSOUND Demo",,,,,,,?,,,,,,,,,@,,,
"Towers II: Plight of the Stargazer",,f8c14fab50ab04a025d15c3410a6698f6e4c61d3,,,,,,,1996,,,?,,,,,,,,,,,,
"Alien vs Predator",,fd8c89250ebc1e403838b2e589d1f69e3fe2fe02,,,,,,,1994,Atari,,?,,,,,,,,,@,,,
"Public Domain",,feb738682cee0c1c36d8eab7ca5beb4bd38aafb1,,,JagMania,,,,2000/08/31,,,?,,,,,,,,,@,,,
"Public Domain",,fee738e8b5517622d74f2436607bb2161fea4e28,,,"Scale Example",,,,,,,?,,,,,,,,,@,,,
@,,ffd4805dabfa9509cd9e064ef876d9ae70adc2b6,,,Atomic,,,"Copyright Public Domain",2006,Removers,@,,,,,,,,,,@,,,
