"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Raid 2020",,28e0e3ab0fcf00a586efba0e5eb7bdaae16e0bde,,,,,,,1989,"Color Dreams",us,b,"b 1",,,,,,,,,,,
RoboCop,,28e45954cac3c2e2a3f0592ea0d148bb277e4d1f,,,,,,,1989/08/25,"Data East",jp,,,,,,,,,,,,,
"Tecmo Super Bowl",,28e5eaabebf230f35240544a7e4d75e8df3400af,,,"Tecmo Super Bowl: Even Teams: Pass Versions Vs. Rush Versions",,,,2006,Malferds,us,,"Tecmo Super Bowl",,,,,,,1,,,,
Pooyan,,28e679d9a2295ebc4f79a18258617204adc6ee68,,,,,,,1985/09/20,Hudson,jp,b,"b 1",,,,,,,,,,,
"Super Mario Bros. 3",,28e9874bfa1dae14c051d0218a66e2f382a80882,,,"Frank's Super Super Mario Bros 3",,,"V1.1; SMB3 PRG1 Hack",,,,,,,,,,,,,,,,
"Advanced Dungeons & Dragons: Pool of Radiance",,28eaac4e09ed87fa70a10cca7f70a112502f5c8f,,,,,,,1991/06/28,"Pony Canyon",jp,,"iNES title",,,,,,,2,,,,
"Cobra Command",,28eda99f2628afc49274028671d1ac6845701af7,,,,,,,1988/10/21,"Data East",jp,b,"b 1",,,,,,,,,,,
"Ankoku Shinwa: Yamato Takeru Densetsu",,28f089d579e35f8143518564d14a2c9012eec2ea,,,"暗黒神話: ヤマトタケル伝説",,"Ankoku Shinwa - Yamato Takeru Densetsu",,1989/03/24,"Tokyo Shoseki",jp,!,,,,,,,,,,,,
"Urban Champion",,28fb9786177dc494de5e7a962cee8e2ec33681c4,,,,,,,1984/11/14,Nintendo,,b,"b 5",,,,,,,,,,,
"Majaventure: Mahjong Senki",,28fc98622498f199613e1e727d72ec511da9b358,,,,,,,1990/10/19,"Tokuma Shoten",jp,,"enlarged rom",,,,,,,1,,,,
"Princess Tomato in Salad Kingdom",,28fe1c36d8bf7daf50b07885f15056f0822105f4,,,"Princess Tomato in the Salad Kingdom",,,,1991/02,Hudson,us,u,"b 1; u 1",,,,,,,,,,,
"Star Soldier",,2901aaed9a15b9f08c1bf474d31c0d895557e5a4,,,"Star Soldier: LifeSpace",,,Hack,,,,,,,,,,,,,,,,
"!Public Domain",,29089d132053d5432f936419b8c66bfde6cf4a87,,,"Air.x Demo by KZ-S",,,PD,,,,?,,,,,,,,,,,,
"Contra Force",,2916c4ec8bb72ad4bbe8566a35051c90a7a7b185,,,,,,"U; t6",,,,?,,,,,,,,,,,,
"Street Fighter III",,2916d55be157858eb377b4a22f070763d9b07ac1,,,,,,,199x,,xa,a,"a 1",,,,1,,,,,,,
"Super Mario Bros.",,291ecdfa63678f47489874c3b68bdbfe47a8651c,,,"Mikamari 2",,,,200x,Mikachu,jp,,"Super Mario Bros.",,,,,,,1,,,,
"Super Arabian",,291ed4d245b44f6fa87fe0cd26a07a1359c3f685,,,,,,"J; p3",,,,?,,,,,,,,,,,,
"Ultimate Stuntman",,291fff79a97d47f2ce00d212ac769ac3ac5fc5a5,,,"The Ultimate Stuntman",,"Ultimate Stuntman",,1992,Camerica,us,b,"b 1",,,,,,,,,,,
"Saint Seiya: Ougon Densetsu Kanketsu Hen",,29209fffad7397ba3185f0769d828b5ce18a95af,,,,,,"J; T+Chi",,,,?,,,,,,,,,,,,
"Garfield: A Week of Garfield",,292c196f25559a8ab9b10690d2bf1b9608b6a833,,,,,,,1989/04/07,"Towa Chiki",jp,o,"o 1",,,,,,,,,,,
"Solstice: Quest for the Staff of Demnos",,2931a37cfcaa7d2e4bafd5a2ff7084e0c2a5212e,,,"Solstice: The Quest for the Staff of Demnos",,"Solstice - Quest for the Staff of Demnos",,1990,Nintendo,eu,,,,,,,,,,,,,
@,,2934c20230ddc64792dedd580848de912b48567d,,,"Tecmo Super Bowl: CIA Season 1 Week 07",,,,200x,"Coaching Institute of America",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"!Public Domain",,2936619f52641b617a264ccba2a01874910d1eb7,,,"Raster Bar Demo: Raster Test 1",,,"Copyright Public Domain",2002,"Covell, Chris",,,,,,,,,,,,,,
@,,2939203e6514635c5250f1d52db9b5c9d1e038e8,,,"Comic Sakka Series Touma Senki #4: Tenkuu Ryuumaou Fukkatsu",,,,19xx,"Indies Soft",@,@,,,,,1,,,,,,,
"Famista '89: Kaimaku Ban!!",,293bcf3e4085a3fd24649109d3ebcb446b250a38,,,,,,"J; o1",,,,,,,,,,,,,,,,
"Bases Loaded",,293c5656331c1e97f5ffc1da7b0de4b300a7fce7,,,"Bases Loaded 2006 v.Final",,,,2006/10/15,GRG,us,,"Bases Loaded",,,,,,,1,,,,
"Fong Shen Bang: Zhu Lu Zhi Zhan",,293d184ef8fe83b3dac59f3b9545f93434ba2373,,,,,,,1994,"C & E",tw,,,,,,1,,,,,,,
"Indiana Jones and the Temple of Doom",,293d6bfc3c1b50da3f5c36a3c44511bfc156b6d6,,,,,,"Tengen; b1",,,,,,,,,,,,,,,,
"Tecmo Super Bowl",,293eda0c42dcac7cb25f26b6817c9c0739d6263d,,,"Online Tecmo Football League S11 ARI-GB Week 8",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Pachi Com",,2945c3a63bb3a22202e1dd0ea25ad42b015ca99c,,,,,,,1985/11/21,"Toshiba EMI",jp,,"iNES title",,,,,,,1,,,,
"Goonies II",,29473b1d8a459bdc321f631f257366066d0c94e5,,,"The Goonies II",,"Goonies 2","E; t1",,,,?,,,,,,,,,,,,
"Code Name: Viper",,2950d4debfd4d1b318af32ad7eaf63f9d5a9da7f,,,"Ningen Heiki: Dead Fox",,,"J; t4",,,,?,,,,,,,,,,,,
"!Multi-Game Pirate Carts",,2950dda15270dccd9aa6c1bb5bd532224a36843e,,,"47 in 1",,,,19xx,,xa,,GK-47,,,,1,,"enu only",1,,,,
"Super Mario Bros.",,29533c2139663fc71aa636bcd1ffb3eed48f6521,,,Scratch,,,,200x,Bluegrade,jp,,"Super Mario Bros.",,,,,,,1,,,,
Chiller,,295d6b30fb4f5b44d8957afd08f295c857f964ec,,,,,,,1990,HES,au,,,,,,1,,,,,,,
"Family Circuit '91",,295e6cce8dcb1ed86e428ff6771345b8644a1f4a,,,,,,,1991/07/19,Namco,jp,o,"o 1",,,,,,,,,,,
"Tecmo Super Bowl",,29637e7c597cc3b921e56f3e8e74a4bc23d8084d,,,"Online Tecmo Football League S11 PIT-IND Week 9",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Skate or Die!",,29670d65e6a5eef927caa475419dc2bdac9c71bf,,,"Skate Or Die",,,,1988/12,"Ultra Soft",us,,"iNES title",,,,,,,1,,,,
Arkanoid,,296bf8c4c1852e3275b23330a6bfb08ddb80fc2d,,,"Arkanoid 98",,,"Arkanoid Hack; o1",,,,,,,,,,,,,,,,
@,,297078843e2f2302d90a5a15d446ef2f8608b0c4,,,"Druid: Kyoufu no Tobira",,,,1988,Jaleco,@,@,,,,,,,,,,,,
"Menace Beach",,297557b8ec4b77eb5ea1864d57c9593c0f413614,,,"Sunday Funday: The Ride",,,,1995,"Wisdom Tree",us,,"iNES title",,,,,,,Vimm,,,,
"Super Mario Bros.",,2979cac3f8fec03139cf7b899d6075c793852c7d,,,"Ninja Mario Bros.",,,,199x,NevOuS,,,"Super Mario Bros.",,,,,,,1,,,,
"Ninja Gaiden: Episode III: Ancient Ship of Doom",,297b7d2e91d79b49474119d011af3dfaaece8040,,,"Ninja Ryukenden III: Yomi no Hakobune",,"Ninja Ryukenden 3 - Yomi no Hakobune",,1991/06/21,Tecmo,jp,a,"a 1",,,,,,,1,,,,
"Super Mario Bros.",,297cae05a95393c4369bc102b46f7826477d403d,,,Blink,,,,200x,DragonSlayer,,,"Super Mario Bros. no title",,,,,,,1,,,,
"Swords and Serpents",,297d50d7296544ab74ccf019aca1869424b99932,,,,,,,1990/08,Acclaim,us,,"iNES title",,,,,,,Vimm,,,,
@,,29808eba42aa8f579a584b269f9a674ebc220bd2,,,"Tecmo Super Bowl: TE Season 6 Week 20",,,,2006,"Tecmo Elite",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
@,,2981573a112f7eb2a109eb9f4834b67f6e59ac16,,,"Tecmo Super Bowl: STL Season 2 Week 09",,,,200x,"Sois Tecmo League",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"R.B.I. Baseball 2",,2985b72b16c870b6c1764e3c5c4ac93b7e334b3a,,,,,,"Tengen; b2",,,,,,,,,,,,,,,,
Mahjong,,2986ce393418cd31ec22baf2805ce228d41122c8,,,,,,,1983/08/27,Nintendo,jp,o,"o 1",,,,,,,,,,,
"!Multi-Game Pirate Carts",,29876515a11f9a6033c4d0ef3daea43c9159d65c,,,"11 in 1 Ball Games",,,,1992,,xa,o,"o 1",,,,1,,,,,,,
"Legend of Zelda",,298781401c8a325950cfdaef2cee5413ff3462a4,,,"The Legend of Zelda",,"Legend of Zelda","v revPRG0",1987/07,Nintendo,us,,"latin alphabet",,,"sr Amish Yugoslav Trans",,,,,,,,
"Game Designer Yousei Soft: Dezaemon",,298e5070f9ac3b7ce0e27011ae55535e03242cf6,,,,,,,1991/09/13,Athena,jp,,,,,,,,,,,,,
Golf,,29a13038ca2c45f04929bacb0078c41b93c3883a,,,"Kiss Goes Golfing starring Ace Frehley",,,"Golf Hack",,,,,,,,,,,,,,,,
@,,29a4f98d99d6fd2c16e9bdc20b13a7ab48f1affe,,,"Tecmo Super Bowl: TE Season 3 Week 10",,,,200x,"Tecmo Elite",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"!Public Domain",,29adc4eb2496c0b129c4d77a24963f124a206ffb,,,"NTSC NES PPU Sprite 0 Test Rom 04: Flip",,,"Copyright Public Domain",2005/10/05,Blargg,,,,,,,,,,,,,,
"WWF King of the Ring",,29b870d2db2372450b2607a6f4c717ef0f4eae00,,,"WWF King Of The Ring",,,,1993/11,LJN,us,b,"b 2",,,,,,,,,,,
Contra,,29b885b945fd14de8f1974e0056f90b88939cc90,,,,,,"J; t4",,,,?,,,,,,,,,,,,
"Battleship: Classic Naval Combat Game",,29b8a2f13d861ec5ea7cc210b70b2c7809f1b6d3,,,"Battleship: The Classic Naval Combat Game",,"Battleship - Classic Naval Combat Game",,1993/09,Mindscape,us,b,"b 4",,,,,,,,,,,
"Monster Maker: 7 Tsu no Hihou",,29b8e9140a3d4c99e01be5e9c7b296aa97db619d,,,,,,,1991/12/20,Sofel,jp,,,,,,,,,,,,,
"Minelvaton Saga: Ragon no Fukkatsu",,29baf4cbf2dc5506ef583236dc543463752f9c61,,,"Minelvaton Saga",,,,1987/10/23,Taito,jp,u,"u 1; mapper 4",,,,,,,1,,,,
"Track & Field II",,29bd3871447df2ad02a5ab1ec2c9256e85a5c359,,,,,,"v revPRG0",1989/06,Konami,us,,,,,,,,,,,,,
"Megaman III",,29be371b05c52b8f8d3beabb3acedd383f1f8b4b,,,,,,"Language proto",1990/11,Capcom,us,,,,,,,,,,,,,
"Super Mario Bros.",,29c40b00607dd0cb2c09bf6d955d2d60ff592ddb,,,SMB1-F10,,,"SMB1 Hack",,,,,,,,,,,,,,,,
"!Public Domain",,29c88fb54d020537082934471f499278f0cf8e53,,,"PCM Demo",,,"Copyright Public Domain",200x,KZ-S,,,,,,,,,,,,,,
Arkanoid,,29ce4ba074a399fe9e6937f22139554fe8047bc5,,,,,,,1986/12/26,Taito,jp,,98%-1999,,,"pt BR Games",,,,,,,,
"Tecmo Super Bowl",,29d1db0a9a857dfceb16726bcdce18c73c13fa67,,,"Classic Tecmo League S2 Week 00",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Tecmo Super Bowl",,29d279c3f9dbf4759c7a8bd6393846ea9e976fcf,,,"Meatspin Players' Circuit S1 Week 19",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Tecmo Super Bowl",,29d3221d1a05723ba8edefaa7db1d9092648218b,,,"Tecmo Super Bowl 1968 by Carther",,,Hack,,,,?,,,,,,,,,,,,
"Mario Is Missing!",,29d57e4676c4e6896df75e45d1a034f0df503199,,,"Mario is Missing!",,,,1993/07,Mindscape,us,b,"b 2",,,,,,,,,,,
@,,29d600b3973652e807c2e818575b0f969930e6d0,,,"Splatter House: Wanpaku Graffiti",,,,1989/07/31,Namco,jp,@,"enlarged rom",,,,,,,1,,,,
"Mortal Kombat 3",,29d77900308cae80e214153819702abb547de7a8,,,"Mortal Kombat 3 Extra 60",,,,199x,,xa,,M-E3,,,,1,,,,,,,
Cyberball,,29d9ff18765f9a8e9587cd082d55c8e01301c615,,,,,,,1991,Jaleco,us,,"iNES title",,,,,,,Vimm,,,,
"Bananan Ouji no Daibouken",,29e038a7e886a17994e3d5e4c725a536b0ee9f5e,,,"Banana Prince",,,,1992,Takara,de,,v1.0-20030621,,,"en KingMike",,,,,,,,
"Family Fun Fitness: Stadium Events",,29eb5879f73968c445932856197046060d2c7081,,,"World Class Track Meet",,,"v revPRG1",1988/08,Nintendo,us,,"iNES title",,,,,,,Vimm,,,,
Punisher,,29eb61a08b605d54dcbfea209ce1191eed44d8a4,,,"The Punisher",,Punisher,,1990/11,LJN,us,,"iNES title",,,,,,,Vimm,,,,
"Casino Kid",,29ec9428f3213657a278e31d7fcf29c4e8dc63a8,,,,,,,1989/10,Sofel,us,,"iNES title",,,,,,,1,,,,
"Dig Dug",,29ecd49dc1a66ffc0a1abf9117a84a96a5f976a3,,,"Dick Dug",,,"Dig Dug Hack; o1",,,,,,,,,,,,,,,,
"New Ghostbusters II",,29ee4f1559529a5554c9e9d651002a83f4ee577f,,,,,,,1990/12/26,"HAL Laboratory",eu,,,,,"ru Djinn",,,,,,,,
"Getsu Fuuma Den",,29ee523eff3ffe98508fc89df5ed4aea59eb6e8e,,,,,,,1987/07/07,Konami,jp,,"FFE copier",,,,,,,1,,,,
"Tenchi wo Kurau II: Shokatsu Koumei Den",,29f0965f61ca837a8d9a43a4e3947f84beb28d07,,,"Sougi wo Kurau II V1.52",,,"Tenchi wo Kurau II Hack",,,,?,,,,,,,,,,,,
"!Multi-Game Pirate Carts",,29f8c729ba5892dbb37d079f8644f7b58269ac00,,,"106 in 1",,,,199x,,xa,,,,,,1,,,,,,,
"Legend of Zelda",,29f8c7b4c10ad4bfef1346fe1c8821a8b3204138,,,"The Legend of Zelda",,"Legend of Zelda","v revPRG0",1987/07,Nintendo,us,,v0.99b-20031026,,,"lt Joshas",,,,,,,,
"Tecmo Super Bowl",,29f8e6510359679ad0211e2e99f1b496fe1185d3,,,"Meatspin Players' Circuit S1 Week 03",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
Contra,,29fd75f0608d2f1f36fe983da19b68bfa93ca56f,,,,,,,1988/02/09,Konami,jp,,v.20060406,,,"zh MS emumax",,,,,,,,
"Kings of the Beach: Professional Beach Volleyball",,29fecabcdb2c9663ec8c721c0fb8c7362b23bc42,,,,,,,1990/01,"Ultra Soft",us,,"iNES title",,,,,,,Vimm,,,,
@,,29fff2639d640a72d2fc91ee2765dac67a3424b7,,,"The Goonies",,Goonies,PlayChoice-10,1986,Konami,@,@,v1.0,,,"fr KS151",,,,,,,,
"Donkey Kong",,2a0407941767332411e12e8342ebc8348bf2c664,,,"King Koopa Arcade",,,"Donkey Kong PRG1 Hack",,,,,,,,,,,,,,,,
"North & South",,2a08ba115a2ee1b6a7f07829bde5049dde11ec6c,,,,,,,1990/12,Seika,us,u,"u 1",,,,,,,,,,,
TwinBee,,2a08beec70f1271a956b60615b17337ce27a0069,,,Orgada,,,"TwinBee Hack; b1",,,,?,,,,,,,,,,,,
"Final Fantasy II",,2a0ae430b1982bae94633efd3cd6375affbf460a,,,,,,,1988/12/17,Square,jp,,v1.02,,,"en Neo DemiForce",,,,,,,,
"Paperboy 2",,2a0eb7c1526f200e4bf8677c5109c187cfd91133,,,,,,"E; !",,,,?,,,,,,,,,,,,
"!Public Domain",,2a11245ab07086fe8795e9a7821d1a52befa8945,,,"NES Sound Demo",,,"Copyright Public Domain",2005,Gavin,,,,,,,,,,,,,,
"Don Doko Don 2",,2a1166bda5ee6ad47893bbdf8e2db63bb825a1f4,,,,,,"J; t2",,,,?,,,,,,,,,,,,
"Kaiketsu Yanchamaru 2: Karakuri Land",,2a11e2894bd97ca11c97249af303da1b7ed69168,,,,,,"J; T+Chi_lhbl",,,,?,,,,,,,,,,,,
"Championship Lode Runner",,2a1560ce8e51f8d639abf52b55fc3b9dc219a2e2,,,,,,,1987,FMG,jp,o,"o 1",,,,1,,,,,,,
Banana,,2a2b8300ed9c62acbf4e7b0d75609fcb1d044c37,,,,,,"J; b5",,,,?,,,,,,,,,,,,
"P.O.W.: Prisoners of War",,2a2f055b722de8ecc67eda1f8bf309f1cfd132ee,,,,,,,1989/09,SNK,us,b,"b 1",,,,,,,,,,,
"Final Fantasy III",,2a3540a9eb7b84ad5778dc7fbdc7662cfdb1c64e,,,,,,,1990/04/27,Square,jp,b,"b 1",,,en,,,,,,,,
"Adventures of Lolo {W}",,2a39a168de416959a1830258ada28ff3fc5a765d,,,,,,,1989/04,"Hal America",us,b,"b 4; iNES title",,,,,,,Vimm,,,,
"Yo! Noid",,2a3a9b5419e802ca6eb1210862e01f0c4293e1a2,,,,,,,1990/11,Capcom,us,,1999,,,"pt Emuroms",,,,,,,,
"Galaga: Demons of Death",,2a3ad800b93ab412e0ad8eeae5716fa858d1fadf,,,Galaga,,,,1985/02/01,Namco,jp,,"iNES title",,,,,,,1,,,,
"Disney's Chip 'n Dale: Rescue Rangers",,2a40875fa9afcf5e74b989324f95d801e8da3ea2,,,,,,"PC10; b1",,,,?,,,,,,,,,,,,
"Ikari Warriors II: Victory Road",,2a43aefd2768874e211b6eba74441bf295c64ba6,,,,,,,1988/04,SNK,us,,,,,,,,,,,,,
"Zelda II: Adventure of Link",,2a4cbe0c8cba75764484d5196a3a36655bbc6c33,,,"Zelda II: The Adventure of Link",,"Zelda 2 - Adventure of Link","GameCube Edition",2002,Nintendo,us,!,,,,,,,,Gamecube,,,,
"Zelda II: Adventure of Link",,2a53e7870e4fa9e6fca6c8ac2ed1c760ac41987b,,,"Zelda II: The Adventure of Link",,"Zelda 2 - Adventure of Link",,1988/12,Nintendo,us,u,"u 1; iNES title",,,,,,,1,,,,
"Mini Putt",,2a55804f47afa384d56a824075fba24a2f4e2b75,,,,,,,1991/02/15,A-Wave,jp,,"iNES title",,,,,,,Vimm,,,,
"Batman: The Video Game",,2a5708d6855639b82ff724466a004e493da480bb,,,,,,"U; Older Beta",,,,?,,,,,,,,,,,,
"Wild Gunman",,2a5c4f43a56a4c7a4ca73c4f3ee204ae0fbd8157,,,,,,"v revPRG1",1985/10,Nintendo,,,,,,,,,,,,,,
"Megaman IV",,2a5f83a1bd0539f38b97d502207990577efc67f9,,,"Megaman IV: Gadget Master",,,Hack,,,,,,,,,,,,,,,,
"Devil World",,2a6067b844b2a6113a1fb0974ce2adb7af74480e,,,,,,,1987,FMG,jp,o,"o 1",,,,1,,,,,,,
"Disney's Darkwing Duck",,2a6254f8ef6e20736ac3585379b76df9dd104118,,,,,,,1992/06,Capcom,us,,2000,,,"pt BR Games",,,,,,,,
"Bird Week",,2a633bd12e656a4319b203b524fc63ce097e2fd7,,,,,,,1986/06/03,"Toshiba EMI",jp,,,,,,,,,,,,,
"Best of the Best: Championship Karate",,2a6bc8fcbe2ac438d8ec637cf6fbbd7eaf49ca55,,,,,,,1992/12,"Electro Brain",us,o,"o 1",,,,,,,,,,,
"Tecmo Super Bowl",,2a7293d686dee06e03dfe51d40ab717841d56528,,,"Classic Tecmo League S1 Week 09",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
"Goonies II",,2a742aa933d0efacbd1fd9f57d8b403e1321ea5c,,,"The Goonies II: Fratelli Saigo no Chousen",,"Goonies 2 - Fratelli Saigo no Chousen","Language proto",1987/03/18,Konami,jp,,,,,,,,,,,,,
"Choujin Sentai: Jetman",,2a764319c7d239f32fdeb2540f7c118bc418a550,,,,,,,1991/12/21,Angel,jp,b,"b 1",,,,,,,,,,,
"Flying Dragon: Secret Scroll",,2a79f7fe9313dd04e22b29de8bfed1589b153e1e,,,"Hiryuu no Ken: Ougi no Sho",,,,1987/02/14,"Culture Brain",jp,,,,,,,,,,,,,
Pac-Man,,2a7dccc8ca98098631b94c7d0b586e98d6d04472,,,,,,,19xx,,jp,,"iNES title",,,,1,,,2,,,,
"North & South",,2a7f6052219e8ed69f307b8eb3d724fdded74ae1,,,,,,,1990/12,Seika,us,,,,,,,,,,,,,
"Super Mario Bros.",,2a85e0355e17e8105068234f1feca00207d5ea79,,,"X Mario Bros by DH",,,"SMB1 Hack",,,,?,,,,,,,,,,,,
"Super Mario Bros. 2",,2a8d1a7ca40216872236e3cc64f58681bca6b82b,,,"Super Mario Bros. 2: Mario's Nightmare Edition",,,"v 1.0",200x,X-hackers,,,"Super Mario Bros. 2",,,,,,,1,,,,
Sqoon,,2a9118212ccd0c83250d57f81424eb404b55ac8b,,,,,,"U; t1",,,,?,,,,,,,,,,,,
"R.B.I. Baseball 2",,2a98e2fab9cabd95e84b997d33435d361e6853b3,,,,,,"Tengen; o4",,,,,,,,,,,,,,,,
Gradius,,2aa26275b4f0089c7e380cd790848ca747afa6aa,,,,,,,1986/04/25,Konami,jp,,"iNES title",,,,,,,Acey,,,,
"Super Mario Bros.",,2aa4889c417c219943407e1652d7c1c1e2a57475,,,,,,,19xx,,,,"no title",,,,1,,,,,,,
"Demon Sword",,2aa5841ed49c272da602e830351d236e17c52f1a,,,,,,,1990/01,"Taito Software",us,,v.20051225,,,"zh god of MM",,,,,,,,
Mappy-Land,,2aa6fd33cbd32b34c55653a67982d2a90bbf142e,,,,,,"J; b2",,,,,,,,,,,,,,,,
"All-Pro Basketball",,2aa76a714d5a026c31234499a0c3659e98da994f,,,,,,,1989/12,"Vic Tokai",us,b,"b 8",,,,,,,,,,,
"Wagyan Land 2",,2aa7b403460a10e6d11341de2f8b38d55c6b8d85,,,"Wagan Land 2",,,,1990/12/14,Namco,jp,b,"b 1",,,,,,,,,,,
"Terao no Dosukoi Oozumou",,2aaa2cf1dcd998fc25d31ce00773d044ec0b7593,,,,,,,1989/11/24,Jaleco,jp,,,,,,,,,,,,,
Ballblazer,,2aadd0cc7f1c77b1e5c6a655b9796d2126b70a3d,,,,,,,1988/03/04,"Pony Canyon",jp,b,"b 1",,,,,,,,,,,
"Final Fantasy III",,2ab18965569ebf68b4e7e9a51c966c793921c936,,,,,,,1990/04/27,Square,jp,a,"a 2",,,"en AWJ - N. Cortlett - SoM2Freak",,,,,,,,
"Captain Tsubasa Vol. II: Super Striker",,2abacca9089334f0bb41ec4a91eaa1cc11360dd5,,,"Captain Tsubasa Vol. II: Argentine Chapter",,,Hack,,,,?,,,,,,,,,,,,
"Fantastic Adventures of Dizzy",,2abbabc4b9789e46cd713fd954fee1a9dac1f338,,,"The Fantastic Adventures of Dizzy",,"Fantastic Adventures of Dizzy","Aladdin Deck Enhancer; US",1991,Camerica,,b,"b 1; mapper 2",,,,,,,1,,,,
"!Multi-Game Pirate Carts",,2abe2f301218554348628ceb6ffb702e7541e4e0,,,"54 in 1",,,,199x,"Game Star",xa,o,"o 1; GK-54",,,,1,,"enu only",1,,,,
"!Public Domain",,2ac1c0ed0122bb107d5fcb49cc452c9f7b79dca6,,,"Tank Demo",,,"Copyright Public Domain",1999,"Bell, Ian",,,"NTSC, mapper 0",,,,,,,,,,,
"Oeka Kids: Anpanman no Hiragana Daisuki",,2ad0be9384f60772c5765149a963fa8541bcce2b,,,,,,,1991/03/26,Bandai,jp,,,,,,,,,,,,,
@,,2ad139dedb3de3ecc40f89233ae77d024adc867b,,,Gauntlet,,,,1989,Tengen,us,b,"b 3",,,,1,,,,,,,
"SD Gundam Gaiden: Knight Gundam Monogatari 2: Hikari no Knight",,2ad24d6ef5a329254991fbf5e89a2c13e14799c3,,,,,,,1991/10/12,Bandai,jp,,,,,,,,,,,,,
"Klash Ball",,2ae0353d95fa89ab8e09bf342fa245a1023c59a3,,,,,,,1991/07,Sofel,us,b,"b 1",,,,,,,,,,,
@,,2ae2de5b5fc869134b1f840277133c711f2f36de,,,"Famicom Wars",,,,1988/08/12,Nintendo,jp,b,"b 1; enlarged rom",,,,,,,1,,,,
Karateka,,2ae42e311b6f4428e94b62bc8ed8ee5f3b53644c,,,,,,"J; b1",,,,?,,,,,,,,,,,,
"Rally Bike",,2ae78055b1ba78286737f14563101107363fa92a,,,,,,,1990/09,Romstar,us,b,"b 1",,,,,,,,,,,
"G.I. Joe: Real American Hero",,2ae7b9dd2911dc6cf78bc0f06086ea92dedcc0d8,,,"G.I. Joe: A Real American Hero",,,,1991/01,Taxan,us,,v1.0-2002,,,"pt Mini Translation",,,,,,,,
"Mach Rider",,2ae9858435ebc2d36060f746a413c086fe285b49,,,,,,,1987,FMG,jp,,,,,,1,,,,,,,
"Megaman IV",,2ae9a049dafc8c7577584b4b9256f7ef8932b29c,,,"Mega Man 4",,,"v revPRG0",1992/01,Capcom,us,,,,,,,,,,,,,
Rygar,,2aeca5a4f6e612532537cdd00d6433a4ecdab11c,,,,,,PC10,,,,?,,,,,,,,,,,,
"Takeshi no Chousenjou",,2aed3e2849ef8fef08a0ecd738c1663859c6761c,,,,,,,1986/12/10,Taito,jp,b,"b 1",,,,,,,,,,,
@,,2aed430dcff65496a438161c6c4b88233bcbe970,,,"Mario's Open Golf",,,PlayChoice-10,1991,Nintendo,@,@,,,,,,,,,,,,
"Double Dragon II: Revenge",,2af55ab3a797cdd831b6eb17f225e4199679338e,,,"Double Dragon II: The Revenge",,"Double Dragon 2 - Revenge","U; PRG1; h1",,,,?,,,,,,,,,,,,
"Tecmo Super Bowl",,2af6e2e88a0921916e047af3b6ef528b4129d355,,,"Tecmo Super Bowl: Updated",,,,2005,"Sobhi Youssef",us,,"Tecmo Super Bowl",,,,,,,1,,,,
"Tecmo Super Bowl",,2b0085e389774eb5b942671d700bf935a221647a,,,"Tecmo Elite S2 Week 10",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
@,,2b0133e06567c7ec856e1f10df060c25eba96fe5,,,"Tecmo Super Bowl: OTL Season 1 Week 01",,,,2006,"Original Tecmo League",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"Caveman Games",,2b02ab2a1fc5d27dcad82820915d589ed41363ab,,,,,,,1990/10,"Data East",us,b,"b 2",,,,,,,,,,,
"Tecmo Super Bowl",,2b03280e2058fbfaddea87541ab9b9d41b201873,,,"World Tecmo League Division 2 Mock Sex",,,"Tecmo Super Bowl Hack",,,,?,,,,,,,,,,,,
@,,2b09ce6f4f7b8948334d3a30250765e65677d9a7,,,"Tecmo Super Bowl: TE Season 2 Week 15",,,,200x,"Tecmo Elite",us,@,"Tecmo Super Bowl",,,,,,,1,,,,
"Super Mario Bros. 3",,2b0c0353801e0d1a0e32b249b2b6538264f19194,,,"Strange Mario Bros. 3: All but Graphics",,,,2001/06/30,ACMLM,,,"Super Mario Bros. 3",,,,,,,1,,,,
"Best of the Best: Championship Karate",,2b0ef574b089efa822ff067569926b7ca0fce92c,,,,,,,1992/12,"Electro Brain",us,b,"b 1",,,,,,,,,,,
"Wrecking Crew",,2b12742f6abda21c540397e97f41f890aaf98971,,,"Wrecking Crew V1.1 by Macbee",,,"Wrecking Crew Hack; o1",,,,?,,,,,,,,,,,,
"Cobra Triangle",,2b161bab502451f41cef26ec2f491fdea5094c28,,,,,,,1989/07,Nintendo,us,,"iNES title",,,,,,,Vimm,,,,
