"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Star Wars: Shadows of the Empire",,22280c08958d778d511b0b4083700640ba86043b,,,,,,v0,1996,LucasArts,us,b,,,,,,,,,@,,,
"F-ZERO X",,22327bf1f1a692a9634466b097c0d92e46319b8e,,,,,,,1998,Nintendo,eu,?,,,,,,,,2,@,,,
@,,2263c34ff25cce79a51693ebba109c76f6246d01,,,"Yoshi's Story",,,@,1998,Nintendo,us,@,@,@,@,@,@,@,@,@,@,,,
"ECW Hardcore Revolution",,226cad0c48e9e0d1dc928298518ca8b2d6eae5ed,,,,,,,2000,Acclaim,eu,!,,,,,,,,,@,,,
"Mace: Dark Age",,22b70a6b4037d4d702cbd54eb6a275f3534828f3,,,,,,,1997,Midway,us,b,,,,,,,,,@,,,
"Vigilante 8",,22b7d7b4f1722efd52d3c8beba8cf5d07340569b,,,,,,,1999,Activision,us,!,,,,,,,,,@,,,
"Turok 3: Shadow of Oblivion",,22bd7985055c08da0d9885772fe65c2f78a5f9ac,,,,,,Beta,2000/07/10,Acclaim,eu,?,,,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,22f4976adc446b80adafae8560ba95e42b08fe1f,,,,,,v1.73,1998,"Bung Enterprises",,?,,,,,,,,,@,,,
"MRC: Multi-Racing Championship",,231b865c1496e630c92dc868f858970938e847f6,,,,,,,1997,Imagineer,us,b,,,,,,,,,@,,,
"Chopper Attack",,2320d9141ce96ca5786670e766f48ffdae76d156,,,"Wild Choppers",,,,1997,Seta,jp,b,,,,,,,,,@,,,
"WCW Nitro",,2327a2dd2c02d4f48dd1d0acb9d589feb0a8faa5,,,,,,,1998,THQ,us,b,,,,,,,,,@,,,
@,,2338fa8c5bd5aae1bcb6b3038debc04c919a6e71,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,59,@,,,
"!Public Domain",,236b05b0a88943095974e683b163c4f5b5d0b8b6,,,"Simon 64",,,v0.1a,1999,JL_Picard,,?,"POM '99",,,,,,,,@,,,
"SpaceStation Silicon Valley",,23710541bb3394072740b0f0236a7cb1a7d41531,,,,,,,1998,"Take Two Interactive",eu,!,,,,,,,,,@,,,
@,,2374f5f8993ea806103ecd7cb9cfae5efa2a8042,,,ScummVM-N64,,,v1.3.1-cine,2011,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
"Mortal Kombat Trilogy",,23809133dd76ff4f490a5c36a995b2c925d91f06,,,,,,,1997,Midway,eu,?,,,4,,,,,,@,,,
"New Tetris",,2392f403b0993f838912cefa83aefd35d34a05a0,,,,,,,1999,Nintendo,eu,!,,,,,,,,,@,,,
"!Public Domain",,239301fea94b392402104928196607cf353e4d84,,,"Dexanoid R1",,,,1999,"Protest Design",,?,,PAL,,,,,,*,@,,,
"Diddy Kong Racing",,23956f271a5cc6ffc99598c07f21a0d832c54249,,,,,,v1,1997,Rare,eu,?,,Z64,,,,,,*,@,,,
"CD64 BIOS",,23ae0b16420c2f3619c15364a37c46ccfe396948,,,,,,v1.21,1998,UFO,,?,"EEPROM Burner | Even Bytes",,,,,,,,@,,,
@,,23b5b899220b2f516f2fcc054b39632e8ffc9e04,,,ScummVM-N64,,,v1.3.1-made,2011,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
"Diddy Kong Racing",,23ba3d302025153d111416e751027cef11213a19,,,,,,v1,1997,Rare,jp,!,,,,,,,,,@,,,
"San Francisco Rush: Extreme Racing",,23cfeaf1a5c7bf058e4031f2c9dc2d5238275a82,,,,,,v0,1997,Midway,us,b,,,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,23d8686ab97bc1c8e11b0cb55d05a01fac425400,,,,,,v1.91,1998,"Bung Enterprises",,?,,,,,,,,,@,,,
"NASCAR 99",,23f25902f9479864f4f64b1c1f6064fcf6693435,,,,,,,1998,"Electronic Arts",eu,?,,,,,,,,*,@,,,
"Magical Tetris Challenge",,23f2d318fcdf16a38e57ecdcc0d463c7dfd65874,,,"Magical Tetris Challenge Featuring Mickey",,,,1998,"Capcom | Disney",jp,b,,,,,,,,,@,,,
@,,240dc5f2387bbbabb1c0227bc4e7794df6d9c5a9,,,"The Legend of Zelda: Majora's Mask",,"Legend of Zelda - Majora's Mask",@,2000,Nintendo,us,@,@,@,@,ru,@,@,@,@,@,,,
"!Public Domain",,241d3004c633f0a57303e86045301ec71093cdea,,,"Bike Race '98",,,v1.2,1998,NaN,,?,,,,,,,,,@,,,
"Ogre Battle 64: Person of Lordly Caliber",,244a92df46863964ec507c78b72c226f48754967,,,,,,v1,1999,"Nintendo | Quest",jp,!,,,,,,,,,@,,,
"Hercules: Legendary Journeys",,247b3940733790dec062ddc866b1adafeb1742bf,,,,,,,2000,"Player 1 | Titus",us,?,,PAL-NTSC,*,,,,,3,@,,,
"Jikkyou Powerful Pro Yakyuu 4",,248102e2b1de94a852c350718083e614160a387c,,,,,,v0,1997,Konami,jp,b,,,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,248dbb0d616c894a06d2f8ff182b70edbe51bfd5,,,,,,v1.03,1997,"Bung Enterprises",,?,,,,,,,,,@,,,
"!Public Domain",,249ec63a8acf2d6bfb9cdd4a8b393e56b4b93a2d,,,"Dexanoid R1",,,,1999,"Protest Design",,?,,PAL,,,,,,2,@,,,
"!Public Domain",,24c539be4281a2f83d72cc7ae49d94388b29a270,,,"Ultra Demo",,,,2000,Locke,,,,,,,,,,,@,,,
@,,24ca7508157466e5d289ee49c2c714806d1ecce2,,,"Mario Artist: Talent Studio",,,@,2000,Nintendo,jp,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,24da4bad908f84c19968f950d2884e595b9a39ff,,,"Dynamix Readme",,,,2000,"Immortal | Widget",,?,,,,,,,,,@,,,
"Pokemon Snap",,24da787140662d1fb40d8e17199ce6412d72dedc,,,,,,,2000,"HAL Laboratory | Nintendo",es,!,,,,,,,,,@,,,
@,,24dfb0a79919db0b3b23cbda90af9103e262b9e5,,,"Retroactive 64drive Menu",,,v1.05,2011,Retroactive,@,b,@,@,@,@,@,@,@,@,@,,,
"War Gods",,24f80129b3e09bfb8b8c0581158220d4a030bc03,,,,,,,1996,"Eurocom | Midway",us,b,,,,,,,,,@,,,
"Kirby 64: Crystal Shards",,2502ceb1afba83c90f3e7f98b283f667b85d4150,,,"Hoshi no Kirby 64",,,v1,2000,"HAL Laboratory | Nintendo",jp,!,,,,,,,,,@,,,
"Mario Golf",,250bf205f219171b9283d358f67bc1174eecc6f0,,,,,,,1999,"Nintendo | Camelot Software Planning",us,b,,,,,,,,,@,,,
@,,25282d4cb5c41affa4149e8bbb215f48e65bad8e,,,"Die Hard 64",,,proto,2000/03/15,"Fox Interactive",us,@,"Level 2 | 02.36",@,@,@,@,@,@,@,@,,,
"Mario Golf",,254004138d7ad9308e3de7aed10559d43ed84674,,,,,,,1999,"Nintendo | Camelot Software Planning",us,?,,Z64-Save,,,,,,2,@,,,
"Cruis'n World",,2551300a572c50908cd0fb63daf882b31d448ad2,,,,,,,1998,Nintendo,us,?,,*,,,,,,*,@,,,
"NBA In the Zone 2000",,255aadf60e9de652247bb1f7c63b50415d6c4354,,,,,,,1999,Konami,eu,!,,,,,,,,,@,,,
"Legend of Zelda: Ocarina of Time",,2568a290f50e6331bca202f25b6cf8047668e530,,,,,,v0,1998,Nintendo,us,?,,,,ru,,,,,@,,,
"Hydro Thunder",,2576192f63b41ae5036cf12323e903ec9a34eb78,,,,,,,1999,Midway,us,b,,PAL,,,,,,,@,,,
"WWF Attitude",,259973eb0ba1d01f1a5fbf3039ed511e6b705f26,,,,,,,1999,"Acclaim | Iguana Entertainment",us,!,,,,,,,,,@,,,
Quake,,25a7fe0342490d3c23328040bb34f8748995537a,,,,,,,1998,Midway,us,!,,,,,,,,,@,,,
"Penny Racers",,25a9f905365e9a438ca9641a642dfd9e0409cfb6,,,,,,,1998,"Takara | THQ",eu,?,,,,,,,,2,@,,,
"Sim City 2000",,25b753860525aafb3a4ad7c8d3ab085509ee9ecc,,,,,,,1997,Maxis,jp,b,,,,,,,,,@,,,
"Pro Mahjong Tsuwamono 64: Jansou Battle ni Chousen",,25bc862bfabdc972459e8ec2f4173bd5d638eff3,,,,,,,1999,"Culture Brain",jp,!,,,,,,,,,@,,,
"Doubutsu no Mori",,25d8f06c9c9d0066136ff8e43d81c09a1ec31f17,,,,,,v2007-03-22,2001,Nintendo,jp,?,,,,en,,,,,@,,,
@,,25dc8e6dff6d09cde1d4a3a364a2b68ef85bf886,,,"NBA Hangtime",,,@,1996,Midway,us,o,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,25e486e22c427a570e0dd452db09588ec63e92c8,,,Twintris,,,,1998,Twinsen,,?,"POM '98",,,,,,,,@,,,
@,,25f8b26e7ea060b1a1be3a646c673da005da9ccf,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,96,@,,,
"G.A.S.P!! Fighters' NEXTream",,25fc9333b6c55cca0f349a58a406649739a0684b,,,,,,,1998,Konami,jp,b,,,,,,,,,@,,,
Re-Volt,,2626d9ca7ca9c781872f8a06ead8939082fb26b6,,,,,,,1999,"Acclaim | Iguana Entertainment",us,?,,,*,,,,,,@,,,
@,,26379c875f5d1cbe3625d2b000de2ebb073eb9e8,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,19,@,,,
"Chameleon Twist 2",,2640ff6739ef3f927c63db4806d4e981338f3299,,,,,,,1998,"Japan System Supply | Sunsoft",jp,b,,,,,,,,,@,,,
@,,264176873577bec3be390e62b358f708a9d49c2e,,,"F-Zero X",,,@,1998,Nintendo,us,@,@,@,@,@,@,@,@,10,@,,,
"Hyper Olympics in Nagano 64",,264a8a992e58819cb47cabf8c7d3494bf3988dd8,,,"Hyper Olympics 64: Nagano '98",,,,1997,Konami,jp,b,,,,,,,,,@,,,
"NHL Breakaway 98",,2658334bf4091d0d3ed2de3327592d04fc0b6849,,,,,,,1997,Acclaim,us,!,,,,,,,,,@,,,
@,,2658583b177f911519a485bc29153c376e3e968c,,,"SMOS01 Demo",,,@,20xx,@,@,@,@,@,@,@,@,@,@,@,@,,,
@,,26623418f8c6f271ba36b68eaecb18db19563b2b,,,"South Park",,,@,1998,"Acclaim | Gradiente | Iguana Entertainment",br,@,@,@,@,@,@,@,@,@,@,,,
"Pilotwings 64",,267eaa4d9ceee43d01ffad542c5b9f8bcb780e64,,,,,,,1996,"Nintendo | Paradigm Simulation",us,?,,,*,,,,,,@,,,
"Neon Genesis Evangelion",,26ac86a472a974ac30e61f936d0a7416af61241d,,,,,,,1999,Bandai,jp,b,,,,,,,,,@,,,
@,,26b14da41e99ea47777cc8bc47e2d70e198c5cf6,,,"Neo N64 Myth Menu",,,v2.2U2,2011,NeoTeam,@,@,@,@,@,@,@,@,@,@,@,,,
@,,26b4f91a0e2ea2e6994bcdc42b54d8c7e2279d98,,,"F-Zero X Wèilái Sàichē",,,v4,2004,Nintendo,cn,@,iQue,@,@,@,@,@,anual,@,@,,,
AeroGauge,,26c23440ded2956927b5266afaf7bf478a174cb3,,,,,,v1,1997,"ASCII | Locomotive",jp,b,,,,,,,,,@,,,
"Pilotwings 64",,26c873045ec9bb3f24007a0ec1e2a90f30afc553,,,,,,,1997,"Nintendo | Paradigm Simulation",eu,b,,,,,,,,,@,,,
@,,26d57b1f57dffc066a10f48cc54b22bf93f9c2c9,,,"ScummVM-N64: Beneath a Steel Sky",,,v1.2.1,2010,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
"Disney's Donald Duck: Goin' Quackers",,26e31eef0974f114106fa8587b2ade038604c0b4,,,"Donald Duck: Quack Attack",,,,2000,Ubisoft,eu,?,,NTSC,,,,,,*,@,,,
"Ide Yosuke no Mahjong Juku",,26e3210f45c78d72eae61cb066d08d6e00c0ea87,,,,,,,2000,Seta,jp,b,,,,,,,,,@,,,
"Mario Party 2",,26f4637167aaaa0e420bb4fdb26a965fd34f8d19,,,,,,,1999,"Nintendo | Hudson",jp,!,,,,,,,,,@,,,
@,,26f84f7c193f75fa614b1a80972cec8e58c9a537,,,"GoldenEye 007",,,@,1997,Nintendo,us,@,@,@,@,@,@,@,@,26,@,,,
Glover,,270be17b3c8da9b88a7b99c2a545b0bce16837f4,,,,,,,1998,"Hasbro Interactive",us,!,,,,,,,,,@,,,
"Star Wars: Shadows of the Empire",,271c285f6e5069133ab27a2a8324d4651591e35d,,,,,,v0,1996,LucasArts,us,!,,,,,,,,,@,,,
"Legend of Zelda: Majora's Mask",,271e55d4e1e5c2f5e5df9ffcebad48dc810c7b1e,,,,,,v0,2000,Nintendo,eu,?,,,,it,,,,,@,,,
@,,27217b47cc4eca981e9b6999c933975cd0e769ab,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,70,@,,,
"StarCraft 64",,2721ae4ece1bedb4b3ce7d436fd12c81bb395406,,,,,,,2000,Nintendo,au,b,,,,,,,,,@,,,
"RR64: Ridge Racer 64",,2727a0e2e0633f9651c1a0ae88ed7de994ee3ada,,,"Ridge Racer 64",,,,2000,"Namco | Nintendo",us,?,,,*,,,,,,@,,,
@,,272aaa2faae1b96d724c9bc62afd92269ab29ddc,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,99,@,,,
@,,273f1d6ddd48f92af49f37e88405f318a340c2cd,,,"Cruis'n USA",,,v2,1996,Nintendo,us,@,"Virtual Console",@,@,@,@,@,@,@,@,,,
"Pokemon Stadium",,27415ac6b07c0e884c8bd244680d95bd8b3c5df0,,,"Pokemon Sutajiamu Tsuu",,,,1999,"Creatures | Game Freak | Nintendo",jp,?,,*,,,,,,3,@,,,
@,,27558e08f42401593addc0d12bc6dde8bba76cda,,,"Bung Enterprises Doctor V64 BIOS",,,v1.30,1997,"Bung Enterprises",@,@,@,@,@,@,@,@,@,*,@,,,
"Snowboard Kids",,275c2045e0cba40cb1448b0d0c612b6f9457a770,,,,,,,1997,"Atlus | Racdym",us,?,,,,,,,,*,@,,,
"Fighters Destiny",,2763731085a9d86d357d8fef775c2d21d3c9f2b4,,,,,,,1998,"Imagineer | Genki | Ocean",eu,!,,,,,,,,,@,,,
@,,2763b83846165221c8b80bc4430f5b55779622e3,,,"Jikkyou Powerful Pro Yakyuu 6",,,v2,1999,Konami,jp,@,@,@,@,@,@,@,@,@,@,,,
"Jeremy McGrath Supercross 2000",,278ad55333b7b75970812ecb9e691111ca3cfc46,,,,,,,2000,Acclaim,us,!,,,,,,,,,@,,,
@,,2791f93ee2a26f0f1a87cd9ce8fec0df4301e4d2,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,127,@,,,
"NFL Blitz 2001",,279bc9ed596663610265a618a1656dbb8ea4237a,,,,,,,2000,Midway,us,!,,,,,,,,,@,,,
"AeroFighters Assault",,27a30ff322148dc3bdf5e3827b095d7b029dc151,,,,,,,1997,"Video System",us,?,,PAL,,,,,,*,@,,,
"!Public Domain",,27a575e235c777c8608e3f6be3b1a732356501d6,,,"Cube Demo",,,,199x,MSFTUG,,,,,,,,,,,@,,,
@,,27c4c8f199d1045c697c5d79d216d33e1c715760,,,"Wonder Project J2: Koruro no Mori no Jozet",,,@,1996,Enix,jp,@,@,@,@,en,@,@,@,@,@,,,
"Mortal Kombat Trilogy",,27d6e63fdce6a0597667c334ae516e799344356f,,,,,,v0,1996,Midway,us,b,,,,,,,,,@,,,
@,,283a4af9148718fc2d1596fe00fcbc6dd58bfd0f,,,"Mr. Backup Z64 BIOS",,,v2.17,1999,"Mr. Backup",@,@,@,@,@,@,@,@,@,8,@,,,
"NFL Blitz",,2853afd9e38d63d913c8484f546804708c8ad712,,,,,,,1997,Midway,us,!,,,,,,,,,@,,,
"Robotron 64",,285c720f642649790faaaa02c33636cf1b33d7db,,,,,,,1997,Midway,us,b,,,,,,,,,@,,,
Hexen,,2866925d65629f72a9e0b0da10005f3619bfaedd,,,,,,,1997,"GT Interactive | id Software",us,?,,,2,,,,,,@,,,
"Clay Fighter: Sculptor's Cut",,28697fba130ded056bf7c497deaa3e154cce8022,,,,,,,1998,Interplay,us,!,,,,,,,,,@,,,
@,,287fd68b5de520ade240889bc0133777fed5c671,,,"Tommy Thunder",,,"v19971002 | proto",1997,"Player 1",@,@,@,@,@,@,@,@,@,@,@,,,
"Top Gear Hyper-Bike",,2886003b48e16193240acad1fdf57077f7f249f0,,,,,,,2000,Kemco,eu,b,,,,,,,,,@,,,
"Penny Racers",,288cdbabe30349b70ddd68931e697af03e0d2ee8,,,"Choro Q 64",,,,1998,Takara,jp,!,,,,,,,,,@,,,
"Clay Fighter: Sculptor's Cut",,289516f64328ef0f9fc55b4b223970876ade442e,,,,,,,1998,Interplay,us,?,,,,,,,,*,@,,,
"NBA Hangtime",,28970e8775ec586c9705bbdacf21668028d60c57,,,,,,,1996,Midway,us,b,,,,,,,,,@,,,
"Pokemon Stadium",,28b5a15751e43589348ec919d15cb1c0928ff050,,,,,,v1,2000,"Creatures | Game Freak | Nintendo",us,b,,*,,,,,,*,@,,,
"Super Smash Bros.",,28bfc77ac4815b71a2018795a765cd16b08bcacb,,,,,,,,,eu,b,,,,,,,,,,,,
"Fighters Destiny",,28c6486f4036295284a022b6d70d3bc2f64b20e8,,,,,,,1998,"Imagineer | Genki | Ocean",fr,!,,,,,,,,,@,,,
"GoldenEye 007",,28c9aa2b58466f88352dbbc80b32f08d8227a620,,,,,,,1997,Nintendo,eu,?,,,*,,,,,,@,,,
"WWF No Mercy",,28d41e0848d70650cd9bf10b36ed3250959e0691,,,,,,v0,2000,THQ,eu,b,,,,,,,,,@,,,
@,,28de1b6236f22fa0a44f822ef6609df44b6fb6ad,,,"Retroactive 64drive Firmware",,,v1.04,2012,Retroactive,@,@,@,@,@,@,@,@,@,@,@,,,
"Super Mario 64",,28e0e9f2ae0e2ad3ef4bec0a58f1cd674ab61e47,,,,,,,1996,Nintendo,us,?,,,,,,,,*,@,,,
"Bakushou Jinsei 64: Mezase! Resort Ou",,28e6d11f6f48c86a9b7c112c672109e1c2d7e5d0,,,,,,,1998,Taito,jp,!,,,,,,,,,@,,,
"Mischief Makers",,290ed0b049fee83b05d7ae90f2436e275a7ac1c3,,,"Yuke Yuke!! Trouble Makers",,,,1997,"Enix | Treasure",jp,b,,,,,,,,,@,,,
"Ogre Battle 64: Person of Lordly Caliber",,29143800b2d98f2d3abc668bd071dfd4db6fa35e,,,,,,v1,1999,"Nintendo | Quest",jp,b,,,,,,,,,@,,,
"Nushi Zuri 64: Shiokaze ni Notte",,291ca75e075b6f8ce65a2b8dff7817ad61de497c,,,"Nushi Zuri 64: Shiokaze Ninotte",,,,2000,Pack-In-Video,jp,b,,,,,,,,,@,,,
"Super Smash Bros.",,291cfbdc96b8723f2541d67dceba109bbd1b981f,,,,,,,1999,Nintendo,au,?,,*,,,,,,*,@,,,
"Bug's Life",,2922c2281faa4106295830c617289292df4c377a,,,,,,,1999,"Activision | Traveller's Tales",eu,!,,,,,,,,,@,,,
"Body Harvest",,2937fa657edecdd04110cb92952861fb751a3ee0,,,,,,,1998,Gremlin,eu,?,,NTSC,,,,,,*,@,,,
@,,294d4c495a5b8227967a7039766d7e21afc41fd2,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,85,@,,,
"Milo's Astro Lanes",,2953b23163c4e5b27f078eeece6aac862591a1f4,,,,,,,1998,"Crave Entertainment",us,b,,,,,,,,,@,,,
"F-ZERO X",,295533a1bb6719810150273cddce82e2824b601d,,,,,,,1998,Nintendo,us,?,,*,,,,,,4,@,,,
@,,2967b60aa29954fc684fdf28a0e2c335759695fe,,,"Jikkyou J.League 1999: Perfect Striker 2",,,v0,1999,Konami,jp,@,@,@,@,@,@,@,@,@,@,,,
"Namco Museum 64",,296a564db699bcbc7fa7bdd23ec93f60fc589352,,,,,,,1999,Namco,us,b,,PAL,,,,,,,@,,,
@,,298ad543e3761de0248a58a0707ab92f7a441565,,,"RMGeom01 Demo",,,@,20xx,@,@,@,@,@,@,@,@,@,@,@,@,,,
@,,29aad5ebed359c321025ae35853f751e716f0c8d,,,"FIFA: Road to World Cup 98",,,@,1998,"Electronic Arts",jp,@,@,@,@,@,@,@,@,@,@,,,
@,,29bac95f5f49385d21deb5b71d69fbcbf20f2050,,,"F-Zero X",,,@,1998,Nintendo,us,@,@,@,@,@,@,@,@,23,@,,,
"Automobili Lamborghini",,29be979152363b393854afff7a427dba6e18212a,,,,,,,1997,Titus,us,b,,,,,,,,,@,,,
"Yoshi's Story",,29d725cfa44a81c1345ecdb4ead9d9cb9c9df223,,,,,,,1998,Nintendo,us,?,,,*,,,,,,@,,,
"Gauntlet Legends",,29f19e0405dca66c7383fb94104a22758a9d06dd,,,,,,,1999,Midway,eu,!,,,,,,,,,@,,,
@,,29fa421e7732ab990178033bc8c979aeb8fe78d5,,,"Donkey Kong 64",,,@,1999,Nintendo,eu,@,@,@,@,@,@,@,@,@,@,,,
@,,2a10cb20332beaa067d61e5923cd18bedd6436d7,,,"Mortal Kombat Trilogy",,,v1,1996,"Midway | Williams",us,@,@,@,@,@,@,@,@,@,@,,,
@,,2a1131a9ff7705a2cdd0b19281ff5f8ce1bd2736,,,"ScummVM-N64: TeenAgent",,,v1.1.1,2010,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
@,,2a11b251beb50ebedb93becef68a259679cd9f33,,,Extreme-G,,,@,1997,Acclaim,eu,b,@,@,@,@,@,@,@,@,@,,,
"Knife Edge: Nose Gunner",,2a4c33ad552d542e489702889ae5d937fca66a8d,,,,,,,1998,Kemco,us,b,,,*,,,,,,@,,,
@,,2a5cc13aa919a398f19d1bb9947a31ae3b835248,,,"F-Zero X",,,@,1998,Nintendo,us,@,@,@,@,@,@,@,@,49,@,,,
"GoldenEye 007",,2a5dade32f7fad6c73c659d2026994632c1b3174,,,,,,,1997,Nintendo,jp,!,,,,,,,,,@,,,
"J.League Tactics Soccer",,2a6b6c6d882478e0c2ce9d4fdabb74530ea84e72,,,,,,v0,1998,ASCII,jp,b,,,,,,,,,@,,,
@,,2a716520953f6a8f040f19209be908b9e08b64a0,,,"F-Zero X",,,@,1998,Nintendo,us,@,@,@,@,@,@,@,@,50,@,,,
@,,2a73aced8fded7a6422fa322d8ff76f6045c687f,,,"Kyojin no Doshin",,,Demo,1999,Nintendo,jp,b,kiosk,@,@,@,@,@,@,@,@,,,
"Goemon's Great Adventure",,2ab71b71665a688d40832e16d897548ece9f0dd4,,,"Ganbare Goemon: Derodero Douchuu Obake Tenkomori",,,,1998,Konami,jp,!,,,,,,,,,@,,,
"Carmageddon 64",,2ab7ea2a9bc05ecf3cac026e2aff7acc9d3202e5,,,,,,,1999,"Interplay | SCi",eu,!,,,,,,,,,@,,,
"All-Star Baseball 2000",,2ac95786810034dbd9de21879a64061f3be70ccf,,,,,,,1999,Acclaim,us,?,,,,,,,,2,@,,,
"Roadsters Trophy",,2ad3bccd29dc879a873c926af03002e36582525a,,,,,,,1999,Titus,eu,!,,,,,,,,,@,,,
Paperboy,,2ada8e2dd35b7fd3dcd9a5e6a36bd90352f5cf19,,,,,,,1999,"Atari | High Voltage Software | Midway",us,?,,,*,,,,,4,@,,,
"F-1 World Grand Prix",,2ae85db9d6e9f3b85e4478577d5eb049ec4040c9,,,,,,,1998,"Paradigm Entertainment | Video System",de,!,,,,,,,,,@,,,
@,,2b12793230e8a3add22619f51075cb7ca9fc5e2e,,,Superman,,,beta,1999,Titus,@,@,@,@,@,@,@,@,@,@,@,,,
"Jikkyou Powerful Pro Yakyuu 4",,2b2cdd07b9e974407aee64325a8ea80fe70a8c39,,,,,,v0,1997,Konami,jp,b,,,,,,,,,@,,,
"GT 64: Championship Edition",,2b543707f5bdba52a49d71755615d6cf38e23e76,,,"City Tour GrandPrix: Zen Nihon GT Senshuken",,,,1998,"Imagineer | Ocean",jp,!,,,,,,,,,@,,,
"GoldenEye 007",,2b59aa69b1b68c416cc73dfc8fd4398716a81a87,,,"GoldenEye 007: Tetris Mode",,,,1997,Nintendo,us,?,,,,,,,,8,@,,,
"Monaco Grand Prix",,2b6eed65a43cdfa39e74b2a69603565c4dc3241c,,,"Racing Simulation 2",,,,1999,Ubisoft,de,?,,,,,,,,*,@,,,
"Jikkyou Powerful Pro Yakyuu 2000",,2b9425be9c6f76eb6594d414299c24e19cf12992,,,,,,v1,2000,Konami,jp,!,,,,,,,,,@,,,
"Legend of Zelda: Ocarina of Time",,2ba3f3c6c06c9b60ac851d1d54ac88da1f239f3a,,,"Zelda no Densetsu: Toki no Ocarina",,,v0,1998,Nintendo,jp,?,,,,zh,,,,,@,,,
@,,2ba53cdb1af86ce4d318fc4e9bd4d27fbf95cc6b,,,"Namco Museum 64",,,@,1999,Namco,us,@,@,@,2,@,@,@,@,@,@,,,
"Batman Beyond: Return of the Joker",,2bafabcce740fcf7d4dd38679b25b0a592762c18,,,"Batman of the Future: Return of the Joker",,,,2000,Ubisoft,eu,b,,,,,,,,,@,,,
"NBA Hangtime",,2bcbdd92ccb4c72757739d32557098f4eec36312,,,,,,,1996,Midway,eu,!,,,,,,,,,@,,,
"Bust-A-Move '99",,2bd376c3db3080d0a2328ef4052e59c3df71797e,,,"Bust-A-Move 3 DX",,,,1998,Taito,eu,!,,,,,,,,,@,,,
"International Superstar Soccer 64",,2c22afe2a06bf6b242f3f70cca168c234be17de2,,,,,,,1997,Konami,us,?,,,,,,,,2,@,,,
"Bust-A-Move '99",,2c243d575710e53848917341b8d53fe459cc718e,,,"Bust-A-Move 3 DX",,,,1998,Taito,eu,?,,NTSC,,,,,,3,@,,,
"Namco Museum 64",,2c3d278251b6463354a333090b0979313cca0e75,,,,,,,1999,Namco,us,b,,,,,,,,,@,,,
"Legend of Zelda: Ocarina of Time",,2c42a526341f2e485a833eb043318550a1ddbc8a,,,,,,v0,1998,Nintendo,us,?,,,,pt,,,,,@,,,
"Legend of Zelda: Ocarina of Time",,2c45be438aa50730fa5668b8291c656b07b8e2cb,,,,,,v0,1998,Nintendo,eu,?,,zpfc,,,,,,*,@,,,
"Duke Nukem 64",,2c48706c4280a51e52691331543606e4170a19a9,,,,,,,1997,"GT Interactive",fr,?,,,,,,,,,@,,,
"CD64 BIOS",,2c4a607bef44748b410220f99e3b9db9d8a115ad,,,,,,v1.11,1998,UFO,,?,"EEPROM Burner",,,,,,,,@,,,
Castlevania,,2c7b761e65b5ba70ca1b1fdba65ba705fd178e34,,,,,,,1999,Konami,eu,b,,,,,,,,,@,,,
@,,2c7fac37ff7236f618fbeeeb6775f88805e0e617,,,Banjo-Kazooie,,,@,1998,"Nintendo | Rare",eu,@,@,@,@,es,@,@,@,@,@,,,
"Duck Dodgers Starring Daffy Duck",,2c840e2991d6a2af63c4efe830240fc49d93fc9a,,,,,,,2000,Infogrames,us,!,,,,,,,,,@,,,
"J.League Dynamite Soccer 64",,2c8a57ecdfe0cb100082621782c8f0f3c4ef5009,,,,,,,1997,Imagineer,jp,b,,,,,,,,,@,,,
@,,2c911add88ca84fd30fe4f9f549c174355b4ff94,,,"Star Fox 64",,,v1,1997,Nintendo,us,@,@,@,@,@,@,@,@,@,@,,,
@,,2c928e9071894a0f07fe6b9c1541140070bad8f1,,,"ScummVM-N64: Flight of the Amazon Queen",,,v1.4.0,2011,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
