"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Earthworm Jim 3D",,93af56eb31421f298e91806b79fc64633dd102f6,,,,,,,1999,Rockstar,us,?,,,*,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,93b165c577cb6a9412bab7329e003ca9c938b147,,,,,,v1.09,1997,"Bung Enterprises",,?,,,,,,,,,@,,,
@,,93b2f3423c0af3510e36785622a6dde425dd136c,,,"Shadow Man",,,@,1999,"Acclaim | Gradiente",br,@,@,@,@,@,@,@,@,@,@,,,
Banjo-Tooie,,93bf2fac1387320ad07251cb4b64fd36bac1d7a6,,,,,,,2001,"Nintendo | Rare",eu,!,,,,,,,,,@,,,
"Bug's Life",,93dff1e3f260a8aaa426827a196fd3d250bfa7ae,,,,,,,1999,"Activision | Traveller's Tales",fr,?,,NTSC,,,,,,*,@,,,
"Star Wars: Shadows of the Empire",,93ed6f1497ede2239f9d75b4a39204b6c9dd9ffd,,,"Star Wars: Teikoku no Kage",,,,1996,LucasArts,jp,!,,,,,,,,,@,,,
"Madden NFL 2001",,93f5ba646098e1aa45ecec6312604a0932edd24b,,,,,,,2000,"Electronic Arts",us,!,,,,,,,,,@,,,
@,,93fce70ec1914206661c698805c4e8fedbebee8c,,,ScummVM-N64,,,v1.6.0-scumm,2013,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
@,,9412f12cb67acd3534d1bbe511b42738b64f94bf,,,"Kyojin no Doshin: Kaihou Sensen Chibikko Chikko Daishuugou",,,@,2000,Nintendo,jp,b,@,@,@,@,@,@,@,@,@,,,
"NBA Jam 2000",,94139439d6c234a560fc5d0e5d9c0aa4508fc7b6,,,,,,,1999,Acclaim,us,!,,,,,,,,,@,,,
"!Public Domain",,941d272700196b2c9287bd56f1bf5a31996cf22a,,,"Wet Dreams: Madeiragames Demo",,,,1999,Immortal,,?,"POM '99",,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,941fffcc91b25648e3353ee8b7f6e81eaea7ea4c,,,,,,v1.41b,1997,"Bung Enterprises",,?,,,,,,,,,@,,,
"Robotron 64",,94251043032aa337f6a62a3b105adb193fb3d2a8,,,,,,,1997,Midway,us,b,,,,,,,,,@,,,
"Getter Love!! Cho Renai Party Game Tanjo",,942d161abf00b612486388eee98a2c51fc990147,,,,,,,1998,Hudson,jp,!,,,,,,,,,@,,,
"Star Soldier: Vanishing Earth",,9433e5c5548afa52d6626b91f68480cecfff4683,,,,,,,1998,Hudson,jp,?,,,,,,,,*,@,,,
"NBA In the Zone '98",,94416270d83a87e360bac5059cc5f7365ca120ac,,,"NBA Pro 98",,,,1998,Konami,eu,!,,,,,,,,,@,,,
"Bassmasters 2000",,946b3e08a1a4de4f917ad547bb24f533b737f712,,,,,,,1999,THQ,us,!,,,,,,,,,@,,,
"Pokemon Stadium",,9470f899ad0107677b7dfd24e1dd567723a5f84f,,,,,,v1,2000,"Creatures | Game Freak | Nintendo",eu,!,,,,,,,,,@,,,
@,,94742de682f1b52f3fe45c3a7235eb9bcbc4abbc,,,"Pokemon Puzzle League",,,@,2000,"Intelligent Systems | Nintendo",fr,@,"Virtual Console",@,@,@,@,@,@,@,@,,,
@,,94802a0732d6b0878805ff091b03021728d880e3,,,"Neo N64 Myth Menu",,,v1.8MF_PAL,2010,NeoTeam,@,@,@,@,@,@,@,@,@,@,@,,,
"Hot Wheels: Turbo Racing",,94913a07e49005ffd43dfdfa16ff5862bdb93748,,,,,,,1999,"Electronic Arts",us,!,,,,,,,,,@,,,
"Premier Manager 64",,94e7a62de7faebf13f86a3448e1db042406958ab,,,,,,,1999,Gremlin,eu,?,,NTSC,,,,,,*,@,,,
"Heiwa Pachinko World 64",,94e7c8dd5a5fa7b5f80e8de761ec237004fe78bd,,,,,,,1997,"Amtex | Shouei System",jp,b,,,,,,,,,@,,,
"Extreme-G XG2",,94efb5d7247a075a9cc782d39b5e8af56d5f434f,,,"Extreme-G 2",,,,1998,Acclaim,jp,!,,,,,,,,,@,,,
"Killer Instinct Gold",,94f53d65a2a8b9e1358f4763f73df21373aa27cf,,,,,,v0,1996,Nintendo,us,b,,,,,,,,,@,,,
"Mortal Kombat Trilogy",,953298c90385d6727199773972df44809c3c8b0f,,,,,,,1997,Midway,eu,?,,,,,,,,*,@,,,
"Bomberman 64: Second Attack!",,95332564b8bec74bdf6b2f23dd659f5c090e7cd2,,,,,,,2000,Hudson,us,?,,PAL-NTSC,*,,,,,*,@,,,
"Pro Mahjong Kiwame 64",,95352131e322208714be9076967d8c17d8e481d1,,,,,,v0,1997,Athena,jp,b,,,,,,,,,@,,,
@,,953c1f5f555e5e2ed94eaee805bcb44d715b5090,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,46,@,,,
"FIFA Soccer 64",,953e85778b4e8577feac3c57c07e0ca5f4e00cbf,,,"FIFA 64",,,,1997,"Electronic Arts",eu,b,,,,,,,,,@,,,
"Legend of Zelda: Ocarina of Time",,956ecff514c32c55a289025ddeac9f3861773e6b,,,,,,v0,1998,Nintendo,us,?,,,,pt,,,,,@,,,
"Star Wars: Episode I: Racer",,9577ccd2d069d0e7e306cf21ddb0e4765a308072,,,,,,,1999,LucasArts,jp,!,,,,,,,,,@,,,
@,,95a0f5f2545dd338ffee85705a360ad161c835c7,,,"Doubutsu Banchou",,,proto,2000,Nintendo,jp,@,@,@,@,@,@,@,@,@,@,,,
"Rocket: Robot on Wheels",,95a78735583a019636641c4e407fcaa5bc372674,,,,,,,1999,"Ubi Soft",us,?,,PAL,,,,,,*,@,,,
"Mario Golf",,95ca38cd9bdab090c3ce120088340919fb98b66a,,,,,,,1999,"Nintendo | Camelot Software Planning",eu,?,,,,,,,,3,@,,,
"!Public Domain",,95cfed4cce3427bb7a73d2d3eeecd51e7acbc42c,,,"Money Creates Taste Demo",,,,1999,Count0,,?,"POM '99",,,,,,,,@,,,
"Diddy Kong Racing",,95dfe1adf50a7d248684c6e604688e2062a0338e,,,,,,v0,1997,Rare,us,b,,,,,,,,,@,,,
@,,95ef630882f59ff491a697255f0b8335fc7efcb3,,,ScummVM-N64,,,v1.5.0-gob,2012,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
Castlevania,,962ef4181ab23e5360e0e45a4f411b60c9e0356d,,,,,,v0,1999,Konami,us,?,,,2,,,,,,@,,,
"Vigilante 8: 2nd Offense",,9634247ca456c82a65bb33f552db036ba6f33f79,,,,,,,1999,Activision,us,!,,,,,,,,,@,,,
"Snowboard Kids",,96480c8fa7285d9e850f6ba002e56bcb7ada9796,,,"Snobow Kids",,,,1997,"Atlus | Racdym",jp,!,,,,,,,,,@,,,
"LEGO Racers",,965190474172a15c53eb04f89f25d388ab49db1a,,,,,,,1999,"High Voltage Software | Lego",us,b,,,,,,,,,@,,,
"Turok: Dinosaur Hunter",,9651b292dc8c75a50c8e14c14fa706ed6423595d,,,,,,v0,1997,"Acclaim | Iguana Entertainment",eu,?,,,,,,,,*,@,,,
"!Public Domain",,9661219d15a7a0e365a4cf8819a91235596107b4,,,"Absolute Crap Intro #2",,,,2000,Lem,,b,,,,,,,,,@,,,
"Micro Machines 64 Turbo",,9672fa010a06adf01074c9720ee46031f5d9e101,,,,,,,1998,"Codemasters | Midway",us,!,,,,,,,,,@,,,
"Chopper Attack",,9688c388384edea0141fc66b20d6d0e5fe2d668f,,,,,,,1998,"Midway | Seta",eu,!,,,,,,,,,@,,,
"Gex 3: Deep Cover Gecko",,96a587dd8d225abc0ee63c4ad28db696c1a22409,,,,,,,1999,"Crave Entertainment | Crystal Dynamics",us,?,,PAL,,,,,,*,@,,,
"Wonder Project J2: Koruro no Mori no Jozet",,96b061eae4eaa69544aa0ab5c911485f7a2151ac,,,,,,v0.1,1996,Enix,jp,?,,,,en,,,,,@,,,
"Tom and Jerry in Fists of Furry",,96c874c4556b4872269e41339a1cbac53cc5b052,,,,,,,2000,"NewKidCo | Ubisoft",eu,!,,,,,,,,,@,,,
@,,96cd7589c6f909d167691e9c00eb11f29f2fc36c,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,102,@,,,
"MRC: Multi-Racing Championship",,96cdbb1e0a15acf55dabfee4bfb7e81497234438,,,,,,,1997,Imagineer,jp,b,,,,,,,,,@,,,
@,,96d0c85696d8351dda02c9310bb2c8ecbbc6c274,,,ScummVM-N64,,,v1.4.0-agos,2011,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
@,,96fff3004f84ca83f7baceb43e42d8cc10611d61,,,"GoldenEye 007",,,@,1997,Nintendo,us,@,@,@,@,@,@,@,@,41,@,,,
"Madden Football 64",,9706b6ec58f08f1dfd3d57c2e7c9a1cb975903f7,,,"Madden 64",,,,1997,"Electronic Arts",us,b,,,,,,,,,@,,,
"Duke Nukem 64",,9721b7ccd416334488f173a3bbe01ed2f661185b,,,,,,,1997,"GT Interactive",eu,b,,,,,,,,,@,,,
"Legend of Zelda: Majora's Mask",,9743aa026e9269b339eb0e3044cd5830a440c1fd,,,,,,,2003,Nintendo,us,?,"Nintendo GameCube",,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,976434bb46fe88f0285f60ffe2985221283bfc77,,,,,,v1.72,1998,"Bung Enterprises",,?,,,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,9773866fc74999b8447a050020f5e4cb713081ab,,,,,,v1.52,1997,"Bung Enterprises",,?,,,,,,,,*,@,,,
"Sesame Street: Elmo's Letter Adventure",,97777ca06f4e8aff8f1e95033cc8d3833be40f76,,,,,,,1999,NewKidCo,us,!,,,,,,,,,@,,,
"AeroFighters Assault",,978936613096d1ebe49fec3ef50e3c870ce165b6,,,"Sonic Wings Assault",,,,1997,"Video System",jp,!,,,,,,,,,@,,,
"Doom 64",,979fa30c78471f30b11c3b1e15bc38377625bc62,,,,,,v0,1997,"id Software | Midway",us,b,,,,,,,,,@,,,
"!Public Domain",,97b7026949ac423d3a139705efffa6900c2050f3,,,"Psychodelic Demo",,,,1998,Ste,,?,"POM '98",,,,,,,,@,,,
@,,97d9fede1bef9adaa3df81f543641673cde05dac,,,"F-Zero X",,,@,1998,Nintendo,jp,@,@,@,@,@,@,@,@,*,@,,,
"Kobe Bryant's NBA Courtside",,97e6ca6087eb5d41e777d527319abfc8b0695fb4,,,,,,,1998,Nintendo,us,?,,*,,,,,,*,@,,,
"Automobili Lamborghini",,98009e4948faf885864e52e1268700a0144c1b2e,,,"Super Speed Race 64",,,,1997,Titus,jp,b,,,,,,,,,@,,,
@,,9825cdfff9a32e68c5c7b153ad666ff426a7ee9f,,,"GoldenEye 007",,,@,1997,Nintendo,us,@,@,@,@,@,@,@,@,31,@,,,
"Toy Story 2: Buzz Lightyear to the Rescue!",,982ad2e1e44c6662c88a77367bc5df91c51531bf,,,,,,v0,1999,"Activision | Disney | Traveller's Tales",us,!,,,,,,,,,@,,,
"Nuclear Strike 64",,983004df0645ed108fccfbe43c6d07c02e9f1ca1,,,,,,,1999,"Electronic Arts",us,?,,PAL,,,,,,*,@,,,
"Mystical Ninja Starring Goemon",,9843ee979b5f6c80f5eda85df0baed9ae7c4e73b,,,"Ganbare Goemon: Neo Momoyama Bakufu no Odori",,,,1997,Konami,jp,?,,,,,,,,,@,,,
"Penny Racers",,9848cc288b388d23e0ae026ef58da8fc936d7605,,,,,,,1998,"Takara | THQ",eu,!,,,,,,,,,@,,,
"Wave Race 64",,984ed33e3f64895796ada310719b61a6acd3396b,,,,,,,1996,Nintendo,eu,b,,,,,,,,,@,,,
"FIFA Soccer 64",,986a78205e8db0888d994b4ad1394b65508cf894,,,"FIFA 64",,,,1997,"Electronic Arts",us,b,,,,,,,,,@,,,
"Nushi Zuri 64",,987231be068c4e789241835b9042b14809d250ab,,,,,,v0,1998,Pack-In-Video,jp,b,,,,,,,,,@,,,
"Killer Instinct Gold",,9877e8b84777f5c6df27870d44359d63ada8bfdc,,,,,,v0,1996,Nintendo,us,b,,,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,987a2a0f308e5d4d5e03e4ed4f27a5346f122ed8,,,,,,v1.40,1997,"Bung Enterprises",,?,,,,,,,,,@,,,
"Mortal Kombat Mythologies: Sub-Zero",,987c63f5ace42a83df43e671761e8512ec0e6075,,,,,,,1997,"Avalanche Software | GT Interactive | Midway",eu,?,,,,,,,,*,@,,,
"Super Robot Taisen 64",,9883aef6e20a46e110560c505999f3e21a1897de,,,,,,,1999,Banpresto,jp,!,,,,,,,,,@,,,
"Bomberman Hero",,988551c3011899eb8db3b2999efad32c575515cc,,,,,,,1998,Hudson,us,b,,,,,,,,,@,,,
"Parlor! Pro 64: Pachinko Jikki Simulation Game",,9887a0e4bfe3c5e85e31638853574069f6c41cd3,,,,,,,1999,"Telenet Japan",jp,!,,,,,,,,,@,,,
"Disney's Tarzan",,988c756313e1a9b8cedc458f504572f2c68cd43d,,,,,,,1999,"Activision | Disney | Eurocom",us,?,,,*,,,,,,@,,,
Castlevania,,989a28782ed6b0bc489a1bbbd7bec355d8f2707e,,,,,,v0,1999,Konami,us,!,,,,,,,,,@,,,
"Heiwa Pachinko World 64",,98b557101400cae3d357c4880e9a398a1d49bec6,,,,,,,1997,"Amtex | Shouei System",jp,?,,,,,,,,*,@,,,
"Mortal Kombat 4",,98c15d99704ab870985673c21efe7bfab599ee75,,,,,,,1997,"Eurocom | Midway",us,?,,,,,,,,*,@,,,
"Chopper Attack",,98d377ed334352861b1b9fe50f69c4ae4d7d5219,,,,,,,1998,"Midway | Seta",us,b,,,,,,,,,@,,,
"Duke Nukem 64",,98d6778004becc672eba0a5e887f6e3f3d1b5c15,,,,,,,1997,"GT Interactive",us,!,,,,,,,,,@,,,
"Tigger's Honey Hunt",,98db3a0f9025893107e9fb1bb8d0b6bc0ef3e280,,,,,,,2000,Disney,us,!,,,,,,,,,@,,,
"Duke Nukem: ZER0 H0UR",,98e1e81897051c2e78f298364972e3df631bdb2c,,,,,,,1999,"3D Realms | Eurocom | GT Interactive",eu,?,,NTSC,,,,,,*,@,,,
"1080º TenEighty Snowboarding",,98ecefacb2c473cb088277639419e82b4a2611eb,,,,,,,1998,Nintendo,jp-us,b,,,,,,,,,@,,,
"Bung Enterprises Doctor V64 BIOS",,98f95fcbeae2d46fd93f914671bcc19b49460d26,,,,,,v2.03,1999,"Bung Enterprises",,?,,,,,,,,3,@,,,
"Gex 3: Deep Cover Gecko",,98fbc104eb43679396d2d04f6422961a555149be,,,,,,,1999,"Crave Entertainment | Crystal Dynamics",us,?,,,*,,,,,,@,,,
"Ms. Pac-Man: Maze Madness",,99028c738b5ac5ff99d73698b50d14f5e58ddea7,,,,,,,2000,Namco,us,!,,,,,,,,,@,,,
"Yoshi's Story",,9915700a1c8cc012d61eee723752ae5f636a78f5,,,,,,,1998,Nintendo,us,b,,,,,,,,,@,,,
"Rampage: World Tour",,9933358efc3a041e2e6e18ee4d18d7e97c9d5474,,,,,,,1997,Midway,us,b,,,,,,,,,@,,,
Paperboy,,993d4dea4314a3e5b76fbcee1c33f6aaa6652c81,,,,,,,1999,"Atari | High Voltage Software | Midway",us,?,,PAL,,,,,,*,@,,,
"Turok: Rage Wars",,9941a0d2717f7f169089ecf3ede7002290b7f9af,,,,,,v0,1999,Acclaim,us,?,,PAL,,,,,,2,@,,,
"Bung Enterprises Doctor V64 BIOS",,995d9851a31489971b5e8809aa243de6c6befe4a,,,,,,v1.10,1997,"Bung Enterprises",,?,,,,,,,,,@,,,
"Top Gear Rally",,995fca3669ef9b3053434031270b1984bfd8e46f,,,,,,,1997,Kemco,us,b,,,,,,,,,@,,,
"Mortal Kombat Trilogy",,99816bed6d6df59bd3532a8742f6fa7d0e8276a2,,,,,,v2,1996,"Midway | Williams",us,?,,,5,,,,,,@,,,
@,,99897982637c103a8f1b04fa5bed50ff96d8d003,,,"40 Winks",,,proto,1999,"Eurocom | GT Interactive",eu,@,@,@,@,@,@,@,@,*,@,,,
"Mario Tennis",,999047f07cec931ffbdcc7b33b8502ef602807ee,,,,,,,2000,"Nintendo | Camelot Software Planning",us,!,,,,,,,,,@,,,
@,,9997e6f118c72f265eb648f18faa48c3a416fb3b,,,"Mario Artist: Paint Studio",,,@,1999,Nintendo,jp,@,@,@,@,@,@,@,@,@,@,,,
"Virtual Chess 64",,999fc1367fc3132c1d659a4c538e6c81ce639bee,,,,,,,1998,Titus,us,b,,,,,,,,,@,,,
"Perfect Dark",,99bcaaa4841b09c845e1094006df8f637862f02e,,,,,,,2000,Rare,jp,!,,,,,,,,,@,,,
@,,99c7ff49cfd04569fb29514149be62f073a19bda,,,"The New Tetris",,"New Tetris",@,1999,Nintendo,eu,@,@,@,@,@,@,@,@,@,@,,,
"GoldenEye 007",,99c8f02fe8009062a98d5a80b57dd479d62ae840,,,"GoldenEye 007: Frozen Enemies",,,,1997,Nintendo,us,?,,,,,,,,2,@,,,
"Super Mario 64",,99cdb1e9634d8d4ef17279bc62f1011b48e58bb2,,,,,,,,,eu,o,,,,,,,,,,,,
"007: World Is Not Enough",,99cec1dc49a56912a1b3715a74e5957147cad004,,,,,,,2000,"Electronic Arts",us,?,,,*,,,,,,@,,,
Glover,,99da633c811397da3e77d41e94c3133565a56d00,,,,,,,1998,"Hasbro Interactive",eu,?,,NTSC,,,,,,*,@,,,
@,,99dcc66a9d98769f98b562c01c2989cae0ca9366,,,"The Legend of Zelda: Ocarina of Time",,"Legend of Zelda - Ocarina of Time",v0,1998,Nintendo,us,@,@,@,@,ar,@,@,@,@,@,,,
@,,99e4fd26c607f0e975e1f2fc05cae1c83729a474,,,"The Legend of Zelda: Ocarina of Time",,"Legend of Zelda - Ocarina of Time",v0,1998,Nintendo,us,@,@,@,@,@,@,@,@,8,@,,,
"Charlie Blast's Territory",,9a0eb87ba72c1ef4dcb8b80029f29cdeea91fe49,,,,,,,1999,Kemco,eu,!,,,,,,,,,@,,,
@,,9a2b5b35f96b586123e9f902fffd5d13d835dcb0,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,20,@,,,
"Derby Stallion 64",,9a2b7dfa38fbf9cd07ff676c0e484d7b97db606b,,,,,,,2001,"Media Factory",jp,!,,,,,,,,,@,,,
@,,9a2c96239e84565f9f380a2262d69b9cf8c6f013,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,67,@,,,
"FIFA 99",,9a360f694d54089c82bb2a3ca29d597ce242dbef,,,,,,,1998,"Electronic Arts",us,b,,,,,,,,,@,,,
"J.League Tactics Soccer",,9a47293d82c161f1cb146673ac6ad96c1730c624,,,,,,v1,1998,ASCII,jp,!,,,,,,,,,@,,,
"Bust-A-Move '99",,9a4cdde04e6c42cf7957bf578a0b15ca90203280,,,"Puzzle Bobble 64",,,,1998,Taito,jp,!,,,,,,,,,@,,,
"Star Fox 64",,9a6e04842e832efeed57cc7765633e981a841d7b,,,,,,v0,1997,Nintendo,us,b,,*,,,,,,,@,,,
"Nuclear Strike 64",,9aa75cea03b4cf047642f1a1795e49f877faae54,,,,,,,1999,"Electronic Arts",us,b,,,,,,,,,@,,,
"Star Wars: Shadows of the Empire",,9ab85626c27372ee614b7c5301c2c4eb187fd9f6,,,,,,v2,1996,LucasArts,us,!,,,,,,,,,@,,,
S.C.A.R.S.,,9ab8718f8f5736e39319d380faeb8e1dc7c793d7,,,,,,,1998,"Ubisoft | Vivid Image",us,?,,PAL,,,,,,*,@,,,
"Doom 64",,9ac8589ceddbabeb9a4c8492cdd2c2ce17450820,,,,,,v0,1997,"id Software | Midway",us,?,,,,pt,,,,,@,,,
"Airboarder 64",,9acba85f4cb7990d3e009dcbf5c8abcf9548f122,,,,,,,1998,Human,jp,?,,,,,,,,3,@,,,
@,,9ad7b6ad40b8145561b1a599e64ac005c20061c3,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,173,@,,,
"Dance Dance Revolution: Disney Dancing Museum",,9ada4f62d209fb35c52103f2253ddcc137f90c5d,,,,,,,2000,"Disney | Konami",jp,b,,,,,,,,,@,,,
@,,9ade854221962f5f4c68ea0615951dd948896c1b,,,"Randnet Disk",,,@,2000,Nintendo,jp,b,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,9aed98da92bdb5604b9de986dcaea45bb115d6db,,,"GT Demo",,,,199x,,,?,,,,,,,,,@,,,
"Pilotwings 64",,9b164e157f0738bf85599e1e0c144e999768ed85,,,,,,,1996,"Nintendo | Paradigm Simulation",us,?,,,,,,,,*,@,,,
"Pocket Monsters Stadium",,9b3c2e70b14d18d3066cddf40e349d53846cd7d6,,,"Pokemon Sutajiamu",,,,1998,"Creatures | Game Freak | Nintendo",jp,b,,,,,,,,,@,,,
"Virtual Chess 64",,9b6026713847ddc75a4cb8e8caa66027acaf932e,,,,,,,1998,Titus,us,b,,,,,,,,,@,,,
"Legend of Zelda: Majora's Mask",,9b724b6aa71ab6b228ad7267433cd0272ee73d36,,,,,,v0,2000,Nintendo,eu,?,,*,,,,,,*,@,,,
"Bomberman Hero",,9b9114f307a1162489a6df165be1a27c28aedbe9,,,"Bomberman Hero: Mirian Oujo wo Sukue!",,,,1998,Hudson,jp,b,,,,,,,,,@,,,
@,,9bab2cd47b1c8270a9009b32535fe0f4aa5cadf7,,,"ScummVM-N64: TeenAgent",,,v1.4.0,2011,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
"Robot Ponkottsu 64: 7tsu no Umi no Caramel",,9bc6130916d8a1d8bcec5f38fbbff066444838cd,,,,,,,1999,Hudson,jp,!,,,,,,,,,@,,,
"Penny Racers",,9bcbd40982edf4a2f0a2eb867015e2dbc34920ac,,,,,,,1998,"Takara | THQ",us,?,,,,,,,,*,@,,,
"Twisted Edge: Extreme Snowboarding",,9bd405787f13fae23c7944959d85f6ac2fa140fc,,,"Twisted Edge",,,,1997,Kemco,eu,b,,,,,,,,,@,,,
"Star Fox 64",,9bd71afbecf4d0a43146e4e7a893395e19bf3220,,,,,,v0,1997,Nintendo,jp,!,,,,,,,,,@,,,
"Clay Fighter: Sculptor's Cut",,9be1e5be7a64ba6003c8de3d4bbd54daad5f51dc,,,,,,,1998,Interplay,us,?,,,*,,,,,,@,,,
"CD64 BIOS",,9be8f7574090b6d1099702acfbc4a514d32e4358,,,,,,v1.08,1998,UFO,,?,"EEPROM Burner",,,,,,,,@,,,
"Super Mario 64",,9bef1128717f958171a4afac3ed78ee2bb4e86ce,,,,,,,1996,Nintendo,us,!,,,,,,,,,@,,,
"Power Rangers: Lightspeed Rescue",,9c0b970dfa344a8cdea9b775d7f95acec2ccf79f,,,,,,,2000,THQ,us,!,,,,,,,,,@,,,
"WideBoy BIOS",,9c23ed4c7e384cbbe9260aaa0d73a72a1aa4b4ef,,,,,,v980910,199809/10,"Intelligent Systems | Nintendo",,?,,,,,,,,,@,,,
"Legend of Zelda: Ocarina of Time",,9c2a830cb21aa89b5df20752a3db2156d0291bec,,,,,,v0,1998,Nintendo,us,?,,,,ru,,,,,@,,,
@,,9c57544b9d715add870273d779f217c00ccf37d9,,,"F-Zero X",,,@,1998,Nintendo,us,@,@,@,@,@,@,@,@,34,@,,,
@,,9c76e303ccb42b62a68912730074141611fb4fc0,,,ScummVM-N64,,,v1.1.1-cine,2010,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
"Pokemon Puzzle League",,9c7b288dd487944cf566980770404aa3fc2f6158,,,,,,,2000,"Intelligent Systems | Nintendo",us,?,,,*,,,,,,@,,,
"!Public Domain",,9c7d6e38ccc50dd43da3654882d384a26cc2f79a,,,"V64Jr 512M Backup Tool",,,,199x,HKPhooey,,?,,,,,,,,,@,,,
"Diddy Kong Racing",,9c8bac9c8ece2a407a341d62fe6db8c4078a6083,,,,,,v0,1997,Rare,us,b,,*,,,,,,,@,,,
@,,9c9635ba9f35f01a55a92153987d831113d454d3,,,"Yaoxi Gushi",,,v2,200x,Nintendo,cn,@,iQue,@,@,@,@,@,anual,@,@,,,
"!Public Domain",,9c9e42954c16acc02fa84ae4aa895f69841033e8,,,"Tetris Demo",,,,1997,FuSIOn-Man,,b,"POM '98",,,,,,,,@,,,
"Doraemon: Nobita to 3tsu no Seireiseki",,9cb445c88f46fc72c155a0d95d3ed6782f3442d7,,,,,,,1997,Epoch,jp,?,,,*,,,,,,@,,,
"Ogre Battle 64: Person of Lordly Caliber",,9cd0cfb50b883edb068e0c30d213193b9cf89895,,,,,,v0,1999,"Atlus | Nintendo | Quest",us,!,,,,,,,,,@,,,
@,,9cf68a0d6011f934ed7f24ce0460054e7784a2e7,,,"NBA Live 2000",,,@,1999,"Electronic Arts",us,@,@,@,@,@,@,@,@,@,@,,,
@,,9d0babf5dcda2034f2c352ae912acded3be40ff2,,,"Super Mario 64",,,@,1996,Nintendo,us,@,@,@,@,@,@,@,@,150,@,,,
"CD64 BIOS",,9d0cc5232c8cacb6b0f4cfddbd45ae1de092cc7b,,,,,,v1.23,1999,UFO,,?,"EEPROM Burner | Odd Bytes",,,,,,,,@,,,
"Mortal Kombat Trilogy",,9d5e5fe70537448e79952ccc443920a458db4d4b,,,,,,v0,1996,Midway,us,b,,,,,,,,,@,,,
"Fighting Force 64",,9d5eb85dafd1327bdbd55dde18584e5cc65bb1e2,,,,,,,1999,"Core Design | Crave Entertainment",us,?,,PAL,*,,,,,*,@,,,
"Fox Sports College Hoops '99",,9d64f7d417f06aa4ee6a4b23dc5414ed491a9ec0,,,,,,,1998,"Fox Interactive",us,?,,PAL,,,,,,*,@,,,
"Nagano Winter Olympics '98",,9db2d1f4b808443f6e847f3f6ba368ae3725ca39,,,,,,,1998,Konami,eu,b,,,,,,,,,@,,,
"Duke Nukem 64",,9dc70c8aeb63f1a76c5194716302799e741197fc,,,,,,,1997,"GT Interactive",us,b,,,,,,,,,@,,,
"Beetle Adventure Racing!",,9dd96ac5c1f58cd060e5bf0d784309e0e1f7d6dd,,,,,,,1999,"Electronic Arts",eu,?,,,,,,,,*,@,,,
"World Driver Championship",,9e05392db45061d9e73f72c014ff36d9efd0b2fb,,,,,,,1999,Midway,eu,?,,,,,,,,*,@,,,
@,,9e06d36339cbd1f08b2372305f1a7c45eee82048,,,"ScummVM-N64: Beneath a Steel Sky",,,v1.4.0,2011,"ScummVM Team",@,@,@,@,@,@,@,@,@,@,@,,,
"Mario Party 3",,9e1ddfe872c6d43ae51010a9e8a6fe2d2e634b50,,,,,,,2001,"Nintendo | Hudson",eu,!,,,,,,,,,@,,,
"!Public Domain",,9e2d68ec76b35d5bcb1019e6e02d1765ffdea8ae,,,"Berney Must Die!",,,,1999,Nop_,,?,"POM '99",,*,,,,,*,@,,,
@,,9e2d87385cf0b3b250222bc5e5ffc2750e13393b,,,"Glover 2",,,proto,1999,"Hasbro Interactive",@,@,@,@,@,@,"roto 1",@,@,@,@,,,
"Bakuretsu Muteki Bangaioh",,9e2fe0e0a4f5da0f480822243273dd3ef5fe8b74,,,,,,,1999,ESP,jp,?,,,,,,,,2,@,,,
"Turok: Dinosaur Hunter",,9e311b3e34a89872053ec2b9400804b53d014151,,,,,,v0,1997,"Acclaim | Iguana Entertainment",us,b,,,,,,,,,@,,,
"Knife Edge: Nose Gunner",,9e35a4bf84b7a8ccbbdb9a9dc0d5955246f52ce3,,,,,,,1998,Kemco,us,?,,,*,,,,,2,@,,,
@,,9e3c27c8b59d3ff3fc4ef749dcfe03eb48314668,,,"Chou Snobo Kids",,,@,1999,"Atlus | Racdym",jp,@,@,@,@,@,@,@,@,*,@,,,
