"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Quake (original)",,b9a26bea4ee5abdf5d4c7efcd1f69cfe6a785ebf,,,E1M5,,,,,,,,,,,,,,,,,,
"Quake (original)",,0e5c4236754c899a0376fe28620cca31a4988787,,,E1M4,,,,,,,,,,,,,,,,,,
"Quake (original)",,3942ef87ea25eb8a65220722a3b8c84d9974282d,,,E1M3,,,,,,,,,,,,,,,,,,
"Quake (original)",,bfbf47df29f0f2dba534c1b97b8dbecfcbae9229,,,E1M8,,,,,,,,,,,,,,,,,,
"Quake (original)",,4538d7f564988eb601070a94350975617892184d,,,E1M7,,,,,,,,,,,,,,,,,,
"Quake (original)",,322cad476acc56cda50251f818468c632cf4c25e,,,E1M6,,,,,,,,,,,,,,,,,,
"Quake (original)",,a170c60d9f81461635791807b419842097a55559,,,E1M2,,,,,,,,,,,,,,,,,,
"Quake (original)",,1791c46a8c330bd88025dca6ca74fbf605a6be2c,,,DM5,,,,,,,,,,,,,,,,,,
"Quake (original)",,c7707988b678231e06bc95dea3506e1cd9ce0b24,,,DM4,,,,,,,,,,,,,,,,,,
"Quake (original)",,87468198e368506324750408f7a9bb95aed14299,,,DM3,,,,,,,,,,,,,,,,,,
"Quake (original)",,bb0b1795b91f7b47cc2bf51688507e07755208fd,,,E1M1,,,,,,,,,,,,,,,,,,
"Quake (original)",,bff2e4cbf4d90ecfdd56a4af3b3bc783173d70d9,,,Dm7,,,,,,,,,,,,,,,,,,
"Quake (original)",,21d03f96998da2e7ce680ce0df2198edbe137c60,,,DM6,,,,,,,,,,,,,,,,,,
