"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
1ERNIVEL,,b73da442c4c3e4e5f7ce250c33a4057b806210d1,,,,,,,,,,,,,,,,,,,,,
"Quake (original)",,5ef58c3c4f915286e9c9e1da82aea1aa5f674258,,,E3M4,,,,,,,,,,,,,,,,,,
"Quake (original)",,f9d63439f7a4e71e4b7e27806390caf9054458af,,,E3M3,,,,,,,,,,,,,,,,,,
"Quake (original)",,d2a528f5036c4968acb848a4d4ad1572fa2dfc49,,,E3M2,,,,,,,,,,,,,,,,,,
"Quake (original)",,c784c4fdeabaa0cacd28e4b047c7460e58509b0e,,,E3M7,,,,,,,,,,,,,,,,,,
"Quake (original)",,7e6e71e281f267d41ef7c25aed68ff901e17eb4b,,,E3M6,,,,,,,,,,,,,,,,,,
"Quake (original)",,c262a7cea742e62b27de4aba18a9f6855edee546,,,E3M5,,,,,,,,,,,,,,,,,,
"Quake (original)",,cc9f11f718c4441926b4dc330a3f9fee039a07e6,,,E3M1,,,,,,,,,,,,,,,,,,
"Quake (original)",,e6f87476dae6734668dd6cab5e537355af4dbec6,,,E2M4,,,,,,,,,,,,,,,,,,
"Quake (original)",,5a144cb81de4a1ecb6bb92afdbbcbf8b5f90a550,,,E2M3,,,,,,,,,,,,,,,,,,
"Quake (original)",,48ecbe986343cd63f2531db3981b1a739236feab,,,E2M2,,,,,,,,,,,,,,,,,,
"Quake (original)",,c0a92f02e5d3d8c4ec1d0751a247133faadb39dc,,,E2M7,,,,,,,,,,,,,,,,,,
"Quake (original)",,a413bf728c881230698326fa51eeef25a2778f6c,,,E2M6,,,,,,,,,,,,,,,,,,
"Quake (original)",,7770a73d6c14fe7b600b1abbe4ce7536383fb2c2,,,E2M5,,,,,,,,,,,,,,,,,,
"Quake (original)",,6fbb5a21bb57dab905bf0bc1ca189f8809ecc1b2,,,B_BH10,,,,,,,,,,,,,,,,,,
"Quake (original)",,fc3593cfd83402dc635fac8f7a7b8f2f59e3bb4b,,,END,,,,,,,,,,,,,,,,,,
"Quake (original)",,dffbe38436b132d6dae0012487930795fa4c85b7,,,E4M8,,,,,,,,,,,,,,,,,,
"Quake (original)",,fe547ab276f1b7f64948ac5f664e3c524d1b9e61,,,START,,,,,,,,,,,,,,,,,,
"Quake (original)",,e82c31ed375d4392d177473762976394cbd72d2c,,,B_BATT0,,,,,,,,,,,,,,,,,,
"Quake (original)",,e1e320a0c9ce311e6e745aafd0affa11ff653dfc,,,B_BATT1,,,,,,,,,,,,,,,,,,
"Quake (original)",,879e511e0ba8f7d4eb9601072f66ac548918cf40,,,E4M7,,,,,,,,,,,,,,,,,,
"Quake (original)",,107e59e229d88518c907653c5f0a5a01a7f8fb08,,,E4M3,,,,,,,,,,,,,,,,,,
"Quake (original)",,52909f5a945d3f467ba7970410d8b48758c4366a,,,E4M2,,,,,,,,,,,,,,,,,,
"Quake (original)",,a601eef919084adad7a739a4416cec7f2f036149,,,E4M1,,,,,,,,,,,,,,,,,,
"Quake (original)",,69bb83ba2dce16c648836870abd03eaf50105a63,,,E4M6,,,,,,,,,,,,,,,,,,
"Quake (original)",,07c1fcb20273ef3f498aa8067c0b6de10933bdfa,,,E4M5,,,,,,,,,,,,,,,,,,
"Quake (original)",,918fae0ba46789c6eef2a024a64cffb903426e4f,,,E4M4,,,,,,,,,,,,,,,,,,
"Quake (original)",,4b034fb9757dcf70be20e76cbc2bf49b72a686cd,,,E2M1,,,,,,,,,,,,,,,,,,
"Quake (original)",,2df6219f0e4f164c5fdebc6f91372b1a950ac339,,,B_SHELL1,,,,,,,,,,,,,,,,,,
"Quake (original)",,78c6e0baae4c6d9ed9893e04ed973ff3dad8c718,,,B_SHELL0,,,,,,,,,,,,,,,,,,
"Quake (original)",,b25f789492454d773e6aa51b2f51f1a0ef803c6e,,,B_ROCK1,,,,,,,,,,,,,,,,,,
"Quake (original)",,d151dfd8e56c0db44d8ac752837d3cf6c30d6eef,,,DM2,,,,,,,,,,,,,,,,,,
"Quake (original)",,94805533dd22e3964ad1ca1da19c1a25e8c447d6,,,DM1,,,,,,,,,,,,,,,,,,
"Quake (original)",,c08221e4a4a36479a1c56f90ffe6b0a8c7aeaf27,,,death32c,,,,,,,,,,,,,,,,,,
"Quake (original)",,9ecc756873c3bd8ad04d598798fd82c28d657659,,,B_ROCK0,,,,,,,,,,,,,,,,,,
"Quake (original)",,fa9f729f60a652abfd103c8d789863f5b0e7040f,,,B_EXBOX2,,,,,,,,,,,,,,,,,,
"Quake (original)",,04ff9b3a52f90670108dae1769882ee407c67841,,,B_BH25,,,,,,,,,,,,,,,,,,
"Quake (original)",,02e3e7654d5ba89474e69280f0e500f7cc7f66de,,,B_BH100,,,,,,,,,,,,,,,,,,
"Quake (original)",,67afbfe68f702a740150d8fb5d2b000aa2fb7ecb,,,B_NAIL1,,,,,,,,,,,,,,,,,,
"Quake (original)",,8cae75ef736061161fe22f6326177fa7757c9005,,,B_NAIL0,,,,,,,,,,,,,,,,,,
"Quake (original)",,01d10ddb75c3df2fad2d3370d1aa1fec67bf224c,,,B_EXPLOB,,,,,,,,,,,,,,,,,,
