"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Krazy Ace Minature Golf",,8063dab2ca8da55d0bf1329ff5403d23a1261422,,,,,,,1992,Telegames,,b,,,,,,,,,,,,
"Fidelity Ultimate Chess Challenge",,80b9c2e4da2be73b329b729e84a8b9571b6d5671,,,,,,,1991,Telegames,,,,,,,,,,,,,,
"Desert Strike: Return to the Gulf",,8240e9adc5af80881349ac89f7f21f0cb715b2b2,,,,,,,1993,Telegames,,b,,,,,,,,,,,,
"Dracula: Undead",,824f245004a778613c85d40c9a2785a8cefe4181,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"Super Off Road",,825540819ec2dfee70b6d189f13c6c07c39d387d,,,,,,,1993,Telegames,,,,,,,,,,,,,,
"256 Color Mandelbrot Demo",,830089d5669e5ee11c0b554ca554177edb332b51,,,,,,,1998,"Schick, Bastian",,,,,,,,,,,,,,
Warbirds,,8401148c26175cee32bb1be9657fd0f54a9571d9,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
"Checkered Flag",,848694715135979c022561ef9e4da58b8a67c4f3,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"C65: Demo0",,84d916816d2f2b1416515f0ce26d350c1ed74e3c,,,,,,,1998,,,,,,,,,,,,,,,
@,,856055257429e8b4d951cda10180082f2c362dee,,,"Bubble Trouble",,,,1993,"Lore Design Ltd",,,,,,,,,,,,,,
"Power Factor",,858855f42fd24c692859f43df261dbc0e19f0819,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
"StarDreamer: Flying",,85b86785fd667228d2b9af348b9cf89400f0136b,,,,,,,2002,PD,,,,,,,,,,,,,,
"Alien vs Predator",,860a73b9484c78330d3502a70bb807d699d540dc,,,,,,Proto,1994,Images,,,,,,,,,,,,,,
Logon,,8777a5c28ec5b652ae453f2a9b958f50655ce168,,,,,,,1996,PD,,,"a 1",,,,,,,,,,,
"Dirty Larry: Renegade Cop",,87a33cb1ab595f7d8f06fc71f54d1807eaf0845b,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
"Bill & Ted's Excellent Adventure",,87e5ea1e8036aacb03fedb9c1b4a37920689c1c7,,,,,,,1991,"Atari Corp",,b,,,,,,,,,,,,
"Shadow of the Beast",,88b31086dee1c4a4f40c47aa6848d4fdd398c9b0,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
Cartshow,,88fb58b4eca270969b20a0bb1b596d501d617eb8,,,,,,,1998,"Domin, Matthias",,,,,,,,,,,,,,
"European Soccer Challenge",,890560068840282a4565272fee00fa3f146ef71e,,,,,,,1993,Telegames,,,,,,,,,,,,,,
Dinolympics,,8af3a298ddb7ba235b54891c221ef53a2c89e9db,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
@,,8bb70fb4f2c3d1e6bcdf35d8051112a62dbeec64,,,"Gift Catcher",,,,2020/12/13,"Dr. Ludos",,,,,,,,,,,,,,
"256 Color Demo",,8cd202ac453a5e885cefb4defa6ff8936e50e373,,,,,,,1997,"Schick, Bastian",,,,,,,,,,,,,,
"Chip's Challenge",,8d07f19d5aae9b18b0f29a46d276578b439a69e7,,,,,,,1989,"Epyx Inc",,,,,,,,,,,,,,
"Krazy Ace Minature Golf",,8ddb2fc5898110f4069a47f91016d4ad3d014ac7,,,,,,,1992,Telegames,,,,,,,,,,,,,,
Basketbrawl,,8fd95a71f77f354c8414afc75ac4f75426d73711,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
@,,90674384dc70b0114c64752860be8a69cedfb88a,,,"Yastuna: The Alchemy of Cubes",,"Yastuna - Alchemy of Cubes",v1.01,2021/01/19,Fadest,,,,,,,,,,,,,,
"Power Factor",,908c6424d869a57da0adfd54b8275c50f501c204,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
@,,90bcae9b36292899adf4d34a0f1b81bd5c1a49be,,,"Growing Ties",,,,2019/09/05,"Dr. Ludos",,,,,,,,,,,,,,
"Wuerfel 3 Demo",,91b83a2a93e62b31d567643f25b6a7b892b3b8b9,,,,,,,199x,,,,,,,,,,,,,,,
"Chip's Challenge",,92af2d566c6bbf626a21dbfa41af16d73e0a774d,,,,,,,1989,"Epyx Inc",,,,,,,,,,,,,,
@,,943cca4d170afce954c27e1ff89fea736a0b1d02,,,"3D Demo",,,,19xx,@,,,,,,,,,,,,,,
"Gordo 106: Mutated Lab Monkey",,949945ecd5ca1262512b4cfa45414db75f9af42e,,,,,,,1992,"Tenth Planet",,b,,,,,,,,,,,,
Drawtest,,967aad8b405dc910484e7008444f8165e4e188ad,,,,,,,199x,PD,,,,,,,,,,,,,,
"C65: Minimal",,96fae167fa0ecac9f9fa7edfa32f40a9a6c8ffed,,,,,,,1998,,,,,,,,,,,,,,,
"California Games",,97bc95db4cdbcffa8f7a12949d6e9986f1c28f33,,,,,,,1991,"Epyx Inc",,,,,,,,,,,,,,
"Mega Man Plus Demo",,9804fa8b478c3fec88a7c702e94626432df96a32,,,,,,,199x,,,,,,,,1,,,,,,,
Xenophobe,,987e529a0b7d28d10e4b84f407e5568cd5f3b9e3,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
Centipede,,9954707eeba52904533cef59e5aae6e196434534,,,,,,,198x,"Shadowsoft Inc",,,,,,,,,,,,,,
"Chip-8 Emulator",,99e1b11bbc8c995c51bb632a4b82dde2871b739b,,,,,,v0.5,2004,,,,,,,,,,,,,,,
Toki,,9a01844c003e7755bd3b219f028fd2bd9eee1640,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
@,,9a23cd945eb8f5752053c06e491d6a8fd6e825b6,,,"Black Pit",,,,2021/12/12,Fadest,,,,,,,,,,,,,,
Joust,,9a72b390ce25ffe8400b7abdedd2ca61d3957cc3,,,,,,,1993,"Shadowsoft Inc",,,,,,,,,,,,,,
"Boing Demo",,9ae7219bc4b173213208d820627934b45557ab60,,,,,,,19xx,,,,,,,,,,,,,,,
@,,9c89db856a1b85afdb0334d2bc5d9dffa1d3cca2,,,"California Games",,,,1991,"Epyx Inc",,,,,,,,,,,,,,
Klax,,9dfc72e4bb77215a4f17a496eece50d6510d48a9,,,,,,,1990,"Tengen Inc",,b,,,,,,,,,,,,
"Lynx Casino",,9eb4265b2472f8ad4e4e94e0ece4d1e3d5b7b237,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
"Micro Font Dumper",,9ef5eddcb2d3ea6e05c960c297700e4a1d5f7178,,,,,,,199x,PD,,,,,,,,,,,,,,
"Atari Lynx II Production Test",,a00d64bc87ec0cace78e83c55ed2dd4b02649f3d,,,,,,v0.02,1989,Atari,,,,,,,,,,,,,,
"Interrupt Query Test",,a02817d1d845fcfcbf36a1df38dae04c57ad5356,,,,,,,199x,,,,,,,,,,,,,,,
@,,a05e02d76511e72696da3d3ecc65aa3a229509b3,,,"Black Pit",,,,2021/12/12,Fadest,,,,,,,,,,,,,,
"Ms. Pac-Man",,a0fff552f8747aba7a66bea234fa52faa3c64aac,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
"Todd's Adventures: Slime World",,a1914219cc572c8e41becd61839abac72e811260,,,,,,,1990,"Epyx Inc",,,,,,,,,,,,,,
"C65: Demo3",,a1f75f55953cd8c984f189e264d410a88852795f,,,,,,,1998,,,,,,,,,,,,,,,
Dinolympics,,a2a4ae4e3ab4cfe281659b265580e9076067983c,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
"Checkered Flag",,a320de100517c35e9079fec770460beab527a9ae,,,,,,,1991,"Atari Corp",,b,,,,,,,,,,,,
"C65: Sprite",,a365d19de357b0082911fc0010d1c5e01d25d8a0,,,,,,,1998,,,,,,,,,,,,,,,
"Demo 3",,a38e30800c3b1526e391146e5f32ba4f26912b88,,,,,,,1996,PD,,,,,,,,,,,,,,
Tetris,,a3c8fbb6ecbe989f589313e3a708f1dd674a8f46,,,,,,,199x,,,b,,,,,,,,,,,,
@,,a3ec2d0b95a9998592543985063b2a6f03c48146,,,"Banana Ghost",,,v0.2,2021/12/20,Bjorn,,,,,,,,,,,,,,
"Robo Squash",,a5a3204508207929b4b4e29d112b1653bb679b91,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
"Lynx Casino",,a5fb943e2eeece25bc3aaf1e9f6ae5c030672193,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
@,,a6185962f6106bad3b20abe5bd724c6ea8c7ba34,,,"Super Skweek",,,,1991,"Atari Corp",,,,,,,,,,,,,,
T-RES,,a8d97587a5749d19158d1749ee998c520b7c71fe,,,,,,,199X,,,b,,,,,,,,,,,,
Lemmings,,a919d411f58bea01ccf0590ca42a48f33da9a0f7,,,,,,,1993,"Atari Corp",,b,,,,,,,,,,,,
"Mario Plus Demo",,a94f8c80599c8e467205cc9543f2aab112f76d25,,,,,,,199x,,,,,,,,1,,,,,,,
"Krazy Ace Minature Golf",,a973124b5e6df36c24109b9a1baeb0002cb1458d,,,,,,,1992,Telegames,,b,,,,,,,,,,,,
Qix,,ab9545de5b867c930afed570668d03b1ee41a9dd,,,,,,,1991,Telegames,,,,,,,,,,,,,,
@,,ad96fc9d0f589e92b92ab55039bc13861daf97a8,,,"Cross Chase",,,,2018/10/29,"Caruso, Fabrizio",,,,,,,,,,,,,,
"California Games",,ae369a7a3f076de1449097d3b926e3ab4dae242c,,,,,,,1991,"Epyx Inc",,,,,,,,,,,,,,
@,,afe1a2b3ed37596378b2d40f54e1635bf15c5600,,,"Hard Drivin'",,,,1993,"Tengen Inc",,,,,,,,,,,,,,
Shanghai,,b091847b6734f5a5c3b0cb0cf0ac1dd633547b7b,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
@,,b1804c25a59f5e00c8972ebae337c30ddbe3af72,,,"Cross Chase",,,,2021/05/13,"Caruso, Fabrizio",,,,,,,,,,,,,,
"Krazy Ace Minature Golf",,b2a43b2303447fde6426801417f18e28a69803d1,,,,,,,1992,Telegames,,b,,,,,,,,,,,,
@,,b3d0f94b7db2f9365d456eb06d7fd1bf1620068b,,,"Banana Ghost",,,v0.2,2021/12/20,Bjorn,,,,,,,,,,,,,,
@,,b3d3189bfb50de643a35d39a6e50f1ab35d53243,,,"Cross Chase",,,,2018/07/19,"Caruso, Fabrizio",,,light,,,,,,,,,,,
"I2C EEPROM Test",,b4e54e980835695527b099895ef99605c65302ff,,,,,,,1996,PD,,,,,,,,,,,,,,
"Turbo Sub",,b56ea80870a19ac3436a66c80447a2aa0ff49d83,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"Zarlor Mercenary",,b59f934c30e01ff9c55b1d37cea97b1462a08270,,,,,,,1990,"Epyx Inc",,b,,,,,,,,,,,,
"Puzzler 2000: Early Demo",,b6467bdbe981bf77f088c36da636044b9f5e33f0,,,,,,v0.2,1998,"Wuhl, Markus",,,,,,,,,,,,,,
"Super Asteroids & Missile Command",,b71e330f717498d358cf4f3f726f44a75310d165,,,,,,,1994,"Atari Corp",,,,,,,,,,,,,,
@,,b785eba1854f4aa1dfafd52324cafe55da790d8e,,,"Marlboro Go!",,,proto,1993,"Digital Image",,,,,,,,,,,,,,
"C65: GFXTest",,b873f713a1c8096b14601775f5e204a107797567,,,,,,,1998,,,,,,,,,,,,,,,
Pac-Land,,b8d8d6f09322a4d4fddb4526195c2c070371677a,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
@,,b9a4267f272bfa61adbd83677cac7c8ae700d870,,,"Cross Chase",,,,2022/04/22,"Caruso, Fabrizio",,,gfx,,,,,,,,,,,
"Kung Food",,ba5f63f558f818d4cf69173c9b00f1b0247a9282,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
"Sound Demo",,bbd97e200601c07c7298de6d5cc2bf9ad7cfb8a1,,,,,,,1997,PD,,,"a 1",,,,,,,,,,,
"Road Blasters",,bc005446fb9e96848823e8baa722c6a7761783e1,,,,,,,1990,"Tengen Inc",,,,,,,,,,,,,,
"Sprite Demo 1",,bc0f4793045c8c4a8500c3cbcfdefd91b3352dde,,,,,,,2000,"Domin, Matthias",,,,,,,,,,,,,,
Electrocop,,c06e983638b4466322a15a367cdaeb56fc2486e6,,,,,,,1989,"Atari Corp",,,,,,,,,,,,,,
@,,c1d62142fc5094252637dbc6a2355e41d0425fc2,,,"Dirty Larry: Renegade Cop",,,,1992,"Atari Corp",,,,,,,,,,,,,,
"Robotron 2084",,c2abd595741c61518cebd5012ea8e42d1c73c887,,,,,,,1991,"Shadowsoft Inc",,,,,,,,,,,,,,
"Robo Squash",,c359f506fe7e31aa65dd2a3fbf55c337bf7743b7,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
"Crystal Mines II",,c3b7e7fe892068bf4b58aec85181f6b00693b47d,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
Xybots,,c3c117db6060d2b99d914e96284d4c2da723d033,,,,,,,1991,"Tengen Inc",,,,,,,,,,,,,,
@,,c40ac4cc9a4aade0f7eab4283eed46d5882b35a8,,,"Awesome Golf",,,,1991,"Atari Corp",,,,,,,,,,,,,,
"Chip-8 Emulator",,c4b4ce6bb1899cce4c2dbb4961bf8afbaced6e8c,,,,,,v0.3,2004,,,,,,,,,,,,,,,
@,,c529ffd315706f9e4ed6dc49b93e207eec7d8220,,,"Cross Chase",,,,2019/10/12,"Caruso, Fabrizio",,,,,,,,,,,,,,
"StarDreamer: Cutscene",,c580a0a2066a4710a78655da5208168a01b05401,,,,,,,2002,PD,,,,,,,,,,,,,,
"Pong 5",,c6341b7773dbc0979a6f0aa72ff08ea1d8fd2f2b,,,,,,,1997,"Carl Forhan",,,,,,,,,,,,,,
"Gauntlet: Third Encounter",,c6abb87eb1eb50ca5efba2a45e678a7677afed30,,,,,,,1989,"Tengen Inc",,,,,,,,,,,,,,
"StarDreamer: Full Game",,c6d62d5cf9cb546542a7dbb81ffd2f1241a9a7ee,,,,,,,2002,PD,,,,,,,,,,,,,,
"Dragnet Music",,c70dc8f670fd73e58945ec93fe69a868a5ea8138,,,,,,,1994,"Schick, Bastian",,,,,,,1,,,,,,,
"Circle Tunnel",,c7358ebc5deaa86973e560ee11a4412ef429f2f6,,,,,,,1996,PD,,,,,,,,,,,,,,
"S.T.U.N. Runner",,c826ff7e268c4663d60858cd236762668af339c5,,,,,,,1991,"Tengen Inc",,b,,,,,,,,,,,,
"EEPROM Routine 2",,c83b84f139dff8aeb2151b3254cd4377a25c2535,,,,,,,199x,,,,,,,,,,,,,,,
"Batman Returns",,c8b182f6b4ea22bf2bbc01ac0895d5e79109ca63,,,,,,,1992,"DC Comics Inc",,b,,,,,,,,,,,,
Paperboy,,c93c87e5aefee9c8926b2088e40d6375ddf67baf,,,,,,,1990,"Tengen Inc",,,,,,,,,,,,,,
"C65: Demo3",,c9ca10470e6837df2fd719fb2405853c527b75ab,,,,,,,1998,,,,,,,,,,,,,,,
Pac-Land,,ca4f651c9955b756a88d3e7714f033c592fa0f6a,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"World Class Soccer",,cc2e2a4cefbaa3ec6961a4e23b2f37262f9816c8,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
@,,cc41ffa7c878d4ec1197658df396f7209dfbb20b,,,Basketbrawl,,,,1992,"Atari Corp",,,,,,,,,,,,,,
"Show King Tut",,cd93e1ea092ebd825cf6fea492fd880cd870facd,,,,,,,1996,PD,,,"a 1",,,,,,,,,,,
"Digidemo 1",,cdcbfa5650a3792e0d3b5335dd8e7dcd1521f021,,,,,,,1994,"Schick, Bastian",,,,,,,,,,,,,,
"Ms. Pac-Man",,ce85e2d2391f538106c92f8f3e136104ba977c16,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
Lexis,,cef6c2042e6ff8b2411ea30acc43e5e7d0efb209,,,,,,,1994,"Shadowsoft Inc",,,,,,,,,,,,,,
"Font Test 2",,cf1e739d85b24484ee65092d0af27bd2f0a85a1c,,,,,,,199x,PD,,,"a 1",,,,,,,,,,,
Basketbrawl,,cfe4708a881564b1ad75cdbe6da526c06d19a9c1,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
"Ninja Gaiden",,d00bcc7e7e43243d6827e50163856c72f9e3f366,,,,,,,1990,"Atari Corp",,b,,,,,,,,,,,,
Rampart,,d024992d0032bce698273e81d7276fba9a19f75f,,,,,,,1991,"Tengen Inc",,,,,,,,,,,,,,
@,,d05b6341d0d12025ca8d54e82034e0ac4ed1ba80,,,"Cross Chase",,,,2018/04/15,"Caruso, Fabrizio",,,light,,,,,,,,,,,
"Text Output Test 2",,d0b108faf391e817551498aca4fc43a10596a69b,,,,,,,1998,"Domin, Matthias",,,,,,,,,,,,,,
"Hard Drivin'",,d15e40f97d277615e03e861d5962d3f5b35e1d58,,,,,,,1993,"Tengen Inc",,,,,,,,,,,,,,
"Ms. Pac-Man",,d2243c3f10ab854288f69692fdb18ba92a3e868c,,,,,,,1990,"Atari Corp",,b,,,,,,,,,,,,
T-Tris,,d337d0b38e22f42c92691ad2a80d48125d908b7f,,,,,,,1993,"Bastian Schick",,,,,,,,,,,,,,
@,,d5555d03720f31e320280e93c52f30b4ef335dbc,,,Befok,,,,19xx,"High, Jum",,,,,,,,,,,,,,
"Fidelity Ultimate Chess Challenge",,d65c4d14f609a05786ec64808bbde4b955362412,,,,,,,1991,Telegames,,,,,,,,,,,,,,
Logon,,d6a2f9ced89b82c213106ae999648bc22d71f209,,,,,,,1996,PD,,,,,,,,,,,,,,
"Sprite Ed",,d7ebf3568edf75e12b51446240c0b54cd362e2da,,,,,,,1996,PD,,,"a 1",,,,,,,,,,,
"Pit Fighter",,d87b768ec219ba468e050d4a6c71ef59854adb28,,,,,,,1992,"Tengen Inc",,,,,,,,,,,,,,
@,,d89985e2e692b335e3eb1e2a269ac2a2e4b3c8ad,,,"The Gates of Zendocon",,"Gates of Zendocon",,1989,"Epyx Inc",,,,,,,,,,,,,,
@,,d912c560b4914960d01732da04a2a7fe9c2af315,,,"Banana Ghost",,,v0.1,2021/12/11,Bjorn,,,,,,,,,,,,,,
"Blue Lightning",,d95653027c1956085a01541e3164ea637b52f100,,,,,,"Demo 1",1989,"Epyx Inc",,,,,,,,,,,,,,
@,,d999e077f47e996942c079fe65b52028d09e4922,,,"ZZZ-UNK-Space Lock",,,,"Rev 20040529",Beta,,,,,,,,,,,,,,
"Mini Demo 5",,d9b7eae2d2f637b8a39426fa13992400f13bb0c3,,,,,,,1998,,,,,,,,,,,,,,,
"Pinball Jam",,da7c221b7cb719bea19e3e988c73389bcc648e09,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
"C65: Minimal",,db52dd1ce6cf2419fa90883738075430001d82b5,,,,,,,1998,,,,,,,,,,,,,,,
Shanghai,,dbc5749a30d05c3fbb7e247d80405dd026bc8add,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
@,,dd8a43239ec86f4c2700f05c88a2e7ce450bd73d,,,"Banana Ghost",,,v0.2,2021/12/20,Bjorn,,,,,,,,,,,,,,
"World Class Soccer",,dd8e6432f99d63e80885d4bce3d29c2e497737d3,,,,,,,1992,"Atari Corp",,b,,,,,,,,,,,,
"C65: Sprite",,dd937164ebed233cca84559b443d77134bf62003,,,,,,,1998,,,,,,,,,,,,,,,
"C65: Demo2",,ddf9989b3fe9be071cf3286d1a4d9ca58b53a882,,,,,,,1998,,,,,,,,,,,,,,,
@,,de48d73ab93eed1477e69eca42f9bd2422dc4071,,,"Cross Shoot",,,,2022/04/22,"Caruso, Fabrizio",,,gfx,,,,,,,,,,,
@,,de60f2263851bbe10e5801ef8f6c357a4bc077e6,,,"Atari Lynx BIOS",,,,1989,Atari,,,,,,,,,,,,,,
Tetris,,df431f2748f54bdd6b77380712b04fc0dea609c0,,,,,,,199x,,,b,,,,,,,,,,,,
@,,e02593514a5a081a9dceeebeb2972917a7939ede,,,Raiden,,,,1997,"Atari Corp",,,,,,,,,,,,,,
"C65: Mandelbrot",,e132d49b01e33ad37b6fd0727213a7486353fe0d,,,,,,,1998,,,,,,,,,,,,,,,
@,,e28f0c9f421f65c9fcbef0a479b2bb524d12da83,,,"Robotron 2084",,,,1991,"Shadowsoft Inc",,,,,,,,,,,,,,
"C65: Demo1",,e2b88b95411583455b619b151957c314686c76cb,,,,,,,1998,,,,,,,,,,,,,,,
"Tournament Cyberball 2072",,e2d5f95b046ec0950cf872413202ec504dbf5338,,,,,,,1991,"Tengen Inc",,,,,,,,,,,,,,
@,,e4ed47fae31693e016b081c6bda48da5b70d7ccb,,,"Atari Lynx BIOS",,,,1989,Atari,,,,,,,,,,,,,,
@,,e5a2efb2c1ed9966e899f047a0aa81e2ff215483,,,"Gift Catcher",,,,2020/12/13,"Dr. Ludos",,,32K,,,,,,,,,,,
@,,e60c85208192dc08e25bcf0bae73727b5ce67cbf,,,"Cross Snake",,,,2022/04/22,"Caruso, Fabrizio",,,gfx,,,,,,,,,,,
"Road Riot",,e6102b29727fd76177efd64c26f40dd6beee6888,,,,,,,1994,"Tengen Inc",,,,,,,,,,,,,,
Lemmings,,e61c173116eacecf90d0296c03d8c216be57400c,,,,,,,1993,"Atari Corp",,,,,,,,,,,,,,
"Ninja Gaiden",,e751c35cce6e2e126ce7ccbd32b148dd6e248809,,,,,,,1990,"Atari Corp",,,,,,,,,,,,,,
"Puzzler 2000: Playable",,e88dab8a6a4afcdac7d979bf00bcfcecd89d975e,,,,,,v0.4x,1998,"Wuhl, Markus",,,,,,,,,,,,,,
"Crystal Mines II",,e8d6a939a202060a76e0417315c7693631116d57,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"Jimmy Connors Tennis",,eb53241c8cac2456684c4b1fe86aa8c90e765d91,,,,,,,1993,"Atari Corp",,,,,,,,,,,,,,
@,,ec45d3e3d9ceba61ada730fb3b499074fd31a034,,,Centipede,,,,198x,"Shadowsoft Inc",,,,,,,,,,,,,,
"Dungeon Routine 3",,ecdb3c245abb15b23265889bc0c3313d61fa3784,,,,,,,1998,"Domin, Matthias",,,,,,,,,,,,,,
"Gates of Zendocon",,ed051179dc5fcff614c5e41a64cff7cbd3b0d63c,,,,,,,1989,"Epyx Inc",,,,,,,,,,,,,,
"C65: Mazedemo",,ed1138dec57da5b0cdb737d0c94e629e4f6d19b5,,,,,,,1998,,,,,,,,,,,,,,,
Qix,,ed3ce34c4dec35edc4885de2cfa1a8dc61a38452,,,,,,,1991,Telegames,,,,,,,,,,,,,,
Rampart,,edd686dc268816c53d7f5232d96fc3358678d260,,,,,,,1991,"Tengen Inc",,b,,,,,,,,,,,,
@,,edf7c73f04586a31cbcad856e166eb4d55e76373,,,"Yastuna: The Alchemy of Cubes",,"Yastuna - Alchemy of Cubes",v1.01,2021/01/19,Fadest,,,,,,,,,,,,,,
"Text Output Test 1",,eea09c3b9a910befe0872e836087180755050373,,,,,,,1997,"Domin, Matthias",,,,,,,,,,,,,,
@,,ef1c7ff7ec767ff8a9d20234b5dde95a5c6ac6ad,,,"Cross Chase",,,,2018/02/03,"Caruso, Fabrizio",,,light,,,,,,,,,,,
"Font Routine",,ef5148f94cf250e89d84707a402a6fc187fb9d3b,,,,,,,199x,"Schick, Bastian",,,,,,,,,,,,,,
"Todd's Adventures: Slime World",,efb11f6478718a8bb592115a1eb4090fdc8c3c57,,,,,,,1990,"Epyx Inc",,,,,,,,,,,,,,
@,,f0e67b3643fa5d4d7df0798b26f6569632a1fce5,,,"Yastuna 2: The Space Incident",,"Yastuna 2 - Space Incident",v1.01,2021/01/19,Fadest,,,,,,,,,,,,,,
@,,f1b4748ddffff2288ce7cda8344d235e147dbaeb,,,"Black Pit",,,,2021/12/12,Fadest,,,AGACART,,,,,,,,,,,
"Rygar: Legendary Warrior",,f1ee7e5d7ea5782f95bb1b8a8c2bb8573c1aa8c9,,,,,,,1990,"Atari Corp",,b,,,,,,,,,,,,
"Bill & Ted's Excellent Adventure",,f322d28a6311d84edc36b35083acc07a0ba4660a,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"Boing Demo",,f41ec33030e23bcf0ab40e611b91c0a03d271064,,,,,,,19xx,,,,,,,,,,,,,,,
"Malibu Bikini Volleyball",,f47f2aed04ba18152347aa2e0858b56c374c5f71,,,,,,,1993,"Atari Corp",,,,,,,,,,,,,,
"Para Lemi!",,f4b1688dc016d4433be05a09b8ae4e083414c072,,,,,,v004,1997,,,,,,,,,,,,,,,
"Shadow of the Beast",,f4bda927017465cfd417d5ad8a62fa095cc3a101,,,,,,,1992,"Atari Corp",,,,,,,,,,,,,,
"EEPROM Routine 1",,f543f020fb265534b9ebad7a5f51ebab36160039,,,,,,,199x,,,,,,,,,,,,,,,
"256 Color Demo",,f7b5bb796ec22af7f5781b9c6eb573913dfdfaf2,,,,,,,1997,"Schick, Bastian",,,,,,,,,,,,,,
"Ishido: Way of the Stones",,f7f2fb564c589fc8499f0aafd21ef13a38135947,,,,,,,1991,"Atari Corp",,,,,,,,,,,,,,
"Para Lemi!",,f8167b3c3418538503da12a79f896ffb93f648c1,,,,,,v002,1997,,,,,,,,,,,,,,,
@,,fa1ea9cb9d1d6f89455d0347249cc8e44805a53a,,,"Growing Ties",,,,2019/09/05,"Dr. Ludos",,,,,,,,,,,,,,
Loopz,,fa7ce862c1ea15af4ffcf15e0cccc2a8a84b8e6d,,,,,,"v0.06 / Proto",1992,"Hand Made Software",,,,,,,,,,,,,,
@,,fbb4808b71a22211cc8b08211b0830f40c8e4674,,,"Battle Wheels",,,,1993,"Beyond Games",,,,,,,,,,,,,,
@,,fd13ea2180d5f41f685e45ff5e60fcad3dab3a89,,,"Raid on TriCity: First Impact",,,v1.01,2021/08/13,Fadest,,,,,,,,,,,,,,
@,,fd1a28b8c07700dc72508545895e7e9879b3353b,,,"Cross Chase",,,,2020/04/02,"Caruso, Fabrizio",,,,,,,,,,,,,,
"Jimmy Connors Tennis",,fd3b964695589d2208bd6977a21b8ab897eacdaf,,,,,,,1993,"Atari Corp",,b,,,,,,,,,,,,
"Blue Lightning",,fd4dfa7b8822229c0e0c5b0f6cde608f8f94bb65,,,,,,,1989,"Epyx Inc",,,,,,,,,,,,,,
"Ninja Gaiden III: Ancient Ship of Doom",,feceff10d54d84b07ca106e01977bb86e673cb7c,,,,,,,1993,"Atari Corp",,b,,,,,,,,,,,,
"Steel Talons",,ff7c4dc40b8a9b2a8453f4d17c75e4382e36ed8c,,,,,,,1991,"Tengen Inc",,b,,,,,,,,,,,,
"StarDreamer: Intro",,ffc6eb826408532be41438c06b5134188a00b01a,,,,,,,2002,PD,,,,,,,,,,,,,,
@,,ffc7e5a8d1b9226642e09b91d50cc30534e3c609,,,"Robotron 2084",,,,1991,"Shadowsoft Inc",,,,,,,,,,,,,,
