"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"Public Domain",,715fa8723926319ac73df3a922e8a9b3cfc14c59,,,"SMS VGM Player",,,"v 0.45; Copyright Public Domain",2002,Maxim,,,,,,,,,,,,,
@,,71bcce9670f2a2b3f28f00e7e00530a16de39c4a,,,"Phantasy Star",@,,,1987,Sega,jp,a,"a 1",,,en,,,,,,,
"Mickey's Ultimate Challenge",,7253b4df642c56f266e5542a60065ca2c00ad0df,,,"Mickey's Ultimate Challenge",,,"Language en",1994,"Disney - Hi Tech Expressions - Tec Toy",br,,,,,,,,,,,,
@,,728c2545139200916200a1441974356b8b1bb775,,,"Pop Breaker",@,,"v 1.0",2004,"Covell, Chris",@,,,,,,1,,,,,,
"Xenon 2",,72cb8a24f63e9e79c65c26141abdf53f96c60c0c,,,"Xenon 2",,,"v rev0",1991,"Bitmap Brothers - Image Works - Mirrorsoft",,,,,,,,,,,,,
"Altered Beast",,72d89eeb6a7c304beb07328977ff18d676d03dee,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
Trans-Bot,,73273e6d44ad7aea828b642d22f6f1c138be9d2b,,,Transbot,,,,1986,Sega,,,,,,,,,,,,,
Paperboy,,736718efab4737ebf9d06221ac35fa2fcc4593ce,,,Paperboy,,,,1990,"Atari - Tengen - Tiertex Design Studio",us,,,,,,,,,,,,
"Champion Baseball",,737b9478c4ce6df2afcd36f78011019f5d669226,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Psycho Fox",,73fb8f841ae9d1a2ad93c9b391b87ff84d7b7918,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,4,,,
"Alex Kidd in High Tech World",,74057d3b7f384c91871a2db2fbc86d3e700c45e5,,,"Anmitsu Hime",,,,1987,Sega,jp,,,,,,,,,,,,
"Joe Montana Football",,7452f7286cee78ce4bbd05841a4d087fdfba12e3,,,"Joe Montana Football",,,,1990,Sega,,,,,,,,,,,,,
"World Cup Italia '90",,7466390735f90f009a20263518bf65ab6d3ce403,,,"World Cup Italia '90",,,,1990,Sega,,b,"b 1",,,,,,,,,,
"Public Domain",,74a50fc79e988296496e99398d4121dc1e5fb16e,,,"Good Advice",,,"Copyright Public Domain",2000,"Warren, Nicolas",,,,,,,,,,,,,
"System BIOS",,74deed8fa6aa51de1fb40a81afc1d48a8dd22407,,,"Super Magic Drive BIOS V4.1a",,,[!],,,,,,,,,,,,,,,
"Basket Ball Nightmare",,753b0ec9fa500e038163b27e810cf10ce337a000,,,"Basket Ball Nightmare",,,,1989,Sega,,b,"b 2",,,,,,,,,,
@,,754d813e1cb87d0e9460ad2cd2f2dc9556c49e19,,,"Out Run",@,,,1987,Sega,@,b,"b 2",,,,,,,,,,
"My Hero",,7583c5fb1963c070b7bda72b447cc3fd611ddf1a,,,"My Hero",,,,1986,"Coreland - Sega",,,,,,,,,,,,,
"Winter Olympics '94",,758f3dc68db93f35e315fbf2fcd904484cce2ad1,,,"XVII Olympic Winter Games, The: Lillehammer 1994",,,,1993,"U.S. Gold - Tec Toy",br,,,,,,,,,,,,
"Space Harrier",,75e2e3f059b69276d98f5560ea7a75aeb7986502,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Public Domain",,75f58c9317bfe02ce4e03e258545438577d63a8a,,,"Elite Gaiden",,,"v 0.1.28; Copyright Public Domain",2002,"Bittencourt, Ricardo",,,,,,,,,,,,,
"Public Domain",,7602aebdc7abc5b4fa9f10dbb46fd554260fc301,,,"Sprite Multiplex Demo",,,"v 1.00; Copyright Public Domain",2005,"MacDonald, Charles",,,,,,,,,,,,,
@,,760a4a365d23188cb3e48d07b117a9abe974c549,,,Choplifter,@,,,1985,Sega,@,b,"b 5",,,,,,,,,,
"Putt & Putter",,760d330047a77b98e2fff786052741dc7e3760e8,,,"Putt & Putter",,,"v rev3",1992,Sega,,,,,,,,,,,,,
"World Soccer",,7634ce39e87049dad1ee4f32a80d728e4bd1f81f,,,"Sports Pad Soccer",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Ninja, The",,76396a25902700e18adf6bc5c8668e2a8bdf03a9,,,"The Ninja",,"Ninja, The",,1986,Sega,,,,,,,,,,,,,
"Double Hawk",,76d8b47310f5d2b48bf1aa091292bb9b40b0d17a,,,"Double Hawk",,,,1990,Sega,,b,"b 1",,,,,,,,,,
ALF,,7706485b735f5d7f7a59c7d626b13b23e8696087,,,,,,"v rev1; Language en",1989,Sega,"br,us",,,,,,,,,,,,
"Ninja Gaiden",,77390c4ac4311342ef0ddc4c5a366e4df0ced7b4,,,"Ninja Gaiden",,,(beta),1992,Sega,,a,"a 2",,,fr,,,,,,,
"Public Domain",,7784016fa1b0dcfb33f5824ad6e9441fdf45e2f0,,,SpaceOddity,,,"v 0.0; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Ariel: The Little Mermaid",,77a35c0b622786183d6703a5d7546728db44b68d,,,"Ariel: The Little Mermaid",,,"Language en",1993,"Sega - Tec Toy",br,,,,,,,,,,,,
"Wonder Boy in Monster Land",,77aa8666a9a41ee2fdb4fc111d22b7c663359d08,,,"Wonder Boy in Monster Land",,,"v rev1",1988,Sega,,,,,,fr,,,,,,,
"Wonder Boy III: The Dragon's Trap",,77b4ec8086d81029b596020f202df3e210df985d,,,"Turma da Monica em: O Resgate",,,,1993,"Sega - Tec Toy",br,,,,,,,,,,,,
"Alex Kidd: BMX Trial",,77cc767bfae01e9cc81612c780c939ed954a6312,,,"BMX Trial: Alex Kidd",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Pro Wrestling",,77f1e788f43fb59456f982472f02f109f53c7918,,,"Gokuaku Doumei Dump Matsumoto",,,"Language en,ja",1986,Sega,jp,,,,,,,,,,,,
"Bomb Jack",,7859b9ee5614c595cb57a832ef7a8f1ab473b45b,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Dragon Wang",,78f26d0a1d4f08a6378700b81ab38fc7c0f6bdc0,,,,,,"(SG-1000) (Ver-B)",,,,,,,,,,,,,,,
"Wonder Boy",,790194f1477680ac2a634f8cd837d5246ecf39fb,,,"Rodrigo O Resgate",,,"(Wonder Boy Hack) [o1]",,,,,,,,,,,,,,,
"Road Rash",,7976e717125757b1900a540a68e0ef3083839f85,,,"Road Rash",,,,1993,"Electronic Arts - Probe - U.S. Gold",,,,,,,,,,,,,
"Space Slalom",,798b5f3742cb3f95fd5977d9a2cb48ba2dc804e6,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Enduro Racer",,7a0216af8d4a5aeda1d42e2703f140d08b3f92f6,,,"Enduro Racer",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Alex Kidd in Miracle World",,7a061cc1fcd5d41f4a7fa053cd390a0a5e7e3c7e,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,b,"b 2",,,,,,,,,,
"Wonder Boy in Monster World",,7a26de7a544c602daeadbd3507028ac68ef35e91,,,"Wonder Boy in Monster World",,,(beta),1992,Sega,,,,,,,,,,,,,
"World Grand Prix",,7a348588f5a8943daf4c495b03976c92ea1c3871,,,"World Grand Prix",,,,1986,Sega,,b,"b 1",,,,,,,,,,
"Champion Boxing",,7a7ace132090f11bac4f4aec58bcbf6a2a1c6168,,,,,,"(SG-1000 Card)",,,,,,,,,,,,,,,
"Double Dragon",,7a7e5290b80e04e01a5e6cff9095d0cc9f88f25e,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Public Domain",,7a95d82fd86326b0c5e0f3197a4fc02518fc2559,,,"River Strike",,,"v 0.03; Copyright Public Domain",200x,"Pinheiro, Haroldo",,,,,,,,,,,,,
Zillion,,7afbe278e3590c746563998aa38630d9dfb7e616,,,,,,"(UE) (V1.1) [T+Bra_CBT][o1]",,,,,,,,,,,,,,,
"Phantasy Star",,7b63dbe1f9e2459a2d664acc485ab28810d4bcd9,,,"Phantasy Star",,,"v rev3",1988,Sega,,,,,,,,,,1,,,
Aladdin,,7bbfa2e6f2667059090932b1c01d2f2ee2b2d23d,,,Aladdin,,,,1994,Sega,,,,,,fr,,,,,,,
"Megumi Rescue",,7bd156cf8dc2ad07c666ac58ccb3c0ff6671b93f,,,"Megumi Rescue",,,"Language en",1988,Sega,jp,,,,,,,,,,,,
"World Class Leaderboard",,7bd82131944020a20167f37071ccc1dfa3ae0b3d,,,"World Class Leader Board",,,,1991,"U.S. Gold",,,,,,,,,,,,,
"Time Soldiers",,7bef54dbba39191fa27853252800f507a1bacf3e,,,"Time Soldiers",,,,1989,Sega,,,,,,pt,,,,,,,
@,,7c0778c055dc9c2b0aae1d166dbdb4734e55b9d1,,,Shinobi,@,,"v rev1",1987,Sega,@,,,,,,,,,,,,
R-Type,,7c16f916b8b134a2a254a6513e8a4d0a638b6cef,,,R-Type,,,,1988,"Irem - Sega",,,,,,pt,,,,,,,
"Captain Silver",,7c2b23f4a806c89a533f27e190499243e7311c47,,,"Captain Silver",,,,1989,"Data East - Sega",us,,,,,,,,,,,,
"World Soccer",,7c4b8cd2232249bea27ab8c10c3f2ad6679dd950,,,"World Soccer",,,,1987,Sega,,b,"b 2",,,,,,,,,,
"Black Belt",,7c5524cff2de9b694e925297e8e74c7c8d292e46,,,"Black Belt",,,,1996,Sega,,,,,,,,,,,,,
"Public Domain",,7c6d276cc8e8b159c8de47d799f30d0e724602bc,,,SpaceOddity,,,"v 0.03; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Hang-On & Safari Hunt",,7c741493889788d4511979bcaa3c48708d6240ed,,,"Hang-On + Safari Hunt",,,,1986,Sega,,,,,,,,,,,,,
"Alex Kidd in Miracle World",,7ca11ce9aff9c14e1ad61fcf17caa91237f34935,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,,,,,it,,,,,,,
"Space Harrier 3D",,7caf44ecc3de6daffedf7a494d449202888a6156,,,"Space Harrier 3D",,,"Language en",1988,Sega,jp,,,,,,,,,,,,
"Great Soccer",,7d1a381be96474f18ba1dac8eaf6710010b0e481,,,"Great Soccer",,,"Language en",1985,Sega,eu,,,,,,,,,,,,
"Back to the Future Part III",,7d67dd38fea5dba4224a119cc4840f6fb8e023b9,,,"Back to the Future Part III",,,,1991,"Image Works - Mirrorsoft",,,,,,,,,,,,,
"Teddy Boy",,7d8aca93d8c7ff90cfbfc0d04496023b227e340a,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,4,,,
@,,7e0b0dc82c2a1d64d26ce525ec498a520d32cfa7,,,"Hang-On + Safari Hunt",@,,(beta),1986,Sega,@,,,,,,,,,,,,
"Kung Fu Kid",,7e1c32f5abf9ff906ffe113ffab6eecd1c86b381,,,"Kung Fu Kid",,,"v rev1",1987,Sega,,,,,,,,,,,,,
"Heavyweight Champ",,7e2523061df0c08b7df7b446b5504c4eb0fea163,,,"Heavyweight Champ",,,,1991,Sega,,,,,,,,,,,,,
"Public Domain",,7e6ffa26022ce2967c1d487283a689ce57f147fb,,,"V Counter Test",,,"v 1.00; Copyright Public Domain",2001,"MacDonald, Charles",,,,,,,,,,,,,
"Cloud Master",,7ea1c5d90f0750c243403d0f11f0e5dd48f43705,,,"Cloud Master",,,,1989,Hot-B,,b,"b 1",,,,,,,,,,
@,,7eb9e296b674c4cda935e7c5b58eb3dad3aa322f,,,"Sky Jaguar",@,,,19xx,Clover,kr,,"[MSX port]; [AKA Sky Zet]",,,,,,,,,,
@,,7ec6b921cc5cf0222c1e4a967014dc67e96cd426,,,"Astro Warrior",@,,,1986,Sega,@,b,"b 1",,,,,,,,,,
"Black Onyx, The",,7ecb9ac646346900046a61ff0242d6c90a812eda,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Sega Chess",,7ecc99443c7f3c5da9dca81080ba02ef461c3742,,,"Sega Chess",,,,1991,Sega,,,,,,pt,,,,,,,
"Galaxy Force",,7ece3410b9488c535600c6787a963be9aa4101a5,,,"Galaxy Force",,,,1989,Sega,us,b,"b 1",,,,,,,,,,
"Prince of Persia",,7ef7b4e2fcec69946844c186c62836c0ae34665f,,,"Prince of Persia",,,,1992,Broderbund,,,,,,,,,,,,,
"Air Rescue",,7fa59da6aed5eb290e756aeeb7b6c00c6ce7a74c,,,"Air Rescue",,,,1992,Sega,,b,"b 1",,,,,,,,,,
"Alex Kidd in Shinobi World",,7fe4be956d2fe73a5e8b68946486157d509a0e5c,,,"Alex Kidd in Shinobi World",,,,1990,Sega,,b,"b 1",,,,,,,,,,
"My Hero",,803560fe755bd46639d27c5b24dc432a38a4f4b2,,,,,,"(UE) [o1]",,,,,,,,,,,,,,,
"Teddy Boy",,803faca145bbbfb2195022e5089d4d7f8b790315,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,12,,,
"Super Off-Road",,804cd74bbcf452613f6c3a722be1c94338499813,,,"Super Off Road",,,,1993,Virgin,,,,,,,,,,,,,
"Psycho Fox",,81b6f4127914124259c652de56c9593419f3185a,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,8,,,
"Andre Agassi Tennis",,81dbacad4739b98281c750d9af21606275398fc8,,,"Andre Agassi Tennis",,,,1993,TecMagik,,,,,,,,,,,,,
"Ferias Frustradas do Picapau",,81dd4d7f1376e639cabebecdc821e9b5a635952b,,,"Ferias Frustradas do Pica-Pau",,,,1996,"Sega - Tec Toy",br,,,,,,,,,,,,
"Public Domain",,81fe545942e12cb2aa1a0f453dac843b2fe85402,,,"Sega Mega Drive & Genesis 6 Button Control Pad Test",,,"v 1.00; Copyright Public Domain",2001,"MacDonald, Charles",,,,,,,,,,,,,
"Dr. HELLO",,8206e4b1df9468f4f60e654a0a4044083bd6e5d1,,,,,,"Language en",1991,"Genius - SIS",kr,,,,,,,,,,,,
"Alex Kidd in Miracle World",,823c3051018c7acce15a7ff1d704eab5dd686a1f,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,a,"a 2",,,pt,,,,,,,
"Smurfs, The",,82f75232e195b8bdcd9c0d852076d999899cc92e,,,"Les Schtroumpfs",,"Schtroumpfs, Les",,1994,Infogrames,m4,,,,,,,,,,,,
@,,830506c001ce0d9b320b4a4ce5a580ce9c31e147,,,"The A-Team",@,"A-Team, The","Language proto",1992,Probe,@,,,,,,,,,,,,
"Tom and Jerry: The Movie",,83133cc875f4124b6ede7a9afc29aa311b36c285,,,"Tom and Jerry: The Movie",,,(beta),1992,Sega,,,,,,,,,,,,,
"Black Belt",,832c6bc40a2d0c00d91d15fee0f0981aea28a2eb,,,,,,"(UE) [o1]",,,,,,,,,,,,,,,
"Assault City",,835217550ecb92422d887a3353ff43890c71566b,,,"Assault City",,,,1990,Sega,,,"[Light Phaser]",,,,,,,,,,
"Casino Games",,8353b86965a87c724b95bb768d00dc84eeadce96,,,"Casino Games",,,,1989,Sega,,,,,,,,,,,,,
Trans-Bot,,8370957b1192349d0a610437cd5d91ea4e3892c4,,,"Astro Flash",,,"Language en",1985,Sega,jp,,,,,,,,,,,,
"Shinnyushain Tooru Kun",,83784e8248e2367546115382dac157ca8e6fe3ab,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Public Domain",,83998196c5746f488f91728a26b49d4ec81281ed,,,SpaceOddity,,,"v 0.23; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
@,,839996ad43274384ddd2a615955de3d34170650f,,,"The Ninja",@,"Ninja, The",,1986,Sega,@,b,"b 2",,,,,,,,,,
"Teddy Boy",,839da36557b494299b427bda4e32d2ba61977b25,,,"Teddy Boy Blues",,,"Language en",1985,Sega,jp,,,,,,,,,1,,,
Exerion,,839e19487b96d02222ff397b047cbc6a0fbc08ff,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Alex Kidd in Shinobi World",,83ccf0b391dc3322c7a0d8a7b652ec0e8d9688b5,,,"Alex Kidd in Shinobi World",,,,1990,Sega,,,,,,fr,,,,,,,
"Bonanza Bros",,83ddd69f2003581c31df93845b278e924f7f4e72,,,,,,"(E) [!]",,,,,,,,,,,,,,,
"Ghost House",,8412fd57120f4afadd95c3ed82fddac507aa5880,,,,,,"(UE) [o4]",,,,,,,,,,,,,,,
"Pop Flamer",,84b59a9f855ef5e953c43495d7a15dd78386d0a8,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Ghouls 'n Ghosts",,84f9e843d8ec3cc545bdead388038ec03423255a,,,"Ghouls 'n Ghosts",,,,1990,"Capcom - Sega",,,,,,,,,,1,,,
@,,855c2f54b700663cedd6484aab396d849dcb5290,,,E-SWAT,@,,"Language proto",1990,Sega,@,a,"a lt subtitle",,,,,,,,,,
"Champion Kendou",,8565fc398d0206100da785d10e008f7f6a3c225e,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Golden Axe Warrior",,856693eb3beba7d29505c736014c4b2b784f04af,,,"Golden Axe Warrior",,,,1991,Sega,,,,,,pt,,,,,,,
Choplifter,,856e741eec9692fcc3b22c5c5642f54482e6e00b,,,Choplifter,,,,1985,Sega,,,,,,,,,,,,,
"Zaxxon 3D",,85a67064c71dfa58eb150cc090beb5ae6639b527,,,"Zaxxon 3D",,,(beta),1987,Sega,,,,,,,,,,,,,
@,,8601927ca17419f5d61f757e9371ce533228f7bb,,,Rocky,@,,,1987,Sega,@,,,,,,,,,,,,
"Xenon 2",,860cff21eff077acd92b06a71d859bf3e81fe628,,,"Xenon 2",,,"v rev1",1992,"Bitmap Brothers - Virgin",,,,,,,,,,,,,
"Missile Defense 3-D",,86242fcc8b9f93cdad2241f40c3eebbf4c9ff213,,,"Missile Defense 3-D",,,,1987,Sega,,,,,,,,,,,,,
"Public Domain",,8630c3135021f51b84d2722b25a9c4081c5d1062,,,SALY,,,"v 1.00; Copyright Public Domain",2003,"Klemp, Marc",,,,,,,,,,,,,
"Public Domain",,86c8183d3991192c370eaef3159462c022490eab,,,SpaceOddity,,,"v 0.20; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Galaxy Force",,874289a1e8110312db48c5111fbf8e70b2426b5f,,,"Galaxy Force",,,,1989,Sega,us,,,,,,,,,,,,
"Public Domain",,87480aab9923b6ed9831d24220be790d0b0dfcbb,,,SpaceOddity,,,"v 0.22; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Solomon no Kagi: Oujo Rihita no Namida",,875f35d0775609776ec75ea2a8fa2297643e906c,,,"Solomon no Kagi: Oujo Rihita no Namida",,,"Language en",1988,Salio,jp,,,,,,,,,,,,
"Penguin Land",,8762239c339a084dfb8443cc38515301476bde28,,,"Penguin Land",,,"v rev1",1987,Sega,,,,,,,,,,,,,
"Great Baseball",,878852cb66427b0de11fba76bf6c8830a751d29f,,,"Great Baseball",,,"Language en",1985,Sega,jp,,,,,,,,,1,,,
"Cyber Shinobi",,87a13e507507f08c3602bc2999b945b6f58a23fa,,,"Cyber Shinobi, The: Shinobi Part 2",,,,1990,Sega,,,,,,fr,,,,,,,
"Captain Silver",,88402392e93b220632a61e0c07731a7ed087cbef,,,"Captain Silver",,,,1988,"Data East - Sega",,,,,,,,,,,,,
"Great Soccer",,88611c50fcaa307bfd70b2bd5effeb39c2c4f3ae,,,"Great Soccer",,,"Language en",1985,Sega,jp,,,,,,,,,1,,,
"Music Station V1.6",,8876e8f16b09b69235c249ecadeeec405f096698,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"James Bond 007",,88d8c1f56f06ec76be285c29f41322a748f7c4db,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Satellite 7",,88fc5596773ea31eda8ae5a8baf6f0ce5c3f7e5e,,,Satellite-7,,,"Language en",1985,Sega,jp,,,,,,,,,,,,
@,,88fe2ee194981c82b5db2a9166dd97a8edb6d852,,,"Action Fighter",@,,"Language proto",1986,Sega,@,,,,,,,,,,,,
@,,891dba3b09faf71679c6a8522cc7279e6d324bc5,,,"Pop Breaker",@,,"v 1.1",2004,"Covell, Chris",@,,,,,,1,,,,,,
Ghostbusters,,8945a9dfc99a2081a6fb74bbabf8feaac83a7e1a,,,Ghostbusters,,,,1986,Sega,,,,,,,,,,,,,
@,,89842cb30cc3ba626901a5da41481f6d157ebd15,,,"Time Soldiers",@,,,1989,Sega,@,,,,,,,,,,,,
"Dr. Robotnik's Mean Bean Machine",,89df035da8de68517f82bdf176d3b3f2edcd9e31,,,"Dr. Robotnik's Mean Bean Machine",,,,1993,"Compile - Sega",,,,,,,,,,,,,
"James Bond 007: The Duel",,89f86869b90af986bee2acff44defe420e405a1e,,,"James Bond 007: The Duel",,,,1993,Domark,,,,,,,,,,,,,
@,,89fe28e6e4402a3e0bf0f05eada03c92cee5a5e8,,,"Great Golf",@,,,19xx,Samsung,kr,,"[clone of JP]",,,,,,,,,,
"Hyper Sports",,8a13ee297f861f436b9529a5e2193cb697baa56f,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Road Rash",,8a14442cdacf60a99824e3639b7a5b7e669ebd74,,,"Road Rash",,,,1993,"Electronic Arts - Probe - U.S. Gold",,b,"b 1",,,,,,,,,,
"Wonder Boy in Monster World",,8affabf9735ec0292ed6bb1bcf79b0ebd7dae48e,,,"Wonder Boy in Monster World",,,(beta),1992,Sega,,b,"b 1",,,,,,,,,,
"Astro Warrior",,8b18fa4921bb40b11dffe519127b82a717f51098,,,"Astro Warrior",,,,1986,Sega,,b,"b 2",,,,,,,,,,
"Pat Riley Basketball",,8b49c7772bd398665217bf81648353ff46485cac,,,"Pat Riley Basketball",,,"Language proto",1989,Sega,,,,,,,,,,,,,
"Marble Madness",,8b5e6e2c8b34861d25c07a8a51a98394260cc779,,,"Marble Madness",,,,1992,"Atari - Tengen",,b,"b 1",,,,,,,,,,
"Champion Tennis",,8b90300dcabc2cf8d58ee4800dce3084b739886b,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Public Domain",,8bd5fb07dff9548afa12a48a263e569036eddb7b,,,"FudeBrowser: How Do They Do That With HTML",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Zippy Race",,8c48dbe187ff4b26d6244d38075565f284536d0c,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
@,,8cc7bf3a07de049e2a18ee5d4e79de4e4657fc37,,,"Ghost House",@,,"v rev1",1986,Sega,@,b,"b 3",,,,,,,,,,
"Champion Boxing",,8cd55ee1efcab917087b80629ca18b4629edc15d,,,,,,"(SG-1000 Cart)",,,,,,,,,,,,,,,
"Lord of the Sword",,8cdf396273eb325cceead0a3c8b29fc4a432477d,,,"Lord of the Sword",,,,1988,Sega,,b,"b 2",,,,,,,,,,
"Alex Kidd in Miracle World",,8cecf8ed0f765163b2657be1b0a3ce2a9cb767f4,,,"Alex Kidd in Miracle World",,,,1986,Sega,us,,,,,,,,,,,,
@,,8d286d46312171608d6a769a7181cb7f73acb728,,,"Ghost House",@,,,198x,Samsung,kr,,"[AKA Yuyryeong-ui Jip]",,,,,,,,,,
"Global Defense",,8d5f347a4ca97bc86256939bc784a715b50f0928,,,,,,"(UE) [o1]",,,,,,,,,,,,,,,
@,,8d85391d2e6291a2463af0b997c86512d4fc1024,,,"Block Hole",@,,,1990,Zemina,kr,,"[AKA Sagak-ui Bimil]",,,,,,,,,,
Lemmings,,8d8692d363348f7c93f402c6485f5f831d1c8190,,,Lemmings,,,(beta),1992,"Probe - Psygnosis - Sega",,,,,,,,,,,,,
"Public Domain",,8d9824b736fc220dc4de1afb89397359533b1c58,,,"Sega Master System Boot Loader",,,"v 0.90; Copyright Public Domain",2001,"Cornut, Omar",,,,,,,,,,,,,
"Special Criminal Investigation",,8daabf51099bd2702fe4418fd202eff532bc710a,,,"Special Criminal Investigation",,,,1992,Taito,,,,,,,,,,,,,
Monopoly,,8dd7bb4f666f70f7f57687823d0068c9100af8e5,,,Monopoly,,,,1987,Sega,us,,,,,,,,,,,,
@,,8df4d870012e62156d19c33d251ec7f6b8f8f68d,,,Frogger,@,,"v 0.90",2005,"Covell, Chris",@,,,,,,1,,,,,,
"Bank Panic",,8e1dc4d79c5bc45fc6112969ea9a2c68b3c86666,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Slap Shot",,8e500e463e9ed971494572a6036c6087ca9ac0c0,,,"Slap Shot",,,"v rev1",1990,Sega,,b,"b 2",,,,,,,,,,
"Ultima IV: Quest of the Avatar",,8e6a70ff3ea7ea43d1c2dd84f1efd1bb7a545204,,,"Ultima IV",,,,1990,Sega,,,,,,de,,,,,,,
"Public Domain",,8ebcca84c7c76200fcb491e01b217b8939b6c0fb,,,"Birthday Card for Zoop",,,"Copyright Public Domain",2000,"Warren, Nicolas",,,,,,,,,,,,,
"Psycho Fox",,8eefdd6e6cbd450d5d4757057658249ad64cde52,,,"Psycho Fox",,,,1989,Sega,,,,,,pt,,,,,,,
"Wonder Boy III: The Dragon's Trap",,8f0c7526d1ea03abd670e852808d336bb0027c39,,,"Wonder Boy III",,,,1989,Sega,,b,"b 1",,,,,,,,,,
"Running Battle",,8f680b3a9782304a2f879f6590dc78ea4e366163,,,"Running Battle",,,,1991,Sega,,,,,,,,,,,,,
"Xenon 2",,8f7f085a3047221fb0f0448948faf239e18c5ce8,,,"Xenon 2",,,"v rev1",1992,"Bitmap Brothers - Virgin",,b,"b 1",,,,,,,,,,
"Pit Fighter",,8f85652e871c7c57d188142852f7444669402ca6,,,"Pit Fighter",,,,1990,Atari,,b,"b 1",,,,,,,,,,
"Time Soldiers",,8ffc179388dfbcc42ed62721040d9d89f10d1734,,,"Time Soldiers",,,,1989,Sega,,a,"a 1",,,pt,,,,,,,
"Astro Warrior",,901697a3535ad70190647f34ad5b30b695d54542,,,"Astro Warrior",,,,1986,Sega,,,,,,,,,,,,,
"Safari Hunt",,902dbabbfa98d71299adda0638b87152188e1cf1,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Public Domain",,9061b3a9015618488e60c4224cff806e1f2838d2,,,Blockhead,,,"v 0.2; Copyright Public Domain",2004,"Proppy - Tet",,,,,,,,,,,,,
"Cheese Cat-astrophe",,90655be22fad792a674a6ee9c9cd2ef8935e7ac6,,,"Cheese Cat-astrophe Starring Speedy Gonzales",,,,1995,Sega,m4,b,"b 1",,,,,,,,,,
"Sindbad Mystery",,90bb8b8337866339f32b3fd48b4d25d78d682b55,,,,,,(SG-1000),,,,,,,,,,,,,,,
Rastan,,90f9ccf516db2a1cf20e199cfd5d31d4cfce0f1f,,,Rastan,,,,1988,Taito,,,,,,,,,,,,,
"Captain Silver",,914e0652a96e9d4a4e9aaecb212dc04575bdcb32,,,"Captain Silver",,,,1988,"Data East - Sega",,b,"b 1",,,,,,,,,,
@,,91b46d3169e66549c94bdb4a5f92c2fc4bb2abe8,,,"Summer Games",@,,(beta),1988,"Epyx - Sega",@,,,,,,,,,,,,
"Great Golf",,91ee576acce3a7be5545df32065ff065c8b8f87b,,,,,,"(UE) (V1.1) [o2]",,,,,,,,,,,,,,,
Pacar,,91fd213308b83bb1bda1dfc7e971e576caace291,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Wonder Boy in Monster Land",,91fdd27e774e4102b32ab6c6b707e0c7b3a85be8,,,"Wonder Boy in Monster Land",,,"v rev1",1988,Sega,,,,,,,,,,3,,,
"Public Domain",,91fdefc0a3d009d116e91e844496884b18b2aa49,,,"Palette Test",,,"v 1.00; Copyright Public Domain",2001,"MacDonald, Charles",,,,,,,,,,,,,
"Wolf Child",,92873f8d7b81a57114b135a2dfffc58d45643703,,,Wolfchild,,,,1993,"Core Design - Virgin",,,,,,,,,,,,,
