"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
"F1 Championship",,247fd74485073695a88f6813482f67516860b3a0,,,F1,,,,1993,Domark,,,,,,,,,,,,,
"Wonder Boy in Monster Land",,24889396756fc5a1e043e89d70c5431c9d98df7d,,,"Wonder Boy in Monster Land",,,"v rev1",1988,Sega,,,,,,,,,,1,,,
"Public Domain",,25644756bfc1844c6ace0e4aa92e243090441743,,,"Pong Master 4k",,,"Copyright Public Domain",200x,"Pinheiro, Haroldo",,,,,,,,,,,,,
"Psycho Fox",,256b1f899db9b294871df8b4ba56fca5db300873,,,"Psycho Fox",,,,1989,Sega,,b,"b 1",,,,,,,,,,
"Zaxxon 3D",,257946fe8a230ac1308fc60a8ed43851cfe6b915,,,"Zaxxon 3D",,,,1987,Sega,,,,,,,,,,,,,
"Phantasy Star",,257ca76ebcd54c75a414ca7ce968fa59ea42f150,,,"Phantasy Star",,,"v rev2",1988,Sega,,,,,,,,,,,,,
"Astro Warrior",,2583b9027fd2a4d84ed324ed03fc82b9eedd1ff4,,,"Sapo Xule: S.O.S. Lagoa Poluida",,,"Language en,pt",1995,"Sega - Tec Toy",br,,,,,,,,,,,,
"Dynamite Duke",,258901a74176fc78f9c669cd7d716da0c872ca67,,,"Dynamite Duke",,,,1991,Sega,,,,,,,,,,,,,
@,,25a9c50d842c519a9fc563e31e8ae6cb99ae4e15,,,Alf,@,,"v rev1; Language en",1989,Sega,"br,us",,,,,fr,,,,,,,
Kenseiden,,25fae175714070575d563a2386d83cf62766e1dd,,,,,,"(UE) [T+Bra_ALVS]",,,,,,,,,,,,,,,
Shinobi,,26070deaa2d3c170d31ac395a50231204250bdf3,,,Shinobi,,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Castle, The",,2681786bffccf58b59410c331865d30a4d027087,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Public Domain",,2695de00ea34cefe884fc7acc1e328c3745b3c77,,,Tetracycline,,,"v 0.2; Copyright Public Domain",2000,"Warren, Nicolas",,,,,,,,,,,,,
@,,26afbc7a049eecb6344bf4f0edef6339097c59a8,,,"Gangcheol RoboCop",@,,,1992,Sieco,kr,,,,,,1,,,,,,
"Black Belt",,26c5da3ee48bc0f8fd3d20f9408e584242edcd9d,,,"Hokuto no Ken",,,"Language en,ja",1986,Sega,jp,,,,,,,,,,,,
"Deep Duck Trouble",,26ec82b96650a7329b66bf90b54b869c1ec12f6b,,,"Deep Duck Trouble Starring Donald Duck",,,,1993,"Disney - Sega",,,,,,,,,,,,,
"Teddy Boy",,26fe62b99488048a3f3677123b5065e62a6376f0,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,8,,,
Taz-Mania,,274641b3b05245504f763a5e4bc359183d16a092,,,Taz-Mania,,,(beta),1992,Sega,,,,,,,,,,,,,
"Psycho Fox",,278cc3853905626138e83b6cfa39c26ba8e4f632,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,,,,
"Wonder Boy in Monster World",,27ae2cff8e690016ffec733d1335682696d894b4,,,"Wonder Boy in Monster World",,,,1993,Sega,,,,,,,,,,1,,,
"Desert Strike",,281b6ad0518ab98b685578b190f7eba4eab6374a,,,"Desert Strike",,,,1992,"Domark - Electronic Arts",m4,b,"b 2",,,,,,,,,,
"Wonder Boy in Monster World",,28585245a7464f6f6a2edbbc437f536f6f97f4ee,,,"Wonder Boy in Monster World",,,,1993,Sega,,,,,,,,,,3,,,
"Public Domain",,287235ca264f150beffecbff29a0634b8b9cb35b,,,"Ultima III",,,"v rev20060513",2006,,,,,,,,1,,,,,,
@,,29091ff60ef4c22b1ee17aa21e0e75bac6b36474,,,"Sega Master System BIOS",@,,"v 1.0; (beta)",1986,Sega,us,,,,,,,,,,,,
"Kung Fu Kid",,293cda42f2dcf1eed9e78a350392bda5d62246c4,,,"Kung Fu Kid",,,"v rev1",1987,Sega,,b,"b 1",,,,,,,,,,
Sagaia,,2a3e859139f8ca83494bb800dc848fe4d02db82a,,,Sagaia,,,,1992,Taito,,,,,,,,,,,,,
"Dynamite Dux",,2a513aef0f0bdcdf4aaa71e7b26a15ce686db765,,,"Dynamite Dux",,,,1989,Sega,,,,,,,,,,,,,
"Wonder Boy in Monster Land",,2a8538f2f7c3cb61d15311d8178cb2bba7549531,,,"Monica no Castelo do Dragao",,,,1991,"Sega - Tec Toy",br,b,"b 1",,,,,,,,,,
"Aerial Assault",,2a9090ed365e7425ca7a59f87b942c16b376f0a3,,,"Aerial Assault",,,,1990,Sega,,,,,,,,,,,,,
@,,2ac3c0a9bc4028e5e2491e132b75652348308187,,,"The Cyber Shinobi",@,"Cyber Shinobi, The","Language proto",1990,Sega,@,,,,,,,,,,,,
"Astro Warrior & Pit Pot",,2b3a9da256f2918b859ebcb6ffa1b36a09e7595d,,,"Pit Pot + Astro Warrior",,,"v rev1",1986,Sega,,,,,,,,,,,,,
"Sega Chess",,2c386825dce99b340084b28bdf90fb4ee7107317,,,"Sega Chess",,,,1991,Sega,,,,,,,,,,,,,
@,,2cfe53c6af86bfde112bbe12f0ac1ec3be3765ec,,,"Ghost House",@,,"v rev1",1986,Sega,@,b,"b 4",,,,,,,,,,
"Alex Kidd in High Tech World",,2d0a581da1c787b1407fb1cfefd0571e37899978,,,"Alex Kidd: High Tech World",,,,1989,Sega,,,,,,,,,,,,,
"American Pro Football",,2d1201523540ae1673fe75bd2c9d1db1cc61987d,,,"Walter Payton Football",,,,1989,Sega,us,,,,,,,,,,,,
"Public Domain",,2d4ee3f01400648c533e47cd8f551b9e9a4b1c5f,,,"Code 38: Volume I",,,"Copyright Public Domain",2004,"Furrtek - L.i.N.",,,,,,,,,,,,,
"Alex Kidd in Miracle World",,2d9bcf36385b991c18033f0913b764a25975e805,,,,,,"(B) (V1.1) [p1][o1]",,,,,,,,,,,,,,,
"Public Domain",,2e9cceec6c872dc988236c96618225e953c4d794,,,"NanoWars 8k",,,"v 0.7; Copyright Public Domain",19xx,"Pinheiro, Haroldo",,,,,,,,,,,,,
@,,2ed6220b583e9f50d839d5ccecfcb2994584ba39,,,"Ttoriui Moheom",@,,,1986,"Coreland - Samsung - Sega",kr,,,,,,,,,,,,
@,,2f8b5a66381dbbe7524af7af6372fbb6a6575ac5,,,"4 Pak All Action",@,,,1985,"HES Corp",au,,,,,,1,,,,,,
@,,2fb857fc59cccbd3206e1beb0b9d717972320d3f,,,"Comic Bakery",@,,,19xx,@,kr,,"[AKA Ppang Gongjang]; [MSX port]",,,,1,,,,,,
"Great Basketball",,2fdb7ebce61e316ded27b575535d4f475c9dd822,,,"Great Basketball",,,,1987,Sega,,,,,,,,,,,,,
"Super Kick Off",,2fe27e2c091645a44ab2cea7fb78d3b2909d88b3,,,"Super Kick Off",,,,1991,"U.S. Gold",m8,b,"b 1",,,,,,,,,,
@,,2feafd8f1c40fdf1bd5668f8c5c02e5560945b17,,,"Samsung Gam-Boy II BIOS",@,,,1986,"Samsung - Sega",kr,,,,,,,,,,,,
"Tom and Jerry: The Movie",,30224286c65beddf37dc83f688f1bd362f325227,,,"Tom and Jerry: The Movie",,,,1992,Sega,,,,,,,,,,,,,
@,,306658835e82fb604666eaca089b5645c12f0197,,,"Ghouls 'n Ghosts",@,,"Demo slideshow",1990,"Capcom - Sega",@,,,,,,,,,,,,
"GP Rider",,3083069782c7cfcf2cc1229aca38f8f2971cf284,,,"GP Rider",,,,1993,Sega,,,,,,,,,,,,,
@,,30b97f8afac0044ceda2722f5fddd31ba30de571,,,"Lemmings 2: The Tribes",@,,"Language proto",1994,Psygnosis,eu,,,,,,,,,,,,
"Public Domain",,3142b7a9450445d959f6980102c1057b8875f78a,,,"Happy Looser",,,"Copyright Public Domain",2001,"Cornut, Omar",,b,"b 1",,,,,,,,,,
@,,3149e453387cf1a4e0eaf4c8da4fb3aa015b3054,,,"New Boggle Boggle 2",@,,,1989,Zemina,kr,,,,,,1,,,,,,
@,,31605352efae3432a7fbea245ae00c53ab30ec18,,,"Super Bioman 1",@,,"Language en",1992,"Hello Soft - Hi-Com",kr,,,,,,,,,,,,
"Public Domain",,316e888237f274663939597bd33407e718bed969,,,Paws,,,,2006,"An!mal - Furrtek",,,,,,,,,,,,,
"Aztec Adventure: The Golden Road to Paradise",,317775a17867530a8fe3a5b17b681d5ada351432,,,"Aztec Adventure: The Golden Road to Paradise",,,,1987,Sega,,,,,,,,,,,,,
"Back to the Future Part II",,31af58e655e12728b01e7da64b46934979b82ecf,,,"Back to the Future Part II",,,,1990,"Image Works - Mirrorsoft",,,,,,,,,,,,,
@,,320e3491da0266b46ff52103c23d25da2176e91c,,,"Gaegujangi Kkachi",@,,,1993,"Hi-Com - Zemina",kr,,,,,,,,,,,,
@,,323547ea8fe9436a1b2b747d74ce357f9f919680,,,"Great Football",@,,,1987,Sega,@,b,"b 1",,,,,,,,,,
@,,324fe5ae2172de7bb489acfb8945a4d97d8dae5a,,,"Double Dragon",@,,,1988,"Sega - Technos",@,b,"b 1",,,,,,,,,,
"Psycho Fox",,327c3518363ee060b681ff34c0b2eea3ffea27e4,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,9,,,
N-Sub,,32a263110434288d3720e2370241d1e93b3f07a9,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Public Domain",,32b7e0c831182af1a63bc94a7fdb10973faf4ef7,,,SpaceOddity,,,"Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
@,,32e386a2c801761cdfdc818069b1b0ec5057154c,,,Strider,@,,,1991,"Capcom - Sega",@,a,"a 2",,,pt,,,,,,,
"Sega Galaga",,32e776b3a17f7c0df0fa9eb49a3e451cfe702bfd,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Golden Axe Warrior",,332682b2fad6e7d6fd654e696d5e32ae4f97cece,,,"Golden Axe Warrior",,,,1991,Sega,,,,,,de,,,,,,,
"Machine Gun Joe",,33c21d164fd3cdf7aa9e7e0fe1a3ae5a491bd9f5,,,"Machine Gun Joe",,,"Language en",1986,Sega,jp,,,,,,,,,,,,
"Teddy Boy",,33d14e70c96a79ad670a522d06e3b8a1c468ee47,,,"Teddy Boy",,,,1985,Sega,,,,,,,,,,11,,,
"World Grand Prix",,34307a745d3d52a4b814e9831b7041f25e8052d1,,,"The Circuit",,"Circuit, The","Language en",1986,Sega,jp,,,,,,,,,,,,
"Public Domain",,3463d5fc43e15a045abd048c04acf4bdd9eab683,,,"FudeBrowser: Sandy Style Picture by Newo",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Master of Darkness",,34c42beb04caded370eae9cd5e0c558a9bcc348c,,,"Master of Darkness",,,,1992,Sega,,b,"b 1",,,,,,,,,,
Spellcaster,,34e8f2bbb4a29568fe1f8d8ac393b719e3b3cdb5,,,Spellcaster,,,,1989,Sega,,,,,,,,,,1,,,
"Psycho Fox",,34f2c6f59cbb642fae78219af8072559f4b794e5,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,5,,,
"Public Domain",,3504e57c4cce39d930def2434cbeeb4284af7f85,,,"River Strike",,,"v 0.04; Copyright Public Domain",200x,"Pinheiro, Haroldo",,,,,,,,,,,,,
"Pitfall II",,356db6edcd337a06063957bd8cb27edeb7160f6c,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
@,,35dd98834aab5ee6d823887760255515beb86510,,,"Tri Formation",@,,,1987,Sega,@,b,"b 2",,,,,,,,,,
"Nekyuu Kousien",,35e882723189178c1dc811a04125daec4487e693,,,"Nekyuu Kousien",,,"Language en,ja",1988,Sega,jp,,,,,,,,,,,,
"FIFA International Soccer",,360073cb28e87a05b7f3a5922a24601981330046,,,"FIFA International Soccer",,,,1994,"Electronic Arts - Tec Toy - Tiertex Design Studio",br,,,,,,,,,,,,
"Public Domain",,363ab461590926d98bffc9eaaf643fe8a7d07021,,,SpaceOddity,,,"v 0.10; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
@,,3649f89917e4a65c766f687d92de7c794d94f136,,,"Z80 aPLib Decompressor",@,,"Copyright Public Domain",200x,@,@,,,,,,,,,,,,
"Taz in Escape From Mars",,36a67210ca9762f280364007fcacbd7b1416d6ee,,,,,,"Language en",1996,"Sega - Tec Toy",br,,,,,,,,,,,,
"GP World",,37aa4812d37445c9e86bc4e02f056fb50d19dc6a,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Public Domain",,3806ba3dc2ca3c56f3f74271211cede9e922d420,,,"Pong Master",,,"Copyright Public Domain",2006,"Pinheiro, Haroldo",,a,"a 1",,,,,,,,,,
"Public Domain",,38916ce0becf7eab5889c417789d1f8c2ab8bbfe,,,"AntiISDA Warrior",,,"v 1.00; Copyright Public Domain",2004,"Tzvetkov, Ventzislav",,,,,,,,,,,,,
"Fantasy Zone: The Maze",,38bd50181b98216c9ccf1d7dd6bc2c0a21e9a283,,,"Opa Opa",,,"Language en",1987,Sega,jp,,,,,,,,,,,,
"Public Domain",,38d4a7fc5ccc2558305dcf614729d805888e84aa,,,ZEXALL,,,"v 0.12; Copyright Public Domain",2003,"Maxim - Quinn, Eric",,,[VDP],,,,,,,,,,
"Double Dragon",,395406ce1ed2ccaa6f3415c66558bbd3c53a2880,,,"Double Dragon",,,,1988,"Sega - Technos",,b,"b 2",,,,,,,,,,
"Alex Kidd: The Lost Stars",,397651666be6d52298d59fecc026b929a6741995,,,"Alex Kidd: The Lost Stars",,,,1988,Sega,,b,"b 1",,,,,,,,,,
Flicky,,39a91b5ad6b139ca5d8ac60b78520210e84944bd,,,,,,(SG-1000),,,,,,,,,,,,,,,
"Ninja Gaiden",,3a4137288455c1922cd4ddc84877f15d801017db,,,"Ninja Gaiden",,,(beta),1992,Sega,,,,,,de,,,,,,,
"Lion King, The",,3a64657e3523a5da1b99db9d89b1a48ed4ccc5ed,,,"The Lion King",,"Lion King, The",,1994,Virgin,,,,,,,,,,,,,
Zillion,,3aab3e95dac0fa93612da20cf525dba4dc4ca6ba,,,Zillion,,,"v rev1",1987,Sega,us,,,,,,,,,,,,
"Public Domain",,3ab41c5f531840743c128cbf73520746332fba26,,,"Copyright Violation",,,"v 1.00; Copyright Public Domain",2002,"Warren, Nicolas",,,,,,,,,,,,,
"Public Domain",,3ac1dd95e822482c8771757fa4ae8de6322b15ef,,,SpaceOddity,,,"v 0.01; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"System BIOS",,3af7b66248d34eb26da40c92bf2fa4c73a46a051,,,"Sega Master System BIOS",,,"Language en",1990,Sega,"eu,us",,,,,,,,,,,,
"Great Football",,3b23b90418d55ed55171a7e25765232eb8b8f85a,,,,,,"(UE) [o1]",,,,,,,,,,,,,,,
@,,3b5b3fcdb90edceaf4384a9780a66b0687943dd9,,,"Twenty Three vs. Ten",@,,,2007,Opius,@,,,,,,,,,,,,
"Power Strike 2",,3bcffd47294f25b25cccb7f42c3a9c3f74333d73,,,"Power Strike II",,,,1993,"Compile - Sega",,,,,,,,,,,,,
"Champion Pro Wrestling",,3bdb1e9d8b1a04d8fcc242c47be790c427a75403,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Ecco the Dolphin",,3bfdef48f27f2e53e2c31cb9626606a1541889dd,,,Ecco,,,,1993,"Novotrade - Sega",,,,,,,,,,,,,
"Great Golf",,3c0b12cfb70f2515429b6e88e0753d69dbb907ab,,,"Great Golf",,,"v rev1",1987,Sega,,,,,,,,,,,,,
"Psycho Fox",,3c48d5103d057fd3426b09365bcdeb86694da5cd,,,"Psycho Fox",,,,1989,Sega,,,,,,,,,,3,,,
"Public Domain",,3cb1b750911ee7474d5091f3b3dbb12825191810,,,"3D Demo",,,"v 1.00; Copyright Public Domain",2005,"Covell, Chris",,,,,,,,,,,,,
"Taito Chase H.Q.",,3cdb5efc71408bc53499ea42c54546d65fdf00ae,,,"Chase H.Q.",,,,1990,Taito,,b,"b 1",,,,,,,,,,
Hang-On,,3cf45120d102021e1f42a3fd51ba3e9bbd756ef1,,,,,,"(E) [T-Bra]",,,,,,,,,,,,,,,
@,,3d0174017de5e16c608b56a2a5680ae5dd314140,,,"Super Monaco GP",@,,"Language proto",1990,Sega,eu,,,,,,,,,,,,
"Public Domain",,3d0d82e4401c0d2f89130326d95a09f528ac2010,,,Tetracycline,,,"v 0.4; Copyright Public Domain",2000,"Warren, Nicolas",,,,,,,,,,,,,
Columns,,3d16b0954b5419b071de270b44d38fc6570a8439,,,Columns,,,,1990,Sega,,,,,,,,,,,,,
"Public Domain",,3d23afcc802cd414849b0eac69ce712bf2fa72ff,,,"Color & Switch Test",,,,19xx,Sega,,,,,,,,,,,,,
"Dragon: The Bruce Lee Story",,3d41a4e3b9ffc3e2ba87bd89baf13271f8560775,,,Dragon,,,,1993,Virgin,,,,,,,,,,,,,
"My Hero",,3da61c3f36aaa885c3efa58807fd122f24643ded,,,"Seishyun Scandal",,,"Language en",1986,"Coreland - Sega",jp,,,,,,,,,1,,,
@,,3e0bfd3b22740ddea718027b59cf9322bf5297d8,,,R-Type,@,,"Language proto",1988,Sega,@,,,,,,,,,,,,
Paperboy,,3ed935f886bc74dcdc9d33effbb10ef7c113df84,,,Paperboy,,,,1990,"Atari - Tengen - Tiertex Design Studio",,,,,1,,,,,,,,
"Forgotten Worlds",,3f034429b23b6976c961595c1bcbd68826cb760d,,,"Forgotten Worlds",,,,1991,"Capcom - Sega",,,,,,,,,,,,,
@,,3f4b2c76919202d24fb6ee8774842eb978157e98,,,"Alex Kidd in Miracle World",@,,"v rev1",1986,Sega,@,b,"b 3",,,,,,,,,,
"Mortal Kombat",,3f67e0e702f391839b51a43125f971ae1c5fad92,,,"Mortal Kombat",,,,1993,"Acclaim - Arena Entertainment - Midway - Probe",,,,,,,,,,,,,
Gulkave,,3fb197d16b25bc128a2866c4b78b0535ab8dc412,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Addams Family, The",,3fc6ccc556a1e4eb376f77eef8f16b1ff76a17d0,,,"The Addams Family",,"Addams Family, The",,1993,"Acclaim - Flying Edge - Ocean",,,,,,,,,,,,,
@,,3fce661d57e8bc764e7190ddbee4bf3d3e214c6c,,,Kenseiden,@,,"v rev1",1988,Sega,@,,,,,,,,,,,,
"Fantasy Zone II: The Tears of Opa-Opa",,406d0676232e24492c4ecf84609b262db6b69865,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Pit Fighter",,409ccca9dcb78a20f7dd917699ce2c70f87f857f,,,"Pit Fighter",,,"Language en",1990,"Atari - Tec Toy",br,,,,,,,,,,,,
Kenseiden,,40acaa9bac82d2cb0a5a5ea875900c1efc98bac2,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Public Domain",,40becc56873eaceb816712a5882df32cfecff8df,,,"Hello, World! Demo",,,"Copyright Public Domain",200x,,,,,,,,,,,,,,
"Public Domain",,40cb17e76a79fad0630d0b58c0cd96c037be22d6,,,"SMS Power 7th Anniversary Demo",,,"v 1.02; Copyright Public Domain",2004,"Warren, Nicolas",,,,,,,,,,,,,
@,,40ffee4916a5f51946b6dc68f88f2f6155b15871,,,"Sega Master System YM2413 FM Tool",@,,"Copyright Public Domain",2015/12/15,"Covell, Chris",@,,,,,,,,,,,,
"Super Kick Off",,4116e4a742e3209ca5db9887cd92219d15cf3c9a,,,"Super Kick Off",,,,1991,"U.S. Gold",m8,,,,,,,,,,,,
@,,413986f174799f094a8dd776d91dcf018ee17290,,,"Altered Beast",@,,,1988,Sega,@,,,,,,,,,,,,
"Great Golf",,417739aa248032f5aebe05750a5de85346e36712,,,"Great Golf",,,"Language en",1986,Sega,jp,,,,,,,,,,,,
"Ren & Stimpy: Quest for the Shaven Yak, The",,418ea57fdbd06aca4285447db2ecb2b0392a178d,,,"Quest for the Shaven Yak Starring Ren Hoek & Stimpy",,,"Language en",1993,"Sega - Tec Toy",br,,,,,,,,,,,,
"Fantastic Dizzy",,4202ce26832046c7ca8209240f097a8a0a84d981,,,"Fantastic Dizzy",,,,1993,Codemasters,eu,,,,,,,,,,,,
"Micro Machines",,425621f350d011fd021850238c6de9999625fd69,,,"Micro Machines",,,,1993,Codemasters,,,,,,,,,,,,,
"Wonder Boy in Monster World",,42ae56318499fbed305d5ccc852febf392ecfd53,,,"Wonder Boy in Monster World",,,,1993,Sega,,,,,,,,,,2,,,
"Public Domain",,42f64f5ee3cc8a8f74c2601a93c5e619976a31f0,,,"SMS APA Demo",,,"v 0.01; Copyright Public Domain",200x,"Pinheiro, Haroldo",,,,,,,,,,,,,
"Scramble Spirits",,430154dc7ac1bb580c7663019ca476e5333e0508,,,"Scramble Spirits",,,"v rev1",1988,Sega,,,,,,,,,,,,,
@,,4323cf3db733c1ff3d48771dc084d342cdcf43b8,,,Borgman,@,,(beta),1988,Sega,jp,,,,,,,,,,,,
Hang-On,,43552f58f0c0c292f3e4c1b1525fd0344dc220c6,,,Hang-On,,,"Language en",1985,Sega,jp,,,,,,,,,,,,
"Dragon Wang",,43807c9f634b8cf85aa5c3b2459885eedbb99955,,,,,,"(SG-1000) (Ver-A)",,,,,,,,,,,,,,,
"Tecmo World Cup '93",,43a30da241f57cf086ab9b2ed25fe018171f2908,,,"Temco World Cup '93",,,"Language en",1993,"Sega - Tecmo",eu,,,,,,,,,,,,
"Super Racing",,442f3ba8a66a0d9c49a46091df83fcdba4b63c3a,,,"Super Racing",,,"Language en",1988,Sega,jp,,,,,,,,,,,,
"Submarine Attack",,44384ec8bf91e1ca5512ff88bbcf1ae1ce5a1a35,,,"Submarine Attack",,,,1990,Sega,,,,,,,,,,,,,
"Public Domain",,4463d87760079ffcf13048849ab22b2d3d4a1eb1,,,SpaceOddity,,,"v 0.13; Copyright Public Domain",2005,"Mooz - Proppy - Tet",,,,,,,,,,,,,
"Casino Games",,44874a93a34485892ccc67fd824ee34d30d1c851,,,"Casino Games",,,,1989,Sega,,b,"b 1",,,,,,,,,,
"Bubble Bobble",,44876b44089b4174858e54202e567e02efa76859,,,"Bubble Bobble",,,,1991,Taito,,,,,,,,,,,,,
"Marble Madness",,448e40c96b831d26af170adc86639a34e4f9e097,,,"Marble Madness",,,,1992,"Atari - Tengen",,,,,,es,,,,,,,
"Streets of Rage",,44abcb41221dab398cf10085e276cece191cd2c6,,,"Streets of Rage",,,,1993,Sega,,,,,,fr,,,,,,,
@,,44e30fea309911a9c114b8e31ca7ec5584295b21,,,"Double Hawk",@,,(beta),1990,Sega,@,,,,,,,,,,,,
@,,44e39176cb012f07844ec3b44244c1197f619ff5,,,"Slap Shot",@,,(beta),1989,Sega,@,,,,,,,,,,,,
"Arcade Smash Hits",,44ed3aeaa4c8a627b88c099b184ca99710fac0ad,,,"Arcade Smash Hits",,,,1992,"Atari - Virgin",,,,,,,,,,,,,
"Sonic The Hedgehog 2",,452f12cd054f278048fa6bc5a3d6f610d0dc7d0a,,,,,,"v rev0",1992,Sega,,,,,,,,,,1,,,
"Shadow of the Beast",,45943b021cbaee80a149b80ddb6f3fb5eb8b9e43,,,"Shadow of the Beast",,,,1991,Psygnosis,,,,,,,,,,,,,
"Robocop 3",,459a01f6e240e6f81726f174fadcfe06badce841,,,,,,,1993,"Acclaim - Flying Edge - Ocean",,,,,,,,,,,,,
"Public Domain",,45a2ba5e299194515c2097efc0814c8f2fcfba6f,,,"FudeBrowser: Winnie Cooper",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
Rocky,,45bf85fe2a1b00cc2044982e73b3767399e61d1b,,,,,,"(UE) [!]",,,,,,,,,,,,,,,
"Ninja, The",,46248d387a9a32931cfa257a6f418015e2ce2653,,,"The Ninja",,"Ninja, The",,1986,Sega,,b,"b 1",,,,,,,,,,
"Ottifants, The",,465e7a8cdfad8fc96587f6516770eb81a171f036,,,"The Ottifants",,"Ottifants, The",,1993,Sega,"br,eu",,,,,,,,,,,,
"Miracle Warriors: Seal of the Dark Lord",,46a032004d49fec58099aa6bf0dd796997e95142,,,"Haja no Fuuin",,,,1987,"ASCII - Sega",jp,,,,,,,,,,,,
"Chuck Rock II: Son of Chuck",,46c326d7eb73b0393de7fc40bf2ee094ebab482d,,,"Chuck Rock II: Son of Chuck",,,"v rev1",1993,"Core Design",,,,,,,,,,,,,
"Wonder Boy III: The Dragon's Trap",,46e5e7c6c4a730bcd257f1537fdc3da4b8c3d10a,,,"Wonder Boy III",,,,1989,Sega,,,,,,sv,,,,,,,
"Wonder Boy",,47f32e4616d7e85e16a3d64d0acdaa3a10948ddf,,,"Rodrigo O Resgate",,,"(Wonder Boy Hack) [a1][o1]",,,,,,,,,,,,,,,
@,,4824318365fd4e6500af856067ed4f35c9d0e234,,,Pac-Mania,@,,,1991,"Namco - TecMagik - Tengen",@,b,"b 2",,,,,,,,,,
"Ghost House",,4900dc747803eadd7928ef37939c0945ca37eb7a,,,"Ghost House",,,"v rev1",1986,Sega,,,,,,pt,,,,,,,
"Taito Chase H.Q.",,495e3ced83ccd938b549bc76905097dba0aaf32b,,,"Chase H.Q.",,,,1990,Taito,,,,,,,,,,,,,
"Public Domain",,499ac51501035b5ec5a993c0c9c0163d8a49e35c,,,"Snail Music Demo",,,,2000,"Quinn, Eric",,,,,,,,,,,,,
@,,49f9d62f121d3b7e35d38436c920a53b7070ecd4,,,"Street Master",@,,,1992,Zemina,kr,,,,,,,,,,,,
@,,49fe6a80c85bbcd70884c497c692260d9bf04706,,,"Digger Ball",@,,"v 0.01; Copyright Public Domain",2007,"Aypok - PlayGeneration",@,,,,,,,,,,,,
"System BIOS",,4a06c8e66261611dce0305217c42138b71331701,,,"Sega Master System BIOS vm404",,,(beta),1986,Sega,us,,,,,,,,,,,,
"Sonic The Hedgehog",,4a257cbad310adcf32bb483c5647753068ddaf01,,,,,,,1991,Sega,,,,,,fr,,,,,,,
"Wonder Boy",,4a54933135cdff546fd79cbc61a38355f7335f3f,,,,,,"(SG-1000) [!]",,,,,,,,,,,,,,,
"Public Domain",,4a7aafb9059a701ec3ea4742169476371f75d9e5,,,"FudeBrowser: Shurato",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Public Domain",,4aa7d2466c314be8881c88be5ed4abb0accac1b2,,,"FudeBrowser: Jiraiya",,,"(SG-1000) (PD)",,,,,,,,,,,,,,,
"Sonic Blast",,4ad77a472e98002dc0d5c1463965720a257e1b8f,,,"Sonic Blast",,,"Language en",1997,"Sega - Tec Toy",br,,,,,,,,,,,,
"Public Domain",,4afd95fc1d0ee4cd6e110767c8d406ae1d0187b6,,,Checkstate,,,"Copyright Public Domain",1999,Dave,,,,,,,,,,,,,
@,,4b0c286448bde49f9247a4f9a5add38d48021fd7,,,"Nemesis 2",@,,,1987,Zemina,kr,,"[MSX port]; [AKA Gradius 2]",,,,,,,,,,
"Buggy Run",,4b1975190ac9d6281325de0925980283fdce51ca,,,"Buggy Run",,,,1993,Sega,,,,,,,,,,,,,
"Wonder Boy in Monster Land",,4bb4d98f79dce7ab5934c893bf04fbd700eedc86,,,"Wonder Boy in Monster Land",,,"v rev1",1988,Sega,,b,"b 1",,,,,,,,,,
"Ninja Gaiden",,4c65db563e8407444020ab7fd93fc45193ae923a,,,"Ninja Gaiden",,,,1992,"Sega - Tecmo",,,,,,,,,,,,,
"Ninja Gaiden",,4caf200795f8fc6897cebc502d93d43c89c2d6b5,,,"Ninja Gaiden",,,(beta),1992,Sega,,,,,,es,,,,,,,
"Alex Kidd in Miracle World",,4cc0c4a3c5ee7820097da7cee678831beb49e7ca,,,"Alex Kidd in Miracle World",,,"v rev1",1986,Sega,,a,"a 1",,,fr,,,,,,,
