"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Wreckless Roger",,0234e699c448591160cb6c5f06af924a257e0257,,,,,,,1986,"Blaby Computer Games",gb,,,,,,,,,,""" "",cat",,,
@,,023547f213bab6d738e5127b525c46688cf1cd35,,,"Haunted House",,,@,2022,"Winders Studio",@,@,@,@,@,@,@,@,@,@,@,,,
"Tour 91",,023ed7423666098c09be198e0f34ec874b108b87,,,,,,,1991,"Topo Soft",es,,,,,,,,,,""" "",cat",,,
"Amazing Spider-Man and Captain America in Doctor Doom's Revenge",,02414f8d1fc26ec5b2c823f3b246060fdbf14719,,,,,,"Disk 2 of 2",1989,,eu,,,,,,,,,,""" "",cat",,,
"!Multi-Game Disks",,024181a93dbae73a3ffb7b69c0bac088c130e80d,,,"Druid | Zorro | Ghouls | Highway Encounter | Volt",,,,19xx,,,?,,,,,,,,,""" "",cat",,,
"!Public Domain",,0242298599ce073452ff2c32373ffeccc683a82e,,,"Demoniak 2",,,"Disk 1 of 4",199x,,fr,?,,,,,,,,,""" "",cat",,,
DISC154B,,0245002e0eab531adabe4e66d32dfac9df0c8c17,,,,,,,19xx,,,?,,,,,,,,,""" "",cat",,,
Penggy,,024807f2cebd1f3d66403289097bc0463a182ca3,,,,,,,1987,Chip,gb,,,,,,,,,,""" "",cat",,,
"Metro Cross",,024cf5d8a82d4d4b26eecee115f6dde27d80c2b7,,,,,,,1987,"US Gold",gb,?,,1,,,,"The Crack'ers Beuh L'1",,,""" "",cat",,,
"!Public Domain",,02507a8ec8fa56426970299ad8e8c3105c93ce37,,,"Wulf Demo 3",,,,1993,STS,,?,,,,,,,,,""" "",cat",,,
"Trivial Pursuit: Edition Genus",,02527be6f2ac7c6a1f40debe790b6d86f4d79fda,,,,,,,1986,Domark,fr,,,,,,,,,,""" "",cat",,,
Hunchback,,0259a15a5aeacbc4016411d8fa985027611aca3d,,,,,,,1986,,gb,,,,,,,,,,""" "",cat",,,
"Search for Largo Grann",,025c2fc13dbedf19b55957b41e6b4b06e9d30d4a,,,,,,,1987,"K. Moss",gb,?,,,,,,,,,""" "",cat",,,
CPC-Gooding,,02810468964af70192224a05b34be978220c7cb1,,,Thriller,,,,19xx,Beng,,?,,,,,,,,,""" "",cat",,,
"Jack the Nipper",,028b3b8c49c5cc94f810d6cdf846da934bda3912,,,,,,,1986,,gb,,,,,,,,,,""" "",cat",,,
"Task Force",,028d392c7a693ca7852a19aaba2a0a6cf6bf12d9,,,,,,,1989,,gb,?,,,,,,,,*,""" "",cat",,,
"Sporting Triangles",,028f3c569eeb7d7f7c8542be1b7e5f0fdcff7fc0,,,,,,"Disk 2 of 2",1989,,gb,!,,,,,,,,,""" "",cat",,,
!NoRen,,0293984ab7ce6b2ae9d2d1b0a42f599f67d350f7,,,elfsa,,,,,,,?,,,,,,,,,""" "",cat",,,
