"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
100000Pyramid,,53b44dbabc9881b8eaa7bb722d17f31901a3dd71,,,,,,,,,,,,,,,,,,,,,
"A.P.P.L.E PDS: Disk 227",,028b36936d34fc2bb6d9e2f3e046b1e0be1e073d,,,,,,"Copyright Public Domain",1984/01,A.P.P.L.E.,,,,,,,,,,,,,
"A.P.P.L.E PDS: Disk 228",,b76f9fab8d61e322f05fa13d8c1ed8237dedc1c6,,,,,,"Copyright Public Domain",1984/01,A.P.P.L.E.,,,,,,,,,,,,,
"A.P.P.L.E PDS: Disk 253",,84481129d41bc66e06ad5a890e58a874b46ffb5b,,,,,,"Copyright Public Domain",1984/01,A.P.P.L.E.,,,,,,,,,,,,,
"A.P.P.L.E PDS: Disk 254",,74713a6af7e211fb5c9fb2fdba73a685b2ddb624,,,,,,"Copyright Public Domain",1984/01,A.P.P.L.E.,,,,,,,,,,,,,
"A.P.P.L.E PDS: Disk 255",,673477124696fab2a0140db552c79322eb65d2a6,,,,,,"Copyright Public Domain",1984/01,A.P.P.L.E.,,,,,,,,,,,,,
"A+ Disk Magazine Volume 1, No. 1",,31daa3bde97d387b86541748d41a4e7ddb7dc76e,,,,,,,1984,Ziff-Davis,,,,,,,,,,,,,
A2.TRILOGY,,49a08aaa2eaa91bf3cfa3ba031e45c673653622a,,,,,,,,,,,,,,,,,,,,,
"A2-FS1 Flight Simulator",,b544d873349b44c5b776521b07ca9879858a6cc2,,,,,,,1981,subLOGIC,,,,,,,,,,,,,
a2-fs2,,a55fc4b483cd1abc64b23b4703d65d073f08bbe7,,,,,,(stockscenery),,,,,,,,,,,,,,,
a2-fs2,,b76cd44acdace50083fc37bfb02e7147fdfd0e21,,,,,,(v2),,,,,,,,,,,,,,,
ABM,,aa97ac5aac86d2fa614434af3377072926a10e1c,,,"ABM (1980)(Muse) & Invasion Force (19xx)(Gordon Lurie) & Missile Defense (1981)(On-Line Systems) & Norad (19xx)(-) & Planet Protector (19xx)(-)[cr] & Rocket Command",,,,1980,"Bozo NYC",,,,,,,,,,,,,
ABM,,c766c8b5d91ff1ed16a6b80ed59fef88d08165b4,,,,,,,1980,Muse,,,,,,,,,,,,,
Abuse,,006a38795987765f3d95750cee2b81049cee029a,,,,,,,,,,,,,,,,,,,,,
"Abyssal Zone, The",,e97fee4aac6d53f9bf5198718a1fc35614303df9,,,"The Abyssal Zone",,"Abyssal Zone, The","(Side B)",1984,"Salty Software",,,,,,,,"Black Bag - Incorrigibles",,,,,
"Abyssal Zone, The",,bea696507f8001a3c99b618214f2b22418e61c5c,,,"The Abyssal Zone",,"Abyssal Zone, The","(Side B)",1984,"Salty Software",,a,"a 1",,,,,"Black Bag - Incorrigibles",,,,,
"Abyssal Zone, The",,5d06416c570d9409b2ad992c5c95ab131bbd7a0a,,,"The Abyssal Zone",,"Abyssal Zone, The","(Side A)",1984,"Salty Software",,,,,,,,"Black Bag - Incorrigibles",,,,,
"Abyssal Zone, The",,84df6aeb5ed9f41f81084d5d6b8906132645c74e,,,"The Abyssal Zone",,"Abyssal Zone, The","(Side A)",1984,"Salty Software",,a,"a 1",,,,,"Black Bag - Incorrigibles",,,,,
"Accounts Receivable v2.5",,f7411e04dfbd3acf066e74291af19b15857778b6,,,"Accounts Receivable",,,"v 2.5",1983/12/09,"Continental Software",,,,,,,,,,,,,
"Acid Trap",,48ea277c1fb432a2d2cbf40b32426027cb779514,,,,,,,1982,"Demetrius Cross",,,,,,,,,,,,,
"ACS Animations",,06bc4daa1c8c7d4c79a8a4d9a480ae722be36133,,,,,,,1988,"Apple Chemical Software",,,,,,,,,,,,,
"Addition Logician v1.0",,7c2ed13a2159bb9bb39bdcae8ff7595a7d627518,,,"Addition Logician",,,"v 1.0",1984,MECC,us,,,,,,,,,,,,
"Address Book",,2878a0e47e6660e6403fc9e295ab674b8eee9956,,,,,,,19xx,"O'Malley, Michael",,,,,,,,,,,,,
"Address Book, The",,e70d75941e19108108d8a21d10defdf117fd7593,,,"The Address Book",,"Address Book, The",,1980,Muse,,,,,,,,Whip,,,,,
"Advanced Blackjack",,fcdcfcb367d0f6526289ddae5632b7182c762663,,,,,,,1983,Muse,,,,,,,,Whip,,,,,
"Advanced Disk Editor",,2576e21e842d45a23eb5f56950e494f725108479,,,,,,"Copyright Public Domain",1982,Dynacomp,,,,,,,,,,,,,
"Advanced Math Graphics",,94b8340cb8fa4c9fc16b06dcba3f56557d645afb,,,,,,"Copyright Public Domain",1983,Dynacomp,,,,,,,,,,,,,
Adventure,,aa7277fbe1d61962bdd685b37d7e4903ee48362c,,,,,,,1980,"A Bit Better Associates",,,,,,,,,,,,,
"Adventure 4: Voodoo Castle",,10885c566d30a06c53786c223474a7875286eaaa,,,,,,,1980,"Adventure International",,,,,,,,,,,,,
"Adventure Constuction Set",,6fa372fa33f8eb90898aa572f6506baae73c7cb3,,,,,,"(Disk 1 of 6)",1985,"Electronic Arts",,,,,,,,Blade,,,,,
"Adventure Constuction Set",,709c7b6c230cade49f233dbd6261cb6f046477d7,,,,,,"(Disk 6 of 6)",1985,"Electronic Arts",,,,,,,,,,,,,
"Adventure Constuction Set",,72d0ed56b5e9eb23c7f34ff75e662ffc7d4c5877,,,,,,"(Disk 4 of 6)",1985,"Electronic Arts",,,,,,,,,,,,,
"Adventure Constuction Set",,284a68863f46632d972e79227322020077acfc80,,,,,,"(Disk 2 of 6)",1985,"Electronic Arts",,o,"o 1",,,,,,,,,,
"Adventure Constuction Set",,8ca42145c70ac0ddf5855319abb63e3189de4436,,,,,,"(Disk 1 of 6)",1985,"Electronic Arts",,,,,,,,"Black Bag",,,,,
"Adventure Constuction Set",,4e59d127661ad2b19ef5edab5efdb610b452199e,,,,,,"(Disk 1 of 6)",1985,"Electronic Arts",,,,,,,,,,,,,
"Adventure Constuction Set",,d2616d0038a39cf7d97441b0d612bfa5ae541a9a,,,,,,"(Disk 2 of 6)",1985,"Electronic Arts",,,,,,,,,,,,,
"Adventure Constuction Set",,4c5946f754f93d3c593b3a030deab7b52a53f6e4,,,,,,"(Disk 6 of 6)",1985,"Electronic Arts",,o,"o 1",,,,,,,,,,
"Adventure Constuction Set",,75d3eb3ea8e6a917ef119ecf0604675159ca5a64,,,,,,"(Disk 5 of 6)",1985,"Electronic Arts",,,,,,,,,,,,,
