"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Ultimate Mortal Kombat 3",,1de037a1933a7120e15cb2ba046f01aa867c1ee9,,,,,,,1996/06/27,Williams,us,b,,,,,,,,,,,,
"Lemmings 2: Tribes",,1de84f5c9b25f6af4c2c3e18bb710b9572fc0a10,,,,,,,1994,Psygnosis,us,,,,,,,,,,,,,
@,,1dfd9a4fd06cbe6e28b2519e84b303dbe03a9674,,,"The Adventures of Batman and Robin",,"Adventures of Batman and Robin","v01.00 / proto",1995/04/24,Sega,us,,,,,,,,,,,,,
"Jerry Glanville's Pigskin Footbrawl",,1dfe72f1ac65e8a9ae66c62263c2fefaa517ba89,,,,,,,,,us,b,,,,,,,,,,,,
"Shinobi 3: Return of the Ninja Master",,1e07d7998e3048fcfba4238ae96496460e91b3a5,,,,,,,1993/09,Sega,us,,,,,,,,,,,,,
@,,1e0affee77b7aa57b342b3158486056972b7df55,,,"Black Jewel Reborn",,,"v0.15 / Demo playable",2022/07/13,PSCDGames,ru,,,,,,,,,,,,,
"Action Replay",,1e0f246826be4ebc7b99bb3f9de7f1de347122e5,,,,,,v1.31,1991,Datel,,,,,,,,,,,,,,
@,,1e155744a1c089cd2332c27cdad48e7f243c2fc8,,,"College Football's National Championship",,,proto,1994/06/03,Sega,us,,,,,,,,,,,,,
"Muhammad Ali Heavyweight Boxing",,1e2d35c28d788248849fa2bd0a5a114c3afa90d9,,,,,,,,,us,,,,,,,,,h1C,,,,
"Theme Park",,1e2fb43a27f14f2f33f0184b69bb71efa51eeab0,,,,,,,1995/04,"Electronic Arts","eu,us",,,,,,,,,2,,,,
"Public Domain",,1e34960e140d3807172d015fd3101ae7651faad9,,,"Censor C64 Picture Demo",,,,,,,,,,,,,,,,,,,
"Misadventures of Flink",,1e37c29c4faa03c7144bdba5e50b022235a02442,,,,,,,,,eu,,,,,,,,,,,,,
"J. League Pro Striker",,1e437182fab2980156b101a53623c3c2f27c3a6c,,,,,,vRev03,1993/06/18,Sega,jp,,,,,,,,,,,,,
Monopoly,,1e45b5913e27eacce66bdd4ff459c6465e4f9335,,,,,,,,,us,b,,,,,,,,,,,,
"Super Monaco Grand Prix",,1e49a449367f0ec7ba0331b7b0d074f796e48d58,,,,,,vRevA,1991/01,Sega,"eu,jp",,,,,,,,,,,,,
"Street Racer",,1e5577d0ff8f95c62edc89a8d6d3202df2b48038,,,,,,,1995/04,Ubisoft,eu,b,,,,,,,,,,,,
@,,1e57271a322ef7c7ab03c18e90afe171070e02e0,,,"Boogerman: A Pick and Flick Adventure",,"Boogerman - Pick and Flick Adventure",,1994/11,NewGame,us,,,,,ru,,,,,,,,
@,,1e5bede25ec11f0cab30694e6b719b14706474c3,,,"Streets of Rage 2",,,,1992/12,Sega,us,,,,,,,,,"change colours Pyron",,,,
@,,1e5cbfa3dfbab399a84f5f249c7f5dec9ecd0026,,,"Robot Battler",,,,1991,Sega,jp,,"Sega Game Toshokan",,,,,,,,,,,
"Fantastic Dizzy",,1e5d215ed2ac28c05d522dbba64496b96eb835d1,,,,,,,,,ue,b,,,,,,,,,,,,
"Madou Monogatari I",,1e66b95cd090520a65f0bdf50da3b418e1af5de3,,,,,,,,,jp,b,,,,,,,,,,,,
@,,1e6a2e526814282eb58b2221570fa3d378fb6d79,,,"Bone Marrow Rebirth",,,"v2 / Demo playable",2021/08/03,PSCDGames,ru,,,,,,,,,,,,,
@,,1e6a329d4d2e9ea7f94138ef1c96cb573e34e87c,,,"Narnia 3",,,,19xx,KDS,ru,,,,,,1,,,Galahad,,,,
@,,1e6f3ba839d23f7ba3e01d144b6c1c635207fc7d,,,"World Championship Soccer II",,,"v19940323 / beta",1994/03/23,Sega,us,,,,,,,,,,,,,
"PGA Tour Golf II",,1e7783db64feaa40ef473f68059007424d0ab715,,,,,,,1993/04/16,"Electronic Arts Victor",jp,b,,,,,,,,,,,,
@,,1e90deb4b235fe44cab7bc19a6e4048f75ed529c,,,Waterworld,,,proto,1994/10,NewGame,eu,,,,,ru,,,,,,,,
"Golden Axe",,1e92a8933877bfae366ac56345f7a86c83801c64,,,,,,vRev0,1989/12/23,Sega,,,,,,,,,,2,,,,
"Sonic & Knuckles",,1eabf14fa436ddcc40abb1314d17271d0f7e367c,,,"Sonic & Knuckles with Sonic the Hedgehog 3",,,,,,xw,b,,,,,,,,,,,,
"Wrestle War",,1eac51029fd7fb1da1c5546cbd959220244cf3e5,,,,,,,1991/06/28,Sega,"eu,jp",,,,,,,,,,,,,
@,,1ec28a2495ca70c897dd2b513db7e8fdcc30d7f6,,,"Sonic 3D Blast",,,proto,1996/09/03,Sega,,,"Protoype 831",,,,,,,,,,,
"Super Skidmarks",,1ec5fb1e7c8adfaf147271bd40454826fffed13e,,,,,,Beta,199x,Codemasters,eu,,,,,,,,,,,,,
"Doraemon: Yume Dorobouto 7 Nin No Gozansu",,1ec800c2d64c95fb81a1d0e9b470962f51bc2a00,,,,,,,,,jp,,,2,,,,,,,,,,
"Nobunaga no Yabou: Bushou Fuuunroku",,1ed50cae48405ec8ad9257df3d445521e60636d8,,,,,,,1991/12/20,Koei,jp,,,,,,,,,,,,,
"Barkley Shut Up and Jam!",,1ed6a60f678767322560b23deb0d5380fb710a1d,,,,,,,,,ue,,,,,,,,,hI+4C,,,,
"Taz in Escape from Mars",,1edd44d9f9d1d410b6a9ec37647a04d9b50b549e,,,,,,,1994/09,Sega,eu,,,,,,,,,,,,,
@,,1ee331c8d2beff87ee113682e1e91e182b2f80db,,,"High Seas Havoc",,,,1994/01,"Data East",us,b,,,,,,,,,,,,
"Ayrton Senna's Super Monaco GP II",,1ee87744d86c4bdd4958cc70d77538351aa206e6,,,,,,,1992/09,Sega,us,,,,,,,,,,,,,
@,,1eead88af324c58ebaf95e2d6f24ad969feabc76,,,"Scholastic's The Magic School Bus: Space Exploration Game",,,proto,1995/04/28,Sega,us,,,,,,,,,,,,,
"Ecco: Tides of Time",,1efabefa09a37c88cecdef9722b1725877ad594c,,,,,,Beta,1994/02,Sega,,,,,,,,,,3,,,,
"Sylvester & Tweety in Cagey Capers",,1f099a41386391249998d15ca567fa3c56014c74,,,,,,Beta,1994/04,"Time Warner Interactive","eu,us",b,,,,,,,,,,,,
Gargoyles,,1f0aeeff972d1805ffa183dceecb02583fd00fa9,,,,,,,,,us,!,,,,,1,,,,,,,
@,,1f0d068340b7bab6a4426678da070aacb230cdb7,,,"Premier Manager",,,,1995/11,Sega,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Sonic & Knuckles",,1f106f2e9b38b1271438ca69cfe384a73c5f8356,,,,,,,1994/10/18,Sega,,,,,1,,,,,,,,,
"Madden NFL 97",,1f172b7fe1aa50d4e00682b9208b8117523c338a,,,,,,,,,ue,b,,,,,,,,,,,,
"IMG International Tour Tennis",,1f1b410d17b39851785dee3eee332fff489db395,,,,,,,1994/05/21,"Electronic Arts","eu,us",,,,,,,,,,,,,
Animaniacs,,1f1bf7d0470fa5de7eef0180de15c7a5bb5a747b,,,,,,,1994/11,Konami,eu,,,,,,,,,7,,,,
"Dynamite Headdy",,1f1d1bbf7ab381a9833fac6bfcb3025466736273,,,,,,,,,ue,b,,,,,,,,,,,,
"Sonic The Hedgehog",,1f1e480f768237eb0c0e725b622b0d791f47a7a9,,,,,,vRev1,1991/07/26,Sega,"jp,kr",,,,,,,,,3,,,,
Spirou,,1f2ba1982909b64df0f647a39ae7753b7101a16e,,,,,,,1995/07,Infogrames,eu,b,,,,,,,,,,,,
@,,1f3c162b33ad1969000d660a2066e9f0c54a107f,,,"Shrek 2",,,,19xx,@,ru,,,,,,1,,,"The Ottifants",,,,
"Alien 3",,1f4b969592f98d2692cb06eca550da9c03062593,,,,,,vRev0,1992/10,"Arena Entertainment","eu,us",,,,,,,,,,,,,
"Sonic The Hedgehog 2",,1f5ceec7c883f21b98239b25d42d1bc062db6922,,,,,,vRev2,1992,Sega,,b,,,,,,,,,,,,
@,,1f6fc731c958957d0e28115bac0376b9fd35af81,,,"Sponge Bob",,,,19xx,@,ru,,"EU only",,,,1,,,"Cool Spot",,,,
"Robocop Versus The Terminator",,1f70df328e670b4de135eae1fd341c7748502ecb,,,,,,"vRev069-19930430 / Beta",1993/04/30,Virgin,,,,,,,,,,1,,,,
"Alien Soldier",,1f7b1a0a68bff1815e206422bcfb96ccedd36fcb,,,,,,,1995/02/24,Sega,jp,,,,,,,,,2,,,,
Tinhead,,1f7e6e160a93a48960a6129b0123fdec335cc302,,,,,,,1994,"Ballistic - Spectrum HoloByte",us,b,,,,,,,,,,,,
@,,1f8bbeb9df433d06691cc25cacf51c263c6f3a5d,,,"Comix Zone: Calcium Kid Edition",,,,2019/05/13,Vikfield,,,,,,,,,,"Comix Zone",,,,
"Bishoujo Senshi Sailor Moon",,1f8cc7bc10957493e8913d3b8ff177d94db036fc,,,,,,,,,jp,,,1,,,,,,,,,,
"Disney's Aladdin",,1f8d4f888b761a878dcc5ffe2dc7c6fef46db1ca,,,,,,Beta,1993/08,Sega,us,,,,,,,,,,,,,
@,,1f8fcb618372bcf1a243a1ae5599f736e0cc0530,,,"Meka Grappler X",,,,2017/04/01,"Degirolmo, Javier",,,,,,,,,,,,,,
@,,1f91ed41648515bdb4e1b82663cf9d01ea6b5ca9,,,"Streets of Rage 2 Minus",,,,2018/12/02,"Yoni Arousement",,,,,,,,,,"Streets of Rage 2",,,,
Animaniacs,,1f938576389e1a7523ec51e2efedaca65e28e36b,,,,,,,1994/11,Konami,eu,,,,,,,,,5,,,,
"Centurion: Defender of Rome",,1f9669f71921d1ca8f41b65cb2758333781ed17b,,,,,,,,,ue,,,,,,,,,h1C,,,,
Stargate,,1f98085244e168aa98fc10f7b7e58996ebacb6f0,,,,,,Beta,1994,Acclaim,"eu,us",b,,,,,,,,,,,,
"ESPN Speed World",,1fa53f8c71fe7b649fb9e648865c5feeb40e6898,,,,,,,,,us,,,,,,,,,h3C,,,,
"Best of the Best: Championship Karate",,1fafc2d289215d0f835fa6c74a8bf68f8d36bcc8,,,,,,,1993/12,"Electro Brain",us,,,,,,,,,,,,,
"F-15 Strike Eagle II",,1fbbf8442db783069237b0f8d361173927b71786,,,,,,,,,us,,,1,,,,,,,,,,
@,,1fc412b578906c3bb4e7312643316d495fe75bac,,,"Beauty and the Beast: Belle's Quest",,,,1993,NewGame,us,,,PAL,,ru,,,,,,,,
"Sonic The Hedgehog",,1fc41aee2c0fd0bceb6be60d679e1e30a72a0cda,,,,,,vRev0,1991/06/23,Sega,"eu,us",,,,,,,,,40,,,,
"Mega Games 6: Vol. 2",,1fc777b946874216add624414ef6f5878bab202b,,,,,,,1995/06,Sega,eu,,,,,,,,,,,,,
"Double Dribble: Playoff Edition",,1fcad1dc53dd4c574638b2060f2d30063b127643,,,"Hyper Dunk: The Playoff Edition",,,Beta,,,,,,,,,,,,hl,,,,
"Spider-Man and X-Men: Arcade's Revenge",,1fcb3ba3685998cee0b819a103f4452afbdfea22,,,,,,,1993/11,"Flying Edge","eu,us",,,,1,,,,,,,,,
"Splatterhouse 3",,1fcb8adfdb19cb772adabac14e78c560d4f2e718,,,,,,vRev1993,1993/03/19,Namco,jp,,,,,,,,,,,,,
@,,1fcfc9ee3bffc25388735782b0cdb829a7e40507,,,Mega-lo-Mania,,,,1993,"Ecseco Development / Virgin Games",fr,,,,,,,,,,,,,
@,,1fd19974225229df898b40ae4776d46cb0ce52ed,,,"Contra: The Hard Corps Enhancement Hack",,"Contra - Hard Corps Enhancement Hack",,2008/09/24,M.I.J.E.T.,,,,,,,,,,"Contra - The Hard Corps",,,,
"Wonder Boy III: Monster Lair",,1fd3f77a2223ebeda547b81e49f3dfc9d0197439,,,,,,,1990/12/22,Sega,"eu,jp",,,,,,,,,,,,,
Vectorman,,1fe1619165ad32de1321283e3609a8d6a148bb9b,,,,,,Beta,1995/10/24,Sega,"eu,us",,,,,,,,,2,,,,
"Ren and Stimpy Show: Stimpy's Invention",,1fe5da78d54e721d84063944fc3159fbfd1993b9,,,,,,Beta,1993,Sega,,,,,,,,,,1,,,,
"Blood Shot",,1fe7c13d0f634b375abcb31ffdf73e14c7cb16c2,,,,,,,,,eu,,,,,,,,,h4C,,,,
"Toki: Going Ape Spit",,1fe8331f4974e7a264155f5471e98cb2fd8ded7b,,,,,,,1992/03,Sega,"eu,us",,,,,,,,,1,,,,
@,,200179202a0d2005bbfe53f1d09b59727a550944,,,"The Death and Return of Superman",,"Death and Return of Superman",,1995,Acclaim,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Ariel: Little Mermaid",,201105569535b7c8f11bd97b93cbee884c7845c4,,,,,,,1992/12/14,Sega,"eu,us",,,,,,,,,,,,,
"Zero Wing",,202e849317efc665add45b053b8c2b5063535000,,,,,,,1992/07,Toaplan,eu,,,,,,,,,1,,,,
"Insector X",,204351b97aff579853cdba646b427ea299b1eddf,,,,,,,1990/09/07,"HiCom - HOT-B","jp,kr",,,,,,,,,,,,,
"Disney's Aladdin",,206326ce5678900ae53346af69e08429a728662e,,,,,,Beta,1993/08,Sega,us,,,,,,,,,1,,,,
"Super Volleyball",,206998d61a9d2da9cb75c2ba20fbc62704e08630,,,,,,,1991,"Video System",us,,,,,,,,,2,,,,
@,,206fff31bccbb9a973de95c9ae780acb462548dd,,,Bomboy,,,,1993,Gamtec,tw,,,,,,1,,,,,,,
"Public Domain",,20749cfe530a326b341b5608f5b2133e93903a45,,,"Jizz Wars",,,,,,,,,,,,,,,,,,,
"Mickey Mania: Timeless Adventures of Mickey Mouse",,20779867821bab019f63ce42e3067ffafb4fe480,,,,,,,1994/11,"Sony Imagesoft",us,,,,,,,,,,,,,
"Sonic The Hedgehog",,207c84019c08fa3acb16e8e02ce3d06d118a8977,,,,,,vRev0,1991/06/23,Sega,"eu,us",,,,,,,,,11,,,,
@,,208d2612c9e349cf38aa1210d93b751305bf7917,,,"Perlin & Pinpin: The Robin Tower Demo #2: Case Closed -Somehow-",,"Perlin and Pinpin - Robin Tower Demo #2 - Case Closed -Somehow-","Demo playable",2020/09/01,LIZARDRIVE,,,,,,,,,,,,,,
"Magical Taruruuto-Kun",,208f1d83bb410f9cc5e5308942b83c0e84f64294,,,,,,,1992/04/24,Sega,jp,,,,,,,,,,,,,
Battlemaster,,209dc1f1672f77f1d7ee5854cb18e3a96945f852,,,,,,,,,us,,,,,,,,,h3C,,,,
"Legend of Galahad",,20a21dc449cb6ce15c349e8d7e73a871a367527f,,,,,,,,,ue,,,,1,,,,,,,,,
@,,20a230d1bd70d57954adba90a4ccf77ab6a91ec4,,,"Ocean Beach Volley",,,alpha,2018,Z-Team,fr,,,,,,,,,,,,,
Ex-Mutants,,20b282ff8220291d98853888cfe504692c04e654,,,,,,,1992/12/18,Sega,"eu,us",,,,,,,,,,,,,
"Instruments of Chaos starring Young Indiana Jones",,20bbe077d9701431b714bb82999462d57441590d,,,"Instruments of Chaos Starring Young Indiana Jones",,,,1993/11,Sega,us,,,,,,,,,2,,,,
"Al Michaels Announces HardBall III",,20c7465a7008a2ea6e036e431726e598b0a3e141,,,,,,,,,us,,,,,,,,,hI,,,,
"Blaster Master 2",,20c9b85f543ef8e66a97e6403cf486045f295d48,,,,,,,1993/06,Sunsoft,us,,,,,,,,,,,,,
"Wacky Worlds Creativity Studio",,20cdb8a434544d3bdad1b60d73a22872005f1057,,,,,,,1994,"Headgames - Sega",us,,,,,,,,,1,,,,
"Devilish: Next Possession",,20d6e7d2116a86acf8150399b4188ab7de52c21a,,,,,,,,,us,,,,,,,,,h1C,,,,
"Battle Golfer Yui",,20ecd846712aa696e099625b68a5fd2cfc19ba26,,,,,,,,,jp,,,,,,,,,h1C,,,,
@,,20efa5c4762e23f749eeefb297b20862b4a55521,,,"Abyssal Infants",,,,2021/08/10,kakoeimon,,,,,,,,,,,,,,
"Judge Dredd: Movie",,21210afaa9a53762108936e28380a9075b7c5c05,,,,,,Beta,1993/06,"Acclaim Entertainment",us,,,,,,,,,,,,,
@,,212449ee98b48e3aa8e7bee5791e6359f10f06de,,,"NHL All-Star Hockey '95",,,proto,1994/12/01,Sega,us,,,,,,,,,,,,,
@,,212b3757be92a85e94e85369373bcd978a2285d6,,,"Dune: Rebuild",,,,2014/02/12,Ti,,,,,,,,,,"Dune - The Battle for Arrakis",,,,
"Robocop Versus The Terminator",,21348f50ccb0031108ce3fb999026688e9bef4ed,,,,,,,1993/12,Virgin,eu,,,,,,,,,,,,,
@,,2136cc8129db3a420b8973e0f0a1d9bd22a6d520,,,F1,,,,1993/10,Domark,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Death Duel",,21390cc3036047f3de4a58c5f41f588079b0e56f,,,,,,,1992/10,RazorSoft,us,,,,,,,,,,,,,
@,,213adec0f88f06c7c9e0e79d0b2115d687f21ab7,,,"Dune: Battle City",,,v1.0,2015/07/16,Razor,,,,,,,,,,"Dune - The Battle for Arakis",,,,
"Where in Time is Carmen Sandiego",,213b6dfc129fe245f2ecd73ad91c772efd628462,,,,,,,1994,"Electronic Arts - Tec Toy",br,,,,,,,,,,,,,
@,,213ebfc71992751cb9897c2f0fcd697c62e57137,,,"99 Balls",,,,2021/09/30,SimplexFatberg,,,,,,,,,,,,,,
@,,214867d1ab10928421d90e0dac756e8439766904,,,"Rocket Panda: Into the Unknown",,,,2022/01/11,"SpacePants Games",,,,,,,,,,,,,,
"Sonic The Hedgehog",,21552173f9e9433ed04bbe19e1ce77b1be10ba0b,,,,,,vRev0,1991/06/23,Sega,"eu,us",,,,,,,,,2,,,,
@,,21566c60647086091826b174f4b7e59ae70c12f1,,,"Streets of Rage 2",,,,1992/12,Sega,us,,,,,,,,,"add Sketch Turner gsaurus",,,,
@,,2174482b62d11a73fd5edff55d111f9bcac53d97,,,"Instruments of Chaos Starring Young Indiana Jones",,,proto,1994/01/27,Sega,us,,,,,,,,,,,,,
Powerball,,217d64da0b09b88dfa3fd91b7fa081ec7a8666e0,,,,,,,1991,Namco,us,,,,,,,,,,,,,
"Super Thunder Blade",,21810b4a309a5b9a70965dd440e9aeed0b6ca4c5,,,,,,vRev1,1988/10/29,Sega,,,,,,,,,,,,,,
@,,218eccde23cb42f2aff45e360120b21117ae0238,,,"Streets of Rage 2: Sonic Wars",,,v1.2,2014/12/24,"Yoni Arousement",,,,,,,,,,"Streets of Rage 2",,,,
"BattleTech: Game of Armored Combat",,219376f25a3901c862c87e7e6bc9deb97f02b080,,,,,,,1994/09,"Extreme Entertainment Group",us,,,,,,,,,4,,,,
"Tiny Toon Adventures: Buster's Hidden Treasure",,2196753a1864c82232b635ef5f02bc12bb734633,,,,,,,1993/03,Konami,us,,,,,,,,,3,,,,
"Sonic Classics",,2196cbe754cfcd1d7bbbd0a8a45ae44de4deb2fb,,,,,,vRev1,1997/08,Sega,us,,,,,,,,,,,,,
"Great Circus Mystery: Starring Mickey & Minnie",,219922c8f348a9195fff4042f149c795f1992304,,,,,,,,,us,,,3,,,,,,,,,,
@,,219c89f47c431bd56e5334021715bc604ba2148c,,,"Elemental Master",,,,1990/12/14,Technosoft,jp,,invincible,,+1,,,,,,,,,
"Samurai Shodown",,21a49826b3368b969f737b4e542392fc8ae15eed,,,,,,,1994,"Sega - Takara",us,,,,,,,,,1,,,,
"Radical Rex",,21a5a8d8ec6b4e69ac6ed7f63f35cf2f04f7a005,,,,,,,1994/12,Activision,us,,,,,,,,,2,,,,
"Tel Tel Mahjong",,21a88b1a81c184b2057b62734544597969ca29f3,,,,,,,1990/06/08,Sunsoft,jp,,"Sega Mega Modem",,,,,,,1,,,,
El.Viento,,21ab228ae4fd512f653cc72af6a61da90a24a798,,,,,,,,,us,,,,,,,,,h2C,,,,
Humans,,21ad6238edf0aa0563782ef17439b0c73a668059,,,,,,,1992/09,GameTek,us,,,,,,,,,,,,,
@,,21b06f683d7bc34be61740c0986867f7748ca18e,,,"Phantasy Star II: Huey's Adventure",,,,1991,M.I.J.E.T.,jp,,"Sega Game Toshokan",,,en,,,,,,,,
"Pirates of Dark Water",,21b5be63eee07c3f3056b451939cddb2afd94de1,,,,,,,,,ue,b,,,,,,,,,,,,
"Psycho Pinball",,21b9825683a1952781e3f3720659b1a32b0a2de5,,,,,,,1994/09,Codemasters,eu,b,,,,,,,,,,,,
"Pirates of Dark Water",,21cbd433ff755f52e3e20519f1047f1005565cf7,,,,,,,,,ue,,,2,,,,,,,,,,
"Taz in Escape from Mars",,21d210c8905b70c5c7f0e4010c7111edbbb1edc3,,,,,,,,,us,,,2,,,,,,,,,,
@,,21dfc1142809622d5548e83f2c3544c34e0b2320,,,"Sonic The Hedgehog 2",,,beta,1992/09/22,Sega,,,"Beta 6 18.47",,,,,,,,,,,
"Bulls versus Blazers and the NBA Playoffs",,21e43911ee9bb517318fe1f974c1587421b347d5,,,,,,,,,ue,b,,,,,,,,,,,,
@,,21ef9d2b425a8dc084c21c88cca2c610d035d75d,,,"Super Daisenryaku",,,vA,1990/01,Sega,jp,,,,,,,,,,,,,
@,,21f8ec496fca1fb09d0671a301e80e86c32b74dd,,,"Death Duel",,,proto,1992/05/06,RazorSoft,us,,,,,,,,,,,,,
"Double Dragon",,2201eb84e1e37abef0d47dc750b87917966d96bd,,,,,,,,,us,,,,,,,,,h2C,,,,
"Saint Sword",,2209a2afc5adc88ab810418d9c17acb7dac64e68,,,,,,,1991/10,Taito,us,,,,,,,,,1,,,,
"Public Domain",,221a74408653e18cef8ce2f9b4d33ed93e4218b7,,,"Hot Chick Spinning Slower Demo by DevSter",,,32X,,,,,,,,,,,,,,,,
"Command & Conquer",,221ab42a07c37e8c4c4b0d2852b376874c522add,,,,,,Beta,,,,,,,,,,,,,,,,
@,,221c6ee35e9dfc446f076f84762af153cc3f4208,,,"Art of Fighting",,,proto,1994/07/11,Sega,,,,,,,,,,,,,,
@,,2220bcb6baa349f5086c3a42ead63c7efeb49631,,,"Crystal's Pony Tale",,,proto,1994/06/23,Sega,us,,,,,,,,,,,,,
"Pete Sampras Tennis",,222a66cdb8865a7f89e5a72418413888bb400176,,,,,,,1994/04,"Codemasters - Spectrum HoloByte","eu,us",,J-Cart,,,,,,,,,,,
"Prince of Persia",,224516e54a4bac00089e61c8e0a4794eac92d8df,,,,,,Beta,199x,Domark,,,,,,,,,,,,,,
"NBA All-Star Challenge",,224d5602b48101df1e29ac7971596b3d781b2631,,,,,,,,,ue,,,1,,,,,,,,,,
"Altered Beast",,224ecb0ac879edc1141da02856605b84bbc58290,,,,,,vRev2,1989/08/14,Sega,"eu,us",b,,,,,,,,,,,,
@,,22502a21b9508b385de32bd7e2c9d304ddcef38b,,,"Go Net",,,,1992/06,Sega,jp,,,,,,,,,,,,,
"ESPN Sunday Night NFL",,2253e4de6554c6391619078c9a9d1dc96725fb09,,,,,,,,,us,o,,,,,,,,,,,,
"Flashback: Quest for Identity",,225b405274d39541e07488fdd33de8f854624bf1,,,,,,,1993/02/20,"U.S. Gold",us,,,,,,,,,,,,,
"Batman Returns",,225e88e381a633e051449e62f3a3468f7ec60f5e,,,,,,,1992/10,Sega,,,,,,ru,,,,,,,,
"Disney's Aladdin",,227a93c9c04951ab128df2e2c2d71b506b6b4a61,,,,,,Beta,1993/08,Sega,us,,,,,,,,,2,,,,
"NCAA Football",,227e3c650d01c35a80de8a3ef9b18f96c07ecd38,,,,,,,1994/09,Mindscape,us,!,,,,,,,,,,,,
@,,228cf1fd6f0845e0758a9c0a37c17a7e34af6929,,,"Global Gladiators",,,,1993/04,"Virgin Games",eu,,,"NTSC GhostlyDark",,,,,,,,,,
@,,228ee9a01afc7d6a65c64fb0b0ba66f5a1d72718,,,"Sonic 3D Blast",,,proto,1996/08/26,Sega,,,"Protoype 825",,,,,,,,,,,
@,,229002e50747f5b3321df6732ea4a44956da67b0,,,"Master of Monsters",,,v1.0,1991/11,Wave,us,,,,,es,,,,,,,,
"Lethal Enforcers II: Gun Fighters",,229275c4f3c3ed76238fcf5796fbcaa05cace3f1,,,,,,,1994/05/11,Konami,us,,,,2,,,,,,,,,
@,,2295247ec64957b6bfcb9d0b49f9e05dc4352ddf,,,"Sonic 1 Brother Trouble",,,"v0.5 / Demo playable",2009,MarkeyJester,,,,,,,,,,"Sonic the Hedgehog",,,,
"Magic Girl",,22a48404e77cab473ee65e5d5167d17c28884a7a,,,"Xiao Monv: Magic Girl",,,,1993,Gamtec,tw,,,,,,1,,,,,,,
"Race Drivin'",,22ad2fae84c9e7cc2c3aab2b0e279e5d8d0baf22,,,,,,,1993/11,Tengen,us,b,,,,,,,,,,,,
"Shura no Mon",,22b58751fe7320c53a49e7c2c3e72b0500192d58,,,,,,,1992/08/07,Sega,jp,,,,,,,,,,,,,
@,,22c246cf4928a0f8ce3d2dc22944b44eddc81603,,,"The Ooze",,Ooze,,1995/12,Sega,eu,,,"NTSC GhostlyDark",,,,,,,,,,
@,,22c8e6ac65de990a3f30aedf777f7336f7791e66,,,"Baby Boom",,,proto,1994/06/06,Sega,,,,,,,,,,,,,,
@,,22da96545eb8c3b10a782df454af7ff57c7c9d8d,,,"Streets of Rage 2: Simpsons Edition",,,v1.1,2016/06/20,"Candra Software",,,,,,,,,,"Streets of Rage 2",,,,
"Shining Force II",,22defc2e8e6c1dbb20421b906796538725b3d893,,,,,,,1994/10,Sega,us,,,,,,,,,,,,,
"Cannon Fodder",,22e1d482153768460d4b4d6273eb2b9606af8d39,,,,,,,,,eu,o,,,,,,,,h1C,,,,
"Sonic The Hedgehog 2",,22e961977e51c5159bc10d7e806ac012ba6dd8f8,,,,,,vRev1,1992/11/21,Sega,,,,,,,,,,16,,,,
"Berenstain Bears' Camping Adventure",,22ed9918f28f3b700c9b1f9c1fcd97c46523097b,,,,,,,,,us,b,,,1,,,,,,,,,
"Langrisser II",,22fd20336d739d8b2a483063d9e119bfe9ce6f48,,,,,,vRev01,,,jp,,,,,,,,,h1C,,,,
"Jungle Book",,23038c4dd911ccc9089afbee03ccfc01611cd56a,,,,,,,1994/07,"Virgin Interactive",us,b,,,,,,,,,,,,
Worms,,23127e9b3a98eea13fb97bed2d8e206adb495d97,,,,,,Beta,1996/08/08,Ocean,eu,,,,,,,,,,,,,
@,,23232ae9820040bc8c802a96016d1396459c21ee,,,"Dune: Razor Missions r81v17",,,,2018/06/27,Razor,,,,,,,,,,"Dune - The Battle for Arrakis",,,,
Columns,,232d15ba2524fd14cb53996a3fca6f805dbe3bb9,,,,,,vRev00,,,xw,o,,,,,1,,,,,,,
"Dragon's Fury",,2333ab413f2d6d32939d1e2f307264e5e0a13945,,,"Devil Crash MD",,,,,,jp,,,,,,,,,h2C,,,,
"F1: World Championship Edition",,2336ce9b5c8861a4ee2a0c7fc3d20b360dfab8b0,,,,,,,,,us,b,,,,,,,,,,,,
"NHL Hockey",,2337ad3c065f46edccf19007d7a5be80a97520d5,,,,,,,1991/08,"Electronic Arts",us,,,,,,,,,,,,,
@,,233d928de78a6acd25a5416a377dffa1f80eda5b,,,"Tom and Jerry: Frantic Antics",,,v1993,1993/12,NewGame,us,,,,,ru,,,,,,,,
@,,233f98da0a843d22455b30d67e9a596b357b2d6b,,,"Side Pocket",,,v1.0,1992/06,Wave,"jp,us",,,,,es,,,,,,,,
"High Seas Havoc",,234dd322911d1cd2c079069f67809ee55374d96f,,,,,,,1994/01,"Data East",us,,,,,,,,,3,,,,
"Shinobi 3: Return of the Ninja Master",,23579c8f7e2396080b478b113aff36d2382395a3,,,,,,,1993/09,Sega,eu,,,,,,,,,,,,,
"Menacer 6-Game Cartridge",,2357ed0b9da25e36f6a937c99ebc32729b8c10d2,,,,,,,1992/10,Sega,"eu,us",,,,,,,,,,,,,
