"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
Dominus,,6ee01019a4f6e8d24e8de1b5ad379069d43c1571,,,,,,Beta,,,,,,,,,,,,h2C,,,,
"Top Pro Golf",,6eee78339f7650e215e6a3571ba9cdbaa866397e,,,,,,,1992/06/19,"Soft Vision",jp,b,,,,,,,,,,,,
"Mario Andretti Racing",,6f013038f6fba2db31656c8b705a484139535492,,,,,,,,,ue,,,,,,,,,h1C,,,,
"Earth Defend, The",,6f1fffd46a5c5a2caff4220e4b575ea7b709a3f7,,,,,,,1995,Realtec,us,b,,,,,1,,,,,,,
"Phantasy Star III: Generations of Doom",,6f2450cda2a72de0ccfccff2bc7c08acad58c203,,,,,,,1991/08,Sega,"eu,us",b,,,,,,,,,,,,
"Junker's High",,6f45f387c89cbd81755d3d4eab957a9c6255d489,,,,,,Beta,,,,b,,,,,,,,,,,,
@,,6f4b86f4f69cf6e183ac2f46334f0c92d390b716,,,"Mega Man: The Wily Wars",,"Mega Man - Wily Wars",,1994/10/20,Capcom,eu,,,"NTSC GhostlyDark",,,,,,,,,,
Risk,,6f4bf5e1dc0de79e42934e5867641e1baadba0d9,,,,,,,1994/04/02,"Parker Brothers",us,,,,,,,,,,,,,
"Slaughter Sport",,6f5f28ff29376b7f2c5fba6ab4acf7b4d237bdb7,,,Fatman,,,,,,jp,,,,,,,,,h2C,,,,
@,,6f65394d131b0918b96c90dd5ec2652643fd6654,,,"Phantasy Star IV Bugfix",,,v1.4,2019/04/08,lory1990,,,,,,,,,,"Phantasy Star IV - The End of the Millennium",,,,
"Ecco The Dolphin",,6f67bd652b970b33baba972a5ea211bcf0f55dd9,,,,,,v100%,,FServ,ue,,,,,pt,,,,,,,,
"Show do Milhao",,6f6ade812eb18e093a53773b8481c78f5a25631c,,,,,,,2001,"Tec Toy",br,,,,,,,,,,,,,
"Mutant League Football",,6f8638a1c56229ddcb71c9da9f652b49c2978f44,,,,,,,1993/06,"Electronic Arts","eu,us",,,,,,,,,,,,,
"Space Invaders '91",,6f92173275e1a46bb26eaddd47d6b33ef09f01f8,,,"Space Invaders 90",,,,1990/09/07,Taito,jp,,,,,,,,,4,,,,
"Madden NFL 98",,6f9b2ecd482258da1f4f8e65f50290141baeff19,,,,,,,1997/09,"Electronic Arts",us,b,,,,,,,,,,,,
"Arrow Flash",,6f9e123eb51335bd854562ad61b50fe44c9a7884,,,,,,,1990/10/20,Sega,jp,,,,,,,,,1,,,,
"Road Rash II",,6fa6420a2abcf5c2c4620c19b1f2a831996af481,,,,,,vRev0,1992/12,"Electronic Arts","eu,us",,,,,,,,,,,,,
"3 Ninjas Kick Back",,6fb07ecd6a33cf7c718e7621662e83951524c8d7,,,,,,,1994,"Sony Imagesoft",us,b,,,,,,,,,,,,
Vectorman,,6fb3489b64c16414f0fa439dd184fb3d561ea6a6,,,,,,Beta,1995/10/24,Sega,"eu,us",,,,,,,,,1,,,,
"Mutant League Hockey",,6fb35518e43bd9782c9fe79061b6945567f2e245,,,,,,,,,ue,b,,,,,,,,,,,,
@,,6fc170a05909883bb07d2a4bbb0174924284fb97,,,Dekadrive,,,,2016/03,Dekadence,,,,,,,,,,,,,,
"Yi Men Ying Lie: Yang Jia Jiang",,6fcc3102fc22b42049e6eae9a1c30c8a7f022d14,,,,,,,199x,,tw,,,,,,1,,,,,,,
"Beyond Oasis",,6fcc7ff350fd7983828aebf02a4add1cc498b1ee,,,"The Story of Thor: A Successor of the Light",,"Story of Thor - Successor of the Light",,1995,Sega,de,b,,,,,,,,,,,,
Ghostbusters,,6fceffee406679c0c8221a8b6cfad447695e99fb,,,,,,vRev01,1990/05,Sega,,,,,,,,,,,,,,
@,,6ff5ef4f2b548e26354be558092f8a3e273f3e51,,,"Micro Machines 2: Turbo Tournament",,,,1994/11/25,NewGame,eu,,J-Cart,,,ru,,,,,,,,
@,,6ffa8547d169f502df47165c6cf8245543c4b843,,,"Streets of Rage 2",,,,1992/12,Sega,us,,,,,,,,,"add Ren & Stimpy Metal64",,,,
"Power Drive",,6ffaaac637fb41a2f94912c382385a9cb17639a9,,,,,,,1995/01,"U.S. Gold",eu,,,,,,,,,,,,,
Domino,,7000ea86d91bbb5642425b6a6f577fab9e2b3a51,,,,,,,,,,,,,,,Unlicensed,,,,,,,
"Best of the Best: Championship Karate",,700a08274578043101a4cda4f0fa15994f8c7016,,,,,,Beta,,,,o,,,,,,,,,,,,
"NFL Quarterback Club",,700db0d7e53fd68d4d88959fe35bc160c4efd5f6,,,,,,,,,xw,,,1,,,,,,,,,,
"Quad Challenge",,70149d1cc16629563a895a6215a371e10eeabffd,,,,,,,1991/11,Namco,us,,,,,,,,,2,,,,
"World Trophy Soccer",,701bb6f13e8e754f53c66ed9932a0658b1e3acbc,,,"European Club Soccer",,,,,,eu,,,,,,,,,h2C,,,,
"After Burner II",,701c63f3d2f99103fbdc4b3343ad1055bcc32673,,,,,,,1990/07,Sega,"eu,us",b,,,,,,,,,,,,
"Shadow Blasters",,701db1bf806109e793af298a4612fe51b696cfb6,,,,,,,1990,"Sage's Creation",us,,,,,,,,,1,,,,
"PGA Tour Golf III",,702707efcbfe229f6e190f2b6c71b6f53ae9ec36,,,,,,,1994/12,"Electronic Arts","eu,us",,,,,,,,,,,,,
@,,7030a40d3322683328d787ef834878976291d7be,,,"Streets of Rage 2",,,,1992/12,Sega,us,,v1.1,,,,,,,"add Mask Metal64",,,,
"Conquering the World III",,7040e96c053f29c75cf0524ddb168a83d0fb526f,,,"Tun Shi Tian Di III",,"Tun Shi Tian Di 3",,1997,SKOB,tw,,"Simplified Chinese",,,,1,,,,,,,
CyberBall,,70440a8d52156014aa8a62ada60e28db4374afc8,,,,,,,1990/06,Sega,,b,,,,,,,,,,,,
@,,7049bfd6797a0b45cccc5241d748a76f68ca6257,,,"World Series Baseball '95",,,"v19950202 / beta",1995/02/02,Sega,us,,,,,,,,,,,,,
"Zombies Ate My Neighbors",,704a05e0608e4e6f5a8263d2ef00b0b5dac87e40,,,,,,,1993/11,Konami,us,b,,,,,,,,,,,,
@,,70535563b81d0bbd222a5c4a948aea598bf94fa9,,,"Greatest Heavyweights",,,,1994/01,Sega,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Sonic The Hedgehog 2",,70555a37bd52afb60d6ec65dbd34af8aad33489f,,,,,,vRev1,1992/11/21,Sega,,,,,,,,,,46,,,,
"Sonic The Hedgehog 2",,705ac26a81fb565ee8278ac73a9875968291ee68,,,,,,vRev1,1992/11/21,Sega,,,,,,,,,,35,,,,
"Sega-CD BIOS",,7063192ae9f6b696c5b81bc8f0a9fe6f0c400e58,,,"Mega-CD Model 2 BIOS",,,v2.00,1993/03/XX,,eu,!,,,,,,,,,,,,
"Shadow Dancer: Secret of Shinobi",,706343d9d6e236e2e89cec59c4861148ed7d86bb,,,,,,,1990/12/01,Sega,,,,,,,,,,4,,,,
"Super Monaco Grand Prix",,7077a3828c60a23ed5c6392d0f1034f436ad0dc2,,,,,,,,Leo_Luz,xw,,,,,pt,,,,,,,,
@,,70892a581ee0e1db92037b0dc3d1b43d947e10c8,,,"Batman: The Video Game",,"Batman - Video Game",,1991/06,Sunsoft,us,,,,,ru,,,,,,,,
"Wimbledon Championship Tennis",,708d4a8a62674eaf418299f3804783cb35cd6cb1,,,,,,,1993,Sega,eu,b,,,,,,,,,,,,
"Streets of Rage",,708e987fb2e95ae2670c6316cb513e3f226b0a54,,,,,,vRev0,1991/07,Sega,,,,,,,,,,7,,,,
Sub-Terrania,,70a5d4da311dd8a92492d01676bf9170fa4bd095,,,,,,,1993/12/15,Scavenger,us,,,,,,,,,,,,,
@,,70b31ade3f5713a3e86e75edfc4139fdbeeb0440,,,"X-Men 2: Clone Wars",,,"v19941202 / beta",1994/12/02,Sega,"eu,us",,,,,,,,,,,,,
"Indiana Jones and the Last Crusade",,70b5b4bc3f6d7ee7fbc77489bcfa4a96a831b88d,,,,,,,1992/12,"U.S. Gold",eu,,,,,,,,,,,,,
"Aero the Acro-Bat",,70bdf89b287928f2d91f3304b4bec183b1be45b3,,,,,,,1993/09,Sunsoft,us,,,,,,,,,1,,,,
"Michael Jackson's Moonwalker",,70d9b760c87196af364492512104fa18c9d69cce,,,,,,vRev1,1990/08,Sega,,,,,,,,,,,,,,
@,,70e12e86cd340c0ee30024e4299b0c48671787c2,,,"X-Men 2: Clone Wars",,,"v19941211-A / beta",1994/12/11,Sega,"eu,us",,,,,,,,,,,,,
"Ecco Jr.",,70e71cbfea4e153401234c57ea039dacba662315,,,,,,vRev02,,,us,o,,,,,,,,,,,,
"Lion King II",,70eb5b423948e5a124de4d5d24c14b2c64bfb282,,,,,,,1994/11,Virgin,,,,,,,,,,1,,,,
"Andre Agassi Tennis",,70fa6185a4ebbbc9a6b2c7428c489ba5303859b0,,,,,,vRev1,1993/08,"TecMagik Entertainment",eu,,,,,,,,,,,,,
"Hercules 2",,7104a37f588f291b85eb8f62685cb1111373572c,,,,,,,1999/05/01,X-Boy,tw,,,,,,1,,,,,,,
Tinhead,,7104f5c60bb4595bc11c2a04f531dadde9b3daf8,,,,,,,1994,"Ballistic - Spectrum HoloByte",us,,,,,,,,,1,,,,
@,,71113d5076c7c83c485d31bbd059f89a8d113346,,,"McDonald's Treasure Land Adventure",,,,1994/03,Sega,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Road Blasters",,7127e76ea33512d14cd78e6cac72ff8578454e1e,,,,,,,1992/02/08,Tengen,jp,,,,,,,,,,,,,
"Public Domain",,712e0cf53da80fb7767ff705fe763ef78e6e7bb7,,,"Premiere Rip Intro 1",,,,,,,,,,,,,,,,,,,
@,,712ef5cfd9dadb78f2c16c40dcb4d15848f3f6a6,,,"Dynamite Duke",,,proto,1990/06/21,Sega,,,,,,,,,,,,,,
@,,7130fe649399b177ec469bdffa69b7a6dcb8c7cf,,,"Star Trek: Deep Space Nine: Crossroads of Time",,,,1995,Playmates,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Streets of Rage 2",,7144872d3b9c0e6d0d43c2a219d633628cbae9f5,,,,,,,1992/12,Sega,us,,,,,it,,,,,,,,
"Top Gear 2",,715213fb6cfae78063d83b254eb3d1b9628756f1,,,,,,,1994/09,"VIC Tokai",us,b,,,,,,,,,,,,
Warpspeed,,7152ac57a2286a1203f1b1dd70239554dfd32718,,,,,,,1993,Accolade,us,b,,,,,1,,,,,,,
@,,715a1ac79442e11a646fb47a4d984a74b79cae10,,,"Phantasy Star IV: The End of the Millennium",,"Phantasy Star IV - End of the Millennium",,1995/01,Sega,us,,v0.5,,,,,,,"proper case vivify93",,,,
"Slam Dunk: Shikyou Gekitotsu!",,7161a12c2a477cff8e29fa51403eea12c03180c7,,,"From TV Animation Slam Dunk: Kyougou Makkou Taiketsu!",,,,1995/04/28,Bandai,jp,,,,,,,,,,,,,
"Shining Force II",,717031dafd90b7edff67c9649f3cda2b75961e65,,,"Shining Force II: Inishie no Fuuin",,"Shining Force 2 - Inishie no Fuuin",,1993/10/01,Sega,jp,b,,,,,,,,,,,,
"Berenstain Bears' Camping Adventure",,71767174a89a08694dd20c971a7dfaf56919596f,,,,,,,,,us,,,,,,,,,hI+C,,,,
"Marko's Magic Football",,717e924db1ac7cfd099adb6031a08606fcb30219,,,,,,,1994/07,Domark,eu,,,,,,,,,,,,,
@,,718339f9f4e07fa58ca61abf42feffdf9db9ee63,,,"Beyond Zero Tolerance Build 062395a",,,proto,1995/06/23,Technopop,us,,,,,,,,,"level layout",,,,
@,,7185cb36111a1ecd6f06f103202fe14fa0401515,,,"Disney's Abu",,,v0.0.7,2009,"JOF Studio",,,,,,,,,,"Disney's Aladdin",,,,
@,,718ecdf8e721857be55bbdc7f12326749f744bcd,,,"Streets of Rage 2",,,,1992/12,Sega,us,,,,,,,,,"add Dio Brando Metal64",,,,
"Bubsy in Claws Encounters of the Furred Kind",,719140754763e5062947ef9e76ee748cfad38202,,,,,,,1993/07,Accolade,"eu,us",,,,,,,,,,,,,
"Wonder Boy In Monster World",,71958c28177a3ba5f37dec578b60a4cc3eab2b88,,,"Turma da Monica na Terra dos Monstros",,,,1994,"Tec Toy",br,,,,,,,,,1,,,,
"Sonic The Hedgehog",,719a54eea537e6a3af9a5a75585c85a3a4300e94,,,,,,vRev0,1991/06/23,Sega,"eu,us",,,,,,,,,19,,,,
"Romance of the Three Kingdoms III: Dragon of Destiny",,71b58b11d78669553e516d9a04c8b78b97302884,,,"Sangokushi III",,"Sangokushi 3",,1992/11/08,Koei,jp,,,,,zh,,,,,,,,
@,,71c1a519462a1b593daf3f4b3b61efe36c068f79,,,"Streets of Rage 2 Restoration",,,,2015/10/28,SCD,us,,"Sammy's name",,,,,,,"Streets of Rage 2",,,,
"Public Domain",,71c1e7bfe3d25bca3082c8b39247923aac8610a9,,,"BasiEgaXorz: Topepi!",,,,,,,,,,,,,,,,,,,
"Super Donkey Kong 99",,71d0fda928c5f23ed203d03d4f957fbf3715c553,,,,,,,,,,,,,,,Unlicensed,,,h1C,,,,
"M.U.S.H.A.: Metallic Uniframe Super Hybrid Armor",,71d363186b9ee023fd2ae1fb9f518c59bf7b8bee,,,"Musha Aleste: Full Metal Fighter Ellinor",,,,1990/12/21,Toaplan,jp,,,,,,,,,,,,,
@,,71d57fc63ae3781d3e7150ad414190da04e02266,,,"Wiz 'n' Liz",,,,1993/11/15,Psygnosis,eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Addams Family Values",,71f038fde38e84182e8c2ba78db2a02a9cd19df0,,,,,,,1995/06,"Ocean Software",eu,,,,,,,,,1,,,,
"WWF RAW",,71f7ba42e247f9858aeee1b6b4368f0293499b95,,,,,,,1994,Acclaim,,,,,,,,,,2,,,,
@,,71fa92a1d3cb61c1dc71a80e8029f98a988ba2f8,,,GraviBots,,,"CC BY-NC-SA 4.0",2021/02/09,RetroSouls,,,,,,,,,,,,,,
"Ghouls 'N Ghosts",,71fabcc0e4fa91dd233ea722fad89418429b8149,,,,,,vRev2,1989/10,Sega,"eu,us",,,,,,,,,2,,,,
Immortal,,71fc189fe2ba5687e9d45b68830baed27194f627,,,,,,,1991/11,"Electronic Arts","eu,us",,,,,,,,,,,,,
@,,7202309a3e6e4ecaa9c6bb2674941320e71ff045,,,"After Burner II",,,,1990/07,Sega,"eu,us",,,,,ru,,,,,,,,
Flicky,,720268fb56353fbf84f150b9d30b7ab7fff6292f,,,,,,,,,ue,o,,,,,,,,,,,,
"NHL 96",,7204633fbb9966ac637e7966d02ba15c5acdee6b,,,,,,,1995/10/06,"Electronic Arts","eu,us",,,,,,,,,,,,,
"Earth Defend, The",,72195e32e6fa2d11f27c7b7f0b8647f0b0d2f097,,,,,,,1995,Realtec,us,,,,,,1,,,1,,,,
"Public Domain",,723607ec69248dd16e63e8520128bf5635d1702c,,,"Omega Race",,,,,,,,,,,,,,,,,,,
Cyber-Cop,,72470ea83064046a0b1dfba3047032c26d610df8,,,,,,,1992/09,"Virgin Games",us,,,,,,,,,,,,,
@,,7248bfbaadac607e307d2e323d8e91de4f16ecee,,,"Kung Fu Panda 2",,,,19xx,@,ru,,,,,,1,,,"Brutal - Paws of Fury",,,,
"Saturday Night Slammasters",,7252006bf41e41b92c6261c6722766a1352a6dca,,,,,,,1994/12,Capcom,us,,,,,,,,,,,,,
"X-Men 2: Clone Wars",,72589b3ce01014db274cbc98b0a70df0263a8968,,,,,,,1995/03,Sega,"eu,us",,,,,,,,,1,,,,
"Simpsons: Bart vs The Space Mutants",,7272fa50528e4a42192a59cff8d22bfabfeb65ae,,,,,,vRev0,1992/06,"Flying Edge","eu,us",,,,,,,,,1,,,,
"NHL '94",,727681ac7a9eb4b38fab0de98a6a65bf079b31f5,,,,,,,,,ue,,,,,,,,,h1C,,,,
"International Rugby",,7288ae3ba82907c3f6051b8944c06919fac3dfa9,,,,,,,,,eu,,,,,,,,,h2C,,,,
"NBA Live 95",,7291083ce31444d6fee1ee4ae10322ea894f1eb4,,,,,,,,,ue,,,,,,,,,h1C,,,,
"Master of Monsters",,72944a88cea5ad2ce576231fea591a12a3fa5fec,,,,,,,,,us,b,,,,,,,,,,,,
"Second Samurai",,72bfe0d4c56d9600a39fae00399fef157eb1fe6f,,,,,,,1994,"Psygnosis - Sony",eu,,,,,,,,,,,,,
"Phantasy Star II",,72c06455e2a2733773c0c273a77084392ae5d4b4,,,"Phantasy Star II: Shilka's Adventure",,"Phantasy Star 2 - Shilka's Adventure",,1991,Sega,jp,,"Sega Game Toshokan",,,,,,,1,,,,
"Duke Nukem 3D",,72d5e26820f2ba76ae3ee68ffc0666b8c28956db,,,,,,,,,br,!,,,,,1,,,,,,,
"Wonder Boy In Monster World",,72dd275fc50738c1fb8275a7b1f90c002f999a7f,,,,,,,1992/02,Sega,"eu,us",,,,,,,,,4,,,,
"Double Dragon 3: Rosetta Stone",,72e61dc6e54f470acf910dd76fb6208b6ea2bafd,,,,,,,1993/02,"Flying Edge","eu,us",,,,2,,,,,,,,,
@,,72e66551c6f17128ae3308cfcdc2eba7bf59ba6b,,,"Mega Games 6 Vol. 2",,,,1995/06,Sega,eu,,,"NTSC GhostlyDark",,,,,,,,,,
@,,72ef648e0914a0b551d43a5bfb5d984abb77350f,,,"Altered Beast",,,v2,1989/08/14,EmuROMS,"eu,us",,,checksum,,pt,,,,,,,,
"Castlevania: Bloodlines",,73025047e4e549b32970775fc186a03ff456e578,,,"Vampire Killer",,,,1994/03/18,Konami,jp,,,,,,,,,3,,,,
"NHL 95",,7305ec1eaf912cf3a746405521f46396e7635474,,,,,,,,,ue,o,,,,,,,,,,,,
"Newman Haas IndyCar featuring Nigel Mansell",,730ed9e93353fc4e5d806237f00fdd4a2634c987,,,,,,,,,xw,,,,,,,,,h1C,,,,
"Devilish: Next Possession",,731126c5b1b7640d29a082865ba951d9fddffbb6,,,"Bad Omen",,,,,,jp,,,,,,1,,,,,,,
12-in-1,,7313c20071de0ab1cd84ac1352cb0ed1c4a4afa8,,,"12 in 1",,,,19xx,,,,,,,,1,,,,,,,
@,,731576ebdc8999417859ca440901d6c521d91477,,,"Phantasy Star II: Kinds's Adventure",,,,1991,M.I.J.E.T.,jp,,"Sega Game Toshokan",,,en,,,,,,,,
"Streets of Rage",,731cdf182fe647e4977477ba4dd2e2b46b9b878a,,,,,,vRev1,1991/07,Sega,xw,!,,,,,,,,,,,,
"Shadow of the Beast 2",,73292e5dabb8eae865411aeb61fbdae63366e982,,,,,,,1992/11,"Electronic Arts","eu,us",,,,,,,,,2,,,,
"Balloon Boy + Funny World",,73329a6c15f6d63f6ca5ea34c10c13c35e8d32f9,,,,,,,,,,,,1,,,Unlicensed,,,,,,,
"Best of the Best: Championship Karate",,7333844a152389d76546984633e0002676338a3b,,,,,,,,,us,,,,,,,,,h1C,,,,
@,,734a2aea93109a20b805f9255ace5f179adc972e,,,"Undead Line",,,v070903,1991/12/20,M.I.J.E.T.,jp,,,,,en,,,,,,,,
"Davis Cup World Tour Tennis",,735cf7c84869bfa795114f5eff835a74252a4adc,,,,,,,1993/07,Tengen,"eu,us",!,,,,,,,,,,,,
@,,73665680e5e94bbdea440f23ea9a54fec5eee423,,,"Asterix and the Great Rescue",,,,1993/12,Sega,eu,,,"NTSC GhostlyDark",,,,,,,,,,
@,,736d015e29fa98980399dfaa8118b4baa5dff393,,,"Tom and Jerry",,,,1994/12/16,Altron,jp,,,,,,,,,,,,,
"Rocket Knight Adventures",,737160ed23a7663496e2fa6f6b0fd75a1437208b,,,,,,,1993/09,Konami,eu,,,,,,,,,1,,,,
"Public Domain",,7379d3bca23dbe0b1984a46198f9ed906a00f826,,,"Battletoads and Double Dragon Music Trax",,,,,,,,,,,,,,,,,,,
"Virtual Bart",,7384e18e242cf7d938438fbfa41ab20a738a7eaf,,,,,,,1994/10,Acclaim,,b,,,,,,,,,,,,
"Sonic The Hedgehog 2",,738f1ec64ea20cb02522129a4b9dbc7853820931,,,,,,vRev1,1992/11/21,Sega,,,,,,,,,,18,,,,
"PGA Tour Golf",,73935bfbdf63d3400284a16e464286b7630964aa,,,,,,vRev1,1991/05,"Electronic Arts","eu,us",,,,,,,,,,,,,
Technocop,,739421dd98d8073030d43cf8f50e411acb82f7d6,,,,,,,1991/01,Sega,us,,,,,,,,,,,,,
@,,7398bd6dc7aed3f1d819f70360593fe50491dac8,,,"Disney's Aladdin",,,,2019/10/29,"Disney / Nighthawk Interactive",us,,"Final Cut / Disney Classic Games - Aladdin and the Lion King",,,,,,,,,,,
"Road Blasters",,739bac1d281ac622e6582c17a808dd2442f7f338,,,,,,,1991/08,Tengen,us,,,,,,,,,1,,,,
"Public Domain",,739d404886abdea5dfefaff51e481e1166763a55,,,Berzerk,,,,,"Paul Lee",,,,,,,,,,,,,,
"Brian Lara Cricket 96",,73a4c715c4ccbe973cf10aabba0d9938a2c06fa6,,,,,,,,,eu,b,,,,,,,,,,,,
Tetris,,73a63dece2192d31683c2267cc9d4479536bc134,,,,,,,1989,Sega,jp,b,,,,,,,,,,,,
@,,73a6dad0bedc5552459e8a74a9b8ae242ad5a78e,,,"Wimbledon Championship Tennis",,,,1994/05/20,Sega,jp,,,,,,,,,,,,,
"Toki: Going Ape Spit",,73aaa506ef327691af8c999249d7dc84888f7216,,,"JuJu Densetsu",,,,1992/01/31,Sega,jp,,,,,,,,,3,,,,
@,,73ac47b7ae71edc6e0ff67b5fc7eb0e583da2e15,,,"The Adventures of Batman & Robin",,"Adventures of Batman and Robin",,1995,Sega,us,,,,+1,ru,,,,,,,,
Flintstones,,73af4a332dc31c5b77f00784bc8a125c43e3d74b,,,,,,,1993/04,Taito,us,b,,,,,,,,,,,,
"Bug's Life",,73af7ea6691767edd60d90cbe07af3654fcd72ed,,,,,,,,,,,,,,,Unlicensed,,,h1C,,,,
@,,73baaa1674b3d5521e45815dfc092fce019f0fa4,,,"Radical Rex",,,,1994/12,Activision,us,,,,,ru,,,,,,,,
"Cannon Fodder",,73bf361d372b8f526c73acc0a7761e3cbc6bb050,,,,,,,,,eu,o,,,,,,,,h2C,,,,
@,,73c7adfc9a9055679be4b48f481ec55f370819e9,,,Thundercats,,,GPLv3,2022/07/11,"Nova32 Animation Studios",mx,,,,,,,,,,,,,
@,,73cd9777d9d03399dbc63f29e394ebcd80b7f897,,,"Unstoppable Knight",,,,2021/08/21,Rafagars,ve,,,,,,,,,,,,,
@,,73d1cd9135cac4a173bb1611b7a3d872abe01649,,,"European Club Soccer",,,,1992/08,"Virgin Games",eu,,,"NTSC GhostlyDark",,,,,,,,,,
"Public Domain",,73e24f94dd199f9bfbdcd8ae5aac3241beb9f7a4,,,"Spheres Demo",,,,2003,,,,,,,,,,,,,,,
"Game Genie",,73e44389eba2aef5bf5f4133e13327500db4b770,,,,,,vRev0,1992,"Codemasters - Galoob",,b,,,,,,,,,,,,
"Lightening Force: Quest for the Darkstar",,73ecd2a3aff0803262334d8cbefd1088add6b87f,,,"Thunder Force IV",,"Thunder Force 4",,1992/07/24,Technosoft,jp,,,,1,,,,,,,,,
"Championship Bowling",,73fac212453d4c3d4934c76ba4cd72f22491a7d5,,,,,,,,,us,,,,,,,,,h3C,,,,
"Pirates! Gold",,73fde292fe4ca815fed24ffd6bf809f42dc6f563,,,,,,vRev2,1993/07,MicroProse,us,,,,,,,,,1,,,,
@,,740190e416965ab4b63e82a9a4806178d3463fa9,,,"Virtua Fighter 2",,,"v19960920 / beta",1996/09/20,Sega,"eu,us",,,,,,,,,,,,,
"Super Off Road",,740d43ac20544ad4e5c552403626928e0f4ac13b,,,,,,,1993/01,Ballistic,us,b,,,,,,,,,,,,
"Tecmo Super Bowl III: Final Edition",,7415020d34a94ac513fbdae3157bd1806e19b246,,,,,,,1995/10,Tecmo,us,,,,,,,,,1,,,,
"Osomatsu-kun: Hachamecha Gekijou",,7415310eebe3f7d8d94c2bf448fec33853f56780,,,,,,,1988/12/24,Sega,jp,b,,,,,,,,,,,,
"Thunder Force II",,742fb5d4313efb4defc5401df695903ced1f64c8,,,,,,,1989/08/14,Technosoft,us,,,,,,,,,4,,,,
@,,744519e7cc320af9f1582939234cd79e1826ff66,,,"Butt Babies and Tranny Tramps: Abnormal Family",,,,2008,"Holy Teste",,,,,,,,,,"Battletoads & Double Dragon - The Ultimate Team",,,,
"Champions World Class Soccer",,7445c97745c395a854bebfa402bbb137715fe8d4,,,,,,,,,xw,b,,,,,,,,,,,,
@,,7449211c3d94d89156649e05b171a1e814da1d0c,,,"Bill Walsh Montana",,,,2014/04/22,"Classic Genesis Sports",,,,,,,,,,"Joe Montana Football",,,,
@,,745d52b8f18aacc5718a97c3cadf60067420ce45,,,"Fatal Fury",,,,1993/02,Takara,us,,,,,,1,,,,,,,
@,,746e19ae5f30e165dcddb4c0a216d699775bd988,,,"Disney's Aladdin",,,,1993/10,Sega,us,,,,+1,ru,,,,,,,,
"Addams Family",,7478983acedaa8fafa7ff4b294da5b2f73aca346,,,,,,Beta,1993,"Flying Edge",,,,,,,,,,1,,,,
@,,748828957360cd7c8155c5b0ae032c06f9b08a7f,,,"Power Monger",,,,1993/03,MopoZ_Kovalyov,"eu,us",,,,,ru,,,,,,,,
@,,749ca4783ad57e3cacd345c6f60fc863e2f529e7,,,"Battle Mania Daiginjo",,,,1993/12/24,"VIC Tokai",jp,,,"equalized sound Boyfinn",,,,,,,,,,
@,,749fe1f7581352562a38997cb7323019b6ff1d93,,,Lobo,,,proto,1996/04,Ocean,,,,,,,,,,,,,,
@,,74a1d84ccde678d9209f7aa872b50f0a98ec07aa,,,"Dynamite Headdy",,,proto,1994/06/22,Sega,,,,,,,,,,,,,,
Sub-Terrania,,74a3d422e728bc32abc73e116228e7c9488f3155,,,,,,,,,eu,b,,,,,,,,,,,,
"Dick Tracy",,74aaae1c2bc8d5b12b569d37d557df599d3c20c0,,,,,,,,,xw,!,,,,,1,,,,,,,
@,,74ac0797b3701dd99af7ad26dca54d9482055ab6,,,"Sonic the Hedgehog",,,v0,1991/06/23,Sega,"eu,us",,,"spike bug",,,,,,"add spindash Mariofan0",,,,
@,,74b701be56a7a7ba286dcf354fbe646d0b9ce73a,,,"Taz in Escape from Mars",,,proto,1994/06/14,Sega,,,"Taz-Mania 2 - Escape from Mars",,,,,,,,,,,
"Bahamut Senki",,74b77f1a063a8ad0e0f5cdc1916373254f7cb81a,,,,,,,,,jp,b,,,,,,,,,,,,
"NBA All-Star Challenge",,74c3e1c97f045b15d895e5b17d500e9f3f544819,,,,,,,,,ue,,,1,,,,,,,,,,
Soft,,74c572629d35f51e84cdbf8c749a84ddc9d8f032,,,"International Karate +",,,,,,,?,,,,,,,,,,,,
@,,74c7de9dc403c3b9a654a4bbc2cd137ac8a00f42,,,"Cave Story: Doukutsu Monogatari",,,v0.5.0,2018/02/19,"Grind, Andy",,,,,,,,,,,,,,
"Shadow of the Beast",,74c8d42723a23873f0388b46484889c79ef57ad5,,,,,,,1991/11,"Electronic Arts","eu,us",b,,,,,,,,,,,,
@,,74e27ab1931cb85efcffca2d352156fb3a97cefd,,,"Ayrton Senna's Super Monaco GP II: Complete 1991 Season",,,v2.0,2014/03/22,tag2015,,,,,,,,,,"Ayrton Senna's Super Monaco GP II",,,,
"J. League Pro Striker Final Stage",,74e4a3ac4b93e25ace6ec8c3818e0df2390cffa2,,,"Pro Striker Final Stage",,,,1995/08/04,Sega,jp,,,,,,,,,,,,,
"Phantasy Star IV: End of the Millenium",,74e85300a0163ea61b9d8d0944c76c50320a924f,,,,,,,1995/01,Sega,us,b,,,,,,,,,,,,
