"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,d21ca5228fd1d8862b837c66a53adf203d988757,,,"Virtual Bowling",,,,1995,Athena,jp,,,,,,,,,2,@,,,
@,,d2d097f8f4cd1817f59f687bb07c60e5437a828d,,,GoSub,,,"v20090424 / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,d2e24003f3b8ab5f73dba0f3fabb683c506abb30,,,Insecticide,,,,2014,"Read, Chris",,,,,,,,,,,@,,,
@,,d3b04a8dcc088a1ab2ddb7aed64601c6b753738a,,,"VUE Snake",,,"v1.0 /",2009,"Radke, Christian",,,,,,,,,,,@,,,
@,,d3c18ac325cc1ddebb1a788f22b69e3068929679,,,GoSub,,,"v20090805 / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,d463ccaf71f20c4ac00f7d798134d0b6662a30c7,,,"VB Rocks!",,,,2002,"Radke, Christian",,,,,,,,,,,@,,,
@,,d6351bab5aa73dbb2be68a7b6d52d5f9898f180c,,,"Chrono Trigger Run Demo 1",,,,2009,MrSparkle,,,,,,,,,,,@,,,
@,,d8eb3ab8947f06c54fc3dc98d27ca1e7e0c5677e,,,"Virtual-E GL Demo",,,"v0.5 /",2008,"Covarrubias, Alberto",,,,,,,,,,,@,,,
@,,d96c9f8aac5b4ea012a8fe659bb68fb1159a9c6d,,,"Virtual Lab",,,,1995,"J-Wing / Nacoty",jp,,,,,,,,,,@,,,
@,,d98efbc0724ad4fa617150be613a4fe075eb5c07,,,"Space Squash",,,,1995,"Coconuts Japan Entertainment",jp,,,,,en,,,,,@,,,
@,,d9e010841f9e7930af4e3f216f55fe7c86d185d0,,,GoSub,,,"v20090417-i / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,daad9d40cbed6c608f80126b75fab6c1bd429eba,,,GoSub,,,"v20091106-1 / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,dc182360c7c8d26323db8921f09db76638e81ced,,,"Galactic Pinball",,,beta,1995,Nintendo,"jp,us",,,,,,,,,,@,,,
@,,dc7b74dbb1b4ff185acf086d5bed87560675745f,,,"Soviet Union 2011",,,"v20111104 / / beta",2011,"Horvat, Matej",,,,,,,,,,,@,,,
Waterworld,,dcc46484bd0acab0ac1ea178f425a0f5ccfb8dc2,,,,,,,1995,Ocean,us,!,,,,,,,,,@,,,
@,,dd9f38ea9ab73db1e2a5ab15c871b169e6e4b21b,,,"Virtual Boy Programming Introductory Demo",,,,2008,"Radke, Christian",,,,,,,,,,,@,,,
"Panic Bomber",,df5e63d3a55d0f58d797c723a021cf18195d4e58,,,,,,,1995,Hudson,us,b,,,,,,,,,@,,,
@,,e109d9982087e11785c65e761884da246d91a7e2,,,GoSub,,,"v20091116 / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,e3e82fd42f1ca66f45a30283b4e8d6342c4a0107,,,"VB Racing",,,,2008,"Kujaczynski, Martin",,,,,,,,,,,@,,,
@,,e404988011048a766c371ed5497a4166799a408e,,,Etch-A-Sketch,,,,2003,"Daderko, Pat",,,,,,,,,,,@,,,
@,,e4aeef6bf87d5b9dcda91428990b5ce1fa124257,,,"Sample Soft for VUE Programming",,,v1.0,1994,Nintendo,"jp,us",,,,,,,,,,@,,,
@,,e4b283e2a59bd54091845259e9d340cd87ce7bc3,,,"Super Mario",,,v20080905,2008,Jorgeche,,,,,,,1,,,,@,,,
@,,e61f642f53c569bfe30994794305fde41c27b80f,,,"Mandelbrot Explorer",,,"v20101109 /",2010,"Skiles, Collin",,,,,,,,,,,@,,,
@,,e7b28cafb0950969c8f0ea0df2288e0f8d418cc8,,,BLOX,,,"v1.0 /",2003,"Radke, Christian",,,,,,,,,,,@,,,
"Mario Clash",,e952331e9b53e4156e588d6a7d148d0d82d25894,,,,,,,1995,Nintendo,"jp,us",b,,,,,,,,,@,,,
@,,e98f840e8bd15bcbf01c904aff7a0b68b6016b6c,,,GoSub,,,"v20090414-2 / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,e9cf0f036d1af79c2c823443fb477b5371720edf,,,"Reality Boy Demo 3",,,,2000,"Tucker, David",,,,,,,,,,,@,,,
@,,ea590a221e3ae85ef3490557465d84cfc1f10b3c,,,"Jack Bros.",,,,1995,Atlus,us,,,,,,,,,1,@,,,
@,,eae32e4c1472827b06d705dccbcfc77f613f4bde,,,"Virtual League Baseball",,,,1995,Kemco,us,,,,1,,,,,,@,,,
@,,eafc5d737d741f1a93a87ba7bd80d087e31ddad6,,,"Jack Bros.",,,,1995,Atlus,us,,,,,,,,,2,@,,,
@,,ebb82baf825728ce79d1dd1bf7d6fef53beb0c2a,,,"Wavs Demo",,,,2009,@,,,,,,,,,,,@,,,
@,,ec2d05de0ee7652fe5421c12e5e0ea0d98f508d3,,,GoSub,,,"v20091006-2 / / beta",2009,"Read, Chris",,,,,,,,,,,@,,,
@,,ed804b27d87c8329a7b9185ae8e4b1ea3f5d5b77,,,"Virtual Bowling",,,,1995,Athena,jp,,,,,,,,,1,@,,,
@,,ef0d0f1662130c730b54630bdcb3aa416de9d32f,,,"VbJAEngine Demo 6",,,,2007,Jorgeche,,,,,,,,,,,@,,,
@,,f2105349dff09bdc00e4548460991dde9ac7c2af,,,BLOX,,,"v1.1 /",2003,"Radke, Christian",,,,,,,,,,,@,,,
@,,f29c06afb49930b06c81f2e5432bf2df3e4e752d,,,"Snowball Wars",,,"v20070803 /",2007,Jorgeche,,,,,,,,,,,@,,,
@,,f2e122a99098ede24a33fe7c79d11324518f56cf,,,"Virtual League Baseball",,,,1995,Kemco,us,,,,2,,,,,,@,,,
@,,f4a4c7928f15102cf14c90c5f044e5f7cc7c32f9,,,"Nester's Funky Bowling",,,,1996,Nintendo,us,,,,,,,,,,@,,,
"Red Alarm",,f5057fa9bfd9d60b9dcfc004cfdd12aa8eb1cb4a,,,,,,,1995,"T&E Soft",jp,!,,,,,,,,,@,,,
@,,f6848cc8a635ae90fd7dcc31fbcf0eab4571891b,,,"VbJAEngine Demo 3",,,,2007,Jorgeche,,,,,,,,,,,@,,,
"Space Squash",,f7863608228b2ee89e67c67d4e4b1275efe97ed0,,,,,,,1995,"Coconuts Japan Entertainment",jp,b,,,,,,,,,@,,,
Waterworld,,f94aeb9c62e5951c37c5720e4ccca063317fd059,,,,,,,1995,Ocean,us,b,,,,,,,,,@,,,
@,,faa4748e1f68d0190294378fc2ab537f2cc9d4c4,,,"Sample Soft for VUE Programming",,,v1.2,1995,Nintendo,"jp,us",,,,,,,,,,@,,,
@,,fd748c201181578f0ac8ec63d984d9a81fc72939,,,"Panic Bomber",,,,1995,Hudson,us,,,,,,,,,3,@,,,
@,,ff0762a469b1df51008c646d1439cf5462070743,,,"VbJAEngine Demo 2",,,,2006,Jorgeche,,,,,,,,,,,@,,,
V-Tetris,,ff7d4dfc467e6e0d3fe8517102132a65a9d17589,,,,,,,1995,"Bullet-Proof Software",jp,,,,,,,,,,@,,,
