"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"WWF WrestleMania: Steel Cage Challenge",,59e2fab18a0244efcc9cb9ad1e4ed3a1c777948d,,,,,,,1993,"Acclaim | Flying Edge",xw,!,,,,,,,,,,,,
Lemmings,,5a79b6fa15b7085fc7062945f0e6d469d49871e1,,,,,,,1992,"Probe | Psygnosis | Sega",xw,,,,,,,,,,,,,
Devilish,,5b1d4295920ebe4d6d9b9610764939b2aaa6c598,,,,,,v1,1991,Genki,jp,?,,,,,,,,,,,,
"George Foreman's KO Boxing",,5b3e3e3b88079108a4379c2428e70007d62c7b51,,,,,,,1992,"Acclaim | Flying Edge | Sims",eu-us,?,,,,,,,,,,,,
"Sonic Chaos",,5b5b7d9cd8adf0f8e1ee15fd4557828f91dfdca1,,,"Sonic the Hedgehog Chaos",,,,1993/11,Sega,br-eu-us,!,,,,,,,,,,,,
"Wonder Boy III: Dragon's Trap",,5c4d25432512852f48f22280544bd7d034aab744,,,"Monster World II: Dragon no Wana",,"Monster World 2 - Dragon no Wana",,1992,Sega,jp,?,,,,,,,,,,,,
"Sonic Drift 2",,5c6e8f7471b146927997a744e6adb3a889ee5219,,,,,,,1995,Sega,jp,b,,,,,,,,,,,,
"Buster Fight",,5c87048082a95acd6bc27b98f85bda731617c739,,,,,,,1994,Sega,jp,?,,,,,,,,,,,,
"Land of Illusion Starring Mickey Mouse",,5cc1a27f801491971e20551b9b9b4388245c0478,,,,,,,1993,"Disney | Sega",jp,?,,,,,,,,,,,,
"Lucky Dime Caper Starring Donald Duck",,5cc5caa887a63c580c1e3ff344a4b0ade643f24b,,,"The Lucky Dime Caper Starring Donald Duck",,"Lucky Dime Caper Starring Donald Duck",,1991,Sega,us,!,,,,,,,,,,,,
"Madou Monogatari 1: 3-Tsu no Madoukyuu",,5ccd474cefcb8e086e2e1f77c0fdd5c1d2bf82e7,,,"Madou Monogatari I: 3tsu no Madoukyuu",,"Madou Monogatari 1 - 3tsu no Madoukyuu",,1993,"Compile | Sega",jp,?,,,,,,,,,,,,
"Wheel of Fortune",,5d3ce8b008e81bdda2e12b8036b4efb6dff69b9f,,,,,,,1993,GameTek,eu-us,!,,,,,,,,,,,,
"Buster Ball",,5d67f38ec0c2e577a7ad88915849da696ad162aa,,,,,,,1992,Riverhill,jp,?,,,,,,,,,,,,
"Batter Up",,5f65fe75d2575d96824e868cc43d0336694e6ae1,,,"Gear Stadium",,,,1991,Namco,jp,b,,,,,,,,,,,,
"Ronald in the Magical World",,5f9afdd5720f88f7cc18715f8e50fc5635b15323,,,"Ronald in The Magical World",,,,1994,Sega,xw,?,,,,,,,,,,,,
"Surf Ninjas",,5fbfff8684393f83c27d24b06fe643da59f46c28,,,,,,,1993,Sega,eu-us,b,,,,,,,,,,,,
"!Public Domain",,602d68fd0c334990219059b59f125382bf20e0fd,,,"Zoop'em Up",,,v1.00,2002,"Konrad, Martin",,?,,,,,,,,,,,,
"Astérix and the Great Rescue",,6083f57bc33c761ebf06b7c7512d1ee10bf619c8,,,,,,,1994,Sega,eu,!,,,,,,,,,,,,
"Ninja Gaiden",,60bc3e5c43017d30b09fa372db1681a20a6bb705,,,,,,,1991,"Sega | Tecmo",eu-us,?,,,,fr,,,,,,,,
"Tale Spin",,60e5c27a07a69969ea1ba830cc82df33a5fbf227,,,,,,,1993,Sega,eu-us,?,,,,,,,,,,,,
"Ecco the Dolphin 2: Tides of Time",,61913f6803977bb54fda7c3d969dc2c0f7c6da62,,,"Ecco: The Tides of Time",,"Ecco - Tides of Time",,1994,"Novotrade | Sega",us,!,,,,,,,,,,,,
"Marble Madness",,61a6a04b59e8f5941b253ae977ec2bfe3737325f,,,,,,,1992,"Atari | Tengen",xw,b,,,,,,,,,,,,
"Virtua Fighter Animation",,6200ffafdb6ec3e4bfdfe44d3b343de43d440785,,,,,,,1996,Sega,us,b,,,,,,,,,,,,
"Greendog: Beached Surfer Dude!",,626592d8b3870d08f663d3fe69eb84b01cf24850,,,,,,,1993,Sega,xw,b,,,,,,,,,,,,
Megaman,,62c647a80b359183b2ac13764b091f34d0d7c5b8,,,"Mega Man",,,,1994,"Capcom | U.S. Gold",xw,b,,,,,,,,,,,,
"R.C. Grand Prix",,6370537c2c8ce4036d411165931c5f930b08c41f,,,,,,,1992,"Absolute Entertainment",eu-us,b,,,,,,,,,,,,
Megaman,,63be463206f56bef04f6a54f968f7b9d48fadd3d,,,"Mega Man",,,v1.00,1994,"Capcom | U.S. Gold",xw,?,,,,de,,,,,,,,
"Phantasy Star Adventure",,642a485e31d004a569ff6dd71a458338fdbf19a0,,,,,,v1.00,1992,Sega,jp,?,,,,en,,,,,,,,
"Crayon Shin-chan: Taiketsu! Kantam Panic!!",,65bcbd89637b8e6837cf36c7f1241eacf85abaa9,,,"Crayon Shin Chan: Taiketsu! Tankam Panic!!",,,,1995,Bandai,jp,?,,,,,,,,,,,,
"Honoo no Doukyuuji: Dodge Danpei",,66032cc214d728b2f1c59ad2934277e378b36865,,,,,,,1992,Sega,jp,?,,,,,,,,,,,,
"World Series Baseball '95",,66d31ed6bb6dfedd769bf5e6c5dcbf899f2f2c8c,,,,,,,1994,Sega,us,!,,,,,,,,,,,,
"Incredible Crash Dummies",,6858554fc26f2382a262736854496e11f0925d40,,,,,,,1993,"Acclaim | Flying Edge | Teeny Weeny Games",eu-us,?,,,,,,,,,,,,
"Shining Force Gaiden: Final Conflict",,6886ee7bc19cf359fe540618b579fc1928aff357,,,,,,,1995/06/30,Sega,jp,?,,,,en,,,,,,,,
"Lunar: Sanposuru Gakuen",,6941a617efc20a5c887399285bd9435109118880,,,,,,,1995,"Game Arts",jp,,,,,en,,,,,,,,
"Shining Force Gaiden: Final Conflict",,694f44ae4112abffa0f0dcf2ff2268e742ef0c26,,,,,,,1995/06/30,Sega,jp,b,,,,,,,,,,,,
"Prince of Persia",,69747c99c31f41debce781a435d8c5260b58ca8c,,,,,,,1992,Broderbund,us,b,,,,,,,,,,,,
"GG Doraemon: Nora no Suke no Yabou",,6976b170879767889994b1e763a52726aa62ed98,,,,,,,1993,Sega,jp,?,,,,,,,,,,,,
"Madden NFL '95",,69d900be52502a4630ebcf9073175d8af45b655d,,,,,,,1994,"Electronic Arts | Tiertex Design Studios",xw,?,,,,,,,,,,,,
"Head Buster",,6a45789007f22f96775380061f1294117af27be8,,,,,,,1991,NCS,jp,b,,,,,,,,,,,,
Wimbledon,,6aa588e0aa93c5c74c80f7044de49933291af4e9,,,,,,,1992,Sega,xw,!,,,,,,,,,,,,
"Batman Returns",,6aa899e56d633b21bc83cc72d7e32a34bf44ccdb,,,,,,,1992,Sega,xw,b,,,,,,,,,,,,
"Nazo Puyo",,6ad654e11067ed12437022fcf22b9fea9be7ac46,,,,,,v0,1993,"Compile | Sega",jp,!,,,,,,,,,,,,
"Crystal Warriors",,6b03183b7183de17ad6fbc9938599d3d18badc1a,,,,,,,1992,Sega,xw,!,,,,,,,,,,,,
"Wagyan Land",,6b74f3fddabd52ac6bb1b812043537154f8a43c5,,,Wakiyarando,,,,1991,Namco,jp,?,,,,,,,,,,,,
"Desert Speedtrap Starring Road Runner and Wile E. Coyote",,6b88fb212f0556ea57e01a3a1cd5123db5631e28,,,,,,,1993,"Probe | Sega",us,!,,,,,,,,,,,,
Aladdin,,6ba0c00b614f56c75854f2668cb3c3bde31ca84d,,,,,,,1994,Sega,eu-us,?,,,,pt,,,,,,,,
"Magic Knight Rayearth",,6c13e3b9bb24eafc1186c5ffa322b1f40c676b3d,,,"Mahou Kishi Rayearth",,,,1994,Sega,jp,!,,,,,,,,,,,,
"Desert Strike: Return to the Gulf",,6ce3e671d3b2fc80e89898bebe6932948f2c7bb6,,,,,,,1992,"Domark | Electronic Arts | Tiertex Design Studio",us,b,,,,,,,,,,,,
"Quiz Gear Fight!!",,6ce8ff78d96a1a0e13997489d1a53b5a57a619c2,,,,,,,1995,Sega,jp,?,,,,,,,,,,,,
"Primal Rage",,6d193840463722ed141ed503c2cfc7ae0077ce35,,,,,,,1995,"Probe | Time Warner Interactive",xw,!,,,,,,,,,,,,
"Dragon Crystal",,6d53f32001d419a5b5e9c16cb62e07e548d2f44a,,,,,,,1990,Sega,eu-us,!,,,,,,,,,,,,
"James Bond 007: Duel",,6e2124b40db7d1fc22b4f1e41565710500611d8e,,,,,,v1,1993,Domark,eu-us,!,,,,,,,,,,,,
"Winter Olympics: Lillehammer '94",,6f9942792072626f1322e11835dbc5e2e94aa718,,,"The XVII Olympic Winter Games: Lillehammer 1994",,"XVII Olympic Winter Games - Lillehammer 1994",,1993,"U.S. Gold",eu-us,!,,,,,,,,,,,,
"Sonic Chaos",,6f9a8dd31ecc4bb626ad9f39fc97e73e3656a197,,,"Sonic the Hedgehog Chaos",,,,1993/11,Sega,br-eu-us,b,,,,,,,,,,,,
"T2: Arcade Game",,7023ee3d5be9ea00cdf949ce94d4bc758f54a672,,,,,,,1993,"Acclaim | Arena Entertainment | Midway | Probe",xw,b,,,,,,,,,,,,
Mappy,,708cb112c63e3171ea86e8ffe06a80c93f17a241,,,,,,,1991,Namco,jp,?,,,,,,,,*,,,,
Junction,,70cac7959d29903ad22316e9f5edf60834381d27,,,,,,,1991,Micronet,jp,?,,,,,,,,,,,,
"Eternal Legend: Eien no Densetsu",,717b4e33cf3956e4194b912533bf1b7bf9d20725,,,,,,,1991,Sega,jp,!,,,,,,,,,,,,
"Madden NFL '96",,73fb57977b2e1aa96003b4c15a38885ccd3f51a1,,,"Madden 96",,,,1995,"Black Pearl Software | Electronic Arts | Tiertex Design Studio",eu-us,!,,,,,,,,,,,,
"Kinetic Connection",,7447e0ad5e8e14c3ae05a274d393ca34de044855,,,,,,,1991,Sega,jp,?,,,,,,,,,,,,
"Solitaire Poker",,7478a2f641fa371999f2c9f0a1efd9917615be5f,,,,,,,1991,ASCII,eu-us,!,,,,,,,,,,,,
"MLBPA Baseball",,74c7433ae9807a0042741d1945472eafd88b48cd,,,,,,,1995,"Beam Software | Electronic Arts | High Score Productions",us,!,,,,,,,,,,,,
"Dunk Kid's",,7525923ba2531d5079d66b2b1156cb5e7d44c66a,,,"Dunk Kids",,,,1994,Sega,jp,?,,,,,,,,,,,,
"Puzzle and Action: Tanto-R",,75f54793ac09e22e0be1864ea16e68b2fb4610ff,,,"Puzzle & Action: Tanto-R",,,,1994,Sega,jp,?,,,,,,,,,,,,
"Predator 2",,76464809826a0ceed7cfd68a8fe5e06c06bd96fc,,,,,,,1992,"Acclaim | Arena Entertainment | Teeny Weeny Games",xw,!,,,,,,,,,,,,
"Sylvan Tale",,76a2b07bbfffb5d32545a766b8811146f4fa9b9b,,,,,,v1.00,1995,Sega,jp,?,,,,en,,,,,,,,
"Majors Pro Baseball",,76f3c504d717067134a88f7f1d0ef38bd6698e50,,,,,,,1992,Sega,eu-us,!,,,,,,,,,,,,
"Batman Forever",,775ecf7ba87345c2f89f0e9d6e55544db8878786,,,,,,,1995,"Acclaim | Probe",xw,?,,,,,,,,,,,,
"Prince of Persia",,77772ebd83b426a785292d37cb1551d1d5d17e28,,,,,,,1992,Broderbund,us,b,,,,,,,,,,,,
"GP Rider",,7777f091c8b540d3248fd7c0fb21e742af6f0ede,,,,,,,1994,Sega,eu-us,!,,,,,,,,,,,,
"Sports Trivia",,7787c8f0178829fc2ce25930ad91f0b712fa3625,,,,,,,1995,"Adrenalin | Sega",xw,!,,,,,,,,,,,,
Battletoads,,77a284b993c6f60652d88468b836d7a2ee7b4600,,,,,,,1993,"Rare | Tradewest | Sega",eu-us,?,,,,,,,,,,,,
"OutRun Europa",,77c7770a19916e3ff7c69e45df2cc8c046fb849c,,,,,,,,,eu-us,!,,,,,,,,,,,,
"Sports Illustrated Championship Football & Baseball",,781bc3ef9fbbbfcb5452dad99633b65c172b62fa,,,"Sports Illustrated: Championship Football & Baseball",,,,1995,"Black Pearl Software | Unexpected Development",eu-us,!,,,,,,,,,,,,
"Prince of Persia",,7820699ee6b214f3f02f724f4d7891184caf93f8,,,,,,,1992,Broderbund,us,!,,,,,,,,,,,,
"!Public Domain",,786592a4047e94a26f872c9a00e9278b654895e5,,,"GG Nibbles",,,v1.0,2000,"Konrad, Martin",,?,,,,,,,,,,,,
Wolfchild,,7889b67ee0e5c884fa267688aad4b6c23849268c,,,,,,,1993,"Core Design | Virgin",us,!,,,,,,,,,,,,
"Shining Force II: Sword of Hajya",,789734c4a837dffd2ad3e2c8de22cbd83836580d,,,,,,,1994,Sega,eu-us,?,,,,,,,,,,,,
"Super Off Road",,7921f705f52c58f211209b1b1ae3dceff1c75dab,,,,,,v1,1993,Virgin,eu-us,b,,,,,,,,,,,,
"Ultimate Soccer",,7994621926628d2376a75e8d90cd066d48a4d502,,,,,,,1993,"Rage Software | Sega",xw,?,,,,,,,,,,,,
Cliffhanger,,7aaf4f7afc2af8dfbf9cc84c7db48788ab1b2d83,,,,,,,1993,Sony,eu-us,!,,,,,,,,,,,,
"Kawasaki Superbike Challenge",,7b0801c4ad6c15546f61decf2620f198b990425d,,,,,,,1994,Domark,us,!,,,,,,,,,,,,
"Micro Machines",,7b2d39b68622e18eac6c27fd961133b1d002342b,,,,,,,1993,Codemasters,eu,?,,,,,,,,,,,,
"PGA Tour Golf II",,7c14253cd07d386cdcd01a130bc1210ba61dfa42,,,,,,,1993,"Time Warner Interactive",eu-us,b,,,,,,,,,,,,
"Ecco the Dolphin",,7c6c8f44d5aa799726adc3a9e21c9f35cacea87f,,,,,,,1994,Sega,eu-us,b,,,,,,,,,,,,
"Galaga '91",,7cd59fc473b9b1a1fdd659fdec2ae6cb1d3f471a,,,,,,,1991,Namco,jp,?,,,,,,,,,,,,
"Fatal Fury Special",,7ce20ca34b7bc91ba7e73f830b40830ad6bafbc8,,,,,,,1994,"SNK | Takara",us,?,,,,,,,,,,,,
"Sonic The Hedgehog",,7dbbbca2229e74fcb8f90ec794aa6e5cb168e489,,,"Sonic the Hedgehog",,,v1,1991,Sega,eu-jp,!,,,,,,,,,,,,
Aladdin,,7ddfd53e91d8220e4238d3994921bf18fe383717,,,,,,,1994,Sega,jp,?,,,,,,,,,,,,
"True Lies",,7ee525e68b9f3bca2a5bdd6de14711108dcbc288,,,,,,,1995,"Acclaim | Beam Software",xw,?,,,,,,,,,,,,
"Phantasy Star Gaiden",,7eeac3b67b867063ad2dbc8cbff20075fadbf6f4,,,,,,v3.0Smallfont,1992,Sega,jp,?,,,,en,,,,,,,,
"Ax Battler: Legend of Golden Axe",,7fe430313030eb44aa1fe4742bfee344b025f466,,,,,,v2.4,1992,Sega,jp,?,,,,es,,,,,,,,
"Revenge of Drancon",,7ff0f0757c7b2e84d99a4291656d74a20ec2651d,,,"Wonder Boy",,,,1990,Sega,jp,?,,,,,,,,,,,,
"Sonic The Hedgehog",,7ff6810e4ac03e04584243995c3fd54b77896c23,,,"Sonic the Hedgehog",,,Beta,1991,Sega,xw,!,,,,,,,,,,,,
"Pro Yakyuu '91",,804cfac0a7578c3fd625f0084a24afa26a2dc015,,,"The Pro Yakyuu '91",,"Pro Yakyuu '91",,1991,Sega,jp,?,,,,,,,,,,,,
"Sylvan Tale",,806314b16e185f1c91b78e23c17ed4196e9fb377,,,,,,v1.00,1995,Sega,jp,?,,,,en,,,,3,,,,
"Desert Strike: Return to the Gulf",,80b91bdf20605d940401738202c473df632d0765,,,,,,,1992,"Domark | Electronic Arts | Tiertex Design Studio",us,?,,,,,,,,,,,,
"Astérix and the Great Rescue",,821a0f9087001831fb9828fe2ef193877f960db6,,,,,,,1994,Sega,us,,,,,,,,,,,,,
"Bishoujo Senshi Sailor Moon S",,824e463d0be5c0e81205a475b5ad7e55c366e486,,,,,,,1995,Bandai,jp,?,,,,,,,,,,,,
"Terminator 2: Judgment Day",,833c94ea65a7c36349b2bb0b2b637116f54a6762,,,,,,,1993,"Acclaim | Flying Edge",xw,?,,,,,,,,,,,,
"Quest for the Shaven Yak Starring Ren Hoëk and Stimpy",,83bc52f669183f99accb078a454f786b5e320e40,,,"Quest for the Shaven Yak Starring Ren Hoek & Stimpy",,,,1993,Sega,us,!,,,,,,,,,,,,
"Psychic World",,84bd53b1e159eb6eedfd4e3c24c1e0f26a352b9d,,,,,,,1991,Sega,jp,b,,,,,,,,,,,,
"Smash T.V.",,85189e29f3f6b94f95723bc75571e9424df119f9,,,,,,,1992,"Acclaim | Flying Edge | Probe | Williams",us,!,,,,,,,,,,,,
"Batman Returns",,85994b2f506c7bded0b02a59d96b1d949e48d518,,,,,,,1992,Sega,xw,!,,,,,,,,,,,,
"Yuu Yuu Hakusho II: Gekitou! Nanakyou no Tatakai",,864a95683db4f7f52b6e3b2a1a7e1193edaf3fb9,,,,,,,1994,Sega,jp,?,,,,en,,,,,,,,
"Mighty Morphin Power Rangers",,86c4d12257faf355623f47f8fa22da23a3b36cd9,,,,,,,1994,"Bandai | Banpresto | Sega",us,!,,,,,,,,,,,,
"PGA Tour Golf II",,871b94f1ff63e2a89bc165382110d4f79df53fa3,,,,,,,1993,"Time Warner Interactive",eu-us,!,,,,,,,,,,,,
"X-Men: Gamemaster's Legacy",,872596d40aae1755c9dda99180cb165166267904,,,,,,,1994,Sega,eu-us,?,,,,,,,,,,,,
"!Public Domain",,88f03b73c812987b8b0de468f620990db2bc39b4,,,"GG Nibbles",,,v2.0,2000,"Konrad, Martin",,?,,,,,,,,,,,,
"Sonic The Hedgehog",,8923295c96b2e05da0a83a827fd709b033fc7332,,,"Sonic the Hedgehog",,,v0,1991,Sega,jp-us,?,,,,,,,,,,,,
"Jurassic Park",,89486678a6a065c56102296eebc7b25c5ef32d21,,,,,,,1993,Sega,jp,?,,,,,,,,,,,,
"!Public Domain",,8a097445b32eea169b1d20a6d030330c4a9a7908,,,"The Secret of Monkey Island Audio Demo",,"Secret of Monkey Island Audio Demo",v1.2,2001,"Konrad, Martin",,?,,,,,,,,,,,,
"!Public Domain",,8a2496b06e6105eef33339f1a4883a4b03182416,,,"The Secret of Monkey Island Audio Demo",,"Secret of Monkey Island Audio Demo",v1.6,2001,"Konrad, Martin",,?,,,,,,,,,,,,
"Ax Battler: Legend of Golden Axe",,8a640ff6af0b0e23a61ee0236e889ed695666ba8,,,,,,v1.5,1991,Sega,jp,b,,,,,,,,,,,,
Columns,,8b39ba23132af102b8dc313c5c1c211f4a4f27e1,,,,,,,1990,Sega,jp,?,,,,,,,,,,,,
"Bishoujo Senshi Sailor Moon S",,8c9f0dd78a0b981bf5475dd644a0486b60ff8da1,,,,,,,1995,Bandai,jp,b,,,,,,,,,,,,
"Robocop 3",,8de7c9ac95b734af9e3fbe5700ac4c6599799702,,,"RoboCop 3",,,,1993,"Acclaim | Flying Edge | Ocean",eu-us,?,,,,,,,,,,,,
"Daffy Duck in Hollywood",,8dfb1751bcbc61544c4bff84ee99541fd2e77989,,,,,,,1994,"Probe | Sega",eu,b,,,,,,,,,,,,
"Taisen Mahjong HaoPai 2",,8dfd49a2e740a232efc52ceefc85f51cf292d75e,,,"Taisen Mahjong Hao-Pai 2",,,,1993,Sega,jp,?,,,,,,,,,,,,
"Superman: Man of Steel",,8e0d837cf285d8669d30ef1328453949cea70a6a,,,,,,,1992,Virgin,eu-us,!,,,,,,,,,,,,
"World Cup Soccer",,8e1beab60e120924656d8a741a38b112abd7ef97,,,,,,,1993,"Sims | Tengen",eu-us,!,,,,,,,,,,,,
"Puzlow Kids",,8ea2e623858221c5d39eb1e0f6532a0b23b00305,,,,,,,1993,"Compile | Sega",jp,?,,,,,,,,,,,,
"Chuck Rock II: Son of Chuck",,8ee080538e87e0f39720c9254bb4a2d85f637967,,,,,,,1993,"Core Design",us,!,,,,,,,,,,,,
"NHL Hockey",,8f243a6011f769538349c968929a500aff7d3e6d,,,,,,,1995,"Electronic Arts",eu-us,!,,,,,,,,,,,,
Battleship,,8f681ee130246b6cab87527259fba5d12959c6ea,,,,,,,1992,Mindscape,eu-us,b,,,,,,,,,,,,
"Game Gear BIOS",,914aa165e3d879f060be77870d345b60cfeb4ede,,,,,,,1993,Sega,us,!,,,,,,,,,,,,
"Phantasy Star Gaiden",,914f1e693f396794a37b5d99acaf5db54fe529c2,,,,,,,1992,Sega,jp,!,,,,,,,,,,,,
"SD Gundam: Winner's History",,91be776ce4320c0ad3460a8a5142eeced0ac2d3c,,,,,,v0.99,1995,Bandai,jp,?,,,,fr,,,,,,,,
"Arena: Maze of Death",,91e411d979789f2e31dcfe94fb7f757815f60680,,,Arena,,,,1995,Sega,eu-us,!,,,,,,,,,,,,
"Popeye: Beach Volley Ball",,921e3922e1b550b6914fb06ba74d4661ef25a89e,,,"Popeye Beach Volley Ball",,,,1994,Technos,jp,?,,,,,,,,,,,,
"Kinetic Connection",,94693ebfcbab8c7ed7a5468c4742d37af6b6a031,,,,,,,1991,Sega,jp,b,,,,,,,,,,,,
"Factory Panic",,94beb8b6334bb9dc104ffdb0ad2bdd4964ed91a5,,,,,,,1991,Sega,eu-us,!,,,,,,,,,,,,
"NHL All-Star Hockey",,9556d7a49372ebc8cfe3ab43704ceade86d5fef5,,,,,,,1995,Sega,xw,?,,,,,,,,,,,,
"Cutthroat Island",,95d2012c4027228fda50ef434b53ae5633a7eb8c,,,,,,,1995,"Acclaim | Software Creations",eu-us,!,,,,,,,,,,,,
"Faceball 2000",,967c50a5b64adc6da7bc730900c267e45c90053a,,,,,,,1993,Riverhill,jp,!,,,,,,,,,,,,
"Sylvan Tale",,9752a9a7a3fc3d507bce1266b1befb51c3f7efaa,,,,,,,1995,Sega,jp,?,,,,,,,,*,,,,
"Phantasy Star Gaiden",,976bdbe9e0cad81c99c531f0bff35451cb84d887,,,,,,v3.0Largefont,1992,Sega,jp,?,,,,en,,,,,,,,
"Ayrton Senna's Super Monaco GP II",,982e0f447d9d459d279ddace6fd4d7c42185c535,,,"Super Monaco GP II",,"Super Monaco GP 2",,1992,Sega,jp,b,,,,,,,,,,,,
"!Public Domain",,99272405c0b4a6b3041a9a17825d6d7bf65fec77,,,"Shadow of the Beast Audio Demo",,,v1.6,2001,"Konrad, Martin",,?,,,,,,,,,,,,
"GG Shinobi Part II: Silent Fury",,99312827f84be0ba2b9bc32e5ddac6570a8a46fd,,,"The GG Shinobi Part II: The Silent Fury",,"GG Shinobi Part 2 - Silent Fury",,1992,Sega,xw,b,,,,,,,,,,,,
"Arch Rivals",,9a2260a9cb9564a18f50edc8149a9e1e517bf649,,,,,,,1992,"Acclaim | Flying Edge | Midway",xw,?,,,,,,,,,,,,
"!Public Domain",,9b23cb1894eb887384c2f25be6efb08e198f1f2a,,,"Chaos 89",,,,2000,"Doty, Charles",,?,,,,,,,,,,,,
"Rise of the Robots",,9ba2f734eccf5b2ceefaa69cebdf7399bc9032d8,,,,,,,1994,"Mirage | Time Warner Interactive",eu-us,!,,,,,,,,,,,,
"Andre Agassi Tennis",,9bd46e137723795a62cca429effcdd51f3b71257,,,,,,,1993,TecMagik,us,!,,,,,,,,,,,,
"OutRun Europa",,9bdd8e320a8c868c15c30a8582aeadf05d8c5002,,,"Out Run Europa",,,,1991,"Probe | Sega | U.S. Gold",us,b,,,,,,,,,,,,
"GG Shinobi Part II: Silent Fury",,9c284cc40222915ed665cadf4b8f389355bea7d8,,,"The GG Shinobi Part II: The Silent Fury",,"GG Shinobi Part 2 - Silent Fury",,1992,Sega,xw,b,,,,,,,,,,,,
"Pop Breaker",,9c358504d3c106dd62bd8981132b47cdb95903de,,,,,,,1990,"Micro Cabin",jp,?,,,,,,,,,,,,
"Tails' Skypatrol",,9cb440611e9e3a7957438698fede0978d568a807,,,,,,,1995,"JSH | Sega | Sims",jp,!,,,,,,,,,,,,
"Taisen Mahjong HaoPai",,9cd50acaab1c2452e5a231e1a5646c3c38b50d9c,,,"Taisen Mahjong Hao-Pai",,,,1990,"Arc | Sega",jp,?,,,,,,,,,,,,
"Simpsons: Bartman Meets Radioactive Man",,9dd99ca1b28dbb16f5f118e2729613d1452aba73,,,"Bartman Meets Radioactive Man",,,,1993,"Acclaim | Flying Edge | Teeny Weeny Games",eu-us,!,,,,,,,,,,,,
"Woody Pop",,9e7defda6873b7bca5650fad4426a6fb443522d8,,,,,,v0,1991,Sega,xw,?,,,,,,,,,,,,
"Super Golf",,9ecb48513621086ec6d5bffa1375914f21f393e4,,,,,,,1991,"Sigma Enterprises",jp,?,,,,,,,,,,,,
"Ax Battler: Legend of Golden Axe",,9f5bf2973225b8ee337fcec460829724a0c63d9e,,,,,,v2.4,1992,Sega,jp,?,,,,,,,,,,,,
Paperboy,,a1272765668027946352f004fcac8d8c6059b122,,,,,,,1992,"Atari | Tengen | Tiertex Design Studio",xw,,,,*,,,,,,,,,
"Indiana Jones and the Last Crusade",,a171c8f9ded70023588a3736f8b031d45b6c32de,,,,,,,1991,"LucasArts | Tiertex Design Studio | U.S. Gold",eu-us,b,,,,,,,,,,,,
"Simpsons: Krusty's Fun House",,a24fd153669e0c38d55ff939e1ea52b6a316ad0d,,,,,,,1993,"Acclaim | Audiogenic Software | Flying Edge",xw,!,,,,,,,,,,,,
"Desert Speedtrap Starring Road Runner and Wile E. Coyote",,a253283456010bd73d3bde209566f26b6f8c582f,,,,,,,1993,"Probe | Sega",eu,!,,,,,,,,,,,,
"Bugs Bunny in Double Trouble",,a29dabb90532ff6114437f28970203e16003c11e,,,,,,,1996,"Climax | Probe | Sega",eu-us,!,,,,,,,,,,,,
"Tempo Jr.",,a2d800d2836a03f81dd8f3dda23cd2d8bfff18a5,,,,,,,1995,Sega,xw,!,,,,,,,,,,,,
"Power Strike II",,a35592be881fc437b0774d92715c95e0a72aef93,,,,,,,1993,"Compile | Sega",xw,b,,,,,,,,,,,,
"Berenstain Bears' Camping Adventure",,a35bef59a59df2a6d3dc4b8d3fe2e4cc79464537,,,,,,,1994,Sega,eu-us,!,,,,,,,,,,,,
"Super Return of the Jedi",,a37858100903ad1e0224c870fe12419c25df90e0,,,"Super Star Wars: Return of the Jedi",,,,1995,"LucasArts | THQ",eu-us,!,,,,,,,,,,,,
Lemmings,,a3a25c91904b8899af879248da3f9fffbc487545,,,,,,,1992,"Probe | Psygnosis | Sega",xw,b,,,,,,,,,,,,
"Star Trek: Next Generation: Advanced Holodeck Tutorial",,a508ff0ea93390e42e2440ed4aca531047281c23,,,"Star Trek: The Next Generation",,"Star Trek - Next Generation",,1994,"Absolute Entertainment",eu-us,!,,,,,,,,,,,,
"Tails Adventures",,a606522dda19504dc3b33ecd2acbbaabc3f56223,,,"Tails Adventure ~ Tails Adventures",,,,1995,Sega,eu-us,b,,,,,,,,,,,,
"Simpsons: Bart vs. The World",,a620dd54ef602258b10b075995fd50fddb6af360,,,,,,,1993,"Acclaim | Flying Edge",xw,b,,,,,,,,,,,,
"Ernie Els Golf",,a8d75c2af514dc81ba4dc66a508384d730a77ce4,,,,,,,1994,Codemasters,eu,?,,,,,,,,,,,,
"Dynamite Headdy",,a8e3f447089537b52e40958c07610bfead82442d,,,,,,,1994,"Sega | Treasure",jp,?,,,,,,,,,,,,
Frogger,,a96c95189902a08d7ebc825cf876b2693a5e0f8a,,,,,,Prototype,1991,Sega,us,!,,,,,,,,,,,,
"!Public Domain",,aa86250cb06fba6f6bd1bea0cf3dda6d74d2cc24,,,"The Secret of Monkey Island Audio Demo",,"Secret of Monkey Island Audio Demo",v1.8,2001,"Konrad, Martin",,?,,,,,,,,,,,,
"Frank Thomas Big Hurt Baseball",,aab42351d96e32d46631c540bdfa43a621ab0e76,,,,,,,1995,Acclaim,us,!,,,,,,,,,,,,
