"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Eye of Typhoon, The",,46c72d1939b3acc3f1bfd7e86f6d3e0b4219fee2,,,"The Eye of Typhoon",,"Eye of Typhoon, The",,,,,?,,,,,,,,,,,,
