"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
Lampaoltogato,,2d8d27aa8eead1a4a6e062ce983a4a7ebf675bf1,,,,,,,,,,,,,,,,,,,,,,
@,,2defdc18fc21b32555d5f07278080df6b8d70844,,,ACE,@,,,1985,"Cascade Games",gb,,,,,,,,,,,,,
@,,2df4209035eca00dde9d179d28d7085a5b92a0ec,,,"SCN News #01",@,,"Language hu",19xx,@,@,,,,,,,,,,,,,
@,,2e0aa06a358d2aa1682733459e5e303cf0847c02,,,"Recall Collection 218",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,2e13bd99c3802ed8ba0857e8c7e4c218ce3f5173,,,"Magic Animations Creator",@,,"v 2.0; Language en; Copyright Freeware",1994/07/11,GFW,hu,,,,,,,,,,,,,
@,,2e192aec544d01d8bcd898649ca7153aad603ad1,,,"Recall Collection 043",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,2e30217a538dad4c1efea03f4ce8bef691606e3d,,,"Recall Collection 239",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,2e40538e6f5608e97fe21867d685c1e82982c879,,,"Recall Collection 440",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Crazy_Blocks_,,2e55c35cb2ca864fa66304fb1ed85e07b8a76523,,,,,,(onefile),,,,,,,,,,,,,,,,
Loncsi,,2e65c3dc57038a7ede435c52f0a98557af8e017c,,,,,,,,,,,,,,,,,,,,,,
@,,2e6939b36b249520f1d23fddab0ea44295f817b5,,,"Recall Collection 259",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,2e75a3a573209eb7d6e75a3cb813deb7131c1c64,,,Snakey,@,,,19xx,@,@,,,,,,,,,,,,,
Squij,,2e7f748474102e64ad378ebea4d227aa6496e091,,,,,,,,,,,,,,,,,,,,,,
Space_Trader,,2e8b0e8f4dadb32847f109bf3958d06a518e418a,,,,,,,,,,,,,,,,,,,,,,
Farbquadrat,,2e8c8f3eff087d6a11916f72e244be08181bb14e,,,,,,,,,,,,,,,,,,,,,,
ACE,,2e90ebe62f8d4250e47a638ba5a2612493cd173e,,,,,,,1985,"Cascade Games",gb,,,,,,,"Section 16",,,,,,
Jump_Jet_Sys25344,,2ea2ec9cf4341676b137773c2a9f3adbeb9e390d,,,,,,,,,,,,,,,,,,,,,,
Westbank,,2eaa5fdd30758b0fd717f9e556cf9d5ee0bbb2f9,,,,,,,,,,,,,,,,,,,,,,
@,,2eb5d25d1c5ec547d915d2421352f1f3669a6f81,,,"Recall Collection 135",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Telemuhele,,2eb96551eeb4d0b6f0f2b04ffcb17b6d59969eff,,,,,,,,,,,,,,,,,,,,,,
@,,2ebd16f74b9a9c74a9416d4dd73a129797c5c52c,,,"Vokabel Plus",@,,"Copyright Freeware",19xx,World-Soft,de,,,,,,,,,,,,,
Wega_Station,,2ec01de7f8e6d611ffe54ba7d4951e253daadc88,,,,,,,,,,,,,,,,,,,,,,
@,,2ec69773e80800b3d8a904889885f150e3466971,,,"Strip Poker",@,,,1986,Artworx,@,,,,,,,,,,,,,
Flowers,,2f0017ddd21141ef543d932860c166c83e13d9f1,,,,,,,,,,,,,,,,,,,,,,
@,,2f006cae6a94848cdd545c8694ce98644056918e,,,"Recall Collection 442",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,2f15260fbe31905df1b68a83de41e71606244290,,,"Recall Collection 686",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,2f1a6b1eafadbec5b58053805a14fb0e6ec89900,,,"Recall Collection 190",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
"African Safari",,2f219a71a99d0d30857a1e1b0a317b2a38dc7d2e,,,,,,"Copyright Freeware",19xx,,,,,,,,,,,,,,,
@,,2f2844e8871c0f3dce07b390ebef7d9a8b70bf39,,,Trailblazer,@,,,1986,"Gremlin Graphics",@,b,"b 1",,,,,Luca,,,,,,
@,,2f411d2aa4071145cba2fc60199a217a890724b6,,,"Windows Wizard",@,,"Copyright Freeware",19xx,@,de,,,,,,,,,,,,,
@,,2f77ac429b86fc3b6c068c48102ca7185be2dbd2,,,"Android Nim",@,,,1984,CBM,us,,,,,,,,,,,,,
@,,2f7f0034d19c3655dd1f84b803af12a99372e0bd,,,"Recall Collection 505",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Sorcerers_Castle,,2f869af663db7d7ca7f4fa5ec0d3dca28ca6a844,,,,,,,,,,,,,,,,,,,,,,
Tilitoli,,2f9112cbb7a284a1f024cc5ce0e8884f66257c63,,,,,,,,,,,,,,,,,,,,,,
Super_Poker,,2fae485497c61e0f0beda158761d472a6db198b9,,,,,,,,,,,,,,,,,,,,,,
@,,2fb7841507e33ee49b3da6db3c3851a7ff97d9cb,,,"Space Fiends",@,,,1985,"Magnificent 7 Software",@,,,,,,,,,,,,,
@,,2fc487b88d6022a1f86ca93d9f7ae054013453a6,,,"Recall Collection 371",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
"Mine Sweeper",,2fccd472aa10ddf4e388635c1fec5f6702212966,,,,,,"(Plus4); (PD)",1995,Ati,,a,"a 1",,,,,,,,,,,
Kikstart_6,,2fe26b61c0703b78f9850ab2249e72e8bc28d84b,,,,,,,,,,,,,,,,,,,,,,
@,,3001e9f9868f6ca94651590d32c91ad035f016d6,,,Mestopri,@,,,1986,"Kecskes, Istvan - Agocs, Laszlo",ru,,,,,,,,,,,,,
@,,3008f1d49fe918077b3d1cd210014081e0eadbd5,,,"Recall Collection 564",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Legionnaire_4,,300ce9fd803a794bb808375c6202f7e69e74309a,,,,,,,,,,,,,,,,,,,,,,
"Trans Logic",,305fc3e492e001802b3256d239b9600d5f6031fb,,,,,,"Copyright Public Domain",1995,"Gentlemen Software",,,,,,,,,,,,,,
Voracious_Eater_G1D00,,3066e5bd5644184853b2440ccc13076d61c82771,,,,,,,,,,,,,,,,,,,,,,
@,,308519c5c5e626d1148c5438f67a6a1288a85469,,,"Return of Rockman",@,,,1986,Mastertronic,@,,,,,,,,,,,,,
@,,308792b7ae2f8a6e2787846636dfa5dae7b797e8,,,"Graphic Bit Scroll",@,,"Copyright Freeware",19xx,@,hu,,,,,,,,,,,,,
@,,30995d1f20b45ca9bf4b577216842ebd577e253a,,,"Recall Collection 189",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,30b09daaae867a1a30524afa886dc58f97a0d4aa,,,"Summer Time",@,,"Language hu; Copyright Public Domain",1993,Coroners,@,,,,,,,,,,,,,
@,,30b546c3e2b4b62c665602dd2a571a18f0d48264,,,Myraid,@,,,19xx,"Marcel Wargowski",@,,,,,,,,,,,,,
@,,30f1af3a867dae682ff6087150a03806642ae264,,,"Recall Collection 469",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
"Astro Dif",,30faffbd22097bf5f670077a2bc3b9a12f1be4a6,,,,,,,19xx,,it,,,,,,1,,,,,,,
@,,31053fb113db24cb01d6d7301c1eee905c3f407b,,,"Pagemaker +4 PIC-Konverter",@,,"Copyright Freeware",19xx,@,hu,,,,,,,,,,,,,
Almatura,,311523b78f7290c7d8bf43386e09d02725299178,,,,,,,1987,Novotrade,hu,,,,,,,,,,,,,
@,,312b5da337056416e17d96ddb4128a072eb818b9,,,"Recall Collection 461",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,31323ac8ce822f9e5e444ba8b3d9d7107c1e0934,,,"Eoroid Professional",@,,,1993,"Delta System",@,,,,,,,,,,,,,
Soko-ban_MC,,3144a940db6107e24a823a66eb36823c8ef93cc3,,,,,,,,,,,,,,,,,,,,,,
Black_Ninja,,314e5a41340331ea16c149d2c8ad8d80fc5e2928,,,,,,,,,,,,,,,,,,,,,,
@,,31564b76aa1fe299b64ff25b108b0cd3de48353e,,,"Recall Collection 093",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Eat_Man,,315eab69745abc35d6a873a6c44676cb890a6cda,,,,,,,,,,,,,,,,,,,,,,
Killapede,,316aadb5124fcf87783e79576dbadc4c1fff59f5,,,,,,,1986,Players,,,,,,,,,,,,,,
@,,31710419c52334370604f40b3341ca98fb1f7181,,,"Green Beret",@,,"(Side A)",19xx,@,@,,,,,,,,,,,,,
"3D Glooper",,3176c8e603124859007e0a5736d0e04d71887187,,,,,,,1988,Audiogenic,gb,,,,,,,,,,,,,
Grungy_Towers,,318b68a14e75f01a06839e5a50d5cf7a9ce035f3,,,,,,,,,,,,,,,,,,,,,,
@,,3190102abef1f4ca6d2cf1b33ad9410b3661f5cb,,,"Stone Age",@,,"Copyright Public Domain",1994,WLS,@,,,,,,,,,,,,,
Mc_Stoney_1,,31b4a02e80b6f2c5976791031541c899767a963b,,,,,,,,,,,,,,,,,,,,,,
"Cave Guennie",,31b9888507a3a247e6789edc20bf71f700c92760,,,,,,"Copyright Public Domain",1990,A-System,,,,,,,,,,,,,,
@,,31ca0778c45fdd0528030f42775b67ba5146dc34,,,"Recall Collection 618",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,31cb02587b06d41f54340d5e765e3147ce22f368,,,Trailblazer,@,,,1986,"Gremlin Graphics",@,,,,,,,,,,,,,
BMX_Racer,,31eeab42be9a6c6be73a13e6717bc81fa74dd61d,,,,,,,,,,,,,,,,,,,,,,
@,,31f02411703943b2acddfcdad56767faac53afd9,,,"Alien Attack",@,,,1985,"Solar Software",gb,,,,,,,,,,,,,
@,,3206913252d28ecafbe686fcbd40c5fa7b1e8f9d,,,Enigma,@,,"Language en; Copyright Freeware",2004,ULTD,de,,,,,,,,,,,,,
@,,322307739e00c35688c7fbd1f50dd01994f33d0c,,,"Minin Nws #05",@,,"Language hu",1997/10,"Skoro Design",@,,,,,,,,,,,,,
High_Flyer,,322cf45e41bf315bdd2fc2c8629a3e3b1f6266ad,,,,,,,,,,,,,,,,,,,,,,
Rockman,,322cf7f0b1bdd85e2485b80c7db758bda3002e15,,,,,,,,,,,,,,,,,,,,,,
Baller_Burg,,32316b5f7183af2d568169992ed4b6d92092c926,,,,,,,,,,,,,,,,,,,,,,
@,,323d362dd20ebadad7e86fb23533e95bdf9bb55c,,,Kikstart,@,,,1986,"Mr Chip",@,,,,,,,,,,,,,
Deadly_Adventure,,325708fa5880237a46666ea433d1439daf75bf71,,,,,,,,,,,,,,,,,,,,,,
@,,326ea8c1a854b2392e0e297b9551d2f641fc6186,,,"Apple Panic",@,,"Copyright Freeware",1986,"Zilla, Andreas - K., A.",de,,,,,,,,,,,,,
@,,32a016c4b6f48d870c308f6cb99ca76bc0cc9143,,,"Recall Collection 369",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,32adfea267c74a408f3553f1a360da5206e3fb87,,,"Recall Collection 010",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,32d276d0f9c3ba95b7b5a34d65c535b983fbd965,,,"Recall Collection 027",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Chtulu,,3306dddf555baf53bc230dfe527d8e734028487d,,,,,,,,,,,,,,,,,,,,,,
@,,332a987335a059030e7a90db5e32235d363ce81b,,,"Recall Collection 639",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,333519c0184f2e0b9a2a28884bf4b9b785b82dad,,,"Recall Collection 227",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,33473f0295cd826e5730026e71f1e725c0b0a742,,,"Astral Attack",@,,"Language en; Copyright Freeware",1986,"Condor Soft",it,,,,,,,,,,,,,
@,,3354be6df3f822b14693ac22af8e7c6325d9e6fa,,,"IMBK News #11",@,,"Language hu",19xx,@,@,,,,,,,,,,,,,
@,,335b09d314052e0f30f5bd8a91f76c3004f6b9a1,,,"Hires Toolkit Demo",@,,"v 3; Copyright Freeware",19xx,"Maaskant, H.",@,,,,,,,,,,,,,
"Pokoli Torony",,3360d534559dd46d2373d847464f735386cf60c9,,,,,,"Language hu",1988,Mucsi,,,,,,,,,,,,,,
Gremlins_C16,,3362270a6268ec8798ee3ef125bad0c4e38315a4,,,,,,,,,,,,,,,,,,,,,,
@,,336375aff26d1a2f6a84752d1f6339e80eb703f8,,,"Recall Collection 431",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Ten_Little_Indians,,33681f5cc8a44f29e846a23b86dbff4263598e92,,,,,,,,,,,,,,,,,,,,,,
@,,336dfa5f50598febdc3d20e30144ceb8d9b68624,,,"Recall Collection 208",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,33990dd9647473e2711f1ae2811491ddb7531d33,,,"Recall Collection 131",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Hangman,,339ab18ee5ac4cac4ba780d0eca5ec75fc9d8bb4,,,,,,,,,,,,,,,,,,,,,,
@,,33aa91995049bdb9a599cb823345029eff611161,,,"Recall Collection 666",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,33b2a831afead02f70abb515727afdbb46cec0da,,,Tomcat,@,,,1989,Players,@,,,,,,,,,,,,,
"Army Force",,33b32ec1ca879a3e9d66b0fe84ab2219af62e82a,,,,,,"Video PAL; Copyright Freeware",19xx,,,,[SYS9610],,,,,,,,,,,
@,,33cb50972686858b2fb3a60d3b20f4ac83855fa2,,,"Recall Collection 432",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,33f6d4b0b98cf8e150428b3d785c5aab3fcf8c11,,,"Young Picasso",@,,,1986,PolSoft,@,,,,,,,,,,,,,
@,,33fb335470e04e53d926a8b86908cb5ef60ca7ed,,,"Recall Collection 053",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Fantasmi,,34039d647608602524a43dcb9f71a126785c0300,,,,,,"Language it",1986,"Editions Fermont",,,"[exorcist hack]",,,,,,,,,,,
@,,341d18b57b719f973dee9e1881da47ef8338ae95,,,"Tutti Frutti",@,,,1985,"Mr Chip",@,,,,,,,,,,,,,
@,,342a6059570769a39df2978a07efe63f098f8dc9,,,SVS-OS,@,,"Language en; Copyright Freeware",1990,FIRE,it,,,,,,,,,,,,,
@,,344f1106f0d77e8c937d2a82126b9e8c3d1a831f,,,Periodensystem,@,,"Copyright Freeware",1987,@,de,,,,,,,,,,,,,
@,,346400555279a9c03ca96f104316fa5757734ac7,,,Baseball,@,,,19xx,@,@,a,"a 1",,,,,,,,,,,
@,,3465be3337ffac9c261a44f53cd79d30dd384835,,,"Terror News #26",@,,,19xx,Terrorists,@,,,,,,,,,,,,,
@,,3467be4ff38cb9ebe6825352c484b91ce39a138c,,,"Dorks Dilemma",@,,,19xx,"Micro Projects",@,,,,,,,,,,,,,
@,,346d30a7f5702bde4cdb42fcdcbb89eec6641d5f,,,"Recall Collection 488",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,347ee39d9424ebb879c49ca13905da3739f3c4ea,,,GEOS,@,,"v 3.5; (Disk 1 of 4 Side A)",1985,"CBM264 Software",@,,,,,,,,,,,,,
"Demonok Birodalma",,34806a42805f28c007656abb558cdf9d33a11a90,,,,,,"Language hu",1989,Novotrade,,,,,"+1 DDT",,,DDT,,,,,,
Solo,,349b6b5de7a2d20f84383fb964b870ad4beb605c,,,,,,,,,,,,,,,,,,,,,,
"Dizzy: Prince Of The Yolkfolk",,34ac7da89bb9458df566981230051104446f6575,,,,,,,19xx,TGMS,,,,,,,1,,,,,,,
@,,34bef7ec2ca78e67b093c26d729ba79f651d47e8,,,"Alpha Moonbase",@,,"Copyright Freeware",1986,"Kosa, Zoltan",hu,,,,,,,,,,,,,
@,,34c0ce9c4d8afe97eb728f0d9a98e3f5d305563d,,,"Recall Collection 038",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Mac_I,,34d2e9824f9e9beb7744ee7e937dac7abac40bfb,,,,,,,,,,,,,,,,,,,,,,
Diabolo,,34dac11019b2ca350a0a15f937c124daf0639178,,,,,,,,,,,,,,,,,,,,,,
@,,34e9439c7714d095464a7035c6e5436ce2eec687,,,DX-maker,@,,"Copyright Freeware",1993,AMA,de,,,,,,,,,,,,,
@,,34eccd3864938672f9c861ed644b6eccb97b9715,,,Toolkit,@,,"v 5; Copyright Freeware",1996,BushRat,us,,,,,,,,,,,,,
"Hollywood Poker: Denise",,34f2cb75f159c55ce732fe433443e37ba7c86b2d,,,,,,,1987,"Golden Games",,,,,,,,,,H.C.S.,,,,
@,,34f7cd9032867cfa43dcb0bca990682b04cec608,,,Multi-Kalender,@,,"Copyright Freeware",19xx,@,de,,,,,,,,,,,,,
Careful,,3508c3c3ab0809da483f48484d3ef3bd4577184d,,,,,,,,,,,,,,,,,,,,,,
Flight_Path_737,,3533081c5b7c33a9295527ff7b849aa11514cc45,,,,,,,,,,,,,,,,,,,,,,
@,,353ee6584d73ff0760fe6f7a8487cc903eb120ec,,,"Recall Collection 063",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,3547c38470f12e636a9a2d9b7f9e6f01e4db1078,,,"Recall Collection 527",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,35595f73e77f1c21de1c0c6200c2638a89f67d1e,,,"Tom Thumb",@,,,1986,Anirog,@,,,,,,,,,,,,,
@,,355b42bac6ef15f468347f7668acc6bb60ee841f,,,"Color Converter",@,,"v 1.0; Language en",1990/12/27,Ceekay,de,,,,,,,,,,,,,
@,,357238833e0e0c7bfafc52507e9e6841d9475932,,,"Mr. Puniverse",@,,,1986,Mastertronic,@,,[SYS6900],,,,,,levels,,,,,
Skat_2,,35826a39b31fd35aefb4543ff9acb1242022f83c,,,,,,,,,,,,,,,,,,,,,,
@,,35a07d47490513b26dccbdce779f286d0b6b5f24,,,Plus-Extra,@,,"Language en; Copyright Freeware",2002,FIRE,it,,,SVS,,,,,,,,,,
@,,35af6671b506ce8fe1e86dda2ebc2d4088fab01c,,,"Recall Collection 177",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,35b09ac54f73366f4a308f823b309ccd7df1cfbf,,,Copy-88,@,,"Language en; Copyright Freeware",1988,Supy,hu,,,,,,,,,,,,,
"BMX Simulator",,35b0c25f7add831c794b7d666529d1f20b5820fc,,,,,,,1986,Codemasters,,,,,,,,N.I.K.S.,,,,,,
@,,35edf4b0b916d159e9206a1d5a61a82efbbc2432,,,"Recall Collection 380",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,35f023bc4ec1f16312871f08972fa938be04ef19,,,"Flight Sim",@,,,19xx,@,@,,,,,,,,,,,,,
@,,35f147fb6918b7b05c923e94d9a49c86a22a15b4,,,"Recall Collection 016",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Savage_Island_1,,35fa5c2f0834ee12c40d29358c9467951495b562,,,,,,,,,,,,,,,,,,,,,,
@,,3603ffb29d97f9cb6ac685318b4f4c87b3052a4d,,,"Recall Collection 300",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,360684fecd3251dadf4a4eade6401af84724fb31,,,"Recall Collection 273",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Gaertner,,3617453d680f7375bd829d02dac4abe4427429fb,,,,,,,,,,,,,,,,,,,,,,
Submarine,,361dbe95bad9328e7013b015c2603e200e35c3b0,,,,,,,,,,,,,,,,,,,,,,
@,,361e14da627fa9e270c4a76de4f629f84d335507,,,"Auto Zone",@,,"(Side B)",1987,Players,gb,,,,,,,,,,,,,
@,,3629df940aed128e4ba76054d426a0a57321ccb7,,,"Recall Collection 675",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,3632cc11809fe8375e49515e99e513debb6298f8,,,"Recall Collection 662",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,3634e69adf45a46b96b7b1b80adf57d69c53135a,,,"Recall Collection 063",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
The_Dynamitboy,,3636e22841f278e51be29ec3af532dad6a3dc7c6,,,,,,,,,,,,,,,,,,,,,,
@,,36605e87c2da8847f9cabbda77a2ae93e6a6a8aa,,,Smash,@,,,19xx,@,@,,,,,,,,,,,,,
Spy_Vs_Spy,,3662736e70e8026e5e3a6c553e0f57ed112a161a,,,,,,,,,,,,,,,,,,,,,,
Flight_Zero-one-five,,3664a79ac4483633238f745a06958cbbe9655566,,,,,,,,,,,,,,,,,,,,,,
Atlantis,,36669b76169e15289b64dd027f1db61afef26b9a,,,,,,,1985,Anirog,gb,a,"a 1",,,,,,,,,,,
Kikstart_5,,3671bbf697698a4c767c9ab657f0606739c48d79,,,,,,,,,,,,,,,,,,,,,,
"Into The Deep",,368dc1c81ae97cf5854d5652c23f48fe73c0c45b,,,,,,,1986,Firebird,,,,,,,,,,,,,,
@,,368f15eeaa5f2ea234a102ffd9157ae4f4705d33,,,Apokalipse,@,,"Copyright Freeware",19xx,"Orban, Krisztian",@,,,,,,,,,,,,,
Music_Maze,,36addc0474447537a809b70e5650395d68c3c097,,,,,,,,,,,,,,,,,,,,,,
@,,36b5ad7cc419b9478a00e94dc01ce8e7922f1bb8,,,"Recall Collection 544",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,36b8efd4319a44ce8e6d9a09adbd611d56147165,,,"The Exorcist",@,"Exorcist, The",,1984,CBM,@,a,"a 1",,,,,,,,,,,
@,,36d070833c5922ebbf735447a6febfdbd69770ff,,,"Recall Collection 011",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Idolabirintus,,36e9416d0b066fd21328661a33b9d7346a623868,,,,,,"Language hu",1987,Novotrade,,,,,,,,"KNM - CMS",,,,,,
@,,3702d417e625698a996fe2b418299f473737a2d8,,,"Bard's Tale III Editor +4",@,,"Copyright Freeware",1991,TGMS,@,,,,,,,,,,,,,
Kinkey_Dong,,37110a2576b5d0e6132638461078ec483cfbb16f,,,,,,,,,,,,,,,,,,,,,,
Go_Moko_G1100,,371aaf202db309de9de446a2d484b931bc6bf101,,,,,,,,,,,,,,,,,,,,,,
@,,3730c33e2789c74546160f375128142d9e358cbd,,,"Super Ball",@,,,19xx,@,@,,,,,,,,,,,,,
@,,373439a609d5e2e2fde31b8801a6681143284997,,,"Recall Collection 094",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,37348145d37d3568979a9e42e05259983cb59a65,,,Eliza,@,,"Copyright Freeware",19xx,"HSO Software",de,,,,,,,,,,,,,
@,,375de25f41250e0a2abfc7b439affca90b6f51eb,,,Spore,@,,,1987,Mastertronic,@,,,,,,,,,,,,,
@,,3763dd6c5be90bce99ca4ab76c10484ee42e4dc5,,,"Arthur Noid",@,,,1988,"Alternative Software",gb,,,,,,,,,,,,,
@,,3772d56c78db7200e826047298cd76d352aad46f,,,"4!Megatoolz for Plus4 Users",@,,"(Side A)",1992,"Prisoners Software Network",@,,,,,,,,,,,,,
@,,377b70b9918277f56ec7b936882b873f41c66fad,,,"Power Ball",@,,,19xx,"P Strassen",@,,,,,,,,,,,,,
Razos_Ut,,378257ea84b03f3f21de18085ed4f8d5874fa5ff,,,,,,,,,,,,,,,,,,,,,,
"Olympic Skier",,37908ac9b79a61631736a3aeae025230fb459f00,,,,,,,1985,"Mr. Chip Software",,,,,,,,,,,,,,
Snakepit,,379e16713fca9ea31f3e9d2786128721b27ee2d7,,,,,,,,,,,,,,,,,,,,,,
@,,37a0a2e496d23c702615ba844395665a2b2d6efd,,,"Recall Collection 153",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
Reversi_2,,37ddec2f52eb8b69273741ebf3fbe95a719cea86,,,,,,,,,,,,,,,,,,,,,,
City_Manager,,37e5404f2f198ab2d3279e9cd88423b72d13830f,,,,,,,,,,,,,,,,,,,,,,
@,,37e924d153e105dcaccb4db6b80559ed8b7054e7,,,Ambush!,@,,"Copyright Freeware",1980,"Bayman, Phil",@,,,,,,,,,,,,,
Snowball,,37ebb2f3d2d8adc42946f113593020e277a8aff5,,,,,,,1992,TGMS,,,,,,,,,,,,,,
Landung_Mars,,380f729699120b649cb42ac815e768477455663f,,,,,,,,,,,,,,,,,,,,,,
@,,38201686c4c432a5ea0178c1896f39a0131a1392,,,"Recall Collection 485",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
"Earth Invaders",,3828a05a2e95eb94c362aa68a5627329d277b33a,,,,,,"Copyright Public Domain",1992,MOI,,,,,,,,,,,,,,
"Torpedo Alley",,3828faa1b90ddb9f5d873be50f1e92f21fa0ddf9,,,,,,,1986,Firebird,,,,,,,,,,,,,,
Aliens,,386a84da20b92e0e587e5f04f04205f18d47c62b,,,,,,,1987,"Electric Dreams",gb,,,,,,,,,,,,,
@,,38980d0bf082d3ce90f0d0204bb8d36fce2bdbd1,,,"Recall Collection 199",@,,"(Side B)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
"Auto Zone 3",,38c0dc3e5fa226eee767e55b6e3ad76a37c17257,,,,,,"Copyright Freeware",19xx,,,,"[Auto Zone hack]",,,,,,,,,,,
@,,38c3c387f3afc77011b4445246df03d0e38b8618,,,"S.A.M. +4",@,,"Language en; Copyright Freeware",1988,Pigmy,hu,,,,,,,,,,,,,
Puck_Man,,38cab784fa84e91ddf7d3e232248cbb4dfb4d255,,,,,,,,,,,,,,,,,,,,,,
Pac_Mac,,38ec8ae0c746df8273309c428f596958cc2ff63d,,,,,,,,,,,,,,,,,,,,,,
White_Max,,38f0ad3a6b12a3f08415a41f15b18ff154d87875,,,,,,,,,,,,,,,,,,,,,,
Treck,,38fa24cb5a0573d514612844dbb944ad3b5b6409,,,,,,,,,,,,,,,,,,,,,,
Laser_Squad_1_3,,39027877dde6072cbf03621077f2e39f7daea680,,,,,,,,,,,,,,,,,,,,,,
@,,392ca5e84810331b5d0c40656085606e4fc80425,,,"Space Sweep",@,,,1984,"Mr Micro",@,,,,,,,,,,,,,
@,,392f5a41e076b15d63f9eede51ce40de7532b9f0,,,"Recall Collection 140",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
@,,393ad917f90cae7ba2d100051146e554ee4bb8e3,,,"Recall Collection 596",@,,"(Side A)",1997,"Dailly, Mike",@,,,,,,,,,,,,,
"Vegas Jackpot",,39465fc5153af19a22414cefb81d438aabdb5a13,,,,,,,1985,Mastertronic,,,,,,,,,,,,,,
Revs,,397997b1dce31cc344dde7b268c882a3346f8ae8,,,,,,,,,,,,,,,,,,,,,,
@,,397aafb94f2edd9e57a1c6d35e07419c07b707e5,,,"Arthur Noid II",@,,"Language en; Copyright Freeware",19xx,"Pit the Bytebuster",de,,"[Arthur Noid hack]",,,,,,,,,,,
@,,397ad26b314320d2ee7dad0a819245ce599a5eef,,,"Indoor Sports",@,,,198x,"Tynesoft Computer Software",gb,,,,,,,,,,,,,
@,,39a0f629ac3c54cee923fd6712b21f39dcc39fbd,,,"Bongo Construction Set C-16",@,,,1986,Kingsoft,@,,,,,,,,,,,,,
Atomix_SID,,39b02da2947c8e4d3535df1d19a6546f6f28e47d,,,,,,,,,,,,,,,,,,,,,,
